k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[61, 4, 1, 2]                                                              |  | used linear model with 65 points | iterate failure | actual_k=4
      12|[120.01344956612175, -0.0287780159861755, 0.8456748562085052, 110.00782057923828, 0.0910244113600663, 0.7942190806265909, 99.99768196942743, 0.2260622727645726, 0.7110361990439288, 87.99790760207061, 0.3665206268762078, 0.6816443106221696, 86.01033946833097, 0.3868013532012652, 0.6440576879708212, 83.9893257776605, 0.4861216642114137, 0.5370841587892559, 79.99443199332269, 0.6524547031264517, 0.3570914668769698, 76.00530879691269, 0.8786477504000415, 0.1105086409679891, 886.3922374587835, 909.9988472600339, 922.5174289324642, 926.4554821747951, 935.5391097296558, 952.8439422343072, 975.7334649399428]|296.9202466975384596|      0.06250000|[732, 48, 12, 24]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      13|[120.04165776288033, -0.0213664619856565, 0.8346386589458683, 110.01092950949688, 0.0652783089057333, 0.7935057929231467, 100.00507748060193, 0.2170122679147321, 0.71789706254387, 88.00427096376981, 0.3884981201159884, 0.6802032793036688, 86.00836639505847, 0.4077121976017645, 0.6321625314195526, 83.99943821653625, 0.4775202917974336, 0.529554884370841, 79.99243567005284, 0.6509064104354533, 0.3540389480972374, 76.01358576174216, 0.8729503668727212, 0.1011316175979377, 886.3890827689806, 910.0032745244707, 922.5298394585162, 926.442749438675, 935.53332148452, 952.856185576109, 975.7349659175783]|211.5493965377247036|      0.12500000|[793, 52, 13, 26]                                                          |  | used linear model with 65 points | iterate success | actual_k=4
      14|[120.04165776288033, -0.0213664619856565, 0.8346386589458683, 110.01092950949688, 0.0652783089057333, 0.7935057929231467, 100.00507748060193, 0.2170122679147321, 0.71789706254387, 88.00427096376981, 0.3884981201159884, 0.6802032793036688, 86.00836639505847, 0.4077121976017645, 0.6321625314195526, 83.99943821653625, 0.4775202917974336, 0.529554884370841, 79.99243567005284, 0.6509064104354533, 0.3540389480972374, 76.01358576174216, 0.8729503668727212, 0.1011316175979377, 886.3890827689806, 910.0032745244707, 922.5298394585162, 926.442749438675, 935.53332148452, 952.856185576109, 975.7349659175783]|211.5493965377247036|      0.06250000|[854, 56, 14, 28]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      15|[120.04165776288033, -0.0213664619856565, 0.8346386589458683, 110.01092950949688, 0.0652783089057333, 0.7935057929231467, 100.00507748060193, 0.2170122679147321, 0.71789706254387, 88.00427096376981, 0.3884981201159884, 0.6802032793036688, 86.00836639505847, 0.4077121976017645, 0.6321625314195526, 83.99943821653625, 0.4775202917974336, 0.529554884370841, 79.99243567005284, 0.6509064104354533, 0.3540389480972374, 76.01358576174216, 0.8729503668727212, 0.1011316175979377, 886.3890827689806, 910.0032745244707, 922.5298394585162, 926.442749438675, 935.53332148452, 952.856185576109, 975.7349659175783]|211.5493965377247036|      0.03125000|[915, 60, 15, 30]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      16|[120.04165776288033, -0.0213664619856565, 0.8346386589458683, 110.01092950949688, 0.0652783089057333, 0.7935057929231467, 100.00507748060193, 0.2170122679147321, 0.71789706254387, 88.00427096376981, 0.3884981201159884, 0.6802032793036688, 86.00836639505847, 0.4077121976017645, 0.6321625314195526, 83.99943821653625, 0.4775202917974336, 0.529554884370841, 79.99243567005284, 0.6509064104354533, 0.3540389480972374, 76.01358576174216, 0.8729503668727212, 0.1011316175979377, 886.3890827689806, 910.0032745244707, 922.5298394585162, 926.442749438675, 935.53332148452, 952.856185576109, 975.7349659175783]|211.5493965377247036|      0.01562500|[976, 64, 16, 32]                                                          |  | used linear model with 65 points | iterate failure | actual_k=4
      17|[120.04131459468907, -0.0307891774587629, 0.8296863747401962, 110.01039609543885, 0.0723044849810251, 0.7960517875347987, 100.00557716982954, 0.2101945152175642, 0.7151472828754674, 88.00495150219332, 0.3912288066207911, 0.6807668357781136, 86.00792056839379, 0.4098530181099893, 0.6317373097106992, 83.99953881761644, 0.4778561901531184, 0.5294788139090141, 79.9913937210427, 0.650086171875515, 0.3536148380055406, 76.01419927001774, 0.8735887069785983, 0.1017911959899341, 886.3889635374613, 910.0026661129785, 922.5290658592247, 926.4432187003209, 935.533630890813, 952.8566972764197, 975.7334702466808]|140.9919800407087962|      0.03125000|[1037, 68, 17, 34]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      18|[120.04131459468907, -0.0307891774587629, 0.8296863747401962, 110.01039609543885, 0.0723044849810251, 0.7960517875347987, 100.00557716982954, 0.2101945152175642, 0.7151472828754674, 88.00495150219332, 0.3912288066207911, 0.6807668357781136, 86.00792056839379, 0.4098530181099893, 0.6317373097106992, 83.99953881761644, 0.4778561901531184, 0.5294788139090141, 79.9913937210427, 0.650086171875515, 0.3536148380055406, 76.01419927001774, 0.8735887069785983, 0.1017911959899341, 886.3889635374613, 910.0026661129785, 922.5290658592247, 926.4432187003209, 935.533630890813, 952.8566972764197, 975.7334702466808]|140.9919800407087962|      0.01562500|[1098, 72, 18, 36]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      19|[120.04051450594295, -0.0273227706942119, 0.8330761446909781, 110.00850944095623, 0.0638193425319407, 0.7955630809542561, 100.00746143997986, 0.2087011948645894, 0.7130599086288429, 88.00635313912488, 0.392465139403764, 0.6837042582674057, 86.00825305351086, 0.4153906236498199, 0.6314520652415445, 83.9972398288538, 0.4783387009750539, 0.5326569843637974, 79.9897991841162, 0.6431868368590965, 0.3517561868649501, 76.01346925289933, 0.8723340187894763, 0.10315008003007, 886.3852672987547, 910.0028536529686, 922.5298699023506, 926.4424603657822, 935.534851999132, 952.8578601571057, 975.7338561802501]|125.9022316224043720|      0.03125000|[1159, 76, 19, 38]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      20|[120.04051450594295, -0.0273227706942119, 0.8330761446909781, 110.00850944095623, 0.0638193425319407, 0.7955630809542561, 100.00746143997986, 0.2087011948645894, 0.7130599086288429, 88.00635313912488, 0.392465139403764, 0.6837042582674057, 86.00825305351086, 0.4153906236498199, 0.6314520652415445, 83.9972398288538, 0.4783387009750539, 0.5326569843637974, 79.9897991841162, 0.6431868368590965, 0.3517561868649501, 76.01346925289933, 0.8723340187894763, 0.10315008003007, 886.3852672987547, 910.0028536529686, 922.5298699023506, 926.4424603657822, 935.534851999132, 952.8578601571057, 975.7338561802501]|125.9022316224043720|      0.01562500|[1220, 80, 20, 40]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      21|[120.04051450594295, -0.0273227706942119, 0.8330761446909781, 110.00850944095623, 0.0638193425319407, 0.7955630809542561, 100.00746143997986, 0.2087011948645894, 0.7130599086288429, 88.00635313912488, 0.392465139403764, 0.6837042582674057, 86.00825305351086, 0.4153906236498199, 0.6314520652415445, 83.9972398288538, 0.4783387009750539, 0.5326569843637974, 79.9897991841162, 0.6431868368590965, 0.3517561868649501, 76.01346925289933, 0.8723340187894763, 0.10315008003007, 886.3852672987547, 910.0028536529686, 922.5298699023506, 926.4424603657822, 935.534851999132, 952.8578601571057, 975.7338561802501]|125.9022316224043720|      0.00781250|[1281, 84, 21, 42]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      22|[120.04125277876228, -0.0329318918106022, 0.8309576397103624, 110.00855434483924, 0.0664704346867646, 0.7969977295852027, 100.00756283663603, 0.2063248431418734, 0.7119578125262481, 88.0068865624835, 0.393477473080952, 0.6844571512130002, 86.00793345889036, 0.4164052254910048, 0.6320098666484278, 83.99700162455369, 0.4790423623501331, 0.5333872224716723, 79.99043758949297, 0.641912317534183, 0.3512324498378925, 76.01398811096198, 0.8719759947854854, 0.1038517257497835, 886.3852237412607, 910.0033400249959, 922.5300165295706, 926.4425399071893, 935.5345470061386, 952.8578252471151, 975.7346428309147]|110.4158040699708607|      0.01562500|[1342, 88, 22, 44]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      23|[120.04125277876228, -0.0329318918106022, 0.8309576397103624, 110.00855434483924, 0.0664704346867646, 0.7969977295852027, 100.00756283663603, 0.2063248431418734, 0.7119578125262481, 88.0068865624835, 0.393477473080952, 0.6844571512130002, 86.00793345889036, 0.4164052254910048, 0.6320098666484278, 83.99700162455369, 0.4790423623501331, 0.5333872224716723, 79.99043758949297, 0.641912317534183, 0.3512324498378925, 76.01398811096198, 0.8719759947854854, 0.1038517257497835, 886.3852237412607, 910.0033400249959, 922.5300165295706, 926.4425399071893, 935.5345470061386, 952.8578252471151, 975.7346428309147]|110.4158040699708607|      0.00781250|[1403, 92, 23, 46]                                                         |  | used linear model with 65 points | iterate failure | actual_k=4
      24|[120.04029392733779, -0.0309818146401807, 0.8297948500735545, 110.00867835508136, 0.0619588923775451, 0.7952708250239361, 100.00704827588692, 0.2043522852962074, 0.7115349252486763, 88.00582153471014, 0.3964094540072702, 0.6847986421054512, 86.00783846780774, 0.4193761541850958, 0.6325974681674758, 83.99744172766923, 0.4802552009835331, 0.5344657703367575, 79.99079120283568, 0.6405195921584227, 0.3505974443017317, 76.0131713103603, 0.8725959374816125, 0.1049488437786931, 886.3845442385837, 910.0031455809853, 922.5299491950891, 926.4426530288041, 935.5346004935183, 952.8574250915482, 975.7345176602327]| 99.7211081841694380|      0.01562500|[1464, 96, 24, 48]                                                         |  | used linear model with 65 points | iterate success | actual_k=4
      25|[120.04029392733779, -0.0309818146401807, 0.8297948500735545, 110.00867835508136, 0.0619588923775451, 0.7952708250239361, 100.00704827588692, 0.2043522852962074, 0.7115349252486763, 88.00582153471014, 0.3964094540072702, 0.6847986421054512, 86.00783846780774, 0.4193761541850958, 0.6325974681674758, 83.99744172766923, 0.4802552009835331, 0.5344657703367575, 79.99079120283568, 0.6405195921584227, 0.3505974443017317, 76.0131713103603, 0.8725959374816125, 0.1049488437786931, 886.3845442385837, 910.0031455809853, 922.5299491950891, 926.4426530288041, 935.5346004935183, 952.8574250915482, 975.7345176602327]| 99.7211081841694380|      0.00781250|[1525, 100, 25, 50]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      26|[120.0395166178174, -0.0334953773129767, 0.8284358250323185, 110.00870764174425, 0.0626037863689634, 0.7959970081528907, 100.00694293264753, 0.2012853769006935, 0.7116631868084264, 88.00707538820295, 0.3978906718383601, 0.685900432450216, 86.00739838746838, 0.4232570763760198, 0.6331938483649194, 83.9978860654902, 0.4823499613972683, 0.5344058849802117, 79.99049354894436, 0.6386212852545317, 0.3486296172518513, 76.0131950830363, 0.8737259767256228, 0.1047437009300132, 886.3850930745914, 910.0012108015078, 922.52971556595, 926.4412784326287, 935.5333828374805, 952.8572042491621, 975.7350691165237]| 91.7948051409435806|      0.01562500|[1586, 104, 26, 52]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      27|[120.0395166178174, -0.0334953773129767, 0.8284358250323185, 110.00870764174425, 0.0626037863689634, 0.7959970081528907, 100.00694293264753, 0.2012853769006935, 0.7116631868084264, 88.00707538820295, 0.3978906718383601, 0.685900432450216, 86.00739838746838, 0.4232570763760198, 0.6331938483649194, 83.9978860654902, 0.4823499613972683, 0.5344058849802117, 79.99049354894436, 0.6386212852545317, 0.3486296172518513, 76.0131950830363, 0.8737259767256228, 0.1047437009300132, 886.3850930745914, 910.0012108015078, 922.52971556595, 926.4412784326287, 935.5333828374805, 952.8572042491621, 975.7350691165237]| 91.7948051409435806|      0.00781250|[1647, 108, 27, 54]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      28|[120.0395166178174, -0.0334953773129767, 0.8284358250323185, 110.00870764174425, 0.0626037863689634, 0.7959970081528907, 100.00694293264753, 0.2012853769006935, 0.7116631868084264, 88.00707538820295, 0.3978906718383601, 0.685900432450216, 86.00739838746838, 0.4232570763760198, 0.6331938483649194, 83.9978860654902, 0.4823499613972683, 0.5344058849802117, 79.99049354894436, 0.6386212852545317, 0.3486296172518513, 76.0131950830363, 0.8737259767256228, 0.1047437009300132, 886.3850930745914, 910.0012108015078, 922.52971556595, 926.4412784326287, 935.5333828374805, 952.8572042491621, 975.7350691165237]| 91.7948051409435806|      0.00390625|[1708, 112, 28, 56]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      29|[120.04025645507322, -0.0326751941881857, 0.8285682535359151, 110.00850445473179, 0.0598915056487547, 0.7952349802336114, 100.00691013126742, 0.2013168762142756, 0.7117903560193084, 88.006931288069, 0.3987474833251366, 0.6864426838513258, 86.00756484266947, 0.4244426169648476, 0.6337689888025198, 83.99806678522464, 0.4834084917464005, 0.5346361086072481, 79.9906566119752, 0.6375784295261168, 0.3482663088401269, 76.01292035454892, 0.8737062162731581, 0.1044165206844072, 886.3848542993774, 910.0009592191278, 922.5299068158096, 926.441510345743, 935.5339123497201, 952.8572165439376, 975.7347772406907]| 87.7700340447096607|      0.00781250|[1769, 116, 29, 58]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      30|[120.0402916632035, -0.0329807319745821, 0.8278947660230391, 110.01031051467538, 0.0597233448246992, 0.7974261033884411, 100.0081835091595, 0.1997993434456777, 0.7126932926552898, 88.00755508605236, 0.4010059562105728, 0.6862936226666789, 86.00694407928701, 0.4266189725144163, 0.6343450960300647, 83.99719296709443, 0.4874023163276858, 0.5345175161501655, 79.98822984740383, 0.6358394862715951, 0.3463239655051155, 76.01426667183155, 0.8747876567651913, 0.1048971399644507, 886.3852263562494, 909.9999303549283, 922.5300284288703, 926.4412850433883, 935.5335414045294, 952.8561271848788, 975.7335621948413]| 83.0791944311748125|      0.01562500|[1830, 120, 30, 60]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      31|[120.0402916632035, -0.0329807319745821, 0.8278947660230391, 110.01031051467538, 0.0597233448246992, 0.7974261033884411, 100.0081835091595, 0.1997993434456777, 0.7126932926552898, 88.00755508605236, 0.4010059562105728, 0.6862936226666789, 86.00694407928701, 0.4266189725144163, 0.6343450960300647, 83.99719296709443, 0.4874023163276858, 0.5345175161501655, 79.98822984740383, 0.6358394862715951, 0.3463239655051155, 76.01426667183155, 0.8747876567651913, 0.1048971399644507, 886.3852263562494, 909.9999303549283, 922.5300284288703, 926.4412850433883, 935.5335414045294, 952.8561271848788, 975.7335621948413]| 83.0791944311748125|      0.00781250|[1891, 124, 31, 62]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      32|[120.03960323342045, -0.0354741405440594, 0.8263494436098303, 110.01019461685061, 0.059647015162658, 0.7991144793054739, 100.00841675790808, 0.2001758884383158, 0.7146081540001946, 88.0049644846462, 0.4018402320660635, 0.6872199659228376, 86.00630171177964, 0.4308938691705064, 0.635205205770929, 83.99823267267402, 0.4880908973978975, 0.533889452431787, 79.98767742042088, 0.6348905378300301, 0.3473559963615263, 76.01559065049273, 0.8762671210086824, 0.1051271858896395, 886.3854106648339, 909.9999016087191, 922.529232837489, 926.4419434487512, 935.5330020088536, 952.8570798965068, 975.736210961122]| 82.2366172857033746|      0.01562500|[1952, 128, 32, 64]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      33|[120.03960323342045, -0.0354741405440594, 0.8263494436098303, 110.01019461685061, 0.059647015162658, 0.7991144793054739, 100.00841675790808, 0.2001758884383158, 0.7146081540001946, 88.0049644846462, 0.4018402320660635, 0.6872199659228376, 86.00630171177964, 0.4308938691705064, 0.635205205770929, 83.99823267267402, 0.4880908973978975, 0.533889452431787, 79.98767742042088, 0.6348905378300301, 0.3473559963615263, 76.01559065049273, 0.8762671210086824, 0.1051271858896395, 886.3854106648339, 909.9999016087191, 922.529232837489, 926.4419434487512, 935.5330020088536, 952.8570798965068, 975.736210961122]| 82.2366172857033746|      0.00781250|[2013, 132, 33, 66]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      34|[120.03960323342045, -0.0354741405440594, 0.8263494436098303, 110.01019461685061, 0.059647015162658, 0.7991144793054739, 100.00841675790808, 0.2001758884383158, 0.7146081540001946, 88.0049644846462, 0.4018402320660635, 0.6872199659228376, 86.00630171177964, 0.4308938691705064, 0.635205205770929, 83.99823267267402, 0.4880908973978975, 0.533889452431787, 79.98767742042088, 0.6348905378300301, 0.3473559963615263, 76.01559065049273, 0.8762671210086824, 0.1051271858896395, 886.3854106648339, 909.9999016087191, 922.529232837489, 926.4419434487512, 935.5330020088536, 952.8570798965068, 975.736210961122]| 82.2366172857033746|      0.00390625|[2074, 136, 34, 68]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      35|[120.03953193731546, -0.0326612048426976, 0.8275009877150239, 110.01043919741589, 0.05776843758873, 0.7984435897498753, 100.00862464037104, 0.2002086286841705, 0.7144605056485932, 88.0049298514464, 0.4022021842902132, 0.6876963664092653, 86.00612219548714, 0.4317566574249636, 0.635281210457583, 83.99834602929265, 0.4885801200934682, 0.5341685194262152, 79.98773067642492, 0.6344497260242267, 0.3472924187603766, 76.0155490862755, 0.8763908174185882, 0.1052777046754695, 886.3851918850389, 910.0000571578936, 922.5291041262393, 926.4418815249966, 935.5330504182713, 952.8569287450077, 975.7364934904092]| 78.2132343556385337|      0.00781250|[2135, 140, 35, 70]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      36|[120.03953193731546, -0.0326612048426976, 0.8275009877150239, 110.01043919741589, 0.05776843758873, 0.7984435897498753, 100.00862464037104, 0.2002086286841705, 0.7144605056485932, 88.0049298514464, 0.4022021842902132, 0.6876963664092653, 86.00612219548714, 0.4317566574249636, 0.635281210457583, 83.99834602929265, 0.4885801200934682, 0.5341685194262152, 79.98773067642492, 0.6344497260242267, 0.3472924187603766, 76.0155490862755, 0.8763908174185882, 0.1052777046754695, 886.3851918850389, 910.0000571578936, 922.5291041262393, 926.4418815249966, 935.5330504182713, 952.8569287450077, 975.7364934904092]| 78.2132343556385337|      0.00390625|[2196, 144, 36, 72]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
      37|[120.03875868419135, -0.0337318167328216, 0.8259902498456411, 110.01007750703197, 0.0586157280516531, 0.7988232987298496, 100.00793422852728, 0.2001543103531552, 0.7136197320657534, 88.0052994619178, 0.4026007160544599, 0.6886534143081312, 86.00658128611336, 0.4336631880206085, 0.6358370160695559, 83.99768331671329, 0.4888166545901722, 0.5336636698616039, 79.98742847141624, 0.6347103665061041, 0.3475174563435294, 76.01518227241243, 0.8757157429046325, 0.104376712554364, 886.3843514683088, 910.000564143855, 922.529125459327, 926.4413078756169, 935.5330928804024, 952.8569660569573, 975.7366636402672]| 77.1071087949855496|      0.00781250|[2257, 148, 37, 74]                                                        |  | used linear model with 65 points | iterate success | actual_k=4
      38|[120.03875868419135, -0.0337318167328216, 0.8259902498456411, 110.01007750703197, 0.0586157280516531, 0.7988232987298496, 100.00793422852728, 0.2001543103531552, 0.7136197320657534, 88.0052994619178, 0.4026007160544599, 0.6886534143081312, 86.00658128611336, 0.4336631880206085, 0.6358370160695559, 83.99768331671329, 0.4888166545901722, 0.5336636698616039, 79.98742847141624, 0.6347103665061041, 0.3475174563435294, 76.01518227241243, 0.8757157429046325, 0.104376712554364, 886.3843514683088, 910.000564143855, 922.529125459327, 926.4413078756169, 935.5330928804024, 952.8569660569573, 975.7366636402672]| 77.1071087949855496|      0.00390625|[2318, 152, 38, 76]                                                        |  | used linear model with 65 points | iterate failure | actual_k=4
