k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[1.0105161053713385, -1.219018403235148, -1.0019724985591156, -1.169361236756022, -1.192800718013751, -1.1308071099954307, -1.155340810729334, -1.0905494561000042, -1.2282439575799706, -1.076126050275199]|  0.0280106285237894|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[1.0042630672281627, -1.2158069755107075, -1.0398547263803013, -1.1857870409906133, -1.1553151240740882, -1.1353366169616201, -1.1772736897507114, -1.0891126952583596, -1.216846610337796, -1.086768645921663]|  0.0057459178140938|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[1.0042630672281627, -1.2158069755107075, -1.0398547263803013, -1.1857870409906133, -1.1553151240740882, -1.1353366169616201, -1.1772736897507114, -1.0891126952583596, -1.216846610337796, -1.086768645921663]|  0.0057459178140938|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[1.0042630672281627, -1.2158069755107075, -1.0398547263803013, -1.1857870409906133, -1.1553151240740882, -1.1353366169616201, -1.1772736897507114, -1.0891126952583596, -1.216846610337796, -1.086768645921663]|  0.0057459178140938|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[1.0034910429709418, -1.2291653604955046, -1.039387295798875, -1.174638403776513, -1.1340187494166065, -1.1254559034621892, -1.1710615409884229, -1.0923961191927472, -1.2083374309323625, -1.0865087341618216]|  0.0022859674853097|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[1.0034910429709418, -1.2291653604955046, -1.039387295798875, -1.174638403776513, -1.1340187494166065, -1.1254559034621892, -1.1710615409884229, -1.0923961191927472, -1.2083374309323625, -1.0865087341618216]|  0.0022859674853097|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[1.0034910429709418, -1.2291653604955046, -1.039387295798875, -1.174638403776513, -1.1340187494166065, -1.1254559034621892, -1.1710615409884229, -1.0923961191927472, -1.2083374309323625, -1.0865087341618216]|  0.0022859674853097|      0.01562500|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[1.0013119455756059, -1.2296073482458438, -1.0447881486325887, -1.177598659241323, -1.1345914681257194, -1.1332546258935603, -1.1743828233281168, -1.0978137769658014, -1.2006704207329562, -1.0801094039768115]|  0.0017603841877487|      0.03125000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[1.0050847703146268, -1.229796644777532, -1.052377457399157, -1.173574896246238, -1.1221872096597494, -1.1345855493205823, -1.1721047187012157, -1.0793008531128312, -1.1829131280460752, -1.088453722104321]|  0.0010653832364577|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[1.0050847703146268, -1.229796644777532, -1.052377457399157, -1.173574896246238, -1.1221872096597494, -1.1345855493205823, -1.1721047187012157, -1.0793008531128312, -1.1829131280460752, -1.088453722104321]|  0.0010653832364577|      0.03125000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[1.0050847703146268, -1.229796644777532, -1.052377457399157, -1.173574896246238, -1.1221872096597494, -1.1345855493205823, -1.1721047187012157, -1.0793008531128312, -1.1829131280460752, -1.088453722104321]|  0.0010653832364577|      0.01562500|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[1.0058080265019471, -1.2310267471496639, -1.0646237975456148, -1.1816785642552252, -1.1238344284436015, -1.1318424065448633, -1.1690324903722458, -1.0781295010949328, -1.1852180496289413, -1.0887709184012329]|  0.0006258671700357|      0.03125000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[1.0058080265019471, -1.2310267471496639, -1.0646237975456148, -1.1816785642552252, -1.1238344284436015, -1.1318424065448633, -1.1690324903722458, -1.0781295010949328, -1.1852180496289413, -1.0887709184012329]|  0.0006258671700357|      0.01562500|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[1.0058080265019471, -1.2310267471496639, -1.0646237975456148, -1.1816785642552252, -1.1238344284436015, -1.1318424065448633, -1.1690324903722458, -1.0781295010949328, -1.1852180496289413, -1.0887709184012329]|  0.0006258671700357|      0.00781250|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[1.0069028460844773, -1.2285205871388263, -1.064898723901884, -1.1801352345973284, -1.1192573319142263, -1.1269262805075024, -1.1686332677138938, -1.080025177266596, -1.1866004480913508, -1.0882086576473058]|  0.0005151590461320|      0.01562500|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[1.0069028460844773, -1.2285205871388263, -1.064898723901884, -1.1801352345973284, -1.1192573319142263, -1.1269262805075024, -1.1686332677138938, -1.080025177266596, -1.1866004480913508, -1.0882086576473058]|  0.0005151590461320|      0.00781250|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[1.0069028460844773, -1.2285205871388263, -1.064898723901884, -1.1801352345973284, -1.1192573319142263, -1.1269262805075024, -1.1686332677138938, -1.080025177266596, -1.1866004480913508, -1.0882086576473058]|  0.0005151590461320|      0.00390625|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[1.010245221731218, -1.2295130721218441, -1.0656873563495437, -1.1797501212388557, -1.1195858296250434, -1.1282635682351154, -1.1691221131256644, -1.080403000898233, -1.1864008647899653, -1.0883279513220052]|  0.0004811501494866|      0.00781250|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[1.010245221731218, -1.2295130721218441, -1.0656873563495437, -1.1797501212388557, -1.1195858296250434, -1.1282635682351154, -1.1691221131256644, -1.080403000898233, -1.1864008647899653, -1.0883279513220052]|  0.0004811501494866|      0.00390625|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[1.0112123517254248, -1.2286701837923042, -1.0646251227800916, -1.1791830952746303, -1.1204992932571183, -1.1305177289797637, -1.1672491460604388, -1.0809581689526455, -1.1871127475779006, -1.0897152070774083]|  0.0004643424005012|      0.00781250|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[1.0165157623003707, -1.2304428503084026, -1.0633954356749324, -1.177962330806666, -1.118587911782024, -1.127860064795339, -1.1668082502221182, -1.0849257208199072, -1.1871675934877437, -1.0893853183243067]|  0.0004340572260573|      0.01562500|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[1.0165157623003707, -1.2304428503084026, -1.0633954356749324, -1.177962330806666, -1.118587911782024, -1.127860064795339, -1.1668082502221182, -1.0849257208199072, -1.1871675934877437, -1.0893853183243067]|  0.0004340572260573|      0.00781250|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[1.0165157623003707, -1.2304428503084026, -1.0633954356749324, -1.177962330806666, -1.118587911782024, -1.127860064795339, -1.1668082502221182, -1.0849257208199072, -1.1871675934877437, -1.0893853183243067]|  0.0004340572260573|      0.00390625|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[1.0165157623003707, -1.2304428503084026, -1.0633954356749324, -1.177962330806666, -1.118587911782024, -1.127860064795339, -1.1668082502221182, -1.0849257208199072, -1.1871675934877437, -1.0893853183243067]|  0.0004340572260573|      0.00195312|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[1.0166792837569636, -1.228970983596523, -1.0634126076255292, -1.1789211787104446, -1.1190357250630143, -1.1283957768915793, -1.1665723489689457, -1.085322223969225, -1.1872056785039184, -1.0893919062707345]|  0.0004079454507380|      0.00390625|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[1.0166792837569636, -1.228970983596523, -1.0634126076255292, -1.1789211787104446, -1.1190357250630143, -1.1283957768915793, -1.1665723489689457, -1.085322223969225, -1.1872056785039184, -1.0893919062707345]|  0.0004079454507380|      0.00195312|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[1.0171976555362208, -1.2282052738354456, -1.0637333689449697, -1.1795166034837337, -1.1199740299740955, -1.1294451020939904, -1.1665959367845682, -1.0851024771831654, -1.1877771407099331, -1.0897731469646321]|  0.0003987025071355|      0.00390625|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[1.016101561171345, -1.2269985676372968, -1.0652275250372567, -1.1808124508574485, -1.1184340107358364, -1.1296671273946726, -1.166620384673323, -1.086927803247407, -1.1862980373668692, -1.0889080519495173]|  0.0003826754984912|      0.00781250|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[1.016101561171345, -1.2269985676372968, -1.0652275250372567, -1.1808124508574485, -1.1184340107358364, -1.1296671273946726, -1.166620384673323, -1.086927803247407, -1.1862980373668692, -1.0889080519495173]|  0.0003826754984912|      0.00390625|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[1.0186661328472706, -1.2259037590156059, -1.0650140019901864, -1.1809798780293521, -1.1196001024623663, -1.1306117846513337, -1.1648233215851023, -1.0881756494527588, -1.1867449398189747, -1.0893217020065604]|  0.0003580862495462|      0.00781250|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      42|[1.0219231578987482, -1.2216698535514883, -1.064948696788948, -1.1793817707047427, -1.117696251830385, -1.1292211765016915, -1.1613167145838554, -1.08796820401058, -1.1888541387098912, -1.0920778392139248]|  0.0003417046257788|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[1.0219231578987482, -1.2216698535514883, -1.064948696788948, -1.1793817707047427, -1.117696251830385, -1.1292211765016915, -1.1613167145838554, -1.08796820401058, -1.1888541387098912, -1.0920778392139248]|  0.0003417046257788|      0.00781250|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      44|[1.0219231578987482, -1.2216698535514883, -1.064948696788948, -1.1793817707047427, -1.117696251830385, -1.1292211765016915, -1.1613167145838554, -1.08796820401058, -1.1888541387098912, -1.0920778392139248]|  0.0003417046257788|      0.00390625|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[1.0233373085387076, -1.2209912871553739, -1.0653305257154664, -1.1796602664795661, -1.1191146987293257, -1.1311900407611855, -1.1623632728732085, -1.0882759129012904, -1.1885514710192984, -1.089752937790734]|  0.0003173148576021|      0.00781250|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      46|[1.0233373085387076, -1.2209912871553739, -1.0653305257154664, -1.1796602664795661, -1.1191146987293257, -1.1311900407611855, -1.1623632728732085, -1.0882759129012904, -1.1885514710192984, -1.089752937790734]|  0.0003173148576021|      0.00390625|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      47|[1.0240041007622214, -1.2208505005087777, -1.066907066431633, -1.1776618983435234, -1.1177508541187366, -1.1300697392266583, -1.1624878907034093, -1.0904650185266391, -1.1882669313823437, -1.0891947469821495]|  0.0002985998795147|      0.00781250|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      48|[1.0240041007622214, -1.2208505005087777, -1.066907066431633, -1.1776618983435234, -1.1177508541187366, -1.1300697392266583, -1.1624878907034093, -1.0904650185266391, -1.1882669313823437, -1.0891947469821495]|  0.0002985998795147|      0.00390625|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      49|[1.0259360855255735, -1.220707483026339, -1.0691664113731456, -1.1783079311368636, -1.1168388475451185, -1.1319900248523664, -1.1622791267308694, -1.0915714136740704, -1.187828981452767, -1.0891238501017388]|  0.0002684899782740|      0.00781250|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      50|[1.0259360855255735, -1.220707483026339, -1.0691664113731456, -1.1783079311368636, -1.1168388475451185, -1.1319900248523664, -1.1622791267308694, -1.0915714136740704, -1.187828981452767, -1.0891238501017388]|  0.0002684899782740|      0.00390625|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
