k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
      12|[1.0485235301156395, -1.080683081481675, -1.0673921589403823, -1.0891948909799445, -1.0970416952467417, -1.0719151827004232, -1.0643247889532044, -1.134533337244673, -1.1630389567586377, -1.093635090949469]|  0.2423586002390198|      0.06250000|[120, 36, 12, 48]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      13|[1.0485235301156395, -1.080683081481675, -1.0673921589403823, -1.0891948909799445, -1.0970416952467417, -1.0719151827004232, -1.0643247889532044, -1.134533337244673, -1.1630389567586377, -1.093635090949469]|  0.2423586002390198|      0.03125000|[130, 39, 13, 52]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      14|[1.0703524291809938, -1.0969889630558567, -1.0670820571210768, -1.0955433626448843, -1.1092395173620802, -1.0721982272092203, -1.0663731276404993, -1.1314835997073742, -1.166606716000257, -1.0979580715280304]|  0.1494738232847185|      0.06250000|[140, 42, 14, 56]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      15|[1.0703524291809938, -1.0969889630558567, -1.0670820571210768, -1.0955433626448843, -1.1092395173620802, -1.0721982272092203, -1.0663731276404993, -1.1314835997073742, -1.166606716000257, -1.0979580715280304]|  0.1494738232847185|      0.03125000|[150, 45, 15, 60]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[1.0729425302954767, -1.1130533806472693, -1.075484267242881, -1.0985800877365601, -1.1162705205988575, -1.0853068100199201, -1.0842999274096998, -1.1363155198018775, -1.1746083362135455, -1.0965594822998512]|  0.0636215129561385|      0.06250000|[160, 48, 16, 64]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      17|[1.0729425302954767, -1.1130533806472693, -1.075484267242881, -1.0985800877365601, -1.1162705205988575, -1.0853068100199201, -1.0842999274096998, -1.1363155198018775, -1.1746083362135455, -1.0965594822998512]|  0.0636215129561385|      0.03125000|[170, 51, 17, 68]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      18|[1.0814663770019692, -1.1312267331051227, -1.0891203828534843, -1.1001409266747395, -1.1214669509424406, -1.091329210196908, -1.093732367611547, -1.1484785290073396, -1.1752230227182068, -1.0873564296633567]|  0.0274983845206159|      0.06250000|[180, 54, 18, 72]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      19|[1.0814663770019692, -1.1312267331051227, -1.0891203828534843, -1.1001409266747395, -1.1214669509424406, -1.091329210196908, -1.093732367611547, -1.1484785290073396, -1.1752230227182068, -1.0873564296633567]|  0.0274983845206159|      0.03125000|[190, 57, 19, 76]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      20|[1.0814663770019692, -1.1312267331051227, -1.0891203828534843, -1.1001409266747395, -1.1214669509424406, -1.091329210196908, -1.093732367611547, -1.1484785290073396, -1.1752230227182068, -1.0873564296633567]|  0.0274983845206159|      0.01562500|[200, 60, 20, 80]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      21|[1.0817038293621235, -1.1325490691388107, -1.0932133476790618, -1.1010850346183996, -1.128729416658228, -1.1022790454846263, -1.092849281171191, -1.1459604310604061, -1.168752838150071, -1.0891073492901788]|  0.0179897907534431|      0.03125000|[210, 63, 21, 84]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      22|[1.0817038293621235, -1.1325490691388107, -1.0932133476790618, -1.1010850346183996, -1.128729416658228, -1.1022790454846263, -1.092849281171191, -1.1459604310604061, -1.168752838150071, -1.0891073492901788]|  0.0179897907534431|      0.01562500|[220, 66, 22, 88]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      23|[1.0840736882188158, -1.1347358580424538, -1.0995836975633557, -1.110340167449274, -1.1300891201041288, -1.1095428889161687, -1.0985550849271188, -1.1482646534649954, -1.1649936466344872, -1.0881617627926867]|  0.0087105349058256|      0.03125000|[230, 69, 23, 92]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      24|[1.0920750686415028, -1.1257183410137734, -1.115061802492157, -1.1080979058014622, -1.1255193774880903, -1.1250458215170636, -1.1098611861074603, -1.1547549845925889, -1.1535605068101453, -1.0931349763806057]|  0.0040598276181254|      0.06250000|[240, 72, 24, 96]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      25|[1.0920750686415028, -1.1257183410137734, -1.115061802492157, -1.1080979058014622, -1.1255193774880903, -1.1250458215170636, -1.1098611861074603, -1.1547549845925889, -1.1535605068101453, -1.0931349763806057]|  0.0040598276181254|      0.03125000|[250, 75, 25, 100]                                                         |  | used linear model with 13 points | iterate failure | actual_k=1
