k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[1.2822369860754244, 0.3581215769534986, 0.6810715918635835, 0.7664610252625782, 0.4388677488095835, 3.0120132103773303, 4.88099758417112, 7.023109513323582, 2.188070380132365, 4.604320886831527, 5.728071221093893]|  0.9972867227512576|      0.06250000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[1.2822369860754244, 0.3581215769534986, 0.6810715918635835, 0.7664610252625782, 0.4388677488095835, 3.0120132103773303, 4.88099758417112, 7.023109513323582, 2.188070380132365, 4.604320886831527, 5.728071221093893]|  0.9972867227512576|      0.03125000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[1.274581371159495, 0.3414952116754555, 0.6769061946440873, 0.7677373488266844, 0.44494259555662, 3.01364396251555, 4.87904923589577, 7.02472340679339, 2.2022886869679192, 4.62317686815316, 5.732414767170731]|  0.9115497817206974|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[1.291595045234583, 0.3029884866724505, 0.6751932242526358, 0.7837526616661171, 0.4096513930114386, 3.006674231930348, 4.8707804950885265, 7.019516274301489, 2.222109142151821, 4.630268524918939, 5.738889181961364]|  0.8491810392688316|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[1.291595045234583, 0.3029884866724505, 0.6751932242526358, 0.7837526616661171, 0.4096513930114386, 3.006674231930348, 4.8707804950885265, 7.019516274301489, 2.222109142151821, 4.630268524918939, 5.738889181961364]|  0.8491810392688316|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[1.2803648018138694, 0.2689399576331279, 0.6738380807705436, 0.7797598209017045, 0.451784184727116, 3.017564625588044, 4.859132516806148, 7.0158143935492046, 2.2294007277039816, 4.649685167375246, 5.750278859597506]|  0.7740826514658148|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[1.2916009106712367, 0.1774239108964267, 0.67178110442398, 0.8156021020786597, 0.4141413235612243, 3.01899249526702, 4.887753720315293, 6.964224164093173, 2.25967551033931, 4.645425662952784, 5.750734995563024]|  0.6844920459925826|      0.25000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[1.2916009106712367, 0.1774239108964267, 0.67178110442398, 0.8156021020786597, 0.4141413235612243, 3.01899249526702, 4.887753720315293, 6.964224164093173, 2.25967551033931, 4.645425662952784, 5.750734995563024]|  0.6844920459925826|      0.12500000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[1.2916009106712367, 0.1774239108964267, 0.67178110442398, 0.8156021020786597, 0.4141413235612243, 3.01899249526702, 4.887753720315293, 6.964224164093173, 2.25967551033931, 4.645425662952784, 5.750734995563024]|  0.6844920459925826|      0.06250000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[1.2657299918000107, 0.1818552035392682, 0.6460298619816909, 0.8312500534794395, 0.413018217905062, 3.010166346850917, 4.8922710321518394, 6.977200223314504, 2.2509299339901037, 4.689553880945241, 5.746540580023583]|  0.6537273547106521|      0.12500000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[1.2657299918000107, 0.1818552035392682, 0.6460298619816909, 0.8312500534794395, 0.413018217905062, 3.010166346850917, 4.8922710321518394, 6.977200223314504, 2.2509299339901037, 4.689553880945241, 5.746540580023583]|  0.6537273547106521|      0.06250000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[1.2657299918000107, 0.1818552035392682, 0.6460298619816909, 0.8312500534794395, 0.413018217905062, 3.010166346850917, 4.8922710321518394, 6.977200223314504, 2.2509299339901037, 4.689553880945241, 5.746540580023583]|  0.6537273547106521|      0.03125000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[1.267508631662408, 0.1844555477272649, 0.6331552292220853, 0.8162227990240439, 0.3966903864457718, 3.017459946196734, 4.890771387367158, 6.9848390240673215, 2.2605191010722128, 4.6922700293813815, 5.756304704896014]|  0.6063877048856889|      0.06250000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[1.271393818530083, 0.1829483523388029, 0.6067915065373527, 0.7721975257996925, 0.4034188051143953, 2.9929737788807347, 4.89078749221532, 6.982112701540833, 2.282397861472354, 4.703434236397639, 5.756176828598965]|  0.5526314831576878|      0.12500000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[1.271393818530083, 0.1829483523388029, 0.6067915065373527, 0.7721975257996925, 0.4034188051143953, 2.9929737788807347, 4.89078749221532, 6.982112701540833, 2.282397861472354, 4.703434236397639, 5.756176828598965]|  0.5526314831576878|      0.06250000|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[1.271393818530083, 0.1829483523388029, 0.6067915065373527, 0.7721975257996925, 0.4034188051143953, 2.9929737788807347, 4.89078749221532, 6.982112701540833, 2.282397861472354, 4.703434236397639, 5.756176828598965]|  0.5526314831576878|      0.03125000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[1.2723596823474486, 0.1863545632077519, 0.6066887618554703, 0.7674194757768954, 0.3751652888708962, 2.9908249710310018, 4.89149328456501, 6.983143034008771, 2.2922848334571593, 4.7083973809068365, 5.75996677774545]|  0.5422310542619797|      0.06250000|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[1.2723596823474486, 0.1863545632077519, 0.6066887618554703, 0.7674194757768954, 0.3751652888708962, 2.9908249710310018, 4.89149328456501, 6.983143034008771, 2.2922848334571593, 4.7083973809068365, 5.75996677774545]|  0.5422310542619797|      0.03125000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[1.2654876542145874, 0.1874972863976611, 0.5995088319656101, 0.7611708458874981, 0.3884452934732883, 2.9917010167525624, 4.892348759053101, 6.996969002243391, 2.302571635573479, 4.719388764292275, 5.77551641199382]|  0.5123693784228385|      0.06250000|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[1.2654876542145874, 0.1874972863976611, 0.5995088319656101, 0.7611708458874981, 0.3884452934732883, 2.9917010167525624, 4.892348759053101, 6.996969002243391, 2.302571635573479, 4.719388764292275, 5.77551641199382]|  0.5123693784228385|      0.03125000|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[1.2654876542145874, 0.1874972863976611, 0.5995088319656101, 0.7611708458874981, 0.3884452934732883, 2.9917010167525624, 4.892348759053101, 6.996969002243391, 2.302571635573479, 4.719388764292275, 5.77551641199382]|  0.5123693784228385|      0.01562500|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[1.2600358289077185, 0.183726171847057, 0.5956743284372077, 0.7573324670550284, 0.3830152414742143, 2.9887651091402367, 4.892807436723341, 6.996700462285786, 2.3103523506120514, 4.727834866957671, 5.774811672596536]|  0.4972006011933104|      0.03125000|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      34|[1.253354690438033, 0.1799811444404925, 0.5819945482440473, 0.7390880527863741, 0.3840916019505233, 2.998639586017167, 4.890037838698152, 6.982968110065929, 2.319127657131986, 4.731396385732735, 5.7784588884730965]|  0.4781419053134083|      0.06250000|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[1.253354690438033, 0.1799811444404925, 0.5819945482440473, 0.7390880527863741, 0.3840916019505233, 2.998639586017167, 4.890037838698152, 6.982968110065929, 2.319127657131986, 4.731396385732735, 5.7784588884730965]|  0.4781419053134083|      0.03125000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[1.2609810588686288, 0.1718878786789418, 0.5833664657424286, 0.7286100442115871, 0.3669335427731005, 2.990996702661539, 4.898499054680226, 6.984349844236753, 2.3304907451788823, 4.736294679975506, 5.765738741061609]|  0.4684774478763726|      0.06250000|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[1.2609810588686288, 0.1718878786789418, 0.5833664657424286, 0.7286100442115871, 0.3669335427731005, 2.990996702661539, 4.898499054680226, 6.984349844236753, 2.3304907451788823, 4.736294679975506, 5.765738741061609]|  0.4684774478763726|      0.03125000|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[1.2609810588686288, 0.1718878786789418, 0.5833664657424286, 0.7286100442115871, 0.3669335427731005, 2.990996702661539, 4.898499054680226, 6.984349844236753, 2.3304907451788823, 4.736294679975506, 5.765738741061609]|  0.4684774478763726|      0.01562500|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      39|[1.2542543276647264, 0.170277272727477, 0.5801962805604151, 0.7210919600211845, 0.3742215022927797, 2.9931419089578046, 4.90159095583176, 6.990630750255533, 2.3347239186980664, 4.73417237479314, 5.766497794620372]|  0.4549561535995589|      0.03125000|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      40|[1.2472434563058683, 0.1694994660335489, 0.5856454454456773, 0.7158080111154898, 0.3725126425002724, 2.988424436270804, 4.886607804647883, 6.986367208913157, 2.3541585969929817, 4.726129319522824, 5.75389038122494]|  0.4459572024633718|      0.06250000|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      41|[1.2472434563058683, 0.1694994660335489, 0.5856454454456773, 0.7158080111154898, 0.3725126425002724, 2.988424436270804, 4.886607804647883, 6.986367208913157, 2.3541585969929817, 4.726129319522824, 5.75389038122494]|  0.4459572024633718|      0.03125000|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      42|[1.2472434563058683, 0.1694994660335489, 0.5856454454456773, 0.7158080111154898, 0.3725126425002724, 2.988424436270804, 4.886607804647883, 6.986367208913157, 2.3541585969929817, 4.726129319522824, 5.75389038122494]|  0.4459572024633718|      0.01562500|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      43|[1.2442708237504665, 0.174572979697734, 0.5822998162823788, 0.7063196780880534, 0.3700754922237961, 2.991250865200893, 4.8812572989961795, 6.992912072014722, 2.35640939430682, 4.724471427638305, 5.757780831313194]|  0.4399774175602916|      0.03125000|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      44|[1.2358048272613262, 0.1703071176547934, 0.5844258916182483, 0.6947651063432345, 0.3612406976580009, 2.9958415188994327, 4.890927066462686, 6.97283665754794, 2.367639400288423, 4.725804733912839, 5.7527690058275205]|  0.4299552498145175|      0.06250000|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      45|[1.2358048272613262, 0.1703071176547934, 0.5844258916182483, 0.6947651063432345, 0.3612406976580009, 2.9958415188994327, 4.890927066462686, 6.97283665754794, 2.367639400288423, 4.725804733912839, 5.7527690058275205]|  0.4299552498145175|      0.03125000|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      46|[1.2358048272613262, 0.1703071176547934, 0.5844258916182483, 0.6947651063432345, 0.3612406976580009, 2.9958415188994327, 4.890927066462686, 6.97283665754794, 2.367639400288423, 4.725804733912839, 5.7527690058275205]|  0.4299552498145175|      0.01562500|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      47|[1.2258552385769101, 0.1713917919604583, 0.5763663993577416, 0.6927971398199538, 0.3657733915169911, 2.995419843854579, 4.889932784161325, 6.974773332347554, 2.3722903689262616, 4.728869696346307, 5.757087981389142]|  0.4212088827696673|      0.03125000|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      48|[1.2258552385769101, 0.1713917919604583, 0.5763663993577416, 0.6927971398199538, 0.3657733915169911, 2.995419843854579, 4.889932784161325, 6.974773332347554, 2.3722903689262616, 4.728869696346307, 5.757087981389142]|  0.4212088827696673|      0.01562500|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      49|[1.2267613116857343, 0.1691781906078496, 0.5729615900443373, 0.6968287305771905, 0.3551543927201754, 2.9913147546619245, 4.888870956106436, 6.974197739914677, 2.378114641528639, 4.735604430153703, 5.756618187730116]|  0.4159928415100090|      0.03125000|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      50|[1.2267613116857343, 0.1691781906078496, 0.5729615900443373, 0.6968287305771905, 0.3551543927201754, 2.9913147546619245, 4.888870956106436, 6.974197739914677, 2.378114641528639, 4.735604430153703, 5.756618187730116]|  0.4159928415100090|      0.01562500|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      51|[1.2207011159936696, 0.1651582451664106, 0.5654061528956186, 0.6934599240195565, 0.3631211119753622, 2.990995962312098, 4.88760102204196, 6.975627046809424, 2.3847466819762846, 4.7381369316878335, 5.758898052680152]|  0.4093649717543357|      0.03125000|[816, 51, 51, 102]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      52|[1.2207011159936696, 0.1651582451664106, 0.5654061528956186, 0.6934599240195565, 0.3631211119753622, 2.990995962312098, 4.88760102204196, 6.975627046809424, 2.3847466819762846, 4.7381369316878335, 5.758898052680152]|  0.4093649717543357|      0.01562500|[832, 52, 52, 104]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      53|[1.2190249811239102, 0.1707143711530625, 0.5695731053047945, 0.6977010078660341, 0.3614554300763846, 2.9871314528177138, 4.883663315022643, 6.979132622011944, 2.3877877095936, 4.737883075542142, 5.769865940377534]|  0.4066945337324876|      0.03125000|[848, 53, 53, 106]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      54|[1.2190249811239102, 0.1707143711530625, 0.5695731053047945, 0.6977010078660341, 0.3614554300763846, 2.9871314528177138, 4.883663315022643, 6.979132622011944, 2.3877877095936, 4.737883075542142, 5.769865940377534]|  0.4066945337324876|      0.01562500|[864, 54, 54, 108]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      55|[1.2154715261453477, 0.1680242907063695, 0.5699098666192588, 0.6959331425071229, 0.3548522687008755, 2.9890824101805773, 4.886854193105609, 6.9752544926853846, 2.398431144475033, 4.742281928503458, 5.773837856231164]|  0.3984483196920819|      0.03125000|[880, 55, 55, 110]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
