k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00024414|[204, 0, 12, 24]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00012207|[221, 0, 13, 26]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00006104|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00003052|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      16|[-3.1485511142e-06, 9.312140033e-07, 0.0100006444348657, 0.0003712132654193, 1.32592288183e-05, 0.097980239342595, 0.0001661547102472, 4.01185096333e-05]|1611.5754348441871571|      0.00006104|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      17|[-3.1485511142e-06, 9.312140033e-07, 0.0100006444348657, 0.0003712132654193, 1.32592288183e-05, 0.097980239342595, 0.0001661547102472, 4.01185096333e-05]|1611.5754348441871571|      0.00003052|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[-3.1485511142e-06, 9.312140033e-07, 0.0100006444348657, 0.0003712132654193, 1.32592288183e-05, 0.097980239342595, 0.0001661547102472, 4.01185096333e-05]|1611.5754348441871571|      0.00001526|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[-3.1485511142e-06, 9.312140033e-07, 0.0100006444348657, 0.0003712132654193, 1.32592288183e-05, 0.097980239342595, 0.0001661547102472, 4.01185096333e-05]|1611.5754348441871571|      0.00000763|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[-3.1485511142e-06, 9.312140033e-07, 0.0100006444348657, 0.0003712132654193, 1.32592288183e-05, 0.097980239342595, 0.0001661547102472, 4.01185096333e-05]|1611.5754348441871571|      0.00000381|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[-1.7899377985e-06, 1.3795169625e-06, 0.0100001676035689, 0.0003713708472384, 1.35293765421e-05, 0.0979793003926331, 0.0001668586376338, 3.68317500073e-05]|1591.9394786037112226|      0.00000763|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      22|[-1.7899377985e-06, 1.3795169625e-06, 0.0100001676035689, 0.0003713708472384, 1.35293765421e-05, 0.0979793003926331, 0.0001668586376338, 3.68317500073e-05]|1591.9394786037112226|      0.00000381|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[-1.7899377985e-06, 1.3795169625e-06, 0.0100001676035689, 0.0003713708472384, 1.35293765421e-05, 0.0979793003926331, 0.0001668586376338, 3.68317500073e-05]|1591.9394786037112226|      0.00000191|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[-1.7899377985e-06, 1.3795169625e-06, 0.0100001676035689, 0.0003713708472384, 1.35293765421e-05, 0.0979793003926331, 0.0001668586376338, 3.68317500073e-05]|1591.9394786037112226|      0.00000095|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[-1.7899377985e-06, 1.3795169625e-06, 0.0100001676035689, 0.0003713708472384, 1.35293765421e-05, 0.0979793003926331, 0.0001668586376338, 3.68317500073e-05]|1591.9394786037112226|      0.00000048|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[-1.805571816e-06, 1.3785619567e-06, 0.0100002217683952, 0.0003715885151779, 1.37837854191e-05, 0.0979792729204738, 0.0001667595466823, 3.6513131791e-05]|1591.6580322822676408|      0.00000095|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      27|[-1.805571816e-06, 1.3785619567e-06, 0.0100002217683952, 0.0003715885151779, 1.37837854191e-05, 0.0979792729204738, 0.0001667595466823, 3.6513131791e-05]|1591.6580322822676408|      0.00000048|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[-1.805571816e-06, 1.3785619567e-06, 0.0100002217683952, 0.0003715885151779, 1.37837854191e-05, 0.0979792729204738, 0.0001667595466823, 3.6513131791e-05]|1591.6580322822676408|      0.00000024|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      29|[-1.8192319356e-06, 1.3846947969e-06, 0.01000022154415, 0.0003716786265696, 1.396997485e-05, 0.0979792876585982, 0.0001668203741427, 3.66127078857e-05]|1591.5564962729506533|      0.00000048|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      30|[-2.1096223028e-06, 1.4310288512e-06, 0.0100003028867694, 0.0003717779859565, 1.42119394126e-05, 0.0979792341156254, 0.0001666211756366, 3.67654089389e-05]|1591.5173483417422631|      0.00000095|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      31|[-2.1096223028e-06, 1.4310288512e-06, 0.0100003028867694, 0.0003717779859565, 1.42119394126e-05, 0.0979792341156254, 0.0001666211756366, 3.67654089389e-05]|1591.5173483417422631|      0.00000048|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      32|[-2.1096223028e-06, 1.4310288512e-06, 0.0100003028867694, 0.0003717779859565, 1.42119394126e-05, 0.0979792341156254, 0.0001666211756366, 3.67654089389e-05]|1591.5173483417422631|      0.00000024|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      33|[-2.0471127977e-06, 1.4282543793e-06, 0.0100003632280251, 0.0003717989816734, 1.43794706537e-05, 0.0979792640074855, 0.0001666808675623, 3.66376473265e-05]|1591.4125273086417565|      0.00000048|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      34|[-2.0471127977e-06, 1.4282543793e-06, 0.0100003632280251, 0.0003717989816734, 1.43794706537e-05, 0.0979792640074855, 0.0001666808675623, 3.66376473265e-05]|1591.4125273086417565|      0.00000024|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      35|[-2.0462115104e-06, 1.4424734754e-06, 0.0100003908542804, 0.0003717838941136, 1.45848724138e-05, 0.0979792597075552, 0.0001667711101698, 3.65648635456e-05]|1591.3624261990228206|      0.00000048|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      36|[-2.1723655308e-06, 1.7739816925e-06, 0.0100003568540517, 0.0003716577573455, 1.48577171192e-05, 0.0979793498467075, 0.000166772859342, 3.65210197197e-05]|1591.3339896550892263|      0.00000095|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      37|[-2.1723655308e-06, 1.7739816925e-06, 0.0100003568540517, 0.0003716577573455, 1.48577171192e-05, 0.0979793498467075, 0.000166772859342, 3.65210197197e-05]|1591.3339896550892263|      0.00000048|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[-2.1723655308e-06, 1.7739816925e-06, 0.0100003568540517, 0.0003716577573455, 1.48577171192e-05, 0.0979793498467075, 0.000166772859342, 3.65210197197e-05]|1591.3339896550892263|      0.00000024|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      39|[-2.1512356811e-06, 1.7053081049e-06, 0.0100003049357917, 0.0003717501467858, 1.49522602626e-05, 0.0979793791371915, 0.0001666406856929, 3.66358385351e-05]|1591.3070684316369352|      0.00000048|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      40|[-2.1512356811e-06, 1.7053081049e-06, 0.0100003049357917, 0.0003717501467858, 1.49522602626e-05, 0.0979793791371915, 0.0001666406856929, 3.66358385351e-05]|1591.3070684316369352|      0.00000024|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
