k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
      14|[20.01481549973676, 2.1630061681728603, 2.0453164199479907, 2.181787213152023, 0.5708620685934006]|3669.2216796875000000|      0.06250000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[20.029374439165704, 2.2048552032299367, 2.0477197190359964, 2.189444721907707, 0.5275200305627991]|3544.0056152343750000|      0.12500000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[20.029374439165704, 2.2048552032299367, 2.0477197190359964, 2.189444721907707, 0.5275200305627991]|3544.0056152343750000|      0.06250000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[20.03090575863455, 2.2571440420404243, 2.051384492556042, 2.1972992123997375, 0.5606056590243014]|3466.2817382812500000|      0.12500000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[20.03090575863455, 2.2571440420404243, 2.051384492556042, 2.1972992123997375, 0.5606056590243014]|3466.2817382812500000|      0.06250000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[20.05293989940407, 2.297983167638453, 2.051649694126561, 2.2074098343928754, 0.519977867403586]|3335.3454589843750000|      0.12500000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      20|[20.05293989940407, 2.297983167638453, 2.051649694126561, 2.2074098343928754, 0.519977867403586]|3335.3454589843750000|      0.06250000|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[20.05293989940407, 2.297983167638453, 2.051649694126561, 2.2074098343928754, 0.519977867403586]|3335.3454589843750000|      0.03125000|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[20.06286608493561, 2.3238547870403545, 2.060836184791936, 2.2108159295820955, 0.5305938720726475]|3277.7368164062500000|      0.06250000|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      23|[20.069278931722323, 2.3631894663354935, 2.081946933421194, 2.2340527802525654, 0.494093276679294]|3239.5754394531250000|      0.12500000|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      24|[20.069278931722323, 2.3631894663354935, 2.081946933421194, 2.2340527802525654, 0.494093276679294]|3239.5754394531250000|      0.06250000|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[20.09162457463073, 2.398029296078394, 2.099264284917902, 2.217881316917451, 0.5344876032269197]|3156.4423828125000000|      0.12500000|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
