k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-0.0027146072324223, 0.0008565295019545, 0.0003159420855197, -9.99779561796e-05, -0.0006965910750598, 0.0018366329878444, -0.001385150898534, -0.0011249109044995, -0.0004323914164938, 0.0002606018967491, -2.91688657103e-05, 0.0009434422694919, 0.0007155970287686, -0.0005980770033492, 1.0010281280545004]|2115.6957578456831470|      0.00048828|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-0.0026352178358653, 0.0008216714650397, 0.0003772757287794, 1.33632582333e-05, -0.0007150312208411, 0.0018882078755995, -0.0012766896025906, -0.0009751349859385, -0.0003354623667956, 0.0003839088318324, -0.0001717322537892, 0.000657096394252, 0.0007023458551604, -0.0008193460814347, 1.0010604137720094]|2115.5722052157811959|      0.00097656|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-0.0026352178358653, 0.0008216714650397, 0.0003772757287794, 1.33632582333e-05, -0.0007150312208411, 0.0018882078755995, -0.0012766896025906, -0.0009751349859385, -0.0003354623667956, 0.0003839088318324, -0.0001717322537892, 0.000657096394252, 0.0007023458551604, -0.0008193460814347, 1.0010604137720094]|2115.5722052157811959|      0.00048828|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-0.0026352178358653, 0.0008216714650397, 0.0003772757287794, 1.33632582333e-05, -0.0007150312208411, 0.0018882078755995, -0.0012766896025906, -0.0009751349859385, -0.0003354623667956, 0.0003839088318324, -0.0001717322537892, 0.000657096394252, 0.0007023458551604, -0.0008193460814347, 1.0010604137720094]|2115.5722052157811959|      0.00024414|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-0.0026352178358653, 0.0008216714650397, 0.0003772757287794, 1.33632582333e-05, -0.0007150312208411, 0.0018882078755995, -0.0012766896025906, -0.0009751349859385, -0.0003354623667956, 0.0003839088318324, -0.0001717322537892, 0.000657096394252, 0.0007023458551604, -0.0008193460814347, 1.0010604137720094]|2115.5722052157811959|      0.00012207|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-0.002555441630164, 0.0007619278283674, 0.0003615713047085, 3.82255100103e-05, -0.0006950826096823, 0.0018643956029552, -0.0012612778336207, -0.0009491046326652, -0.0003459172540328, 0.0004040430444087, -0.0001487994820336, 0.0006298041069449, 0.0007010434260551, -0.0008326287474513, 1.0010443145621537]|2115.5303559911403681|      0.00024414|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-0.002555441630164, 0.0007619278283674, 0.0003615713047085, 3.82255100103e-05, -0.0006950826096823, 0.0018643956029552, -0.0012612778336207, -0.0009491046326652, -0.0003459172540328, 0.0004040430444087, -0.0001487994820336, 0.0006298041069449, 0.0007010434260551, -0.0008326287474513, 1.0010443145621537]|2115.5303559911403681|      0.00012207|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-0.0025372123493493, 0.0007182351686414, 0.0003568892858305, 8.20103545665e-05, -0.0006296736696446, 0.0018657591109258, -0.0012353185783471, -0.0009468786842188, -0.0003221492199745, 0.0004113293431092, -0.0001896681975855, 0.0005928337667612, 0.0007288123196438, -0.000849566883708, 1.0010766976788772]|2115.5017338371180813|      0.00024414|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[-0.0025372123493493, 0.0007182351686414, 0.0003568892858305, 8.20103545665e-05, -0.0006296736696446, 0.0018657591109258, -0.0012353185783471, -0.0009468786842188, -0.0003221492199745, 0.0004113293431092, -0.0001896681975855, 0.0005928337667612, 0.0007288123196438, -0.000849566883708, 1.0010766976788772]|2115.5017338371180813|      0.00012207|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-0.002603264493113, 0.0006389404440681, 0.0003375073214414, 8.7220733295e-05, -0.0006418270901692, 0.0018551159745051, -0.0012555980697542, -0.0009789414713654, -0.0003279271292478, 0.0004504770033265, -0.0001944307529499, 0.0005835475163053, 0.0007183335859362, -0.0008653723609187, 1.0010873322734162]|2115.4383404150344177|      0.00024414|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[-0.002603264493113, 0.0006389404440681, 0.0003375073214414, 8.7220733295e-05, -0.0006418270901692, 0.0018551159745051, -0.0012555980697542, -0.0009789414713654, -0.0003279271292478, 0.0004504770033265, -0.0001944307529499, 0.0005835475163053, 0.0007183335859362, -0.0008653723609187, 1.0010873322734162]|2115.4383404150344177|      0.00012207|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-0.0025803025117177, 0.0006202654691181, 0.000342760034282, 0.0001166444219379, -0.0006189328462323, 0.0018847549539626, -0.0012476616891206, -0.0009560495640727, -0.0003117725428084, 0.0004840174624003, -0.0001683564904868, 0.0005440000316435, 0.0007484412912617, -0.0009410239717779, 1.0011170429532132]|2115.4114664926000842|      0.00024414|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-0.0025803025117177, 0.0006202654691181, 0.000342760034282, 0.0001166444219379, -0.0006189328462323, 0.0018847549539626, -0.0012476616891206, -0.0009560495640727, -0.0003117725428084, 0.0004840174624003, -0.0001683564904868, 0.0005440000316435, 0.0007484412912617, -0.0009410239717779, 1.0011170429532132]|2115.4114664926000842|      0.00012207|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[-0.0025803025117177, 0.0006202654691181, 0.000342760034282, 0.0001166444219379, -0.0006189328462323, 0.0018847549539626, -0.0012476616891206, -0.0009560495640727, -0.0003117725428084, 0.0004840174624003, -0.0001683564904868, 0.0005440000316435, 0.0007484412912617, -0.0009410239717779, 1.0011170429532132]|2115.4114664926000842|      0.00006104|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      37|[-0.0025864926673386, 0.0005792890657082, 0.0003264010212231, 0.0001241730391505, -0.0006165800912404, 0.0018907896864961, -0.0012388699512231, -0.0009417743087356, -0.000309577768117, 0.0004958111241444, -0.0001675238770111, 0.0005405015375491, 0.0007275550950073, -0.0009673454156769, 1.001108400822415]|2115.3774870871634448|      0.00012207|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      38|[-0.0026044159935677, 0.000484036368355, 0.0002848155481004, 0.0001410576889429, -0.0006019581881023, 0.0018816250538465, -0.0012242636561008, -0.0009454824510073, -0.0003027814888866, 0.0005015735751994, -0.0001632667120663, 0.0005425848959259, 0.0006986656843559, -0.001012012905177, 1.001114389960071]|2115.3061118326113501|      0.00024414|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[-0.0026044159935677, 0.000484036368355, 0.0002848155481004, 0.0001410576889429, -0.0006019581881023, 0.0018816250538465, -0.0012242636561008, -0.0009454824510073, -0.0003027814888866, 0.0005015735751994, -0.0001632667120663, 0.0005425848959259, 0.0006986656843559, -0.001012012905177, 1.001114389960071]|2115.3061118326113501|      0.00012207|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[-0.0026044159935677, 0.000484036368355, 0.0002848155481004, 0.0001410576889429, -0.0006019581881023, 0.0018816250538465, -0.0012242636561008, -0.0009454824510073, -0.0003027814888866, 0.0005015735751994, -0.0001632667120663, 0.0005425848959259, 0.0006986656843559, -0.001012012905177, 1.001114389960071]|2115.3061118326113501|      0.00006104|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      41|[-0.0026169975072628, 0.0004712573538872, 0.0002821342894465, 0.0001469915056578, -0.0006050628125842, 0.0018760553805382, -0.0012062671289147, -0.0009587015040279, -0.0003346708734966, 0.0005102235742847, -0.0002033820127246, 0.0005418982027217, 0.0006893191792679, -0.0010158532894752, 1.0011186847273799]|2115.2975364811027248|      0.00012207|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      42|[-0.0026169975072628, 0.0004712573538872, 0.0002821342894465, 0.0001469915056578, -0.0006050628125842, 0.0018760553805382, -0.0012062671289147, -0.0009587015040279, -0.0003346708734966, 0.0005102235742847, -0.0002033820127246, 0.0005418982027217, 0.0006893191792679, -0.0010158532894752, 1.0011186847273799]|2115.2975364811027248|      0.00006104|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      43|[-0.002615415793188, 0.0004397752817776, 0.0002531559559347, 0.0001453952328498, -0.0005855668014218, 0.001878641544893, -0.0011928631900394, -0.0009568089433371, -0.0003533491203469, 0.0005300673913447, -0.0001963368234658, 0.0005586595782004, 0.0006823639663427, -0.0010129756955692, 1.0011324490922402]|2115.2716834255475078|      0.00012207|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      44|[-0.0025956626288804, 0.0004191024817941, 0.000223348755647, 0.0001825597779414, -0.0004994721113082, 0.0018955869554976, -0.0011804033685452, -0.0009401489169253, -0.0003265491347191, 0.0005341640043599, -0.0001741353831077, 0.0005704763680628, 0.0007040021288652, -0.0010542344984401, 1.0011204645455458]|2115.2392219345933881|      0.00024414|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      45|[-0.0025956626288804, 0.0004191024817941, 0.000223348755647, 0.0001825597779414, -0.0004994721113082, 0.0018955869554976, -0.0011804033685452, -0.0009401489169253, -0.0003265491347191, 0.0005341640043599, -0.0001741353831077, 0.0005704763680628, 0.0007040021288652, -0.0010542344984401, 1.0011204645455458]|2115.2392219345933881|      0.00012207|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      46|[-0.0025475470903643, 0.0003533640492115, 0.0001724356130564, 0.000205303642418, -0.000473482888748, 0.001879390653068, -0.0011918268966359, -0.0009665464914819, -0.0003564262196575, 0.0005763990526296, -0.0001863262410269, 0.000557956191143, 0.000717111015654, -0.0010633965454955, 1.0011081196292642]|2115.1879840848328058|      0.00024414|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      47|[-0.0025718408406321, 0.0002380656256791, 0.0001537379770289, 0.0002569682162489, -0.0004103204173085, 0.0018819681680258, -0.0012917692196384, -0.0009410175584168, -0.0003180932118443, 0.0004571846226088, -0.0001984358395149, 0.0005565750845448, 0.0006762215842268, -0.0010217287074823, 1.001014165584548]|2115.1327710236537314|      0.00048828|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      48|[-0.0025718408406321, 0.0002380656256791, 0.0001537379770289, 0.0002569682162489, -0.0004103204173085, 0.0018819681680258, -0.0012917692196384, -0.0009410175584168, -0.0003180932118443, 0.0004571846226088, -0.0001984358395149, 0.0005565750845448, 0.0006762215842268, -0.0010217287074823, 1.001014165584548]|2115.1327710236537314|      0.00024414|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      49|[-0.0025718408406321, 0.0002380656256791, 0.0001537379770289, 0.0002569682162489, -0.0004103204173085, 0.0018819681680258, -0.0012917692196384, -0.0009410175584168, -0.0003180932118443, 0.0004571846226088, -0.0001984358395149, 0.0005565750845448, 0.0006762215842268, -0.0010217287074823, 1.001014165584548]|2115.1327710236537314|      0.00012207|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      50|[-0.0025755418302188, 0.0001813722432665, 0.0001336874997095, 0.0002444315729466, -0.0004163957427797, 0.001840858981289, -0.0013196260930557, -0.0009289647578606, -0.0003264684277527, 0.000505981700941, -0.0001803134984513, 0.0005148140345669, 0.00071977278495, -0.0010669532718738, 1.0010147250824952]|2115.0938734830929207|      0.00024414|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      51|[-0.0025755418302188, 0.0001813722432665, 0.0001336874997095, 0.0002444315729466, -0.0004163957427797, 0.001840858981289, -0.0013196260930557, -0.0009289647578606, -0.0003264684277527, 0.000505981700941, -0.0001803134984513, 0.0005148140345669, 0.00071977278495, -0.0010669532718738, 1.0010147250824952]|2115.0938734830929207|      0.00012207|[816, 51, 51, 102]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      52|[-0.0025460829291937, 0.0001375324570977, 6.5339660339e-05, 0.0002210988058444, -0.0003923775472066, 0.0018233687348831, -0.0013345072291888, -0.0008984329587503, -0.0003829904715334, 0.0005065785466344, -0.0002012810840336, 0.000529639598521, 0.0006882028889676, -0.0010693063297974, 1.0010162778396041]|2115.0555468642246524|      0.00024414|[832, 52, 52, 104]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      53|[-0.0026438915402092, 2.93725869392e-05, 3.03203996331e-05, 0.0001644153297313, -0.0003448060638887, 0.0018556547829622, -0.0013796827665238, -0.000769351826881, -0.0003663128957106, 0.0005630027198522, -0.0002003366461306, 0.0005355149299494, 0.000649130902177, -0.0011145882941021, 1.001085687336803]|2115.0112448234394833|      0.00048828|[848, 53, 53, 106]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      54|[-0.0026438915402092, 2.93725869392e-05, 3.03203996331e-05, 0.0001644153297313, -0.0003448060638887, 0.0018556547829622, -0.0013796827665238, -0.000769351826881, -0.0003663128957106, 0.0005630027198522, -0.0002003366461306, 0.0005355149299494, 0.000649130902177, -0.0011145882941021, 1.001085687336803]|2115.0112448234394833|      0.00024414|[864, 54, 54, 108]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      55|[-0.0026438915402092, 2.93725869392e-05, 3.03203996331e-05, 0.0001644153297313, -0.0003448060638887, 0.0018556547829622, -0.0013796827665238, -0.000769351826881, -0.0003663128957106, 0.0005630027198522, -0.0002003366461306, 0.0005355149299494, 0.000649130902177, -0.0011145882941021, 1.001085687336803]|2115.0112448234394833|      0.00012207|[880, 55, 55, 110]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      56|[-0.0025796590338358, 1.5408037476e-05, 6.3137636922e-06, 0.0001525470150862, -0.0003242044070467, 0.001839155986238, -0.0013371260493862, -0.0007832914127911, -0.0003888861229292, 0.0005269780613434, -0.0001561877689301, 0.0005502785350629, 0.0006052681813396, -0.0011462827489739, 1.001101757392121]|2114.9574331440035166|      0.00024414|[896, 56, 56, 112]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      57|[-0.0025796590338358, 1.5408037476e-05, 6.3137636922e-06, 0.0001525470150862, -0.0003242044070467, 0.001839155986238, -0.0013371260493862, -0.0007832914127911, -0.0003888861229292, 0.0005269780613434, -0.0001561877689301, 0.0005502785350629, 0.0006052681813396, -0.0011462827489739, 1.001101757392121]|2114.9574331440035166|      0.00012207|[912, 57, 57, 114]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      58|[-0.0025910598128912, -5.61581793167e-05, -4.96855292108e-05, 0.0001795674751875, -0.0003217829635246, 0.0018886848577718, -0.0012896841652574, -0.0007687720604678, -0.0003999438827235, 0.0005298896137065, -0.000158493605796, 0.0005655906815513, 0.0006055931755738, -0.0011684230113636, 1.0011003114437023]|2114.9105026424808784|      0.00024414|[928, 58, 58, 116]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      59|[-0.0025910598128912, -5.61581793167e-05, -4.96855292108e-05, 0.0001795674751875, -0.0003217829635246, 0.0018886848577718, -0.0012896841652574, -0.0007687720604678, -0.0003999438827235, 0.0005298896137065, -0.000158493605796, 0.0005655906815513, 0.0006055931755738, -0.0011684230113636, 1.0011003114437023]|2114.9105026424808784|      0.00012207|[944, 59, 59, 118]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      60|[-0.0025910598128912, -5.61581793167e-05, -4.96855292108e-05, 0.0001795674751875, -0.0003217829635246, 0.0018886848577718, -0.0012896841652574, -0.0007687720604678, -0.0003999438827235, 0.0005298896137065, -0.000158493605796, 0.0005655906815513, 0.0006055931755738, -0.0011684230113636, 1.0011003114437023]|2114.9105026424808784|      0.00006104|[960, 60, 60, 120]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      61|[-0.0025724543438296, -9.89570999926e-05, -6.53723722473e-05, 0.0001821381860281, -0.0003132966720392, 0.0018706878933744, -0.0012954854241037, -0.0007654203581813, -0.0003918759236246, 0.0005324007844859, -0.0001549506893792, 0.0005681968690393, 0.0006027996950122, -0.0011958918672071, 1.001099409646064]|2114.8723825757188024|      0.00012207|[976, 61, 61, 122]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      62|[-0.0025724543438296, -9.89570999926e-05, -6.53723722473e-05, 0.0001821381860281, -0.0003132966720392, 0.0018706878933744, -0.0012954854241037, -0.0007654203581813, -0.0003918759236246, 0.0005324007844859, -0.0001549506893792, 0.0005681968690393, 0.0006027996950122, -0.0011958918672071, 1.001099409646064]|2114.8723825757188024|      0.00006104|[992, 62, 62, 124]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      63|[-0.0025650045568602, -0.0001271374914508, -8.29900734111e-05, 0.0001815735678157, -0.0003251911919792, 0.0018651813774677, -0.0012680846717037, -0.0007892284557776, -0.0004163818209414, 0.0005241617085654, -0.0001443893920685, 0.0005663545174602, 0.0005881288145782, -0.0012044843645905, 1.0011011714283982]|2114.8485188604404357|      0.00012207|[1008, 63, 63, 126]                                                        |  | used linear model with 17 points | iterate success | actual_k=1
      64|[-0.0025650045568602, -0.0001271374914508, -8.29900734111e-05, 0.0001815735678157, -0.0003251911919792, 0.0018651813774677, -0.0012680846717037, -0.0007892284557776, -0.0004163818209414, 0.0005241617085654, -0.0001443893920685, 0.0005663545174602, 0.0005881288145782, -0.0012044843645905, 1.0011011714283982]|2114.8485188604404357|      0.00006104|[1024, 64, 64, 128]                                                        |  | used linear model with 17 points | iterate failure | actual_k=1
      65|[-0.0025636279587521, -0.000167673437584, -0.0001059075155149, 0.0001958512287763, -0.0003327111096016, 0.001859707125531, -0.0012695786479171, -0.0008048703043573, -0.0004307363223384, 0.0005323331187362, -0.0001556559728201, 0.0005907906952004, 0.0005896628513087, -0.0012001977643948, 1.0011015470825446]|2114.8218137612407190|      0.00012207|[1040, 65, 65, 130]                                                        |  | used linear model with 17 points | iterate success | actual_k=1
      66|[-0.0025636279587521, -0.000167673437584, -0.0001059075155149, 0.0001958512287763, -0.0003327111096016, 0.001859707125531, -0.0012695786479171, -0.0008048703043573, -0.0004307363223384, 0.0005323331187362, -0.0001556559728201, 0.0005907906952004, 0.0005896628513087, -0.0012001977643948, 1.0011015470825446]|2114.8218137612407190|      0.00006104|[1056, 66, 66, 132]                                                        |  | used linear model with 17 points | iterate failure | actual_k=1
