k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[-3.5002727028686103, 1.0000073771854388, -0.0003153962445041, -0.0003318989638486, 1.7007106910227905, -0.0003231246348412, -1.84261096913e-05, -0.0002445210516644]|2766.4475995448210597|      0.00097656|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      13|[-3.5002727028686103, 1.0000073771854388, -0.0003153962445041, -0.0003318989638486, 1.7007106910227905, -0.0003231246348412, -1.84261096913e-05, -0.0002445210516644]|2766.4475995448210597|      0.00048828|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[-3.5002828930274497, 0.9998351201875708, -5.59492329809e-05, -0.0004712367413554, 1.7004683186610934, -0.0003167880639468, -7.05795628668e-05, -0.0004903055139431]|1847.4311961366618107|      0.00097656|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      15|[-3.5002828930274497, 0.9998351201875708, -5.59492329809e-05, -0.0004712367413554, 1.7004683186610934, -0.0003167880639468, -7.05795628668e-05, -0.0004903055139431]|1847.4311961366618107|      0.00048828|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[-3.5002828930274497, 0.9998351201875708, -5.59492329809e-05, -0.0004712367413554, 1.7004683186610934, -0.0003167880639468, -7.05795628668e-05, -0.0004903055139431]|1847.4311961366618107|      0.00024414|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[-3.5002676730432296, 0.9996550597014467, 8.9622835563e-06, -0.0004586940943432, 1.700416385031378, -0.0002644812663591, -2.74472187396e-05, -0.000613945690019]|1736.9550972670090232|      0.00048828|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      18|[-3.5002676730432296, 0.9996550597014467, 8.9622835563e-06, -0.0004586940943432, 1.700416385031378, -0.0002644812663591, -2.74472187396e-05, -0.000613945690019]|1736.9550972670090232|      0.00024414|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[-3.5002676730432296, 0.9996550597014467, 8.9622835563e-06, -0.0004586940943432, 1.700416385031378, -0.0002644812663591, -2.74472187396e-05, -0.000613945690019]|1736.9550972670090232|      0.00012207|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[-3.5002868891980774, 0.9996004311426264, -5.67842977001e-05, -0.0003848640758671, 1.7004364794618236, -0.0002673358235129, -5.91448771904e-05, -0.0005950390671026]|1640.7409630643492164|      0.00024414|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      21|[-3.5002868891980774, 0.9996004311426264, -5.67842977001e-05, -0.0003848640758671, 1.7004364794618236, -0.0002673358235129, -5.91448771904e-05, -0.0005950390671026]|1640.7409630643492164|      0.00012207|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      22|[-3.5002868891980774, 0.9996004311426264, -5.67842977001e-05, -0.0003848640758671, 1.7004364794618236, -0.0002673358235129, -5.91448771904e-05, -0.0005950390671026]|1640.7409630643492164|      0.00006104|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      23|[-3.5002868891980774, 0.9996004311426264, -5.67842977001e-05, -0.0003848640758671, 1.7004364794618236, -0.0002673358235129, -5.91448771904e-05, -0.0005950390671026]|1640.7409630643492164|      0.00003052|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[-3.5002897710014422, 0.9995875118781885, -7.24001228119e-05, -0.0003936309545391, 1.7004189411980752, -0.000270334093502, -5.17482258283e-05, -0.0006030457808594]|1538.8598362507348156|      0.00006104|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      25|[-3.5002897710014422, 0.9995875118781885, -7.24001228119e-05, -0.0003936309545391, 1.7004189411980752, -0.000270334093502, -5.17482258283e-05, -0.0006030457808594]|1538.8598362507348156|      0.00003052|[175, 50, 25, 75]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      26|[-3.5002897710014422, 0.9995875118781885, -7.24001228119e-05, -0.0003936309545391, 1.7004189411980752, -0.000270334093502, -5.17482258283e-05, -0.0006030457808594]|1538.8598362507348156|      0.00001526|[182, 52, 26, 78]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      27|[-3.5002897710014422, 0.9995875118781885, -7.24001228119e-05, -0.0003936309545391, 1.7004189411980752, -0.000270334093502, -5.17482258283e-05, -0.0006030457808594]|1538.8598362507348156|      0.00000763|[189, 54, 27, 81]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
