k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3148808928264324, 0.0825428004784596, 0.2712271622961532, -0.0601626751852772, 0.1210939960993424, 0.2861832707481596, 0.1305001600568171, -0.1323099926874505, 0.1257908421484828, -0.0252816228218535, 0.1828386702036252, 0.1617007873959983, 0.0163021055451774, 0.1360957249402207, 0.1989523506733988, 0.1309607865316862, 0.1445311498440535, 0.114589790262825, 0.0368173853090209, 0.1662983022514928, 0.0945730280961882, -0.0410059384176216, 0.2454282578562431, 0.0661899800015408, 0.2242716001815909, 0.1032057511768414, 0.1325993554791106, 0.0649241937216008, 0.1226742155402126, 0.071727259962543, 0.1288832095394376, -0.0364296239252897, 0.1357305626455028, 0.1619121839992874, -0.0121575550526396, 0.1524733924659794, 0.0736150600777646, 0.0956405366353262, 0.0641631607636818, 0.04382496491328, 0.0673917212474375, 0.0277984056003564, -0.0404331106309778, -0.0149172870471563, 0.1380762433235226, 0.2062280228007754, 0.308481194154644, -0.0091997137190114, 0.1245830742379955, 0.0828838130484805]|1750.3179901048256397|      2.00000000|[65, 0, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=0
      12|[2.0169715042974716, 3.310209822663909, 5.08123190255723, 3.526853457367103, 0.8252246876703475, 2.9138488245052785, 3.1517075173750446, 2.273465264471875, 2.730689060678198, 3.191813859833059, 3.6921512922884023, 1.4793891237429149, 2.4797519031022013, 1.3330063089606476, 1.3858265616095662, 2.7908217561862143, 1.2685901158597748, -1.0301602685598228, 0.7711934377655392, 3.438001372558127, 2.4788722273128068, 2.6016623530158345, 4.119529122998376, 1.423872284225861, 4.088105574072572, 1.6484734705661963, 1.9871449117497963, 3.810194419822069, 2.0193475756433226, 4.7009286012086555, 4.216421631479558, 1.7144865148704778, 1.4192815994406374, 2.076856982545894, 5.047070518891258, 3.156311911677397, 1.6649902893128479, 3.278286776641443, 3.056049780295984, 4.598330750810823, 3.7509530120459713, 3.0964540379492753, 1.2709056972217934, 4.12336126792832, 1.8509327766379224, 3.1071154343940384, 0.1536584199830113, 1.9702973963925858, 0.069745498048916, 2.0165907089634687]|507.3738076548961544|      4.00000000|[780, 0, 12, 60]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      13|[2.0169715042974716, 3.310209822663909, 5.08123190255723, 3.526853457367103, 0.8252246876703475, 2.9138488245052785, 3.1517075173750446, 2.273465264471875, 2.730689060678198, 3.191813859833059, 3.6921512922884023, 1.4793891237429149, 2.4797519031022013, 1.3330063089606476, 1.3858265616095662, 2.7908217561862143, 1.2685901158597748, -1.0301602685598228, 0.7711934377655392, 3.438001372558127, 2.4788722273128068, 2.6016623530158345, 4.119529122998376, 1.423872284225861, 4.088105574072572, 1.6484734705661963, 1.9871449117497963, 3.810194419822069, 2.0193475756433226, 4.7009286012086555, 4.216421631479558, 1.7144865148704778, 1.4192815994406374, 2.076856982545894, 5.047070518891258, 3.156311911677397, 1.6649902893128479, 3.278286776641443, 3.056049780295984, 4.598330750810823, 3.7509530120459713, 3.0964540379492753, 1.2709056972217934, 4.12336126792832, 1.8509327766379224, 3.1071154343940384, 0.1536584199830113, 1.9702973963925858, 0.069745498048916, 2.0165907089634687]|507.3738076548961544|      2.00000000|[845, 0, 13, 65]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      14|[2.411731475718025, 3.960039528604202, 5.297095962405279, 3.2799379125435504, 1.3722370887996198, 2.6612399380256635, 3.1794893441284477, 2.83785224550285, 2.943517690944972, 3.1958542563212733, 4.110401619777317, 1.4576061478988134, 2.238429043062914, 1.2347379046557072, 1.4247467088124466, 3.1754160796363, 1.2246092456472195, -1.1745656780614766, 0.8456013069608057, 3.50913310127101, 2.3851083552644705, 2.7321044001849475, 4.247182924583749, 1.4164511161074549, 4.765922895653192, 1.6263503214402466, 2.0874466063720623, 4.053404128651095, 2.2747479158820236, 4.992889874164711, 4.243141355996458, 2.06823378595081, 1.636766968090766, 2.1053459987359884, 5.093256479044404, 3.1837840498435335, 2.020287741957007, 3.6389613740934434, 3.681918149521883, 4.165188639239357, 4.015652792998516, 3.0033307888776526, 1.000582213551521, 3.9810724171658474, 1.689005617751309, 3.223076695624527, 0.2385309535588687, 2.220589845944116, 0.2899915730453385, 1.7064089386692927]|486.6796753249081462|      4.00000000|[910, 0, 14, 70]                                                           |  | used linear model with 65 points | iterate success | actual_k=0
      15|[2.411731475718025, 3.960039528604202, 5.297095962405279, 3.2799379125435504, 1.3722370887996198, 2.6612399380256635, 3.1794893441284477, 2.83785224550285, 2.943517690944972, 3.1958542563212733, 4.110401619777317, 1.4576061478988134, 2.238429043062914, 1.2347379046557072, 1.4247467088124466, 3.1754160796363, 1.2246092456472195, -1.1745656780614766, 0.8456013069608057, 3.50913310127101, 2.3851083552644705, 2.7321044001849475, 4.247182924583749, 1.4164511161074549, 4.765922895653192, 1.6263503214402466, 2.0874466063720623, 4.053404128651095, 2.2747479158820236, 4.992889874164711, 4.243141355996458, 2.06823378595081, 1.636766968090766, 2.1053459987359884, 5.093256479044404, 3.1837840498435335, 2.020287741957007, 3.6389613740934434, 3.681918149521883, 4.165188639239357, 4.015652792998516, 3.0033307888776526, 1.000582213551521, 3.9810724171658474, 1.689005617751309, 3.223076695624527, 0.2385309535588687, 2.220589845944116, 0.2899915730453385, 1.7064089386692927]|486.6796753249081462|      2.00000000|[975, 0, 15, 75]                                                           |  | used linear model with 65 points | iterate failure | actual_k=0
      16|[2.640861398083884, 3.5516983528666968, 5.182194690088909, 3.7193064578235666, 1.4580160251028298, 2.631797091001862, 3.148231599160727, 3.261518133626924, 3.197359812414589, 3.508599474307119, 4.102398275840402, 1.9284129366088643, 2.354059812587014, 1.462051776551004, 1.3554202409550595, 3.466119837337046, 1.0561517672437475, -0.5828584355572317, 1.064486955702273, 3.910775274342357, 2.549094872145557, 2.7371815075403103, 4.3508373223557895, 1.2680170965243391, 4.907201113798805, 1.988050626824743, 2.36618741321991, 4.492514385532039, 2.5546304944199156, 5.040998785505082, 4.363897415717778, 2.316685923849982, 1.8164506676899304, 2.428107614697198, 4.798113151139229, 3.285080022665851, 2.146151835493465, 3.467432723825235, 3.543794506900468, 4.507945451194563, 4.274175789894637, 3.076293750943341, 1.4631665951775563, 4.340164075116301, 2.0096959748988925, 3.3863282637702454, 0.0593895751806909, 2.7400113622038993, 0.53383513528499, 2.2543363677995196]|442.5467946152071477|      4.00000000|[1040, 0, 16, 80]                                                          |  | used linear model with 65 points | iterate success | actual_k=0
      17|[2.640861398083884, 3.5516983528666968, 5.182194690088909, 3.7193064578235666, 1.4580160251028298, 2.631797091001862, 3.148231599160727, 3.261518133626924, 3.197359812414589, 3.508599474307119, 4.102398275840402, 1.9284129366088643, 2.354059812587014, 1.462051776551004, 1.3554202409550595, 3.466119837337046, 1.0561517672437475, -0.5828584355572317, 1.064486955702273, 3.910775274342357, 2.549094872145557, 2.7371815075403103, 4.3508373223557895, 1.2680170965243391, 4.907201113798805, 1.988050626824743, 2.36618741321991, 4.492514385532039, 2.5546304944199156, 5.040998785505082, 4.363897415717778, 2.316685923849982, 1.8164506676899304, 2.428107614697198, 4.798113151139229, 3.285080022665851, 2.146151835493465, 3.467432723825235, 3.543794506900468, 4.507945451194563, 4.274175789894637, 3.076293750943341, 1.4631665951775563, 4.340164075116301, 2.0096959748988925, 3.3863282637702454, 0.0593895751806909, 2.7400113622038993, 0.53383513528499, 2.2543363677995196]|442.5467946152071477|      2.00000000|[1105, 0, 17, 85]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      18|[2.640861398083884, 3.5516983528666968, 5.182194690088909, 3.7193064578235666, 1.4580160251028298, 2.631797091001862, 3.148231599160727, 3.261518133626924, 3.197359812414589, 3.508599474307119, 4.102398275840402, 1.9284129366088643, 2.354059812587014, 1.462051776551004, 1.3554202409550595, 3.466119837337046, 1.0561517672437475, -0.5828584355572317, 1.064486955702273, 3.910775274342357, 2.549094872145557, 2.7371815075403103, 4.3508373223557895, 1.2680170965243391, 4.907201113798805, 1.988050626824743, 2.36618741321991, 4.492514385532039, 2.5546304944199156, 5.040998785505082, 4.363897415717778, 2.316685923849982, 1.8164506676899304, 2.428107614697198, 4.798113151139229, 3.285080022665851, 2.146151835493465, 3.467432723825235, 3.543794506900468, 4.507945451194563, 4.274175789894637, 3.076293750943341, 1.4631665951775563, 4.340164075116301, 2.0096959748988925, 3.3863282637702454, 0.0593895751806909, 2.7400113622038993, 0.53383513528499, 2.2543363677995196]|442.5467946152071477|      1.00000000|[1170, 0, 18, 90]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      19|[2.640861398083884, 3.5516983528666968, 5.182194690088909, 3.7193064578235666, 1.4580160251028298, 2.631797091001862, 3.148231599160727, 3.261518133626924, 3.197359812414589, 3.508599474307119, 4.102398275840402, 1.9284129366088643, 2.354059812587014, 1.462051776551004, 1.3554202409550595, 3.466119837337046, 1.0561517672437475, -0.5828584355572317, 1.064486955702273, 3.910775274342357, 2.549094872145557, 2.7371815075403103, 4.3508373223557895, 1.2680170965243391, 4.907201113798805, 1.988050626824743, 2.36618741321991, 4.492514385532039, 2.5546304944199156, 5.040998785505082, 4.363897415717778, 2.316685923849982, 1.8164506676899304, 2.428107614697198, 4.798113151139229, 3.285080022665851, 2.146151835493465, 3.467432723825235, 3.543794506900468, 4.507945451194563, 4.274175789894637, 3.076293750943341, 1.4631665951775563, 4.340164075116301, 2.0096959748988925, 3.3863282637702454, 0.0593895751806909, 2.7400113622038993, 0.53383513528499, 2.2543363677995196]|442.5467946152071477|      0.50000000|[1235, 0, 19, 95]                                                          |  | used linear model with 65 points | iterate failure | actual_k=0
      20|[2.705864770727944, 3.6135067609648788, 5.105878726781063, 3.721643277870293, 1.5073056578653916, 2.601666601014562, 3.2471544785570265, 3.274498946029519, 3.274750137548545, 3.5515823289395625, 4.257396259520137, 1.9112359068587577, 2.3693499207979527, 1.4102654499634046, 1.3260955773222245, 3.441942448223004, 1.0482015386824868, -0.5892745021977367, 1.070373173672347, 3.863833768389394, 2.5928542915940036, 2.7170019835313055, 4.252764097238343, 1.2956715000692918, 4.8813484345874185, 1.7819403398854907, 2.41818424655083, 4.467191085909683, 2.5820005796212735, 5.00836937971912, 4.311443579668908, 2.2850627215758945, 1.8884411115460107, 2.20636257262506, 4.763363921318049, 3.3207946943420725, 2.1387317803870682, 3.4446896072285274, 3.4937815895513387, 4.494948626983387, 4.352835124050213, 3.066567913990602, 1.2781122544868295, 4.320950136940381, 1.9317220835630766, 3.3557843683073805, 0.1251414151412317, 2.731309078185583, 0.5414471618680919, 2.172092501042038]|432.8056668771993714|      1.00000000|[1300, 0, 20, 100]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      21|[2.8164308197719654, 3.7578221843894397, 5.141183043027082, 3.7559612721446083, 1.5829454826160143, 2.729679562554214, 3.2451175776168575, 3.3849467395255086, 3.2420601864959013, 3.689217766075387, 4.255458479691675, 2.0719961978957495, 2.3406091040327297, 1.4320521722619897, 1.427949880492999, 3.3675928310003447, 1.1298342013562432, -0.5495037608277489, 1.1448028812199393, 3.892498877563761, 3.0184132167998428, 2.964551047000636, 4.183114534199, 1.4281612513283144, 5.038868791106974, 1.92781875910292, 2.446621455442319, 4.469746037291402, 2.759308234760907, 4.922831412843758, 4.2933854809295156, 2.4588549581277337, 2.052720497439713, 2.4310148188355476, 4.7373468458783625, 3.399962163427381, 2.307995650063505, 3.5727942696191297, 3.5348005809674667, 4.602444928014899, 4.314333125154135, 2.7885229579863116, 1.129718013552774, 4.387898173856157, 1.8493680080660901, 3.395210461897203, 0.4142057023610289, 2.5948427696598553, 0.8214095506801316, 1.9858843839710871]|413.6820195547597336|      2.00000000|[1365, 0, 21, 105]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
      22|[2.8164308197719654, 3.7578221843894397, 5.141183043027082, 3.7559612721446083, 1.5829454826160143, 2.729679562554214, 3.2451175776168575, 3.3849467395255086, 3.2420601864959013, 3.689217766075387, 4.255458479691675, 2.0719961978957495, 2.3406091040327297, 1.4320521722619897, 1.427949880492999, 3.3675928310003447, 1.1298342013562432, -0.5495037608277489, 1.1448028812199393, 3.892498877563761, 3.0184132167998428, 2.964551047000636, 4.183114534199, 1.4281612513283144, 5.038868791106974, 1.92781875910292, 2.446621455442319, 4.469746037291402, 2.759308234760907, 4.922831412843758, 4.2933854809295156, 2.4588549581277337, 2.052720497439713, 2.4310148188355476, 4.7373468458783625, 3.399962163427381, 2.307995650063505, 3.5727942696191297, 3.5348005809674667, 4.602444928014899, 4.314333125154135, 2.7885229579863116, 1.129718013552774, 4.387898173856157, 1.8493680080660901, 3.395210461897203, 0.4142057023610289, 2.5948427696598553, 0.8214095506801316, 1.9858843839710871]|413.6820195547597336|      1.00000000|[1430, 0, 22, 110]                                                         |  | used linear model with 65 points | iterate failure | actual_k=0
      23|[2.9568247959981218, 3.7850454301003174, 5.127391660610809, 3.7802739715422167, 1.5032854753459217, 2.9724468692365282, 3.442919512640683, 3.6272032759603516, 3.3260730525536126, 3.844242706631171, 4.0117316637224745, 2.154917006591697, 2.58829102551716, 1.4658435952347801, 1.3526949937690271, 3.3689518110003944, 1.1237005133150342, -0.3855568467772265, 0.9738170213064955, 3.4039018401039045, 2.7220133154054222, 2.947359902789831, 4.2937677082032915, 1.4950918284889805, 5.106770813212419, 1.8620731438531095, 2.468050233059072, 4.495453270478491, 2.7470516590281036, 4.876139383650612, 4.190706673423624, 2.4903760037113236, 2.311996825316637, 2.3125109935094765, 4.881932711857343, 3.3955256383190515, 2.2888357523892755, 3.4983771839724334, 3.488147922324791, 4.456786344873337, 4.325849111499889, 2.716553373065658, 0.990871224667812, 4.48564969572395, 1.943006241907313, 3.4697027946403556, 0.6068439215996346, 2.551661574332337, 0.8796577292815929, 2.050356870628902]|406.0383272603787645|      2.00000000|[1495, 0, 23, 115]                                                         |  | used linear model with 65 points | iterate success | actual_k=0
