k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      24|[10.628326638547005, 3.051912703789274, 0.5137769181566851, 41.34427816558256, -1.0409455091014024, -1.1248491359101385, 26.49491320439964, -0.2482367342503741, 1.4238451352094164]|823.4370117187500000|      0.25000000|[723, 48, 2, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[10.628326638547005, 3.051912703789274, 0.5137769181566851, 41.34427816558256, -1.0409455091014024, -1.1248491359101385, 26.49491320439964, -0.2482367342503741, 1.4238451352094164]|823.4370117187500000|      0.12500000|[753, 50, 2, 52]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      26|[10.58792345037119, 3.061724384215917, 0.5069296452393566, 41.36107106273355, -1.1320735870348515, -1.0873531838673642, 26.55097338112533, -0.274849879875269, 1.4263252217604538]|821.8419799804687500|      0.25000000|[783, 52, 2, 54]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      27|[10.58792345037119, 3.061724384215917, 0.5069296452393566, 41.36107106273355, -1.1320735870348515, -1.0873531838673642, 26.55097338112533, -0.274849879875269, 1.4263252217604538]|821.8419799804687500|      0.12500000|[813, 54, 2, 56]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      28|[10.63560554420115, 3.0803376764108066, 0.5077064382780403, 41.45054547348777, -1.133484819511026, -1.0460530134382608, 26.52791022710479, -0.2228959159018153, 1.4185876127038193]|820.4581909179687500|      0.25000000|[843, 56, 2, 58]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      29|[10.63560554420115, 3.0803376764108066, 0.5077064382780403, 41.45054547348777, -1.133484819511026, -1.0460530134382608, 26.52791022710479, -0.2228959159018153, 1.4185876127038193]|820.4581909179687500|      0.12500000|[873, 58, 3, 61]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      30|[10.583179032034977, 3.087745590960888, 0.5435398567132302, 41.52097099281478, -1.180906532358239, -1.0085962326662312, 26.564520048221855, -0.2453551040759896, 1.451470321899453]|818.8927001953125000|      0.25000000|[904, 60, 3, 63]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      31|[10.583179032034977, 3.087745590960888, 0.5435398567132302, 41.52097099281478, -1.180906532358239, -1.0085962326662312, 26.564520048221855, -0.2453551040759896, 1.451470321899453]|818.8927001953125000|      0.12500000|[934, 62, 3, 65]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      32|[10.583179032034977, 3.087745590960888, 0.5435398567132302, 41.52097099281478, -1.180906532358239, -1.0085962326662312, 26.564520048221855, -0.2453551040759896, 1.451470321899453]|818.8927001953125000|      0.06250000|[964, 64, 3, 67]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      33|[10.606999427467825, 3.0836291994104386, 0.5406440809890146, 41.57334547557943, -1.2001072455493633, -1.0038113104145625, 26.570926173765542, -0.2344284642556045, 1.4471773800330672]|817.8983764648437500|      0.12500000|[994, 66, 3, 69]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      34|[10.606999427467825, 3.0836291994104386, 0.5406440809890146, 41.57334547557943, -1.2001072455493633, -1.0038113104145625, 26.570926173765542, -0.2344284642556045, 1.4471773800330672]|817.8983764648437500|      0.06250000|[1024, 68, 3, 71]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      35|[10.606655159793423, 3.070651205513706, 0.5278514196232429, 41.62068517361264, -1.2063410092686542, -0.9914698426456116, 26.570288366980687, -0.2019264737170527, 1.4563994262391446]|817.0844116210937500|      0.12500000|[1054, 70, 3, 73]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      36|[10.577230287734384, 3.0421319751693607, 0.5380241404949831, 41.67701234455398, -1.2531350846321185, -0.936454981100998, 26.6326384018841, -0.1746937369487437, 1.4276918195043]|816.0740966796875000|      0.25000000|[1084, 72, 3, 75]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      37|[10.577230287734384, 3.0421319751693607, 0.5380241404949831, 41.67701234455398, -1.2531350846321185, -0.936454981100998, 26.6326384018841, -0.1746937369487437, 1.4276918195043]|816.0740966796875000|      0.12500000|[1114, 74, 3, 77]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      38|[10.615043411837926, 3.074543290308965, 0.5416020985449691, 41.76134188293381, -1.2542449283159505, -0.9077573631018311, 26.582925101449163, -0.1230760979725538, 1.4199572513942447]|815.0616455078125000|      0.25000000|[1144, 76, 3, 79]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      39|[10.615043411837926, 3.074543290308965, 0.5416020985449691, 41.76134188293381, -1.2542449283159505, -0.9077573631018311, 26.582925101449163, -0.1230760979725538, 1.4199572513942447]|815.0616455078125000|      0.12500000|[1174, 78, 3, 81]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      40|[10.574152779251445, 3.088474203091055, 0.5236066620291122, 41.80261041783099, -1.2854229334090612, -0.8532383680853829, 26.661857227460608, -0.1623094904762623, 1.415711111435009]|814.3240356445312500|      0.25000000|[1204, 80, 3, 83]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      41|[10.574152779251445, 3.088474203091055, 0.5236066620291122, 41.80261041783099, -1.2854229334090612, -0.8532383680853829, 26.661857227460608, -0.1623094904762623, 1.415711111435009]|814.3240356445312500|      0.12500000|[1234, 82, 3, 85]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      42|[10.572042008896734, 3.078679856244491, 0.5299587398705644, 41.85873560242983, -1.342046731332767, -0.8455027687906811, 26.58746293576078, -0.1215377933665336, 1.4589695703618069]|812.8336181640625000|      0.25000000|[1264, 84, 3, 87]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
      43|[10.572042008896734, 3.078679856244491, 0.5299587398705644, 41.85873560242983, -1.342046731332767, -0.8455027687906811, 26.58746293576078, -0.1215377933665336, 1.4589695703618069]|812.8336181640625000|      0.12500000|[1294, 86, 3, 89]                                                          |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      44|[10.604367429799574, 3.047398465289009, 0.5499742866765298, 41.915698465717185, -1.3966007636313194, -0.8181192620991943, 26.609098509930828, -0.1967975286875582, 1.449068705424999]|811.8900756835937500|      0.25000000|[1324, 88, 3, 91]                                                          |  | trying linear partial model with 16 points | iterate success | actual_k=1
