k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[10.603762330860542, 2.9112940964937626, 0.639219520014653, 40.26216621730497, -0.5794453131366543, -1.331324467738902, 26.24139127032887, -0.832530957516469, 1.424927174485808]|859.1035766601562500|      0.12500000|[117, 0, 0, 29]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[10.530935628032088, 2.9329717690290456, 0.6139202977464654, 40.30267352553291, -0.5929623448615533, -1.335583748867686, 26.175058738609795, -0.7781745904144856, 1.4287983719965758]|857.6981811523437500|      0.25000000|[125, 0, 0, 31]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[10.53604923280474, 2.9684689185067774, 0.5943934827238582, 40.33173155403851, -0.7362306648541376, -1.3801153339608774, 26.240415237602814, -0.5981208654022009, 1.4007190475069868]|851.9458007812500000|      0.50000000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
      14|[10.53604923280474, 2.9684689185067774, 0.5943934827238582, 40.33173155403851, -0.7362306648541376, -1.3801153339608774, 26.240415237602814, -0.5981208654022009, 1.4007190475069868]|851.9458007812500000|      0.25000000|[149, 0, 0, 37]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[10.590845564987603, 2.9114099901161463, 0.5172652519963828, 40.42334041618251, -0.5905644097926759, -1.4241313207544035, 26.350201083066782, -0.6416248874888869, 1.3314435373121551]|846.9726562500000000|      0.50000000|[157, 0, 0, 39]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[10.590845564987603, 2.9114099901161463, 0.5172652519963828, 40.42334041618251, -0.5905644097926759, -1.4241313207544035, 26.350201083066782, -0.6416248874888869, 1.3314435373121551]|846.9726562500000000|      0.25000000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[10.590845564987603, 2.9114099901161463, 0.5172652519963828, 40.42334041618251, -0.5905644097926759, -1.4241313207544035, 26.350201083066782, -0.6416248874888869, 1.3314435373121551]|846.9726562500000000|      0.12500000|[181, 0, 0, 45]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[10.590845564987603, 2.9114099901161463, 0.5172652519963828, 40.42334041618251, -0.5905644097926759, -1.4241313207544035, 26.350201083066782, -0.6416248874888869, 1.3314435373121551]|846.9726562500000000|      0.06250000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[10.597866562956172, 2.9147894611152023, 0.4948424724229237, 40.451759722504924, -0.5607146101907547, -1.4221072264808932, 26.354942378692762, -0.602939138781972, 1.3204470734935219]|845.6619262695312500|      0.12500000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[10.597866562956172, 2.9147894611152023, 0.4948424724229237, 40.451759722504924, -0.5607146101907547, -1.4221072264808932, 26.354942378692762, -0.602939138781972, 1.3204470734935219]|845.6619262695312500|      0.06250000|[213, 0, 0, 53]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[10.643982951378847, 2.924120554245224, 0.4692519343099455, 40.464503202194834, -0.5549564456326881, -1.4088333745163684, 26.36904464800913, -0.5875352533095574, 1.305291803395093]|845.0236816406250000|      0.12500000|[221, 0, 0, 55]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      22|[10.643982951378847, 2.924120554245224, 0.4692519343099455, 40.464503202194834, -0.5549564456326881, -1.4088333745163684, 26.36904464800913, -0.5875352533095574, 1.305291803395093]|845.0236816406250000|      0.06250000|[233, 0, 0, 58]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[10.655049091647962, 2.947015078102335, 0.4643713843036812, 40.470402961114175, -0.5671824523673162, -1.3725691995191824, 26.363723015848215, -0.5486592617359729, 1.3193195000928148]|843.2811889648437500|      0.12500000|[241, 0, 0, 60]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[10.655049091647962, 2.947015078102335, 0.4643713843036812, 40.470402961114175, -0.5671824523673162, -1.3725691995191824, 26.363723015848215, -0.5486592617359729, 1.3193195000928148]|843.2811889648437500|      0.06250000|[253, 0, 0, 63]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      25|[10.608814468025413, 2.969344966652288, 0.4426813618088212, 40.47873544901111, -0.5904121594895769, -1.3711925870231783, 26.35341299438577, -0.5400006555568012, 1.322024286031773]|842.5509643554687500|      0.12500000|[261, 0, 0, 65]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      26|[10.632690307394448, 2.969327429837509, 0.4759693228442283, 40.495983453825815, -0.6156739346179803, -1.4229976678693195, 26.383449485828777, -0.4905410518397197, 1.4055646658772802]|841.7912597656250000|      0.25000000|[273, 0, 0, 68]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | iterate success | actual_k=0
      27|[10.632690307394448, 2.969327429837509, 0.4759693228442283, 40.495983453825815, -0.6156739346179803, -1.4229976678693195, 26.383449485828777, -0.4905410518397197, 1.4055646658772802]|841.7912597656250000|      0.12500000|[285, 0, 0, 71]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      28|[10.632690307394448, 2.969327429837509, 0.4759693228442283, 40.495983453825815, -0.6156739346179803, -1.4229976678693195, 26.383449485828777, -0.4905410518397197, 1.4055646658772802]|841.7912597656250000|      0.06250000|[297, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      29|[10.633509783777935, 2.994285120950674, 0.4806903811136025, 40.54049492521856, -0.591487728341165, -1.421440237144071, 26.3759841197346, -0.4668927025873801, 1.3968034811276504]|841.0994262695312500|      0.12500000|[305, 0, 0, 76]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      30|[10.633509783777935, 2.994285120950674, 0.4806903811136025, 40.54049492521856, -0.591487728341165, -1.421440237144071, 26.3759841197346, -0.4668927025873801, 1.3968034811276504]|841.0994262695312500|      0.06250000|[317, 0, 0, 79]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      31|[10.616042974400033, 2.985517211068799, 0.4607584889974142, 40.53861915000292, -0.6118500699053707, -1.3837584319268756, 26.369763126582047, -0.4448658256425348, 1.3691437991280886]|840.4121704101562500|      0.12500000|[325, 0, 0, 81]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      32|[10.616042974400033, 2.985517211068799, 0.4607584889974142, 40.53861915000292, -0.6118500699053707, -1.3837584319268756, 26.369763126582047, -0.4448658256425348, 1.3691437991280886]|840.4121704101562500|      0.06250000|[337, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      33|[10.646008195403653, 3.008494719013763, 0.4659255810650411, 40.56366094715556, -0.6258216269203394, -1.384768296064488, 26.393501045480285, -0.44867984542169, 1.336704325607701]|839.3875732421875000|      0.12500000|[345, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      34|[10.646008195403653, 3.008494719013763, 0.4659255810650411, 40.56366094715556, -0.6258216269203394, -1.384768296064488, 26.393501045480285, -0.44867984542169, 1.336704325607701]|839.3875732421875000|      0.06250000|[357, 0, 0, 89]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      35|[10.6261086440122, 3.0160629476065717, 0.4736939061062847, 40.5880663784432, -0.6469557147142326, -1.3737762349494376, 26.39058611207534, -0.4097164660600776, 1.3101922344484862]|838.5982666015625000|      0.12500000|[365, 0, 0, 91]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
