k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4906866691717948, 0.0788064571497179, 0.0936287658674898, -0.2660879299381859, 0.5466519044085655, 0.2946109262415462, -0.4678518762272457, 0.2554337500339283, 0.0607562470185431]|345198.3237692892435007|      2.00000000|[8, 2, 1, 2]                                                               |  | used linear model with 10 points | iterate success | actual_k=4
      12|[-0.7708838985167544, 0.18235130900528, 0.1348587734297452, -0.0040468613693206, 0.8205834572116832, -0.0480988551218158, -0.5734145239666204, 0.1040249881185412, -0.0912367032418899]|4525.8317141571824322|      0.06250000|[96, 24, 12, 24]                                                           |  | used linear model with 10 points | iterate failure | actual_k=4
      13|[-0.7578552687618116, 0.1831634474736747, 0.1451016541874203, -0.0080275644651919, 0.8296318519585951, -0.0211207583793195, -0.5457275360974125, 0.0589301658109359, -0.0935343513645895]|1940.9394933830360515|      0.12500000|[102, 28, 13, 26]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      14|[-0.7578552687618116, 0.1831634474736747, 0.1451016541874203, -0.0080275644651919, 0.8296318519585951, -0.0211207583793195, -0.5457275360974125, 0.0589301658109359, -0.0935343513645895]|1940.9394933830360515|      0.06250000|[109, 31, 14, 28]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      15|[-0.7578552687618116, 0.1831634474736747, 0.1451016541874203, -0.0080275644651919, 0.8296318519585951, -0.0211207583793195, -0.5457275360974125, 0.0589301658109359, -0.0935343513645895]|1940.9394933830360515|      0.03125000|[119, 31, 15, 30]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      16|[-0.7578552687618116, 0.1831634474736747, 0.1451016541874203, -0.0080275644651919, 0.8296318519585951, -0.0211207583793195, -0.5457275360974125, 0.0589301658109359, -0.0935343513645895]|1940.9394933830360515|      0.01562500|[128, 32, 16, 32]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      17|[-0.7472422435239057, 0.1870895555850579, 0.1442213570900151, -0.0139567694668706, 0.8304329413964069, -0.0171156833185558, -0.542318894978989, 0.0649976179045409, -0.0974130651660377]|1408.5630117793989484|      0.03125000|[134, 36, 17, 34]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      18|[-0.7472422435239057, 0.1870895555850579, 0.1442213570900151, -0.0139567694668706, 0.8304329413964069, -0.0171156833185558, -0.542318894978989, 0.0649976179045409, -0.0974130651660377]|1408.5630117793989484|      0.01562500|[142, 38, 18, 36]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      19|[-0.7454001612642118, 0.1825740689499609, 0.1527734890263091, -0.0148797137074025, 0.8291436267770627, -0.0076842096780382, -0.5425136144998788, 0.0703384544531465, -0.0921987125005861]|1253.4086169897307173|      0.03125000|[149, 41, 19, 38]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      20|[-0.7605652095673597, 0.1826568204768862, 0.141974445455553, -0.029539541692308, 0.8396746228171729, -0.0047886927362293, -0.5564772443600419, 0.067625897614371, -0.0825332976556076]|915.5646214431457111|      0.06250000|[156, 44, 20, 40]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      21|[-0.7605652095673597, 0.1826568204768862, 0.141974445455553, -0.029539541692308, 0.8396746228171729, -0.0047886927362293, -0.5564772443600419, 0.067625897614371, -0.0825332976556076]|915.5646214431457111|      0.03125000|[163, 47, 21, 42]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      22|[-0.7605652095673597, 0.1826568204768862, 0.141974445455553, -0.029539541692308, 0.8396746228171729, -0.0047886927362293, -0.5564772443600419, 0.067625897614371, -0.0825332976556076]|915.5646214431457111|      0.01562500|[172, 48, 22, 44]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      23|[-0.7620712433274437, 0.1728428598633589, 0.1443720807739612, -0.0203233645491121, 0.8456083761772427, -0.0023351629030089, -0.554284759866097, 0.0678417984788251, -0.0795686308759049]|762.9257145568011538|      0.03125000|[180, 50, 23, 46]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      24|[-0.7620712433274437, 0.1728428598633589, 0.1443720807739612, -0.0203233645491121, 0.8456083761772427, -0.0023351629030089, -0.554284759866097, 0.0678417984788251, -0.0795686308759049]|762.9257145568011538|      0.01562500|[188, 52, 24, 48]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      25|[-0.7620712433274437, 0.1728428598633589, 0.1443720807739612, -0.0203233645491121, 0.8456083761772427, -0.0023351629030089, -0.554284759866097, 0.0678417984788251, -0.0795686308759049]|762.9257145568011538|      0.00781250|[195, 55, 25, 50]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      26|[-0.7617729630685062, 0.1723278929044701, 0.1415610145308338, -0.0254884092552354, 0.8484934547528311, -0.0032976048812286, -0.5556011316267088, 0.0642925858398229, -0.0811565527918474]|666.3467169470652607|      0.01562500|[202, 58, 26, 52]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      27|[-0.7617729630685062, 0.1723278929044701, 0.1415610145308338, -0.0254884092552354, 0.8484934547528311, -0.0032976048812286, -0.5556011316267088, 0.0642925858398229, -0.0811565527918474]|666.3467169470652607|      0.00781250|[210, 60, 27, 54]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      28|[-0.7617729630685062, 0.1723278929044701, 0.1415610145308338, -0.0254884092552354, 0.8484934547528311, -0.0032976048812286, -0.5556011316267088, 0.0642925858398229, -0.0811565527918474]|666.3467169470652607|      0.00390625|[219, 61, 28, 56]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      29|[-0.7609284112280559, 0.1736905995754504, 0.1419343100472387, -0.0258083464893103, 0.8517741409740056, -0.0029017117315282, -0.5556946451900462, 0.0631562331718946, -0.0806799326457953]|619.3161848938626690|      0.00781250|[226, 64, 29, 58]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      30|[-0.7622446880341607, 0.1716549368640385, 0.1410276985908717, -0.0228647045263611, 0.8561890204911153, 0.0014442749115776, -0.5554128506313296, 0.0633712619750351, -0.0833571083953633]|603.7859341785934930|      0.01562500|[235, 65, 30, 60]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      31|[-0.7622446880341607, 0.1716549368640385, 0.1410276985908717, -0.0228647045263611, 0.8561890204911153, 0.0014442749115776, -0.5554128506313296, 0.0633712619750351, -0.0833571083953633]|603.7859341785934930|      0.00781250|[243, 67, 31, 62]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      32|[-0.7596169996587521, 0.173943684795561, 0.1393609501731687, -0.0284817558630507, 0.8586550221590592, -0.0008359558091559, -0.5541018323844855, 0.0641322611118152, -0.0843491880569606]|573.5157183075132252|      0.01562500|[252, 68, 32, 64]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      33|[-0.7596169996587521, 0.173943684795561, 0.1393609501731687, -0.0284817558630507, 0.8586550221590592, -0.0008359558091559, -0.5541018323844855, 0.0641322611118152, -0.0843491880569606]|573.5157183075132252|      0.00781250|[260, 70, 33, 66]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      34|[-0.758261008367915, 0.1752718077216066, 0.1395026240569411, -0.0234761463688723, 0.8624288124449666, 0.0014881449316708, -0.550965009823824, 0.064254853205277, -0.0826584150115881]|514.7384006834115553|      0.01562500|[269, 71, 34, 68]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      35|[-0.758261008367915, 0.1752718077216066, 0.1395026240569411, -0.0234761463688723, 0.8624288124449666, 0.0014881449316708, -0.550965009823824, 0.064254853205277, -0.0826584150115881]|514.7384006834115553|      0.00781250|[276, 74, 35, 70]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      36|[-0.7570275815497259, 0.1749047982611778, 0.1400040017621919, -0.0254650736547503, 0.8645110444530915, -0.0036477113102462, -0.5549899967659527, 0.0661723751332826, -0.0805179039659944]|454.8983366999830764|      0.01562500|[284, 76, 36, 72]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      37|[-0.7570275815497259, 0.1749047982611778, 0.1400040017621919, -0.0254650736547503, 0.8645110444530915, -0.0036477113102462, -0.5549899967659527, 0.0661723751332826, -0.0805179039659944]|454.8983366999830764|      0.00781250|[290, 80, 37, 74]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      38|[-0.7579514626878465, 0.1717067912925219, 0.1358631028430926, -0.0225387562061093, 0.8683625775838308, -0.0027064017190189, -0.5558024447571818, 0.065553359937433, -0.0832529269819432]|417.0919611145028512|      0.01562500|[298, 82, 38, 76]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      39|[-0.7579514626878465, 0.1717067912925219, 0.1358631028430926, -0.0225387562061093, 0.8683625775838308, -0.0027064017190189, -0.5558024447571818, 0.065553359937433, -0.0832529269819432]|417.0919611145028512|      0.00781250|[305, 85, 39, 78]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      40|[-0.7579514626878465, 0.1717067912925219, 0.1358631028430926, -0.0225387562061093, 0.8683625775838308, -0.0027064017190189, -0.5558024447571818, 0.065553359937433, -0.0832529269819432]|417.0919611145028512|      0.00390625|[313, 87, 40, 80]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      41|[-0.7573809337017576, 0.1727682450897296, 0.1361651233867811, -0.0243906595968187, 0.8702420719345992, -0.0019892488302566, -0.5546689078192767, 0.0676340624402997, -0.0840433716809152]|390.0878069914060120|      0.00781250|[322, 88, 41, 82]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      42|[-0.7573809337017576, 0.1727682450897296, 0.1361651233867811, -0.0243906595968187, 0.8702420719345992, -0.0019892488302566, -0.5546689078192767, 0.0676340624402997, -0.0840433716809152]|390.0878069914060120|      0.00390625|[330, 90, 42, 84]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      43|[-0.7582040850801651, 0.1746165774213611, 0.1362716479882917, -0.0236816780195097, 0.8717181290238654, -0.0033745939685626, -0.5547345093202504, 0.0654563612620414, -0.0853873450560839]|372.5025478309359528|      0.00781250|[338, 92, 43, 86]                                                          |  | used linear model with 10 points | iterate success | actual_k=4
      44|[-0.7582040850801651, 0.1746165774213611, 0.1362716479882917, -0.0236816780195097, 0.8717181290238654, -0.0033745939685626, -0.5547345093202504, 0.0654563612620414, -0.0853873450560839]|372.5025478309359528|      0.00390625|[345, 95, 44, 88]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
      45|[-0.7582040850801651, 0.1746165774213611, 0.1362716479882917, -0.0236816780195097, 0.8717181290238654, -0.0033745939685626, -0.5547345093202504, 0.0654563612620414, -0.0853873450560839]|372.5025478309359528|      0.00195312|[353, 97, 45, 90]                                                          |  | used linear model with 10 points | iterate failure | actual_k=4
