k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.9831786535685163, -0.0844773787836651, 4.006585111827166, 0.030639958700987, -2.0313766688614647, -0.0418318583143269]|  0.4041651170868359|      0.00390625|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-3.9831786535685163, -0.0844773787836651, 4.006585111827166, 0.030639958700987, -2.0313766688614647, -0.0418318583143269]|  0.4041651170868359|      0.00195312|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.9829609857478783, -0.0833177961472627, 4.006482376145419, 0.0291729944988353, -2.0311055866208485, -0.04139981442424]|  0.3974377214883769|      0.00390625|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[-3.9829609857478783, -0.0833177961472627, 4.006482376145419, 0.0291729944988353, -2.0311055866208485, -0.04139981442424]|  0.3974377214883769|      0.00195312|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-3.9822854763470295, -0.0847992217469868, 4.006928492334759, 0.0282683010833323, -2.0313315112628922, -0.0417084091959784]|  0.3969411501135753|      0.00390625|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      19|[-3.9822854763470295, -0.0847992217469868, 4.006928492334759, 0.0282683010833323, -2.0313315112628922, -0.0417084091959784]|  0.3969411501135753|      0.00195312|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-3.9816943014730035, -0.0846478012202195, 4.007001066464443, 0.0269119969849901, -2.0311403089943094, -0.0429577671266886]|  0.3955909374848612|      0.00390625|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-3.9816943014730035, -0.0846478012202195, 4.007001066464443, 0.0269119969849901, -2.0311403089943094, -0.0429577671266886]|  0.3955909374848612|      0.00195312|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-3.9816943014730035, -0.0846478012202195, 4.007001066464443, 0.0269119969849901, -2.0311403089943094, -0.0429577671266886]|  0.3955909374848612|      0.00097656|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-3.9816943014730035, -0.0846478012202195, 4.007001066464443, 0.0269119969849901, -2.0311403089943094, -0.0429577671266886]|  0.3955909374848612|      0.00048828|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.9816943014730035, -0.0846478012202195, 4.007001066464443, 0.0269119969849901, -2.0311403089943094, -0.0429577671266886]|  0.3955909374848612|      0.00024414|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-3.9816943014730035, -0.0846478012202195, 4.007001066464443, 0.0269119969849901, -2.0311403089943094, -0.0429577671266886]|  0.3955909374848612|      0.00012207|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.9816808884482118, -0.0845858067009679, 4.006993508877203, 0.0268325726025175, -2.0311448132123218, -0.0430247917035735]|  0.3955597188264225|      0.00024414|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[-3.9817066627130218, -0.0845413863781716, 4.006901106582714, 0.0268060443649606, -2.0310710295692087, -0.0432304156554027]|  0.3955119803733683|      0.00048828|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-3.9817066627130218, -0.0845413863781716, 4.006901106582714, 0.0268060443649606, -2.0310710295692087, -0.0432304156554027]|  0.3955119803733683|      0.00024414|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-3.9817066627130218, -0.0845413863781716, 4.006901106582714, 0.0268060443649606, -2.0310710295692087, -0.0432304156554027]|  0.3955119803733683|      0.00012207|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-3.981688223916848, -0.0845168010221426, 4.006918932691961, 0.0267645781361921, -2.031074342190395, -0.0433395419148463]|  0.3954831442521521|      0.00024414|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
