k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
      12|[1.1437050209183852, -1.0938450008677543, -1.1097968584426317, -1.1895412638623857, -1.0622980434512297, -1.1109059878474212, -1.1657852647209486, -1.1208266199543586, -1.0914586079105106, -1.1880422902090944]|  0.0238334251980975|      0.25000000|[120, 36, 12, 48]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      13|[1.1437050209183852, -1.0938450008677543, -1.1097968584426317, -1.1895412638623857, -1.0622980434512297, -1.1109059878474212, -1.1657852647209486, -1.1208266199543586, -1.0914586079105106, -1.1880422902090944]|  0.0238334251980975|      0.12500000|[130, 39, 13, 52]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      14|[1.1437050209183852, -1.0938450008677543, -1.1097968584426317, -1.1895412638623857, -1.0622980434512297, -1.1109059878474212, -1.1657852647209486, -1.1208266199543586, -1.0914586079105106, -1.1880422902090944]|  0.0238334251980975|      0.06250000|[140, 42, 14, 56]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      15|[1.1437050209183852, -1.0938450008677543, -1.1097968584426317, -1.1895412638623857, -1.0622980434512297, -1.1109059878474212, -1.1657852647209486, -1.1208266199543586, -1.0914586079105106, -1.1880422902090944]|  0.0238334251980975|      0.03125000|[150, 45, 15, 60]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[1.1358558193323312, -1.1069439801208218, -1.107381739162351, -1.188779736815529, -1.086040028046555, -1.1215408038519061, -1.1710453934807172, -1.1169038806924865, -1.0891935366036365, -1.1915046625927346]|  0.0090107726492797|      0.06250000|[160, 48, 16, 64]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      17|[1.1358558193323312, -1.1069439801208218, -1.107381739162351, -1.188779736815529, -1.086040028046555, -1.1215408038519061, -1.1710453934807172, -1.1169038806924865, -1.0891935366036365, -1.1915046625927346]|  0.0090107726492797|      0.03125000|[170, 51, 17, 68]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      18|[1.1278372184893215, -1.1183580975327436, -1.1044423065245303, -1.2015171194883996, -1.088230715870148, -1.1376669833388293, -1.1688508155400532, -1.128156559392218, -1.1004276445377759, -1.1820916729867652]|  0.0032728668765730|      0.06250000|[180, 54, 18, 72]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      19|[1.1278372184893215, -1.1183580975327436, -1.1044423065245303, -1.2015171194883996, -1.088230715870148, -1.1376669833388293, -1.1688508155400532, -1.128156559392218, -1.1004276445377759, -1.1820916729867652]|  0.0032728668765730|      0.03125000|[190, 57, 19, 76]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      20|[1.1278372184893215, -1.1183580975327436, -1.1044423065245303, -1.2015171194883996, -1.088230715870148, -1.1376669833388293, -1.1688508155400532, -1.128156559392218, -1.1004276445377759, -1.1820916729867652]|  0.0032728668765730|      0.01562500|[200, 60, 20, 80]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      21|[1.1289080010088641, -1.1239053025393582, -1.1111107525843273, -1.1946587411640042, -1.0958184513398936, -1.1425755443039534, -1.1652557080993229, -1.1266012528980451, -1.102399531028153, -1.1776400184765683]|  0.0018223423276881|      0.03125000|[210, 63, 21, 84]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      22|[1.1289080010088641, -1.1239053025393582, -1.1111107525843273, -1.1946587411640042, -1.0958184513398936, -1.1425755443039534, -1.1652557080993229, -1.1266012528980451, -1.102399531028153, -1.1776400184765683]|  0.0018223423276881|      0.01562500|[220, 66, 22, 88]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      23|[1.1335769794359123, -1.1226975212362693, -1.1068509076172006, -1.192791643168917, -1.0976937299113376, -1.1472697912885157, -1.1651876063979962, -1.137470051916532, -1.1090075472013496, -1.174190922429681]|  0.0015063095727101|      0.03125000|[230, 69, 23, 92]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      24|[1.1335769794359123, -1.1226975212362693, -1.1068509076172006, -1.192791643168917, -1.0976937299113376, -1.1472697912885157, -1.1651876063979962, -1.137470051916532, -1.1090075472013496, -1.174190922429681]|  0.0015063095727101|      0.01562500|[240, 72, 24, 96]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      25|[1.126633400185484, -1.1223941181192953, -1.115015051098154, -1.1927818259040892, -1.100019536171136, -1.1458993925532708, -1.155787452390355, -1.1410100058427386, -1.1134492964130613, -1.175318428929392]|  0.0009576235280640|      0.03125000|[250, 75, 25, 100]                                                         |  | used linear model with 13 points | iterate success | actual_k=1
