k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[1.3543348535399875, 0.3147010805601511, 0.640429863472188, 0.759038651554003, 0.5296405980372884, 3.04780159245841, 4.966089698073579, 6.967695090036759, 2.2578110839258962, 4.563699399063389, 5.690864074325082]|  1.1369942156576547|      0.25000000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      13|[1.3543348535399875, 0.3147010805601511, 0.640429863472188, 0.759038651554003, 0.5296405980372884, 3.04780159245841, 4.966089698073579, 6.967695090036759, 2.2578110839258962, 4.563699399063389, 5.690864074325082]|  1.1369942156576547|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      14|[1.3839239535129024, 0.2831812876879657, 0.6767948511627608, 0.7722847752427011, 0.4354218448811952, 3.0079160292887615, 4.9864307254245315, 6.945231620569514, 2.25677213337425, 4.587177120119058, 5.672991289329115]|  0.9944651040714063|      0.25000000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      15|[1.3839239535129024, 0.2831812876879657, 0.6767948511627608, 0.7722847752427011, 0.4354218448811952, 3.0079160292887615, 4.9864307254245315, 6.945231620569514, 2.25677213337425, 4.587177120119058, 5.672991289329115]|  0.9944651040714063|      0.12500000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[1.3839239535129024, 0.2831812876879657, 0.6767948511627608, 0.7722847752427011, 0.4354218448811952, 3.0079160292887615, 4.9864307254245315, 6.945231620569514, 2.25677213337425, 4.587177120119058, 5.672991289329115]|  0.9944651040714063|      0.06250000|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[1.3513576257921363, 0.2693486999017448, 0.6506579643940154, 0.7654438004610632, 0.4728887259962083, 2.9981826450895124, 4.992083916074202, 6.949839326533116, 2.255083552860002, 4.594594712338148, 5.690735037024792]|  0.8890251873640311|      0.12500000|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[1.3513576257921363, 0.2693486999017448, 0.6506579643940154, 0.7654438004610632, 0.4728887259962083, 2.9981826450895124, 4.992083916074202, 6.949839326533116, 2.255083552860002, 4.594594712338148, 5.690735037024792]|  0.8890251873640311|      0.06250000|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[1.3459235362003665, 0.2549552152782273, 0.6538245169524128, 0.7618358454631038, 0.4557756279986996, 2.979067093431275, 4.995097077390921, 6.938807206069429, 2.2805817666237647, 4.611231588321157, 5.734672607137343]|  0.7752841105453404|      0.12500000|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      20|[1.3459235362003665, 0.2549552152782273, 0.6538245169524128, 0.7618358454631038, 0.4557756279986996, 2.979067093431275, 4.995097077390921, 6.938807206069429, 2.2805817666237647, 4.611231588321157, 5.734672607137343]|  0.7752841105453404|      0.06250000|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[1.3459235362003665, 0.2549552152782273, 0.6538245169524128, 0.7618358454631038, 0.4557756279986996, 2.979067093431275, 4.995097077390921, 6.938807206069429, 2.2805817666237647, 4.611231588321157, 5.734672607137343]|  0.7752841105453404|      0.03125000|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[1.336939343873152, 0.2591096242599819, 0.648394992809373, 0.7644899125160529, 0.4319219436450147, 2.9741923268174983, 4.9936758696043775, 6.93885500939384, 2.288138431906581, 4.624465564145748, 5.738550601472277]|  0.7285888474517582|      0.06250000|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[1.336939343873152, 0.2591096242599819, 0.648394992809373, 0.7644899125160529, 0.4319219436450147, 2.9741923268174983, 4.9936758696043775, 6.93885500939384, 2.288138431906581, 4.624465564145748, 5.738550601472277]|  0.7285888474517582|      0.03125000|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[1.316423568700432, 0.2517766506434103, 0.645449577797072, 0.7641919765212173, 0.4277460087346491, 2.988561371378953, 4.991394145176083, 6.939742921129715, 2.290072197056535, 4.632025003303984, 5.75277528550761]|  0.6893255081439255|      0.06250000|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[1.316423568700432, 0.2517766506434103, 0.645449577797072, 0.7641919765212173, 0.4277460087346491, 2.988561371378953, 4.991394145176083, 6.939742921129715, 2.290072197056535, 4.632025003303984, 5.75277528550761]|  0.6893255081439255|      0.03125000|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[1.3116123436134435, 0.2308161998258239, 0.6408748816401026, 0.775894246581452, 0.4249230766213586, 2.99399271943415, 4.992952714009471, 6.93417842118591, 2.306535350555641, 4.635785010347389, 5.753186120324877]|  0.6542143146775676|      0.06250000|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[1.3025979204497597, 0.2158822731612107, 0.6458649277386067, 0.7653268587233064, 0.3973420919511276, 3.007149652308469, 4.979700058237629, 6.922412616553527, 2.3426264047682177, 4.665940508270395, 5.7555518913069434]|  0.5886125233077580|      0.12500000|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[1.3025979204497597, 0.2158822731612107, 0.6458649277386067, 0.7653268587233064, 0.3973420919511276, 3.007149652308469, 4.979700058237629, 6.922412616553527, 2.3426264047682177, 4.665940508270395, 5.7555518913069434]|  0.5886125233077580|      0.06250000|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[1.3025979204497597, 0.2158822731612107, 0.6458649277386067, 0.7653268587233064, 0.3973420919511276, 3.007149652308469, 4.979700058237629, 6.922412616553527, 2.3426264047682177, 4.665940508270395, 5.7555518913069434]|  0.5886125233077580|      0.03125000|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[1.2899302693627723, 0.2122151874392164, 0.6372568222251964, 0.7621425691443348, 0.4136194065903863, 3.0227338886601443, 4.984959615832228, 6.928441918090444, 2.3372203477822815, 4.668943753592446, 5.745143881634136]|  0.5698598724075138|      0.06250000|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      31|[1.2899302693627723, 0.2122151874392164, 0.6372568222251964, 0.7621425691443348, 0.4136194065903863, 3.0227338886601443, 4.984959615832228, 6.928441918090444, 2.3372203477822815, 4.668943753592446, 5.745143881634136]|  0.5698598724075138|      0.03125000|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      32|[1.303298837269824, 0.2062652019475714, 0.6275331838820024, 0.7716425717357408, 0.4050328812597213, 3.014504142110462, 4.990841763570166, 6.932708657050973, 2.352800812348448, 4.68054784588904, 5.742699567849457]|  0.5557728276381672|      0.06250000|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      33|[1.303298837269824, 0.2062652019475714, 0.6275331838820024, 0.7716425717357408, 0.4050328812597213, 3.014504142110462, 4.990841763570166, 6.932708657050973, 2.352800812348448, 4.68054784588904, 5.742699567849457]|  0.5557728276381672|      0.03125000|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      34|[1.3051093702342311, 0.2019167578100647, 0.6090293677213945, 0.7621967098165928, 0.4018754506397233, 3.0348720752011085, 4.986204469408097, 6.93760371599146, 2.3553421042125358, 4.6845446048221095, 5.748180404653951]|  0.5387015460103233|      0.06250000|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      35|[1.3051093702342311, 0.2019167578100647, 0.6090293677213945, 0.7621967098165928, 0.4018754506397233, 3.0348720752011085, 4.986204469408097, 6.93760371599146, 2.3553421042125358, 4.6845446048221095, 5.748180404653951]|  0.5387015460103233|      0.03125000|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      36|[1.3051093702342311, 0.2019167578100647, 0.6090293677213945, 0.7621967098165928, 0.4018754506397233, 3.0348720752011085, 4.986204469408097, 6.93760371599146, 2.3553421042125358, 4.6845446048221095, 5.748180404653951]|  0.5387015460103233|      0.01562500|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      37|[1.3051093702342311, 0.2019167578100647, 0.6090293677213945, 0.7621967098165928, 0.4018754506397233, 3.0348720752011085, 4.986204469408097, 6.93760371599146, 2.3553421042125358, 4.6845446048221095, 5.748180404653951]|  0.5387015460103233|      0.00781250|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      38|[1.3000952609100995, 0.2006833830021649, 0.6066298075443206, 0.7597970767556512, 0.4028320921721772, 3.0352365390988534, 4.985771721759376, 6.936649227036682, 2.358383703893175, 4.687791837719139, 5.749136624240066]|  0.5287579061075296|      0.01562500|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      39|[1.296683645082413, 0.189977233531865, 0.6066078590569945, 0.7572429923907302, 0.403578010524986, 3.033116229276121, 4.9861619440966045, 6.937747434585152, 2.3559360314649385, 4.695883886325731, 5.75492223095776]|  0.5197509663266666|      0.03125000|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      40|[1.2850228703493725, 0.1947254084230864, 0.6003515852421778, 0.7630954733177897, 0.3946735759258883, 3.0383319923281897, 4.972201616138862, 6.938677055046517, 2.3624470079115905, 4.713092926509755, 5.765113364545395]|  0.4988481290016231|      0.06250000|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      41|[1.2850228703493725, 0.1947254084230864, 0.6003515852421778, 0.7630954733177897, 0.3946735759258883, 3.0383319923281897, 4.972201616138862, 6.938677055046517, 2.3624470079115905, 4.713092926509755, 5.765113364545395]|  0.4988481290016231|      0.03125000|[533, 164, 41, 82]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      42|[1.2850228703493725, 0.1947254084230864, 0.6003515852421778, 0.7630954733177897, 0.3946735759258883, 3.0383319923281897, 4.972201616138862, 6.938677055046517, 2.3624470079115905, 4.713092926509755, 5.765113364545395]|  0.4988481290016231|      0.01562500|[546, 168, 42, 84]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      43|[1.2770693963922546, 0.1840215391837493, 0.5939909610362593, 0.7625883369272729, 0.3943017036601618, 3.0413600041343853, 4.9701663518515105, 6.937154589914584, 2.364873025988551, 4.714428398499685, 5.763644031945301]|  0.4899103807610792|      0.03125000|[559, 172, 43, 86]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      44|[1.2770693963922546, 0.1840215391837493, 0.5939909610362593, 0.7625883369272729, 0.3943017036601618, 3.0413600041343853, 4.9701663518515105, 6.937154589914584, 2.364873025988551, 4.714428398499685, 5.763644031945301]|  0.4899103807610792|      0.01562500|[572, 176, 44, 88]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      45|[1.2770693963922546, 0.1840215391837493, 0.5939909610362593, 0.7625883369272729, 0.3943017036601618, 3.0413600041343853, 4.9701663518515105, 6.937154589914584, 2.364873025988551, 4.714428398499685, 5.763644031945301]|  0.4899103807610792|      0.00781250|[585, 180, 45, 90]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      46|[1.2745104079062053, 0.1856276336421759, 0.5920916609594244, 0.7585827781862915, 0.3897975542756308, 3.0398111205041602, 4.971422522230316, 6.935502672225379, 2.3669559927474326, 4.715350475583308, 5.763373517172756]|  0.4826514947419376|      0.01562500|[598, 184, 46, 92]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      47|[1.2663657540658713, 0.1865120316044293, 0.5890023149080392, 0.7496424070548522, 0.3832681049870637, 3.0411546880847444, 4.97384770327966, 6.935539264839164, 2.3710427576941555, 4.719051585490901, 5.765986407870337]|  0.4688295695275397|      0.03125000|[611, 188, 47, 94]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      48|[1.2603800027022278, 0.1878804453802001, 0.5771851705806305, 0.7287066842202158, 0.3766415691962967, 3.045299062837793, 4.979237242666324, 6.941549606722982, 2.3753269243733603, 4.723210589394663, 5.7800932066935955]|  0.4536039695237521|      0.06250000|[624, 192, 48, 96]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      49|[1.2603800027022278, 0.1878804453802001, 0.5771851705806305, 0.7287066842202158, 0.3766415691962967, 3.045299062837793, 4.979237242666324, 6.941549606722982, 2.3753269243733603, 4.723210589394663, 5.7800932066935955]|  0.4536039695237521|      0.03125000|[637, 196, 49, 98]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      50|[1.2603800027022278, 0.1878804453802001, 0.5771851705806305, 0.7287066842202158, 0.3766415691962967, 3.045299062837793, 4.979237242666324, 6.941549606722982, 2.3753269243733603, 4.723210589394663, 5.7800932066935955]|  0.4536039695237521|      0.01562500|[650, 200, 50, 100]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      51|[1.2603800027022278, 0.1878804453802001, 0.5771851705806305, 0.7287066842202158, 0.3766415691962967, 3.045299062837793, 4.979237242666324, 6.941549606722982, 2.3753269243733603, 4.723210589394663, 5.7800932066935955]|  0.4536039695237521|      0.00781250|[663, 204, 51, 102]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      52|[1.2583650644030504, 0.1830961285280761, 0.5768733616032593, 0.7262497571119527, 0.3772654738976685, 3.045782401015503, 4.978515292346166, 6.942124102615436, 2.378645929812719, 4.726750574628839, 5.7783813792271195]|  0.4470140524968177|      0.01562500|[676, 208, 52, 104]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      53|[1.2583650644030504, 0.1830961285280761, 0.5768733616032593, 0.7262497571119527, 0.3772654738976685, 3.045782401015503, 4.978515292346166, 6.942124102615436, 2.378645929812719, 4.726750574628839, 5.7783813792271195]|  0.4470140524968177|      0.00781250|[689, 212, 53, 106]                                                        |  | used linear model with 17 points | iterate failure | actual_k=4
      54|[1.2537087066138404, 0.1808012351899745, 0.5768883592521625, 0.7238102171591477, 0.3765550868319403, 3.0464053001375335, 4.97716677664538, 6.940002919325236, 2.3826779857981863, 4.728876290741112, 5.777995811931296]|  0.4407653924745775|      0.01562500|[702, 216, 54, 108]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
      55|[1.2521064907566197, 0.1797765767265752, 0.5748831872790038, 0.7212608258383142, 0.3705323402974927, 3.0493941379030964, 4.976307255072326, 6.942259935992533, 2.392523108525175, 4.736098827364689, 5.772530238927014]|  0.4309868580245199|      0.03125000|[715, 220, 55, 110]                                                        |  | used linear model with 17 points | iterate success | actual_k=4
