k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[20.0, 2.0, 2.0, 2.0, 0.2]                                                      |10940.0863686848952057|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[20.005209254481983, 2.2007156858607164, 2.0280317546584343, 1.952826926661019, 0.5008398400155624]|3742.9221191406250000|      0.12500000|[289, 44, 0, 22]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      12|[20.005209254481983, 2.2007156858607164, 2.0280317546584343, 1.952826926661019, 0.5008398400155624]|3742.9221191406250000|      0.06250000|[316, 48, 0, 24]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      13|[20.009215320869806, 2.232972976382183, 2.036183262938934, 1.952215849165088, 0.5535925474091832]|3579.0773925781250000|      0.12500000|[342, 52, 0, 26]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      14|[20.009215320869806, 2.232972976382183, 2.036183262938934, 1.952215849165088, 0.5535925474091832]|3579.0773925781250000|      0.06250000|[368, 56, 0, 28]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      15|[20.01447803998447, 2.2705181339345573, 2.0464098008444416, 1.9585187655273646, 0.5053783783332272]|3526.6606445312500000|      0.12500000|[394, 60, 0, 30]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      16|[20.01447803998447, 2.2705181339345573, 2.0464098008444416, 1.9585187655273646, 0.5053783783332272]|3526.6606445312500000|      0.06250000|[422, 64, 0, 32]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      17|[20.013213838781827, 2.3070027758328595, 2.044035697434386, 1.9677016961201754, 0.5552137083672286]|3463.1679687500000000|      0.12500000|[448, 68, 0, 34]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      18|[20.013213838781827, 2.3070027758328595, 2.044035697434386, 1.9677016961201754, 0.5552137083672286]|3463.1679687500000000|      0.06250000|[474, 72, 0, 36]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      19|[20.01787946815081, 2.3243121795982575, 2.0493130180528634, 1.9724365839005358, 0.495761230128934]|3432.2648925781250000|      0.12500000|[501, 76, 0, 38]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      20|[20.08913009830624, 2.4144386288307644, 2.0136669858560636, 1.964612518014567, 0.5288325958828799]|3245.4890136718750000|      0.25000000|[528, 80, 0, 40]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      21|[20.08913009830624, 2.4144386288307644, 2.0136669858560636, 1.964612518014567, 0.5288325958828799]|3245.4890136718750000|      0.12500000|[554, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[20.08913009830624, 2.4144386288307644, 2.0136669858560636, 1.964612518014567, 0.5288325958828799]|3245.4890136718750000|      0.06250000|[581, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      23|[20.08913009830624, 2.4144386288307644, 2.0136669858560636, 1.964612518014567, 0.5288325958828799]|3245.4890136718750000|      0.03125000|[607, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[20.093992268089252, 2.4285725239207383, 2.0182298109863646, 1.9701535636597134, 0.5023442540213088]|3202.3750000000000000|      0.06250000|[633, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      25|[20.115435716212613, 2.4800202495021155, 2.0174544585033343, 1.97811584878287, 0.5294654801961823]|3176.3725585937500000|      0.12500000|[659, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
