k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.00024414|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[-3.71751345308e-05, -0.0002384783204855, 1.00003372453181, 0.050004808018859, 26061.39999402078, 38.71049219297814, 37027.09999032616]|9325.3554426901973784|      0.00048828|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[-3.71751345308e-05, -0.0002384783204855, 1.00003372453181, 0.050004808018859, 26061.39999402078, 38.71049219297814, 37027.09999032616]|9325.3554426901973784|      0.00024414|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[-3.71751345308e-05, -0.0002384783204855, 1.00003372453181, 0.050004808018859, 26061.39999402078, 38.71049219297814, 37027.09999032616]|9325.3554426901973784|      0.00012207|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[-3.71751345308e-05, -0.0002384783204855, 1.00003372453181, 0.050004808018859, 26061.39999402078, 38.71049219297814, 37027.09999032616]|9325.3554426901973784|      0.00006104|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[-3.06914192625e-05, -0.0001842909498003, 1.0000386710912874, 0.0500208783794915, 26061.40000168199, 38.71050993454254, 37027.09998079734]|9311.2276181468896539|      0.00012207|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      18|[-3.06914192625e-05, -0.0001842909498003, 1.0000386710912874, 0.0500208783794915, 26061.40000168199, 38.71050993454254, 37027.09998079734]|9311.2276181468896539|      0.00006104|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      19|[-3.06914192625e-05, -0.0001842909498003, 1.0000386710912874, 0.0500208783794915, 26061.40000168199, 38.71050993454254, 37027.09998079734]|9311.2276181468896539|      0.00003052|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-3.23197205228e-05, -0.0002116493521706, 1.0000376852831323, 0.0500333965566446, 26061.400004110616, 38.71051278777599, 37027.09997788645]|9293.9875544795904716|      0.00006104|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      21|[-3.23197205228e-05, -0.0002116493521706, 1.0000376852831323, 0.0500333965566446, 26061.400004110616, 38.71051278777599, 37027.09997788645]|9293.9875544795904716|      0.00003052|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[-3.73891199946e-05, -0.0002061755071873, 1.0000279026697172, 0.0500484598204178, 26061.399983456387, 38.71050160497596, 37027.09997907271]|9288.4200826446922292|      0.00006104|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      23|[-3.92555683742e-05, -0.0001861230173944, 1.000019029186815, 0.0501033582925274, 26061.39997061578, 38.71050934738949, 37027.099980588384]|9279.7580835660264711|      0.00012207|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      24|[-3.92555683742e-05, -0.0001861230173944, 1.000019029186815, 0.0501033582925274, 26061.39997061578, 38.71050934738949, 37027.099980588384]|9279.7580835660264711|      0.00006104|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[-3.92555683742e-05, -0.0001861230173944, 1.000019029186815, 0.0501033582925274, 26061.39997061578, 38.71050934738949, 37027.099980588384]|9279.7580835660264711|      0.00003052|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[-3.81586146252e-05, -0.0002143095529657, 1.0000234887272417, 0.0501125218731352, 26061.39996988238, 38.710507229945776, 37027.09997541554]|9267.0208101134994649|      0.00006104|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[-3.81586146252e-05, -0.0002143095529657, 1.0000234887272417, 0.0501125218731352, 26061.39996988238, 38.710507229945776, 37027.09997541554]|9267.0208101134994649|      0.00003052|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[-4.744173839e-05, -0.0002107949400962, 1.0000156738930683, 0.0501332139796258, 26061.3999614139, 38.7105073212651, 37027.09999190297]|9258.9163699369219103|      0.00006104|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[-4.744173839e-05, -0.0002107949400962, 1.0000156738930683, 0.0501332139796258, 26061.3999614139, 38.7105073212651, 37027.09999190297]|9258.9163699369219103|      0.00003052|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[-4.744173839e-05, -0.0002107949400962, 1.0000156738930683, 0.0501332139796258, 26061.3999614139, 38.7105073212651, 37027.09999190297]|9258.9163699369219103|      0.00001526|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      31|[-4.50391759803e-05, -0.0002068762646066, 1.000015802057243, 0.050147274369729, 26061.39996090562, 38.71051073505079, 37027.09999334486]|9253.7008700776641490|      0.00003052|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      32|[-4.50391759803e-05, -0.0002068762646066, 1.000015802057243, 0.050147274369729, 26061.39996090562, 38.71051073505079, 37027.09999334486]|9253.7008700776641490|      0.00001526|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[-4.63344687776e-05, -0.0002074523719228, 1.0000154275324376, 0.0501622319590622, 26061.399960896608, 38.7105133384029, 37027.09999376162]|9248.4708986611458386|      0.00003052|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      34|[-4.85789488658e-05, -0.0002120691831765, 1.0000164791735935, 0.0501914769263883, 26061.39995858842, 38.7105088683937, 37027.099988935945]|9238.8919896467759827|      0.00006104|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      35|[-7.43575648208e-05, -0.0001904071208681, 1.0000010613733563, 0.0502304422967907, 26061.39993756859, 38.71049617086886, 37027.09997368999]|9230.8196125710564957|      0.00012207|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
