k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.4661905834243132, 0.1050512680438341, 0.0266676319913528, -0.3257816389219892, 0.5725342758993947, 0.1975434655677568, -0.4560439585489777, 0.2993753779746881, 0.0191077266958834]|342350.8871915558120236|      2.00000000|[10, 0, 1, 2]                                                              |  | used linear model with 10 points | iterate success | actual_k=1
      13|[-0.6857339693997636, 0.1241966037784685, 0.0291658277041461, 0.0032724047052918, 0.9897612300851879, 0.0086647396457478, -0.4824686456682503, 0.4111325127064994, 0.1012343836243232]|1767.5821245395870847|      0.12500000|[122, 8, 13, 26]                                                           |  | used linear model with 10 points | iterate failure | actual_k=1
      14|[-0.67917923642396, 0.1479311725465491, 0.1242950793967312, -0.0256151066064337, 0.995189737428928, 0.0086099636888519, -0.5249684131095418, 0.3722641990063659, 0.0589473271082857]| 41.1467790904199688|      0.25000000|[131, 9, 14, 28]                                                           |  | used linear model with 10 points | iterate success | actual_k=1
      15|[-0.67917923642396, 0.1479311725465491, 0.1242950793967312, -0.0256151066064337, 0.995189737428928, 0.0086099636888519, -0.5249684131095418, 0.3722641990063659, 0.0589473271082857]| 41.1467790904199688|      0.12500000|[141, 9, 15, 30]                                                           |  | used linear model with 10 points | iterate failure | actual_k=1
      16|[-0.67917923642396, 0.1479311725465491, 0.1242950793967312, -0.0256151066064337, 0.995189737428928, 0.0086099636888519, -0.5249684131095418, 0.3722641990063659, 0.0589473271082857]| 41.1467790904199688|      0.06250000|[151, 9, 16, 32]                                                           |  | used linear model with 10 points | iterate failure | actual_k=1
      17|[-0.67917923642396, 0.1479311725465491, 0.1242950793967312, -0.0256151066064337, 0.995189737428928, 0.0086099636888519, -0.5249684131095418, 0.3722641990063659, 0.0589473271082857]| 41.1467790904199688|      0.03125000|[160, 10, 17, 34]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      18|[-0.67917923642396, 0.1479311725465491, 0.1242950793967312, -0.0256151066064337, 0.995189737428928, 0.0086099636888519, -0.5249684131095418, 0.3722641990063659, 0.0589473271082857]| 41.1467790904199688|      0.01562500|[169, 11, 18, 36]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      19|[-0.67917923642396, 0.1479311725465491, 0.1242950793967312, -0.0256151066064337, 0.995189737428928, 0.0086099636888519, -0.5249684131095418, 0.3722641990063659, 0.0589473271082857]| 41.1467790904199688|      0.00781250|[178, 12, 19, 38]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      20|[-0.6752391036034873, 0.1491701700449112, 0.1279292183641229, -0.023394767285677, 0.9973276898776322, 0.0054585396677141, -0.5252266992138016, 0.3750623943347654, 0.0608019427641611]| 11.9075755137260995|      0.01562500|[188, 12, 20, 40]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      21|[-0.6752391036034873, 0.1491701700449112, 0.1279292183641229, -0.023394767285677, 0.9973276898776322, 0.0054585396677141, -0.5252266992138016, 0.3750623943347654, 0.0608019427641611]| 11.9075755137260995|      0.00781250|[198, 12, 21, 42]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      22|[-0.6752391036034873, 0.1491701700449112, 0.1279292183641229, -0.023394767285677, 0.9973276898776322, 0.0054585396677141, -0.5252266992138016, 0.3750623943347654, 0.0608019427641611]| 11.9075755137260995|      0.00390625|[207, 13, 22, 44]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      23|[-0.6756897230385386, 0.1508089677782736, 0.1278160208698177, -0.0242431312281463, 0.9963501492321211, 0.0026921576318269, -0.524262488486224, 0.3738880098533406, 0.0616505896903255]|  6.4588634746187115|      0.00781250|[217, 13, 23, 46]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      24|[-0.6756897230385386, 0.1508089677782736, 0.1278160208698177, -0.0242431312281463, 0.9963501492321211, 0.0026921576318269, -0.524262488486224, 0.3738880098533406, 0.0616505896903255]|  6.4588634746187115|      0.00390625|[226, 14, 24, 48]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      25|[-0.6756897230385386, 0.1508089677782736, 0.1278160208698177, -0.0242431312281463, 0.9963501492321211, 0.0026921576318269, -0.524262488486224, 0.3738880098533406, 0.0616505896903255]|  6.4588634746187115|      0.00195312|[236, 14, 25, 50]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      26|[-0.6753211231363574, 0.1510764717749292, 0.128760513807876, -0.0227542390012077, 0.9962576106270843, 0.0028515521665612, -0.5237619063778534, 0.3742874374796792, 0.0618836371726153]|  4.1391490088554743|      0.00390625|[245, 15, 26, 52]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      27|[-0.6753211231363574, 0.1510764717749292, 0.128760513807876, -0.0227542390012077, 0.9962576106270843, 0.0028515521665612, -0.5237619063778534, 0.3742874374796792, 0.0618836371726153]|  4.1391490088554743|      0.00195312|[254, 16, 27, 54]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      28|[-0.6753211231363574, 0.1510764717749292, 0.128760513807876, -0.0227542390012077, 0.9962576106270843, 0.0028515521665612, -0.5237619063778534, 0.3742874374796792, 0.0618836371726153]|  4.1391490088554743|      0.00097656|[263, 17, 28, 56]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      29|[-0.6754528515005814, 0.1512985974363101, 0.1283955579398497, -0.0234343375702594, 0.9964640294209328, 0.0027653686977013, -0.5239596613224469, 0.3746782699344378, 0.0616614616536537]|  3.6969182900015012|      0.00195312|[272, 18, 29, 58]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      30|[-0.6754528515005814, 0.1512985974363101, 0.1283955579398497, -0.0234343375702594, 0.9964640294209328, 0.0027653686977013, -0.5239596613224469, 0.3746782699344378, 0.0616614616536537]|  3.6969182900015012|      0.00097656|[282, 18, 30, 60]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      31|[-0.6754528515005814, 0.1512985974363101, 0.1283955579398497, -0.0234343375702594, 0.9964640294209328, 0.0027653686977013, -0.5239596613224469, 0.3746782699344378, 0.0616614616536537]|  3.6969182900015012|      0.00048828|[292, 18, 31, 62]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      32|[-0.6754528515005814, 0.1512985974363101, 0.1283955579398497, -0.0234343375702594, 0.9964640294209328, 0.0027653686977013, -0.5239596613224469, 0.3746782699344378, 0.0616614616536537]|  3.6969182900015012|      0.00024414|[302, 18, 32, 64]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      33|[-0.6754707116929347, 0.1513806413838722, 0.1283986230854526, -0.0232679641423605, 0.9964847626967744, 0.0028439091326351, -0.5240322189962983, 0.3747099432886849, 0.0615519233028634]|  3.5625969910511768|      0.00048828|[311, 19, 33, 66]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      34|[-0.6754707116929347, 0.1513806413838722, 0.1283986230854526, -0.0232679641423605, 0.9964847626967744, 0.0028439091326351, -0.5240322189962983, 0.3747099432886849, 0.0615519233028634]|  3.5625969910511768|      0.00024414|[321, 19, 34, 68]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      35|[-0.6754689500855144, 0.1513349504082135, 0.1284331449386061, -0.023119823514693, 0.996554762544986, 0.0028056060448512, -0.5238985607036064, 0.3748095466100226, 0.0615668901407716]|  3.5552257374953191|      0.00048828|[331, 19, 35, 70]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      36|[-0.6754689500855144, 0.1513349504082135, 0.1284331449386061, -0.023119823514693, 0.996554762544986, 0.0028056060448512, -0.5238985607036064, 0.3748095466100226, 0.0615668901407716]|  3.5552257374953191|      0.00024414|[341, 19, 36, 72]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      37|[-0.6754689500855144, 0.1513349504082135, 0.1284331449386061, -0.023119823514693, 0.996554762544986, 0.0028056060448512, -0.5238985607036064, 0.3748095466100226, 0.0615668901407716]|  3.5552257374953191|      0.00012207|[350, 20, 37, 74]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      38|[-0.6754793207692359, 0.1513643009234616, 0.1284828183943459, -0.0231582480422013, 0.9966162350580269, 0.0027342476261907, -0.5238689198408513, 0.3748149238085546, 0.061552403178837]|  3.5180337073514822|      0.00024414|[360, 20, 38, 76]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      39|[-0.6754793207692359, 0.1513643009234616, 0.1284828183943459, -0.0231582480422013, 0.9966162350580269, 0.0027342476261907, -0.5238689198408513, 0.3748149238085546, 0.061552403178837]|  3.5180337073514822|      0.00012207|[369, 21, 39, 78]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      40|[-0.6754400939203433, 0.1513686316145237, 0.1284838619213786, -0.0232355916224362, 0.9966800495666024, 0.0027347981595919, -0.5239221975911333, 0.3748297693621619, 0.0615675371985842]|  3.5065058941600751|      0.00024414|[379, 21, 40, 80]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      41|[-0.6754400939203433, 0.1513686316145237, 0.1284838619213786, -0.0232355916224362, 0.9966800495666024, 0.0027347981595919, -0.5239221975911333, 0.3748297693621619, 0.0615675371985842]|  3.5065058941600751|      0.00012207|[389, 21, 41, 82]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      42|[-0.6754304917519063, 0.1513501957726343, 0.1284936377619888, -0.0231382481759243, 0.9967297918460818, 0.0027657211932955, -0.523942165164926, 0.3747970828021527, 0.0615671878264643]|  3.5003738023689883|      0.00024414|[399, 21, 42, 84]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      43|[-0.6754726363294781, 0.1513433244779845, 0.1285159652393332, -0.0231372912216957, 0.9968848432893838, 0.0027097944258634, -0.5239001580080007, 0.3746687041587805, 0.0616761254323132]|  3.4590618944913896|      0.00048828|[408, 22, 43, 86]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      44|[-0.6754726363294781, 0.1513433244779845, 0.1285159652393332, -0.0231372912216957, 0.9968848432893838, 0.0027097944258634, -0.5239001580080007, 0.3746687041587805, 0.0616761254323132]|  3.4590618944913896|      0.00024414|[417, 23, 44, 88]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      45|[-0.6754726363294781, 0.1513433244779845, 0.1285159652393332, -0.0231372912216957, 0.9968848432893838, 0.0027097944258634, -0.5239001580080007, 0.3746687041587805, 0.0616761254323132]|  3.4590618944913896|      0.00012207|[426, 24, 45, 90]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
