k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.9971684650164216, -0.0660286479573142, 3.99305949136854, 0.0437013237833491, -1.9946313335724843, -0.0865140901590749]|  0.6005814571094309|      0.01562500|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-3.9971684650164216, -0.0660286479573142, 3.99305949136854, 0.0437013237833491, -1.9946313335724843, -0.0865140901590749]|  0.6005814571094309|      0.00781250|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.997159455745892, -0.0618697905717708, 3.9928757660043614, 0.0375087822905912, -1.9945739593613827, -0.0842001404230856]|  0.4736752403245660|      0.01562500|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[-3.9976127249511575, -0.071030829620011, 3.992796929040534, 0.0248642994136624, -1.994788068459633, -0.0844749683445437]|  0.3955739471901634|      0.03125000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[-3.9976127249511575, -0.071030829620011, 3.992796929040534, 0.0248642994136624, -1.994788068459633, -0.0844749683445437]|  0.3955739471901634|      0.01562500|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-3.9976127249511575, -0.071030829620011, 3.992796929040534, 0.0248642994136624, -1.994788068459633, -0.0844749683445437]|  0.3955739471901634|      0.00781250|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-3.9976127249511575, -0.071030829620011, 3.992796929040534, 0.0248642994136624, -1.994788068459633, -0.0844749683445437]|  0.3955739471901634|      0.00390625|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-3.9976127249511575, -0.071030829620011, 3.992796929040534, 0.0248642994136624, -1.994788068459633, -0.0844749683445437]|  0.3955739471901634|      0.00195312|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-3.9976059395724666, -0.0721104153089638, 3.9926897833313877, 0.023275169737178, -1.9950009960842814, -0.0847338012239443]|  0.3925482260554478|      0.00390625|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[-3.9976059395724666, -0.0721104153089638, 3.9926897833313877, 0.023275169737178, -1.9950009960842814, -0.0847338012239443]|  0.3925482260554478|      0.00195312|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.9977668057761626, -0.0730903568931515, 3.9926742884660587, 0.0215947381599923, -1.9950044097475486, -0.0848003729308613]|  0.3910068447485268|      0.00390625|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-3.9977668057761626, -0.0730903568931515, 3.9926742884660587, 0.0215947381599923, -1.9950044097475486, -0.0848003729308613]|  0.3910068447485268|      0.00195312|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.9977668057761626, -0.0730903568931515, 3.9926742884660587, 0.0215947381599923, -1.9950044097475486, -0.0848003729308613]|  0.3910068447485268|      0.00097656|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.9977668057761626, -0.0730903568931515, 3.9926742884660587, 0.0215947381599923, -1.9950044097475486, -0.0848003729308613]|  0.3910068447485268|      0.00048828|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-3.9977707003748506, -0.0735585417944928, 3.9926785793196844, 0.0215515850074956, -1.9950135557075883, -0.0849316819358017]|  0.3909675838163798|      0.00097656|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-3.9977707003748506, -0.0735585417944928, 3.9926785793196844, 0.0215515850074956, -1.9950135557075883, -0.0849316819358017]|  0.3909675838163798|      0.00048828|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-3.9977603734831058, -0.0732834892195058, 3.992675318258459, 0.021160808402805, -1.995007526369828, -0.0848321597111794]|  0.3909069655260351|      0.00097656|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
