k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[-0.0026401598162147, 0.0001150286202481, -0.0025892131465469, 0.0002135956155764, -8.76746538498e-05, 0.0027989162091806, -0.0009335514356891, -0.0016977903336076, 0.0007228720428967, 0.0021795653233325, 0.0006233852322401, -0.0038279370637746, 0.0006189431858446, -0.0021492394211458, 0.9963416535361123]|2115.5468747636191438|      0.00195312|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[-0.0026401598162147, 0.0001150286202481, -0.0025892131465469, 0.0002135956155764, -8.76746538498e-05, 0.0027989162091806, -0.0009335514356891, -0.0016977903336076, 0.0007228720428967, 0.0021795653233325, 0.0006233852322401, -0.0038279370637746, 0.0006189431858446, -0.0021492394211458, 0.9963416535361123]|2115.5468747636191438|      0.00097656|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      19|[-0.0021749760910389, -0.0001870711941361, -0.0025233478645814, -6.40043995798e-05, -8.80981929936e-05, 0.0021346729428426, -0.001150517895102, -0.0018753254868451, 0.0006521854794634, 0.0021374784533945, 0.0007562244499404, -0.0038521752234356, 0.0006118016943434, -0.0022895705900074, 0.9963341591162834]|2114.5618317859266426|      0.00195312|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      20|[-0.0021749760910389, -0.0001870711941361, -0.0025233478645814, -6.40043995798e-05, -8.80981929936e-05, 0.0021346729428426, -0.001150517895102, -0.0018753254868451, 0.0006521854794634, 0.0021374784533945, 0.0007562244499404, -0.0038521752234356, 0.0006118016943434, -0.0022895705900074, 0.9963341591162834]|2114.5618317859266426|      0.00097656|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      21|[-0.0027218790244401, -0.0003900625818148, -0.002353895546741, 0.0002919422578824, 0.0001205268433897, 0.0018399551626886, -0.000961327988701, -0.0018318900814329, 0.0008181736506183, 0.0020474490152205, 0.0004005018556694, -0.0038284162901385, 0.0008469828102504, -0.0023031794105989, 0.9960665107059485]|2114.3804995719015096|      0.00195312|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      22|[-0.0027218790244401, -0.0003900625818148, -0.002353895546741, 0.0002919422578824, 0.0001205268433897, 0.0018399551626886, -0.000961327988701, -0.0018318900814329, 0.0008181736506183, 0.0020474490152205, 0.0004005018556694, -0.0038284162901385, 0.0008469828102504, -0.0023031794105989, 0.9960665107059485]|2114.3804995719015096|      0.00097656|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[-0.0027218790244401, -0.0003900625818148, -0.002353895546741, 0.0002919422578824, 0.0001205268433897, 0.0018399551626886, -0.000961327988701, -0.0018318900814329, 0.0008181736506183, 0.0020474490152205, 0.0004005018556694, -0.0038284162901385, 0.0008469828102504, -0.0023031794105989, 0.9960665107059485]|2114.3804995719015096|      0.00048828|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[-0.0023685737804724, -0.0004617012476744, -0.0024659418519006, 0.0003078661720183, 9.02926307521e-05, 0.0016993091316704, -0.0009474133291584, -0.0017659033933562, 0.0010015186337769, 0.002038433928808, 0.0002886269455004, -0.0036869924469343, 0.0008817866826905, -0.0022727876418291, 0.9961119237278734]|2114.0560133216417853|      0.00097656|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[-0.0026488975448323, -0.0010561573866347, -0.0025795372893227, 0.0005239776441755, 0.0001038765959229, 0.0019141071399644, -0.0009174426531096, -0.0021577606082563, 0.0013233075655859, 0.0023332532396747, 0.0003992716000402, -0.0036051783927262, 0.000912179926985, -0.0020699844837106, 0.9960125331254844]|2113.9386133956445519|      0.00195312|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      26|[-0.0026488975448323, -0.0010561573866347, -0.0025795372893227, 0.0005239776441755, 0.0001038765959229, 0.0019141071399644, -0.0009174426531096, -0.0021577606082563, 0.0013233075655859, 0.0023332532396747, 0.0003992716000402, -0.0036051783927262, 0.000912179926985, -0.0020699844837106, 0.9960125331254844]|2113.9386133956445519|      0.00097656|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[-0.0026488975448323, -0.0010561573866347, -0.0025795372893227, 0.0005239776441755, 0.0001038765959229, 0.0019141071399644, -0.0009174426531096, -0.0021577606082563, 0.0013233075655859, 0.0023332532396747, 0.0003992716000402, -0.0036051783927262, 0.000912179926985, -0.0020699844837106, 0.9960125331254844]|2113.9386133956445519|      0.00048828|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[-0.0022787963984171, -0.0011782030692448, -0.0025234148015199, 0.000620053222124, 0.0001227685383268, 0.0018740918126575, -0.0009067522023265, -0.0022081439777852, 0.0013607430662198, 0.0023426651881977, 0.0002152639850497, -0.0035848839120732, 0.0007995482457477, -0.0022057527771216, 0.9959607854194671]|2113.6898474186132262|      0.00097656|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[-0.0022787963984171, -0.0011782030692448, -0.0025234148015199, 0.000620053222124, 0.0001227685383268, 0.0018740918126575, -0.0009067522023265, -0.0022081439777852, 0.0013607430662198, 0.0023426651881977, 0.0002152639850497, -0.0035848839120732, 0.0007995482457477, -0.0022057527771216, 0.9959607854194671]|2113.6898474186132262|      0.00048828|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[-0.0025847289955221, -0.0013872930158419, -0.0026109492112276, 0.0007008194360907, 0.0001678406047383, 0.0018529545208759, -0.0008569961667588, -0.0023656404332817, 0.0013543644690244, 0.0022950271801123, 0.0001455819280087, -0.0033792791753031, 0.0007421119221179, -0.0021395453174694, 0.9959670599839112]|2113.5992425958284002|      0.00097656|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      31|[-0.0025847289955221, -0.0013872930158419, -0.0026109492112276, 0.0007008194360907, 0.0001678406047383, 0.0018529545208759, -0.0008569961667588, -0.0023656404332817, 0.0013543644690244, 0.0022950271801123, 0.0001455819280087, -0.0033792791753031, 0.0007421119221179, -0.0021395453174694, 0.9959670599839112]|2113.5992425958284002|      0.00048828|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      32|[-0.0022958575083968, -0.001338899968482, -0.0025690186547529, 0.0006439846345881, 0.0003423587343393, 0.0017529249644069, -0.0008231831437103, -0.0024086023424597, 0.001276963813618, 0.0023788661301774, 0.0001846498653818, -0.0034037513249167, 0.0006221079987457, -0.0023862325243389, 0.9960844887426185]|2113.4922997918292822|      0.00097656|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      33|[-0.0022958575083968, -0.001338899968482, -0.0025690186547529, 0.0006439846345881, 0.0003423587343393, 0.0017529249644069, -0.0008231831437103, -0.0024086023424597, 0.001276963813618, 0.0023788661301774, 0.0001846498653818, -0.0034037513249167, 0.0006221079987457, -0.0023862325243389, 0.9960844887426185]|2113.4922997918292822|      0.00048828|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      34|[-0.0025662725177849, -0.0015332911919379, -0.0027997897851165, 0.0007140755601019, 0.0004054768168974, 0.0018086910357581, -0.0007158264169394, -0.0023323509540685, 0.001355277058742, 0.0023912396237314, 0.0001964740606711, -0.0034214623628724, 0.0007916199968282, -0.002341991199012, 0.9959980385199779]|2113.4412377898825071|      0.00097656|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      35|[-0.0025662725177849, -0.0015332911919379, -0.0027997897851165, 0.0007140755601019, 0.0004054768168974, 0.0018086910357581, -0.0007158264169394, -0.0023323509540685, 0.001355277058742, 0.0023912396237314, 0.0001964740606711, -0.0034214623628724, 0.0007916199968282, -0.002341991199012, 0.9959980385199779]|2113.4412377898825071|      0.00048828|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      36|[-0.0025662725177849, -0.0015332911919379, -0.0027997897851165, 0.0007140755601019, 0.0004054768168974, 0.0018086910357581, -0.0007158264169394, -0.0023323509540685, 0.001355277058742, 0.0023912396237314, 0.0001964740606711, -0.0034214623628724, 0.0007916199968282, -0.002341991199012, 0.9959980385199779]|2113.4412377898825071|      0.00024414|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      37|[-0.0023595335138226, -0.0015761873129995, -0.0027718482006737, 0.0006958501406812, 0.0003663300282297, 0.0018140432106516, -0.0007397784789657, -0.0023715611656368, 0.0013695582042539, 0.002423616355336, 0.0001969392700565, -0.0034116775160923, 0.0007796953544131, -0.0024331619752756, 0.9959771597293043]|2113.2935630659935669|      0.00048828|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      38|[-0.0025694134579225, -0.0019284333262453, -0.0028288922146398, 0.00068720605469, 0.0003579598728981, 0.0016994328170844, -0.0008067881989848, -0.0024615573752313, 0.0012832745921394, 0.0025462127723786, 0.0001846782888233, -0.0035284217934309, 0.0007939273784352, -0.0025016565644288, 0.995972753819641]|2113.1908903420658135|      0.00097656|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[-0.0023157552989129, -0.0023876427770985, -0.0029716053905419, 0.0005543234031363, 0.000456313469019, 0.001688404602083, -0.0004781719793181, -0.0026406178853, 0.0015618207909296, 0.0024489187760494, 0.0003889154855776, -0.003185905633564, 0.0009045299970805, -0.002762182847779, 0.9963782118389393]|2112.7858063812768705|      0.00195312|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      40|[-0.0023157552989129, -0.0023876427770985, -0.0029716053905419, 0.0005543234031363, 0.000456313469019, 0.001688404602083, -0.0004781719793181, -0.0026406178853, 0.0015618207909296, 0.0024489187760494, 0.0003889154855776, -0.003185905633564, 0.0009045299970805, -0.002762182847779, 0.9963782118389393]|2112.7858063812768705|      0.00097656|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      41|[-0.0024139325555398, -0.0030392001191762, -0.0030826207931454, 0.0007103971273985, 0.0002275587250928, 0.0015851249522153, -0.000238031286179, -0.0026977349763074, 0.0013073038001077, 0.0023252074563486, 0.0001429452750754, -0.0030582023011186, 0.0006279018786327, -0.0031126934520111, 0.9963269659833658]|2112.3372111356807181|      0.00195312|[697, 0, 41, 82]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      42|[-0.0024139325555398, -0.0030392001191762, -0.0030826207931454, 0.0007103971273985, 0.0002275587250928, 0.0015851249522153, -0.000238031286179, -0.0026977349763074, 0.0013073038001077, 0.0023252074563486, 0.0001429452750754, -0.0030582023011186, 0.0006279018786327, -0.0031126934520111, 0.9963269659833658]|2112.3372111356807181|      0.00097656|[714, 0, 42, 84]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      43|[-0.0024139325555398, -0.0030392001191762, -0.0030826207931454, 0.0007103971273985, 0.0002275587250928, 0.0015851249522153, -0.000238031286179, -0.0026977349763074, 0.0013073038001077, 0.0023252074563486, 0.0001429452750754, -0.0030582023011186, 0.0006279018786327, -0.0031126934520111, 0.9963269659833658]|2112.3372111356807181|      0.00048828|[731, 0, 43, 86]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      44|[-0.0021574079366636, -0.0033362934631014, -0.0031952752501359, 0.0007024447306829, 0.0002724250541709, 0.0017812749216141, -0.0002372208995009, -0.0026905621627835, 0.0012101239585376, 0.0023981232173642, 7.73370825556e-05, -0.0030653079783968, 0.0005224576436925, -0.0031343929820888, 0.9963082533919244]|2112.2480240666386635|      0.00097656|[748, 0, 44, 88]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      45|[-0.0021574079366636, -0.0033362934631014, -0.0031952752501359, 0.0007024447306829, 0.0002724250541709, 0.0017812749216141, -0.0002372208995009, -0.0026905621627835, 0.0012101239585376, 0.0023981232173642, 7.73370825556e-05, -0.0030653079783968, 0.0005224576436925, -0.0031343929820888, 0.9963082533919244]|2112.2480240666386635|      0.00048828|[765, 0, 45, 90]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      46|[-0.0024721681948081, -0.0034172763590106, -0.0033655038624329, 0.0007752786301653, 8.61373136763e-05, 0.0017180735573626, -0.0001386077968128, -0.0025996582994031, 0.0010923225283552, 0.0023798361396862, 2.44264594672e-05, -0.0031797055350185, 0.0004402758747501, -0.003201016989317, 0.9963312240353606]|2112.0858072175515190|      0.00097656|[782, 0, 46, 92]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      47|[-0.0024721681948081, -0.0034172763590106, -0.0033655038624329, 0.0007752786301653, 8.61373136763e-05, 0.0017180735573626, -0.0001386077968128, -0.0025996582994031, 0.0010923225283552, 0.0023798361396862, 2.44264594672e-05, -0.0031797055350185, 0.0004402758747501, -0.003201016989317, 0.9963312240353606]|2112.0858072175515190|      0.00048828|[799, 0, 47, 94]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      48|[-0.0024721681948081, -0.0034172763590106, -0.0033655038624329, 0.0007752786301653, 8.61373136763e-05, 0.0017180735573626, -0.0001386077968128, -0.0025996582994031, 0.0010923225283552, 0.0023798361396862, 2.44264594672e-05, -0.0031797055350185, 0.0004402758747501, -0.003201016989317, 0.9963312240353606]|2112.0858072175515190|      0.00024414|[816, 0, 48, 96]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      49|[-0.0023302756586532, -0.0034854285757034, -0.0033922451361106, 0.0007923951902096, 0.0001036268276755, 0.0017424556768951, -0.0001444544557298, -0.0026841395697262, 0.0011512035542846, 0.0023288271024756, 9.8848879938e-05, -0.003091663921496, 0.0003662565657847, -0.0031864642117145, 0.9963048203281072]|2111.9653176727333630|      0.00048828|[833, 0, 49, 98]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      50|[-0.0024409290848661, -0.0037038617925511, -0.0036531908016475, 0.0008190568854037, 0.0001776378699771, 0.0018184394224363, -0.0001352857153717, -0.0028786156262762, 0.001076813124638, 0.002337518659929, 8.39251764453e-05, -0.0030800239994561, 0.0001870184703664, -0.003304702509242, 0.9962130194474095]|2111.8253076645801229|      0.00097656|[850, 0, 50, 100]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      51|[-0.0024409290848661, -0.0037038617925511, -0.0036531908016475, 0.0008190568854037, 0.0001776378699771, 0.0018184394224363, -0.0001352857153717, -0.0028786156262762, 0.001076813124638, 0.002337518659929, 8.39251764453e-05, -0.0030800239994561, 0.0001870184703664, -0.003304702509242, 0.9962130194474095]|2111.8253076645801229|      0.00048828|[867, 0, 51, 102]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      52|[-0.0024409290848661, -0.0037038617925511, -0.0036531908016475, 0.0008190568854037, 0.0001776378699771, 0.0018184394224363, -0.0001352857153717, -0.0028786156262762, 0.001076813124638, 0.002337518659929, 8.39251764453e-05, -0.0030800239994561, 0.0001870184703664, -0.003304702509242, 0.9962130194474095]|2111.8253076645801229|      0.00024414|[884, 0, 52, 104]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      53|[-0.0022509228427003, -0.0037616799696372, -0.0036159213935287, 0.0008190911874362, 0.0001620698083505, 0.0018080664066935, -7.004038828e-05, -0.0028645313301114, 0.0010038754217379, 0.0023316908252767, 3.35258948504e-05, -0.003028932176551, 0.0001674362239369, -0.0033553433011097, 0.9962356634037599]|2111.7368021643455904|      0.00048828|[901, 0, 53, 106]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      54|[-0.0024729386392954, -0.0039732224951534, -0.0037494631453991, 0.0010705670133943, 0.0002565075471987, 0.0017461780933534, -6.44932099015e-05, -0.0029504054407914, 0.0010441903022031, 0.0024451125448059, -4.29447023491e-05, -0.0029423608267877, 9.23494155715e-05, -0.0033233149816956, 0.9961426360868606]|2111.6750731003139663|      0.00097656|[918, 0, 54, 108]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      55|[-0.0024729386392954, -0.0039732224951534, -0.0037494631453991, 0.0010705670133943, 0.0002565075471987, 0.0017461780933534, -6.44932099015e-05, -0.0029504054407914, 0.0010441903022031, 0.0024451125448059, -4.29447023491e-05, -0.0029423608267877, 9.23494155715e-05, -0.0033233149816956, 0.9961426360868606]|2111.6750731003139663|      0.00048828|[935, 0, 55, 110]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      56|[-0.0024729386392954, -0.0039732224951534, -0.0037494631453991, 0.0010705670133943, 0.0002565075471987, 0.0017461780933534, -6.44932099015e-05, -0.0029504054407914, 0.0010441903022031, 0.0024451125448059, -4.29447023491e-05, -0.0029423608267877, 9.23494155715e-05, -0.0033233149816956, 0.9961426360868606]|2111.6750731003139663|      0.00024414|[952, 0, 56, 112]                                                          |  | used linear model with 17 points | iterate failure | actual_k=0
      57|[-0.0022925048174477, -0.0040322052266678, -0.0038028800091124, 0.0010341109462997, 0.0002643211106178, 0.0017744255623105, -4.75863802607e-05, -0.0029075361139866, 0.001088069557123, 0.0023508323325458, -1.83224751056e-05, -0.0029004398470786, 0.0001072584773951, -0.0033014111908951, 0.9960923917402756]|2111.5381592217017896|      0.00048828|[969, 0, 57, 114]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      58|[-0.0021574924204197, -0.0043462148674792, -0.0040215038050979, 0.0010329140183624, 0.0002703206624244, 0.0017926079855826, -9.0482893546e-05, -0.0029689396023479, 0.001210334048383, 0.0024659803085356, 5.91587047225e-05, -0.002903051630923, 0.0001556263754068, -0.0032215977515105, 0.9959346393059272]|2111.4313650690428403|      0.00097656|[986, 0, 58, 116]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
      59|[-0.0021574924204197, -0.0043462148674792, -0.0040215038050979, 0.0010329140183624, 0.0002703206624244, 0.0017926079855826, -9.0482893546e-05, -0.0029689396023479, 0.001210334048383, 0.0024659803085356, 5.91587047225e-05, -0.002903051630923, 0.0001556263754068, -0.0032215977515105, 0.9959346393059272]|2111.4313650690428403|      0.00048828|[1003, 0, 59, 118]                                                         |  | used linear model with 17 points | iterate failure | actual_k=0
      60|[-0.0021574924204197, -0.0043462148674792, -0.0040215038050979, 0.0010329140183624, 0.0002703206624244, 0.0017926079855826, -9.0482893546e-05, -0.0029689396023479, 0.001210334048383, 0.0024659803085356, 5.91587047225e-05, -0.002903051630923, 0.0001556263754068, -0.0032215977515105, 0.9959346393059272]|2111.4313650690428403|      0.00024414|[1020, 0, 60, 120]                                                         |  | used linear model with 17 points | iterate failure | actual_k=0
      61|[-0.0022490860122229, -0.004461811051384, -0.0039708806943491, 0.0011098419864706, 0.000334368901621, 0.0018055391300136, -8.19783503861e-05, -0.0029273409959045, 0.0011724959960091, 0.0024200411710661, -5.36710843467e-05, -0.0029265020017872, 0.0001600143905928, -0.0032644422751216, 0.9958666503731816]|2111.3104188721067658|      0.00048828|[1037, 0, 61, 122]                                                         |  | used linear model with 17 points | iterate success | actual_k=0
      62|[-0.0022912321783199, -0.0045023562336436, -0.0042264887412578, 0.0012943991023206, 0.0003305269059692, 0.0018000375145453, -3.60114438458e-05, -0.0027808634892302, 0.0010831607509222, 0.0025069627154299, 8.37687820258e-05, -0.0030844541741206, -5.6402753186e-06, -0.003423059849284, 0.9958631617503478]|2111.1780538604521098|      0.00097656|[1054, 0, 62, 124]                                                         |  | used linear model with 17 points | iterate success | actual_k=0
      63|[-0.0022912321783199, -0.0045023562336436, -0.0042264887412578, 0.0012943991023206, 0.0003305269059692, 0.0018000375145453, -3.60114438458e-05, -0.0027808634892302, 0.0010831607509222, 0.0025069627154299, 8.37687820258e-05, -0.0030844541741206, -5.6402753186e-06, -0.003423059849284, 0.9958631617503478]|2111.1780538604521098|      0.00048828|[1071, 0, 63, 126]                                                         |  | used linear model with 17 points | iterate failure | actual_k=0
      64|[-0.0022600477048156, -0.0046920385699812, -0.0043378431056358, 0.0013556508278506, 0.0002405527806078, 0.0017800696321048, 0.0001081604804367, -0.0028173815326238, 0.0011887827734227, 0.002575152073162, -1.71773425497e-05, -0.0031540968163132, -9.1209718077e-06, -0.0037700601643569, 0.9958045560500408]|2110.9813165823888994|      0.00097656|[1088, 0, 64, 128]                                                         |  | used linear model with 17 points | iterate success | actual_k=0
      65|[-0.0023495689111776, -0.0055834612245223, -0.004453743822426, 0.0015450418622753, 0.0003664054719434, 0.0018222851419881, 1.80802606125e-05, -0.0028645556698624, 0.0013347645017274, 0.0025780779155609, 3.50682768139e-05, -0.003079281051917, -5.93516453378e-05, -0.0039185270256515, 0.995664729986185]|2110.5422312636046627|      0.00195312|[1105, 0, 65, 130]                                                         |  | used linear model with 17 points | iterate success | actual_k=0
