k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[1.3243011172523986, 0.2750166679686685, 0.6049781481438, 0.7550963437172618, 0.4831211089432339, 3.202744245224325, 5.11902460437763, 7.0216955028029195, 2.223399524468023, 4.681585000565628, 5.6402867083804304]|  1.0284083453060204|      0.12500000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[1.2956469569581006, 0.2665530113125609, 0.5726977530821812, 0.7602011544099109, 0.4029414877558056, 3.1928866371679607, 5.094727049723429, 7.024481795144705, 2.255726602302593, 4.698443024302962, 5.7124733485093575]|  0.6867795494353189|      0.25000000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[1.2956469569581006, 0.2665530113125609, 0.5726977530821812, 0.7602011544099109, 0.4029414877558056, 3.1928866371679607, 5.094727049723429, 7.024481795144705, 2.255726602302593, 4.698443024302962, 5.7124733485093575]|  0.6867795494353189|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[1.2956469569581006, 0.2665530113125609, 0.5726977530821812, 0.7602011544099109, 0.4029414877558056, 3.1928866371679607, 5.094727049723429, 7.024481795144705, 2.255726602302593, 4.698443024302962, 5.7124733485093575]|  0.6867795494353189|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[1.2710441605672298, 0.2425949252697053, 0.5816033639406468, 0.7395043138375579, 0.4114970578008483, 3.2131875619614663, 5.082542839427649, 7.0349923276861785, 2.291317003412899, 4.688081244999402, 5.722523158748371]|  0.6131040718268754|      0.12500000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[1.2511050657680909, 0.1532455877204695, 0.6215564664208479, 0.7213858719875688, 0.3580957016780471, 3.1916369830417377, 5.084669421009828, 7.03679282024678, 2.3199806164133223, 4.692900622309681, 5.756447700412567]|  0.5157549450211356|      0.25000000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[1.2511050657680909, 0.1532455877204695, 0.6215564664208479, 0.7213858719875688, 0.3580957016780471, 3.1916369830417377, 5.084669421009828, 7.03679282024678, 2.3199806164133223, 4.692900622309681, 5.756447700412567]|  0.5157549450211356|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[1.2511050657680909, 0.1532455877204695, 0.6215564664208479, 0.7213858719875688, 0.3580957016780471, 3.1916369830417377, 5.084669421009828, 7.03679282024678, 2.3199806164133223, 4.692900622309681, 5.756447700412567]|  0.5157549450211356|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[1.2511050657680909, 0.1532455877204695, 0.6215564664208479, 0.7213858719875688, 0.3580957016780471, 3.1916369830417377, 5.084669421009828, 7.03679282024678, 2.3199806164133223, 4.692900622309681, 5.756447700412567]|  0.5157549450211356|      0.03125000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[1.2511050657680909, 0.1532455877204695, 0.6215564664208479, 0.7213858719875688, 0.3580957016780471, 3.1916369830417377, 5.084669421009828, 7.03679282024678, 2.3199806164133223, 4.692900622309681, 5.756447700412567]|  0.5157549450211356|      0.01562500|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[1.249500303901479, 0.1523037598499601, 0.6194397372509839, 0.7161676105303485, 0.3692156247338318, 3.1961463290027647, 5.080999855917755, 7.032864850790279, 2.32596246234011, 4.692943390453704, 5.756996952644601]|  0.4984797690970044|      0.03125000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[1.2364698274406807, 0.1548210899958468, 0.6055567305943269, 0.6965387966855721, 0.3716304389021721, 3.202463682720356, 5.07208277593015, 7.029677589929601, 2.3292737777491257, 4.701454288707071, 5.758891838863411]|  0.4787185796633893|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[1.2260158905572451, 0.1655371545043043, 0.616243167580346, 0.6746018926627477, 0.3590966911343924, 3.216382965853451, 5.10521220553045, 7.0372483366500695, 2.364653142446036, 4.715301927425382, 5.770619171872359]|  0.4556133723725944|      0.12500000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[1.2260158905572451, 0.1655371545043043, 0.616243167580346, 0.6746018926627477, 0.3590966911343924, 3.216382965853451, 5.10521220553045, 7.0372483366500695, 2.364653142446036, 4.715301927425382, 5.770619171872359]|  0.4556133723725944|      0.06250000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[1.2260158905572451, 0.1655371545043043, 0.616243167580346, 0.6746018926627477, 0.3590966911343924, 3.216382965853451, 5.10521220553045, 7.0372483366500695, 2.364653142446036, 4.715301927425382, 5.770619171872359]|  0.4556133723725944|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[1.2239829865008818, 0.1643873474713515, 0.5922983685869153, 0.6755757774482816, 0.3534387078882769, 3.2160995710055236, 5.104056794469005, 7.037190010330391, 2.3742579505018595, 4.730294319999188, 5.777427274241106]|  0.4307849466519116|      0.06250000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[1.2239829865008818, 0.1643873474713515, 0.5922983685869153, 0.6755757774482816, 0.3534387078882769, 3.2160995710055236, 5.104056794469005, 7.037190010330391, 2.3742579505018595, 4.730294319999188, 5.777427274241106]|  0.4307849466519116|      0.03125000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[1.2133239722564213, 0.1535301055708973, 0.5779786551142719, 0.6744889557798098, 0.3558880665528183, 3.2105998195725256, 5.102875880958718, 7.034879309319764, 2.385050523924249, 4.737836671621607, 5.759469389907803]|  0.4178470631037033|      0.06250000|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[1.2133239722564213, 0.1535301055708973, 0.5779786551142719, 0.6744889557798098, 0.3558880665528183, 3.2105998195725256, 5.102875880958718, 7.034879309319764, 2.385050523924249, 4.737836671621607, 5.759469389907803]|  0.4178470631037033|      0.03125000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[1.2101051963256724, 0.146349415725667, 0.5689247273481329, 0.6725592971994433, 0.3363839426476346, 3.204048391265745, 5.115049253949949, 7.04133613914539, 2.392337726280035, 4.74602469013481, 5.749692795627182]|  0.4134699099122734|      0.06250000|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[1.2101051963256724, 0.146349415725667, 0.5689247273481329, 0.6725592971994433, 0.3363839426476346, 3.204048391265745, 5.115049253949949, 7.04133613914539, 2.392337726280035, 4.74602469013481, 5.749692795627182]|  0.4134699099122734|      0.03125000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[1.2101051963256724, 0.146349415725667, 0.5689247273481329, 0.6725592971994433, 0.3363839426476346, 3.204048391265745, 5.115049253949949, 7.04133613914539, 2.392337726280035, 4.74602469013481, 5.749692795627182]|  0.4134699099122734|      0.01562500|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[1.205896864716287, 0.142904720949222, 0.5643133273520405, 0.670200933054097, 0.345396119047859, 3.204333536351758, 5.1196858579689914, 7.039141777299091, 2.397819312014028, 4.750022858626883, 5.7555315173379435]|  0.4023000895008168|      0.03125000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[1.201545010273169, 0.1416370620554417, 0.5436267310323347, 0.6645920767994805, 0.3295697359131253, 3.197961567814265, 5.121774792970343, 7.0317854968311, 2.4090739353114836, 4.754500205749631, 5.754936296961521]|  0.3939274114198086|      0.06250000|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      37|[1.201545010273169, 0.1416370620554417, 0.5436267310323347, 0.6645920767994805, 0.3295697359131253, 3.197961567814265, 5.121774792970343, 7.0317854968311, 2.4090739353114836, 4.754500205749631, 5.754936296961521]|  0.3939274114198086|      0.03125000|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[1.201545010273169, 0.1416370620554417, 0.5436267310323347, 0.6645920767994805, 0.3295697359131253, 3.197961567814265, 5.121774792970343, 7.0317854968311, 2.4090739353114836, 4.754500205749631, 5.754936296961521]|  0.3939274114198086|      0.01562500|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[1.1977816195622877, 0.1390731030650765, 0.5431047628253312, 0.6577492931049947, 0.3411612625060294, 3.199737720489851, 5.124720783897582, 7.033255828895892, 2.410078006544824, 4.754819712433503, 5.760116866484899]|  0.3893435510651276|      0.03125000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[1.1977816195622877, 0.1390731030650765, 0.5431047628253312, 0.6577492931049947, 0.3411612625060294, 3.199737720489851, 5.124720783897582, 7.033255828895892, 2.410078006544824, 4.754819712433503, 5.760116866484899]|  0.3893435510651276|      0.01562500|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[1.202420111172956, 0.1396176720587212, 0.5388805763091976, 0.6545412839832946, 0.3297927043736951, 3.1981445790920153, 5.122880693870303, 7.034057117938832, 2.4160185485539674, 4.754846593072112, 5.764922323804365]|  0.3857703085963477|      0.03125000|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      42|[1.202420111172956, 0.1396176720587212, 0.5388805763091976, 0.6545412839832946, 0.3297927043736951, 3.1981445790920153, 5.122880693870303, 7.034057117938832, 2.4160185485539674, 4.754846593072112, 5.764922323804365]|  0.3857703085963477|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      43|[1.202420111172956, 0.1396176720587212, 0.5388805763091976, 0.6545412839832946, 0.3297927043736951, 3.1981445790920153, 5.122880693870303, 7.034057117938832, 2.4160185485539674, 4.754846593072112, 5.764922323804365]|  0.3857703085963477|      0.00781250|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      44|[1.1977008918151968, 0.1413836169486384, 0.5363787601918679, 0.653226059974789, 0.3326494619800681, 3.19838316709731, 5.120391270597204, 7.036003398707462, 2.418454664636492, 4.756318063505435, 5.766085746920493]|  0.3809866639686277|      0.01562500|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      45|[1.1934605126161262, 0.1412477076399452, 0.5384198796733716, 0.6503648518114801, 0.3332370475038313, 3.198830148104918, 5.116809551882679, 7.0358476831242545, 2.4305233399179844, 4.7614969731138155, 5.7713693653939195]|  0.3761651554917101|      0.03125000|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      46|[1.1934605126161262, 0.1412477076399452, 0.5384198796733716, 0.6503648518114801, 0.3332370475038313, 3.198830148104918, 5.116809551882679, 7.0358476831242545, 2.4305233399179844, 4.7614969731138155, 5.7713693653939195]|  0.3761651554917101|      0.01562500|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      47|[1.1872092982399487, 0.1371313380500551, 0.5344454977853182, 0.6428949901221347, 0.3324946544309085, 3.203838920967089, 5.112741109061388, 7.033161933719436, 2.4380155512108312, 4.762742799376139, 5.774440872698935]|  0.3726974839473196|      0.03125000|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      48|[1.1872092982399487, 0.1371313380500551, 0.5344454977853182, 0.6428949901221347, 0.3324946544309085, 3.203838920967089, 5.112741109061388, 7.033161933719436, 2.4380155512108312, 4.762742799376139, 5.774440872698935]|  0.3726974839473196|      0.01562500|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      49|[1.1872092982399487, 0.1371313380500551, 0.5344454977853182, 0.6428949901221347, 0.3324946544309085, 3.203838920967089, 5.112741109061388, 7.033161933719436, 2.4380155512108312, 4.762742799376139, 5.774440872698935]|  0.3726974839473196|      0.00781250|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      50|[1.1872092982399487, 0.1371313380500551, 0.5344454977853182, 0.6428949901221347, 0.3324946544309085, 3.203838920967089, 5.112741109061388, 7.033161933719436, 2.4380155512108312, 4.762742799376139, 5.774440872698935]|  0.3726974839473196|      0.00390625|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      51|[1.1880067431193104, 0.1372080122832324, 0.533903794128209, 0.6427891772803064, 0.3295280319810003, 3.2042629718513167, 5.1116128569064, 7.032150730879022, 2.4390771367403916, 4.763819508906086, 5.773574885800442]|  0.3710547732969869|      0.00781250|[765, 102, 51, 102]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      52|[1.1862810415467138, 0.1384435608329832, 0.5306956696457084, 0.6422009587266295, 0.329368868253522, 3.2016270133236637, 5.112956814980048, 7.034013586830574, 2.444747834909449, 4.762600906153732, 5.773599173806312]|  0.3694184493217263|      0.01562500|[780, 104, 52, 104]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      53|[1.1862810415467138, 0.1384435608329832, 0.5306956696457084, 0.6422009587266295, 0.329368868253522, 3.2016270133236637, 5.112956814980048, 7.034013586830574, 2.444747834909449, 4.762600906153732, 5.773599173806312]|  0.3694184493217263|      0.00781250|[795, 106, 53, 106]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      54|[1.184124557588557, 0.1398936152670909, 0.5283846146924391, 0.6420838963714971, 0.32560075779921, 3.2032288628703767, 5.113522778121395, 7.030056353083046, 2.448713252346825, 4.763198200317274, 5.773280568426985]|  0.3678335651252277|      0.01562500|[810, 108, 54, 108]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      55|[1.184124557588557, 0.1398936152670909, 0.5283846146924391, 0.6420838963714971, 0.32560075779921, 3.2032288628703767, 5.113522778121395, 7.030056353083046, 2.448713252346825, 4.763198200317274, 5.773280568426985]|  0.3678335651252277|      0.00781250|[825, 110, 55, 110]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
