k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[44.946516316866386, 149.25253859487037, -101.49375081076951, 2.208570815409991, 0.7917953144442187]|71299.4453125000000000|      2.00000000|[89, 0, 0, 22]                                                             |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[44.946516316866386, 149.25253859487037, -101.49375081076951, 2.208570815409991, 0.7917953144442187]|71299.4453125000000000|      1.00000000|[97, 0, 0, 24]                                                             |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      13|[44.946516316866386, 149.25253859487037, -101.49375081076951, 2.208570815409991, 0.7917953144442187]|71299.4453125000000000|      0.50000000|[105, 0, 0, 26]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[44.690091354610864, 149.60610311222698, -101.30135427400992, 2.0917799598145503, 0.8844335327498384]|70629.4140625000000000|      1.00000000|[113, 0, 0, 28]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      15|[43.80136017900406, 149.29521835864676, -101.03558080720128, 2.062008709555409, 0.6795293978612759]|67968.6171875000000000|      2.00000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[42.82371700378629, 149.41535137114613, -101.91555448174827, 0.5611926581360092, 0.6249455800752279]|65022.9062500000000000|      4.00000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[42.82371700378629, 149.41535137114613, -101.91555448174827, 0.5611926581360092, 0.6249455800752279]|65022.9062500000000000|      2.00000000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[42.82371700378629, 149.41535137114613, -101.91555448174827, 0.5611926581360092, 0.6249455800752279]|65022.9062500000000000|      1.00000000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[42.82371700378629, 149.41535137114613, -101.91555448174827, 0.5611926581360092, 0.6249455800752279]|65022.9062500000000000|      0.50000000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[42.750759174822, 149.84681648700055, -102.12404059227316, 0.6696187972346455, 0.6823243485520708]|64829.5898437500000000|      1.00000000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      21|[42.750759174822, 149.84681648700055, -102.12404059227316, 0.6696187972346455, 0.6823243485520708]|64829.5898437500000000|      0.50000000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[42.32741269744553, 150.01998391823676, -101.93226311376593, 0.7328524860848956, 0.6860257244829178]|63676.5664062500000000|      1.00000000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      23|[42.32741269744553, 150.01998391823676, -101.93226311376593, 0.7328524860848956, 0.6860257244829178]|63676.5664062500000000|      0.50000000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[41.93342447814531, 150.0440905941103, -101.96812884175984, 0.4814180555511609, 0.5137279359636975]|62609.8125000000000000|      1.00000000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      25|[41.93342447814531, 150.0440905941103, -101.96812884175984, 0.4814180555511609, 0.5137279359636975]|62609.8125000000000000|      0.50000000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
