k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[3.3667774852884413, 143.95539720841793, -106.23611600716396, 100.175337356776, 200.21124278474443]|1861.2640380859375000|      8.00000000|[333, 22, 2, 24]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      12|[-3.879233617660752, 141.40449176726156, -108.42977630722035, 100.26672971103837, 199.80172300285992]|1448.1690673828125000|     16.00000000|[363, 24, 2, 26]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      13|[-3.879233617660752, 141.40449176726156, -108.42977630722035, 100.26672971103837, 199.80172300285992]|1448.1690673828125000|      8.00000000|[393, 26, 2, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      14|[-3.879233617660752, 141.40449176726156, -108.42977630722035, 100.26672971103837, 199.80172300285992]|1448.1690673828125000|      4.00000000|[423, 28, 2, 30]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-0.0753455698986372, 140.49346029773187, -109.26636059129925, 100.2520642053034, 199.82093342172115]|935.3115234375000000|      8.00000000|[453, 30, 2, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[1.6747132440648778, 134.1311519585046, -113.67188691384005, 99.24514292809256, 200.01007386469416]|489.6967773437500000|     16.00000000|[483, 32, 2, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[1.6747132440648778, 134.1311519585046, -113.67188691384005, 99.24514292809256, 200.01007386469416]|489.6967773437500000|      8.00000000|[513, 34, 2, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.6747132440648778, 134.1311519585046, -113.67188691384005, 99.24514292809256, 200.01007386469416]|489.6967773437500000|      4.00000000|[543, 36, 2, 38]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-1.79327616941772, 132.72519188241648, -115.07750225286027, 99.109354898649, 200.05625635260665]|413.3903503417968750|      8.00000000|[573, 38, 2, 40]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[-1.79327616941772, 132.72519188241648, -115.07750225286027, 99.109354898649, 200.05625635260665]|413.3903503417968750|      4.00000000|[603, 40, 3, 43]                                                           |  | trying linear partial model with 16 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.9746091280345266, 131.85198307248191, -116.09583748163233, 99.05197971063484, 200.0720110070906]|344.6417541503906250|      8.00000000|[634, 42, 3, 45]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[1.9746091280345266, 131.85198307248191, -116.09583748163233, 99.05197971063484, 200.0720110070906]|344.6417541503906250|      4.00000000|[664, 44, 3, 47]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.9746091280345266, 131.85198307248191, -116.09583748163233, 99.05197971063484, 200.0720110070906]|344.6417541503906250|      2.00000000|[694, 46, 3, 49]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1144789603216962, 131.3559511842613, -116.63696181680265, 99.0706807382231, 200.0985223346045]|205.1135864257812500|      4.00000000|[724, 48, 3, 51]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
