k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.3, 0.65, 0.65, 0.7, 0.6, 3.0, 5.0, 7.0, 2.0, 4.5, 5.5]                       |  3.1657058167640839|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[1.1635098308238536, 0.1979014496844381, 0.5677815126925392, 0.7474421823461094, 0.3325258084856613, 2.9282946800667786, 5.035611560327694, 7.190671937701494, 2.1335620185840822, 4.654944150364959, 5.736990350630562]|  0.6618392819212432|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[1.1660105053724579, 0.1673691446298788, 0.5651045404982067, 0.7191915947194916, 0.3472127228714327, 2.949622701752749, 5.049261272400671, 7.200220269978693, 2.1548037084099585, 4.682541302540194, 5.735715342209483]|  0.5749669990369343|      0.12500000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[1.1660105053724579, 0.1673691446298788, 0.5651045404982067, 0.7191915947194916, 0.3472127228714327, 2.949622701752749, 5.049261272400671, 7.200220269978693, 2.1548037084099585, 4.682541302540194, 5.735715342209483]|  0.5749669990369343|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[1.1673861324996035, 0.1423959333618052, 0.5829268884987376, 0.703945577706877, 0.3138821308828695, 2.9480100002951644, 5.063525027623571, 7.197150273763731, 2.1714268882061862, 4.712849780849104, 5.750181735122329]|  0.5566616442382601|      0.12500000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[1.1673861324996035, 0.1423959333618052, 0.5829268884987376, 0.703945577706877, 0.3138821308828695, 2.9480100002951644, 5.063525027623571, 7.197150273763731, 2.1714268882061862, 4.712849780849104, 5.750181735122329]|  0.5566616442382601|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[1.1673861324996035, 0.1423959333618052, 0.5829268884987376, 0.703945577706877, 0.3138821308828695, 2.9480100002951644, 5.063525027623571, 7.197150273763731, 2.1714268882061862, 4.712849780849104, 5.750181735122329]|  0.5566616442382601|      0.03125000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[1.1580115499639396, 0.126224839111551, 0.5673730602128958, 0.697613396577892, 0.318959567812037, 2.9387999856996605, 5.0568692120332726, 7.188799009825864, 2.1787665679352073, 4.716955267646571, 5.743126015788635]|  0.5075776417746637|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[1.1580115499639396, 0.126224839111551, 0.5673730602128958, 0.697613396577892, 0.318959567812037, 2.9387999856996605, 5.0568692120332726, 7.188799009825864, 2.1787665679352073, 4.716955267646571, 5.743126015788635]|  0.5075776417746637|      0.03125000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[1.1585181869466004, 0.1163097371547914, 0.5556855307379936, 0.6795102228699017, 0.3232683554544304, 2.9330259868999393, 5.0639737842473, 7.183534938434952, 2.1855666818459327, 4.716886329224372, 5.758531758869779]|  0.4786237922970357|      0.06250000|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[1.1585181869466004, 0.1163097371547914, 0.5556855307379936, 0.6795102228699017, 0.3232683554544304, 2.9330259868999393, 5.0639737842473, 7.183534938434952, 2.1855666818459327, 4.716886329224372, 5.758531758869779]|  0.4786237922970357|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[1.1585181869466004, 0.1163097371547914, 0.5556855307379936, 0.6795102228699017, 0.3232683554544304, 2.9330259868999393, 5.0639737842473, 7.183534938434952, 2.1855666818459327, 4.716886329224372, 5.758531758869779]|  0.4786237922970357|      0.01562500|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[1.1598810367094594, 0.1085126104099966, 0.5553188227616797, 0.6735240410732038, 0.323524757463927, 2.931476499919913, 5.064933113735393, 7.182083973296969, 2.194736832102174, 4.723795679232291, 5.761394658582027]|  0.4680721187183452|      0.03125000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[1.1598810367094594, 0.1085126104099966, 0.5553188227616797, 0.6735240410732038, 0.323524757463927, 2.931476499919913, 5.064933113735393, 7.182083973296969, 2.194736832102174, 4.723795679232291, 5.761394658582027]|  0.4680721187183452|      0.01562500|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[1.158087728613357, 0.1035347731056942, 0.5532033412959796, 0.6760414003483306, 0.3199629291555953, 2.9281093876974063, 5.063495843843147, 7.187905793208591, 2.2041613009282672, 4.728104307104136, 5.767556246287888]|  0.4612886528161108|      0.03125000|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[1.158087728613357, 0.1035347731056942, 0.5532033412959796, 0.6760414003483306, 0.3199629291555953, 2.9281093876974063, 5.063495843843147, 7.187905793208591, 2.2041613009282672, 4.728104307104136, 5.767556246287888]|  0.4612886528161108|      0.01562500|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      33|[1.1633219930449736, 0.1007290480033987, 0.5474018858250316, 0.6696493445985, 0.3149318729215158, 2.9294417204520853, 5.062235447775132, 7.186026824430847, 2.211636777059383, 4.734707654068032, 5.765924360448808]|  0.4517298034114022|      0.03125000|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      34|[1.1691454996850172, 0.0977921102018907, 0.5317099916433136, 0.6679909169045224, 0.3198135735311591, 2.937237649194426, 5.07855342805339, 7.197937599108834, 2.2186293892001108, 4.74473674529475, 5.759381585321744]|  0.4408730987561260|      0.06250000|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[1.1691454996850172, 0.0977921102018907, 0.5317099916433136, 0.6679909169045224, 0.3198135735311591, 2.937237649194426, 5.07855342805339, 7.197937599108834, 2.2186293892001108, 4.74473674529475, 5.759381585321744]|  0.4408730987561260|      0.03125000|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[1.1691454996850172, 0.0977921102018907, 0.5317099916433136, 0.6679909169045224, 0.3198135735311591, 2.937237649194426, 5.07855342805339, 7.197937599108834, 2.2186293892001108, 4.74473674529475, 5.759381585321744]|  0.4408730987561260|      0.01562500|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[1.1691454996850172, 0.0977921102018907, 0.5317099916433136, 0.6679909169045224, 0.3198135735311591, 2.937237649194426, 5.07855342805339, 7.197937599108834, 2.2186293892001108, 4.74473674529475, 5.759381585321744]|  0.4408730987561260|      0.00781250|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      38|[1.1718657753460011, 0.094884525023504, 0.5279870727735748, 0.6652314101810548, 0.3191356077106648, 2.9360162710277087, 5.079551804125508, 7.201239743308433, 2.218253046253333, 4.746791522560325, 5.761724691324519]|  0.4377343282110090|      0.01562500|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[1.1726609868489077, 0.0867660084376015, 0.5245226344839166, 0.6643960597670177, 0.3209415273776562, 2.93747822007824, 5.08688980756728, 7.204078235634133, 2.22650112460627, 4.751747220677747, 5.76396212170808]|  0.4342209938244271|      0.03125000|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[1.1726609868489077, 0.0867660084376015, 0.5245226344839166, 0.6643960597670177, 0.3209415273776562, 2.93747822007824, 5.08688980756728, 7.204078235634133, 2.22650112460627, 4.751747220677747, 5.76396212170808]|  0.4342209938244271|      0.01562500|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[1.1726609868489077, 0.0867660084376015, 0.5245226344839166, 0.6643960597670177, 0.3209415273776562, 2.93747822007824, 5.08688980756728, 7.204078235634133, 2.22650112460627, 4.751747220677747, 5.76396212170808]|  0.4342209938244271|      0.00781250|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      42|[1.1739546795279687, 0.088267403771394, 0.5228770790009487, 0.6612064023146516, 0.314854967448688, 2.9373948526198714, 5.085657910679794, 7.204642087692669, 2.227616566616959, 4.753582229753317, 5.764813843416661]|  0.4306707277472824|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[1.1756774451063094, 0.0852977866701392, 0.5167248904879965, 0.656401675174131, 0.3120489694333355, 2.943521345178306, 5.079275445994531, 7.207187769973221, 2.2322388776028266, 4.7584868237510305, 5.770590915412483]|  0.4259282599046917|      0.03125000|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      44|[1.1756774451063094, 0.0852977866701392, 0.5167248904879965, 0.656401675174131, 0.3120489694333355, 2.943521345178306, 5.079275445994531, 7.207187769973221, 2.2322388776028266, 4.7584868237510305, 5.770590915412483]|  0.4259282599046917|      0.01562500|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[1.1756774451063094, 0.0852977866701392, 0.5167248904879965, 0.656401675174131, 0.3120489694333355, 2.943521345178306, 5.079275445994531, 7.207187769973221, 2.2322388776028266, 4.7584868237510305, 5.770590915412483]|  0.4259282599046917|      0.00781250|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      46|[1.173420110766159, 0.0822339426647143, 0.5175421214895947, 0.6565017777109445, 0.3128648758743778, 2.9394346883869487, 5.078207148048314, 7.202630399841597, 2.2338500559559153, 4.758431433019626, 5.772590479595341]|  0.4243783366594782|      0.01562500|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      47|[1.173420110766159, 0.0822339426647143, 0.5175421214895947, 0.6565017777109445, 0.3128648758743778, 2.9394346883869487, 5.078207148048314, 7.202630399841597, 2.2338500559559153, 4.758431433019626, 5.772590479595341]|  0.4243783366594782|      0.00781250|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      48|[1.1770586049447076, 0.0825794165044447, 0.5165658727733292, 0.6534749552984669, 0.3170991653638287, 2.9413405801860315, 5.079644443465065, 7.200005576458451, 2.2347223902482085, 4.7587180132146125, 5.775080902541823]|  0.4236007896878264|      0.01562500|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      49|[1.1820908971102906, 0.0803468753228243, 0.5146181799635619, 0.6446661015947772, 0.3145757444213536, 2.9381234839280572, 5.084473516118953, 7.203622882403538, 2.2402868825106106, 4.765593155808181, 5.7761247622906495]|  0.4198669278228732|      0.03125000|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      50|[1.1820908971102906, 0.0803468753228243, 0.5146181799635619, 0.6446661015947772, 0.3145757444213536, 2.9381234839280572, 5.084473516118953, 7.203622882403538, 2.2402868825106106, 4.765593155808181, 5.7761247622906495]|  0.4198669278228732|      0.01562500|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      51|[1.1820908971102906, 0.0803468753228243, 0.5146181799635619, 0.6446661015947772, 0.3145757444213536, 2.9381234839280572, 5.084473516118953, 7.203622882403538, 2.2402868825106106, 4.765593155808181, 5.7761247622906495]|  0.4198669278228732|      0.00781250|[765, 102, 51, 102]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      52|[1.1820908971102906, 0.0803468753228243, 0.5146181799635619, 0.6446661015947772, 0.3145757444213536, 2.9381234839280572, 5.084473516118953, 7.203622882403538, 2.2402868825106106, 4.765593155808181, 5.7761247622906495]|  0.4198669278228732|      0.00390625|[780, 104, 52, 104]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      53|[1.1803769756271125, 0.0798867662537821, 0.5123125997683088, 0.6438572143122696, 0.3152027830018607, 2.93860425983292, 5.083835029631468, 7.202960809278805, 2.2423883039144568, 4.765601669319016, 5.776627942296506]|  0.4184665265291902|      0.00781250|[795, 106, 53, 106]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      54|[1.1771539251464174, 0.0768269750229496, 0.5099807026446035, 0.6433910184055214, 0.3150402216781031, 2.938474175954119, 5.084698906926527, 7.200342374315545, 2.2470176056238302, 4.767259612877054, 5.774677390616006]|  0.4166040564896166|      0.01562500|[810, 108, 54, 108]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      55|[1.1771539251464174, 0.0768269750229496, 0.5099807026446035, 0.6433910184055214, 0.3150402216781031, 2.938474175954119, 5.084698906926527, 7.200342374315545, 2.2470176056238302, 4.767259612877054, 5.774677390616006]|  0.4166040564896166|      0.00781250|[825, 110, 55, 110]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
