k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[10, 3, 1, 4]                                                              |  | used linear model with 13 points | iterate failure | actual_k=1
      12|[0.0037130057210172, 0.1731774123539405, 0.04320693250339, -0.0283254817364422, 0.6505631195460457, -0.0470118245705485, 0.0141120822616222, 0.031245071988519, -0.0219233733954468]|17923.5155509675678331|      0.06250000|[120, 36, 12, 48]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      13|[0.0163860167097565, 0.1704266915160485, 0.0366073489928206, -0.0435541216143619, 0.6827713596549093, -0.0354919302872052, -0.0117175510083281, 0.0596561427189436, 0.0066803809418426]|13148.4280126002722682|      0.12500000|[130, 39, 13, 52]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      14|[0.0163860167097565, 0.1704266915160485, 0.0366073489928206, -0.0435541216143619, 0.6827713596549093, -0.0354919302872052, -0.0117175510083281, 0.0596561427189436, 0.0066803809418426]|13148.4280126002722682|      0.06250000|[140, 42, 14, 56]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      15|[0.0163860167097565, 0.1704266915160485, 0.0366073489928206, -0.0435541216143619, 0.6827713596549093, -0.0354919302872052, -0.0117175510083281, 0.0596561427189436, 0.0066803809418426]|13148.4280126002722682|      0.03125000|[150, 45, 15, 60]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      16|[0.0193103571833014, 0.1729334518689966, 0.0324641450865879, -0.0234982984265511, 0.6987406098041965, -0.0194000704919402, -0.0155361359889372, 0.0559615747003838, 0.0070386781361501]|8797.1239413488474383|      0.06250000|[160, 48, 16, 64]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      17|[0.0193103571833014, 0.1729334518689966, 0.0324641450865879, -0.0234982984265511, 0.6987406098041965, -0.0194000704919402, -0.0155361359889372, 0.0559615747003838, 0.0070386781361501]|8797.1239413488474383|      0.03125000|[170, 51, 17, 68]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      18|[0.0193103571833014, 0.1729334518689966, 0.0324641450865879, -0.0234982984265511, 0.6987406098041965, -0.0194000704919402, -0.0155361359889372, 0.0559615747003838, 0.0070386781361501]|8797.1239413488474383|      0.01562500|[180, 54, 18, 72]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      19|[0.0179973977600052, 0.1775384875251323, 0.0328595390335773, -0.0185146565216176, 0.7110096581494295, -0.0134168901707206, -0.0125421954523309, 0.05545271142801, 0.0078552381939364]|7201.7931217694367660|      0.03125000|[190, 57, 19, 76]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      20|[0.0179973977600052, 0.1775384875251323, 0.0328595390335773, -0.0185146565216176, 0.7110096581494295, -0.0134168901707206, -0.0125421954523309, 0.05545271142801, 0.0078552381939364]|7201.7931217694367660|      0.01562500|[200, 60, 20, 80]                                                          |  | used linear model with 13 points | iterate failure | actual_k=1
      21|[0.0175643656446168, 0.1795996333666393, 0.0393670439584791, -0.0183091833792895, 0.7200743128506125, -0.007486344385176, -0.0118599761949173, 0.0489891390166214, 0.0017125663934352]|6266.0485784261154549|      0.03125000|[210, 63, 21, 84]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      22|[0.0194612155758075, 0.1785597956513996, 0.0610100261961608, -0.0155627026904217, 0.7418587086073153, -0.0058641664405026, -0.0150753070387398, 0.0514360401218161, 0.0001619780125611]|4581.2711554573279500|      0.06250000|[220, 66, 22, 88]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
      23|[0.0068753102800764, 0.1500955280603826, 0.0744688679791227, 0.0066201573162372, 0.7754978613143356, -0.0135477823159256, -0.0383234565382712, 0.028739901309745, -0.0041028828624722]|3107.4260539457495724|      0.12500000|[230, 69, 23, 92]                                                          |  | used linear model with 13 points | iterate success | actual_k=1
