k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      15|[0.4112587834000698, 116.1772323640346, -123.66764192835304, 105.71611684330924, 179.46316645494647]| 65.3298187255859375|      2.00000000|[121, 0, 0, 30]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[1.5609810718947517, 117.43845692135166, -123.0038669873407, 106.38608994787091, 179.01820562272977]| 52.7014846801757812|      4.00000000|[129, 0, 0, 32]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[1.5609810718947517, 117.43845692135166, -123.0038669873407, 106.38608994787091, 179.01820562272977]| 52.7014846801757812|      2.00000000|[137, 0, 0, 34]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[1.2375637173366056, 118.62348177546558, -124.36581435196571, 106.2773794864138, 179.8083946643291]| 41.7578659057617188|      4.00000000|[145, 0, 0, 36]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      19|[1.2375637173366056, 118.62348177546558, -124.36581435196571, 106.2773794864138, 179.8083946643291]| 41.7578659057617188|      2.00000000|[153, 0, 0, 38]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[0.6002191358554341, 120.0552762566602, -124.95905605744016, 105.46076541611242, 179.0838519208358]| 27.6198196411132812|      4.00000000|[161, 0, 0, 40]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      21|[0.6002191358554341, 120.0552762566602, -124.95905605744016, 105.46076541611242, 179.0838519208358]| 27.6198196411132812|      2.00000000|[169, 0, 0, 42]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      22|[0.6002191358554341, 120.0552762566602, -124.95905605744016, 105.46076541611242, 179.0838519208358]| 27.6198196411132812|      1.00000000|[177, 0, 0, 44]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[0.6002191358554341, 120.0552762566602, -124.95905605744016, 105.46076541611242, 179.0838519208358]| 27.6198196411132812|      0.50000000|[185, 0, 0, 46]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[0.8957354935179104, 120.01914083323045, -124.70541689281349, 105.59385799717094, 179.365486174012]| 24.9451045989990234|      1.00000000|[193, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      25|[0.8369801496177874, 120.86391137747097, -125.09658606634356, 105.95420937780382, 179.37212675399647]| 20.5300350189208984|      2.00000000|[201, 0, 0, 50]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
