k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-4.0, -0.1, 4.0, 0.1, -2.0, -0.1]                                              | 10.2348225388852789|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-3.99036942102288, -0.0688318058851772, 3.99597296796974, 0.0275274042128853, -1.988054498959981, -0.0919238692374632]|  0.4103064815940248|      0.03125000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[-3.99036942102288, -0.0688318058851772, 3.99597296796974, 0.0275274042128853, -1.988054498959981, -0.0919238692374632]|  0.4103064815940248|      0.01562500|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-3.99036942102288, -0.0688318058851772, 3.99597296796974, 0.0275274042128853, -1.988054498959981, -0.0919238692374632]|  0.4103064815940248|      0.00781250|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-3.99036942102288, -0.0688318058851772, 3.99597296796974, 0.0275274042128853, -1.988054498959981, -0.0919238692374632]|  0.4103064815940248|      0.00390625|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-3.9894657789307097, -0.0672550991809884, 3.9962006438344604, 0.0241314195974895, -1.9882763390119955, -0.0913560178619553]|  0.4051885146197156|      0.00781250|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[-3.9894657789307097, -0.0672550991809884, 3.9962006438344604, 0.0241314195974895, -1.9882763390119955, -0.0913560178619553]|  0.4051885146197156|      0.00390625|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-3.9894657789307097, -0.0672550991809884, 3.9962006438344604, 0.0241314195974895, -1.9882763390119955, -0.0913560178619553]|  0.4051885146197156|      0.00195312|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-3.989476836436756, -0.069153543050582, 3.9963190101106156, 0.0243662549502232, -1.9882240817610228, -0.0917283038174837]|  0.3973918390749898|      0.00390625|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[-3.989476836436756, -0.069153543050582, 3.9963190101106156, 0.0243662549502232, -1.9882240817610228, -0.0917283038174837]|  0.3973918390749898|      0.00195312|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.9897281646671194, -0.0694354896375874, 3.996192512575894, 0.0225704442346063, -1.9887139505425586, -0.0912911215527644]|  0.3956629624860044|      0.00390625|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-3.9897281646671194, -0.0694354896375874, 3.996192512575894, 0.0225704442346063, -1.9887139505425586, -0.0912911215527644]|  0.3956629624860044|      0.00195312|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.9897281646671194, -0.0694354896375874, 3.996192512575894, 0.0225704442346063, -1.9887139505425586, -0.0912911215527644]|  0.3956629624860044|      0.00097656|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.9898582896304533, -0.0702863801232221, 3.9960946605738914, 0.0228571174436814, -1.988683746418495, -0.0916376159388259]|  0.3936787757540164|      0.00195312|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-3.9901224925885295, -0.0715482489831236, 3.996575531402486, 0.0215863422072472, -1.989064255287874, -0.0920397198905296]|  0.3917923535363637|      0.00390625|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-3.9901224925885295, -0.0715482489831236, 3.996575531402486, 0.0215863422072472, -1.989064255287874, -0.0920397198905296]|  0.3917923535363637|      0.00195312|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-3.9908167775601022, -0.0724772474810307, 3.99635388602769, 0.0201490550922452, -1.9885286452974749, -0.0923001588465733]|  0.3908365488241021|      0.00390625|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
