k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 1.0, 0.0, 1.0, 1.0, 1.0, 1.0, 1.0]                                        |181.6199359999999956|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-0.3194572997403136, 0.8827529843904393, -0.315075131488967, 0.9315005159420761, 1.0811830749302125, 1.8607734530396345, 1.209867574801465, 1.2677947076003702]| 35.1328087181380440|      0.12500000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[-0.3194572997403136, 0.8827529843904393, -0.315075131488967, 0.9315005159420761, 1.0811830749302125, 1.8607734530396345, 1.209867574801465, 1.2677947076003702]| 35.1328087181380440|      0.06250000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-0.3199783783564878, 0.8838124064032169, -0.3272083378479363, 0.938761911139551, 1.083717992610707, 1.9089591726622182, 1.205786946427414, 1.3046725143978346]| 33.0286934548406634|      0.12500000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[-0.4015217588184425, 0.868820208326096, -0.2769564158883728, 0.9927433570516324, 1.1244214381169242, 1.9336774464748316, 1.2380944286118452, 1.3050217919579077]| 31.3969044297382673|      0.25000000|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[-0.4015217588184425, 0.868820208326096, -0.2769564158883728, 0.9927433570516324, 1.1244214381169242, 1.9336774464748316, 1.2380944286118452, 1.3050217919579077]| 31.3969044297382673|      0.12500000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-0.4015217588184425, 0.868820208326096, -0.2769564158883728, 0.9927433570516324, 1.1244214381169242, 1.9336774464748316, 1.2380944286118452, 1.3050217919579077]| 31.3969044297382673|      0.06250000|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-0.4241682711227447, 0.865758101038491, -0.2962282944100712, 0.9615975606197738, 1.1311042041303643, 1.9637678950779445, 1.2328137128118024, 1.2723941560614376]| 30.7819388230966062|      0.12500000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[-0.4241682711227447, 0.865758101038491, -0.2962282944100712, 0.9615975606197738, 1.1311042041303643, 1.9637678950779445, 1.2328137128118024, 1.2723941560614376]| 30.7819388230966062|      0.06250000|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[-0.4394879077516881, 0.8368929921370735, -0.2912558004839579, 0.9630077170349001, 1.1465957466835084, 1.9430061683629642, 1.2226215656358594, 1.3175243337010902]| 29.7554290891474444|      0.12500000|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      32|[-0.4394879077516881, 0.8368929921370735, -0.2912558004839579, 0.9630077170349001, 1.1465957466835084, 1.9430061683629642, 1.2226215656358594, 1.3175243337010902]| 29.7554290891474444|      0.06250000|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[-0.4543744532856052, 0.8279629917688526, -0.3170310184710556, 0.9602397131221433, 1.1332530827949456, 1.9906714886405843, 1.2226882561197854, 1.2955502975876483]| 28.4808150113759879|      0.12500000|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      34|[-0.4543744532856052, 0.8279629917688526, -0.3170310184710556, 0.9602397131221433, 1.1332530827949456, 1.9906714886405843, 1.2226882561197854, 1.2955502975876483]| 28.4808150113759879|      0.06250000|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      35|[-0.4760374415577892, 0.7729492921366609, -0.3163898089450055, 0.9523124808294, 1.1265006338815344, 1.9862540558746073, 1.2126923908204308, 1.2820529264078295]| 27.3782644366800767|      0.12500000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[-0.4760374415577892, 0.7729492921366609, -0.3163898089450055, 0.9523124808294, 1.1265006338815344, 1.9862540558746073, 1.2126923908204308, 1.2820529264078295]| 27.3782644366800767|      0.06250000|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      37|[-0.4762194074812901, 0.7259746185380095, -0.3110641402576027, 0.9681364684592371, 1.1281697421259695, 2.0216414390183037, 1.2003482551595328, 1.2783916282882335]| 26.0957344944233576|      0.12500000|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      38|[-0.4762194074812901, 0.7259746185380095, -0.3110641402576027, 0.9681364684592371, 1.1281697421259695, 2.0216414390183037, 1.2003482551595328, 1.2783916282882335]| 26.0957344944233576|      0.06250000|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      39|[-0.5239633440864435, 0.7207172987543514, -0.3208537708272172, 0.9482522502752321, 1.1248648417460336, 2.0546485100549443, 1.1995392787956893, 1.275771597952452]| 24.5790096909930824|      0.12500000|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      40|[-0.5742293355955135, 0.7291088617418509, -0.2601802887682411, 0.9052272119754221, 1.196688378815339, 2.095342759633551, 1.2157240646528298, 1.2962385640984777]| 23.2545327340321499|      0.25000000|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
