k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 1.0, 0.05, 26061.4, 38.7105, 37027.1]                                |10321.7592400255834946|      0.50000000|[7, 2, 1, 3]                                                               |  | used linear model with 9 points | iterate failure | actual_k=1
      12|[1.81988031779e-05, -0.0002529993429418, 1.0000100028221015, 0.049956531350312, 26061.400228554783, 38.710219386054284, 37027.10020275024]|9367.0668796811532957|      0.00097656|[84, 24, 12, 36]                                                           |  | used linear model with 9 points | iterate success | actual_k=1
      13|[1.81988031779e-05, -0.0002529993429418, 1.0000100028221015, 0.049956531350312, 26061.400228554783, 38.710219386054284, 37027.10020275024]|9367.0668796811532957|      0.00048828|[91, 26, 13, 39]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      14|[1.81988031779e-05, -0.0002529993429418, 1.0000100028221015, 0.049956531350312, 26061.400228554783, 38.710219386054284, 37027.10020275024]|9367.0668796811532957|      0.00024414|[98, 28, 14, 42]                                                           |  | used linear model with 9 points | iterate failure | actual_k=1
      15|[1.81988031779e-05, -0.0002529993429418, 1.0000100028221015, 0.049956531350312, 26061.400228554783, 38.710219386054284, 37027.10020275024]|9367.0668796811532957|      0.00012207|[105, 30, 15, 45]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      16|[1.81988031779e-05, -0.0002529993429418, 1.0000100028221015, 0.049956531350312, 26061.400228554783, 38.710219386054284, 37027.10020275024]|9367.0668796811532957|      0.00006104|[112, 32, 16, 48]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      17|[4.2526633004e-05, -0.0002219818715279, 1.0000098660454428, 0.0499873004154222, 26061.400250951363, 38.7102070699847, 37027.100178848]|9314.0551709440223931|      0.00012207|[119, 34, 17, 51]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      18|[4.2526633004e-05, -0.0002219818715279, 1.0000098660454428, 0.0499873004154222, 26061.400250951363, 38.7102070699847, 37027.100178848]|9314.0551709440223931|      0.00006104|[126, 36, 18, 54]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      19|[4.2526633004e-05, -0.0002219818715279, 1.0000098660454428, 0.0499873004154222, 26061.400250951363, 38.7102070699847, 37027.100178848]|9314.0551709440223931|      0.00003052|[133, 38, 19, 57]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      20|[4.2526633004e-05, -0.0002219818715279, 1.0000098660454428, 0.0499873004154222, 26061.400250951363, 38.7102070699847, 37027.100178848]|9314.0551709440223931|      0.00001526|[140, 40, 20, 60]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      21|[4.57111459248e-05, -0.0002107646761845, 1.0000071061677094, 0.0499922199822359, 26061.40024668842, 38.7102138815694, 37027.10017953692]|9308.0224188057709398|      0.00003052|[147, 42, 21, 63]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      22|[4.8717561011e-05, -0.0002142838936975, 1.0000045566103288, 0.0500213475279994, 26061.4002460474, 38.71020651367088, 37027.10018007372]|9298.5542269021643733|      0.00006104|[154, 44, 22, 66]                                                          |  | used linear model with 9 points | iterate success | actual_k=1
      23|[4.8717561011e-05, -0.0002142838936975, 1.0000045566103288, 0.0500213475279994, 26061.4002460474, 38.71020651367088, 37027.10018007372]|9298.5542269021643733|      0.00003052|[161, 46, 23, 69]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
      24|[4.8717561011e-05, -0.0002142838936975, 1.0000045566103288, 0.0500213475279994, 26061.4002460474, 38.71020651367088, 37027.10018007372]|9298.5542269021643733|      0.00001526|[168, 48, 24, 72]                                                          |  | used linear model with 9 points | iterate failure | actual_k=1
