k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[10.55583703414189, 2.9898598131349496, 0.7958983667640883, 39.931878151690434, -0.2385925533616209, -1.5152591926914494, 26.09244039012556, -0.9683666472535887, 1.219152445799186]|872.5705566406250000|      0.50000000|[105, 0, 0, 41]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      12|[10.884834577028668, 2.9896421991597055, 0.7205021423452793, 40.065906908527474, -0.4199346903873125, -1.3926815931259442, 26.214371970117174, -0.73555700842417, 1.185471673906256]|866.9637451171875000|      1.00000000|[111, 0, 0, 43]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      13|[10.884834577028668, 2.9896421991597055, 0.7205021423452793, 40.065906908527474, -0.4199346903873125, -1.3926815931259442, 26.214371970117174, -0.73555700842417, 1.185471673906256]|866.9637451171875000|      0.50000000|[123, 0, 0, 48]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[10.884834577028668, 2.9896421991597055, 0.7205021423452793, 40.065906908527474, -0.4199346903873125, -1.3926815931259442, 26.214371970117174, -0.73555700842417, 1.185471673906256]|866.9637451171875000|      0.25000000|[135, 0, 0, 53]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[10.774184272931734, 2.9225269940553473, 0.6476929129534177, 40.176116642951406, -0.4256138765150124, -1.483112458903008, 26.19620359306119, -0.7998392849561744, 1.3105012478452938]|859.9155273437500000|      0.50000000|[141, 0, 0, 55]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      16|[10.531315865268455, 3.1988374229172636, 0.4325934784714054, 40.32093344989679, -0.5236306560094945, -1.5334028662050723, 26.19282224291739, -0.7539700675306963, 1.1283585114877575]|855.4420166015625000|      1.00000000|[147, 0, 0, 57]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      17|[10.531315865268455, 3.1988374229172636, 0.4325934784714054, 40.32093344989679, -0.5236306560094945, -1.5334028662050723, 26.19282224291739, -0.7539700675306963, 1.1283585114877575]|855.4420166015625000|      0.50000000|[159, 0, 0, 62]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[10.531315865268455, 3.1988374229172636, 0.4325934784714054, 40.32093344989679, -0.5236306560094945, -1.5334028662050723, 26.19282224291739, -0.7539700675306963, 1.1283585114877575]|855.4420166015625000|      0.25000000|[171, 0, 0, 67]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      19|[10.646249646744824, 3.1103586283845357, 0.3703463645947422, 40.32869264112363, -0.4566795050008628, -1.4081296680819593, 26.26945741949679, -0.6760713237912364, 1.0548069975387302]|853.1200561523437500|      0.50000000|[177, 0, 0, 69]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      20|[10.646249646744824, 3.1103586283845357, 0.3703463645947422, 40.32869264112363, -0.4566795050008628, -1.4081296680819593, 26.26945741949679, -0.6760713237912364, 1.0548069975387302]|853.1200561523437500|      0.25000000|[189, 0, 0, 74]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[10.539051237821441, 3.048323326494753, 0.5161486801847406, 40.4423924162402, -0.5528778237245631, -1.3751175041741646, 26.26303539981136, -0.6259137324877062, 1.0633640155602844]|849.4899902343750000|      0.50000000|[201, 0, 0, 79]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | iterate success | actual_k=0
      22|[10.539051237821441, 3.048323326494753, 0.5161486801847406, 40.4423924162402, -0.5528778237245631, -1.3751175041741646, 26.26303539981136, -0.6259137324877062, 1.0633640155602844]|849.4899902343750000|      0.25000000|[213, 0, 0, 84]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[10.656589331548705, 3.0331952693877935, 0.6148280486379509, 40.54285355700004, -0.5555226174837053, -1.3458516835143448, 26.40555428889456, -0.6059052824512692, 1.14733082351882]|847.7784423828125000|      0.50000000|[219, 0, 0, 86]                                                            |  | trying linear partial model with 5 points | iterate success | actual_k=0
      24|[10.656589331548705, 3.0331952693877935, 0.6148280486379509, 40.54285355700004, -0.5555226174837053, -1.3458516835143448, 26.40555428889456, -0.6059052824512692, 1.14733082351882]|847.7784423828125000|      0.25000000|[231, 0, 0, 91]                                                            |  | trying linear partial model with 5 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 7 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 9 points | (iterate failure) trying more points before decreasing delta | trying linear partial model with 11 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
