k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1000.0, 1000.0, 400.0, 40.0, 0.7, 0.3, 0.03]                                   |4528124.6035751951858401|      1.00000000|[0, 0, 0, 0]                                                               | 
      21|[999.9829608558787, 999.9701632630498, 399.9702441784819, 40.09140368306562, 0.7908624038927994, 0.2899209737535383, -0.0639833423337738]|1154174.8750000000000000|      0.03125000|[589, 84, 0, 42]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      22|[999.9882918783292, 999.9754981388456, 399.9731290162321, 40.08717432993878, 0.8102441269552129, 0.2673986584608305, -0.0672339127679309]|1114494.0000000000000000|      0.06250000|[617, 88, 0, 44]                                                           |  | trying linear partial model with 15 points | iterate success | actual_k=2
      23|[999.9882918783292, 999.9754981388456, 399.9731290162321, 40.08717432993878, 0.8102441269552129, 0.2673986584608305, -0.0672339127679309]|1114494.0000000000000000|      0.03125000|[645, 92, 0, 46]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      24|[999.9882918783292, 999.9754981388456, 399.9731290162321, 40.08717432993878, 0.8102441269552129, 0.2673986584608305, -0.0672339127679309]|1114494.0000000000000000|      0.01562500|[673, 96, 0, 48]                                                           |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      25|[999.9882918783292, 999.9754981388456, 399.9731290162321, 40.08717432993878, 0.8102441269552129, 0.2673986584608305, -0.0672339127679309]|1114494.0000000000000000|      0.00781250|[701, 100, 0, 50]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      26|[999.988243192557, 999.9764306211288, 399.97400357988516, 40.08743007344159, 0.8132058563735913, 0.2675787733371966, -0.0743422679854526]|1105073.1250000000000000|      0.01562500|[729, 104, 0, 52]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      27|[999.9856987659833, 999.9743443146774, 399.9723834018776, 40.08860987824464, 0.8269245405517416, 0.2735023155666557, -0.0718914967744273]|1086658.2918988347519189|      0.03125000|[757, 108, 1, 55]                                                          |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | iterate success | actual_k=2
      28|[999.9856987659833, 999.9743443146774, 399.9723834018776, 40.08860987824464, 0.8269245405517416, 0.2735023155666557, -0.0718914967744273]|1086658.2918988347519189|      0.01562500|[786, 112, 1, 57]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      29|[999.9856987659833, 999.9743443146774, 399.9723834018776, 40.08860987824464, 0.8269245405517416, 0.2735023155666557, -0.0718914967744273]|1086658.2918988347519189|      0.00781250|[814, 116, 2, 60]                                                          |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      30|[999.9861141828757, 999.9740287816448, 399.9716035409349, 40.08836396344092, 0.8314639878467982, 0.2717772861811337, -0.0779340176601786]|1077354.1250000000000000|      0.01562500|[843, 120, 2, 62]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      31|[999.9846004137248, 999.975645629347, 399.97005675517664, 40.08641111070389, 0.8451002084909396, 0.2730371770018627, -0.0846790093677962]|1061920.2500000000000000|      0.03125000|[871, 124, 2, 64]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      32|[999.9846004137248, 999.975645629347, 399.97005675517664, 40.08641111070389, 0.8451002084909396, 0.2730371770018627, -0.0846790093677962]|1061920.2500000000000000|      0.01562500|[899, 128, 3, 67]                                                          |  | trying linear partial model with 15 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      33|[999.9846004137248, 999.975645629347, 399.97005675517664, 40.08641111070389, 0.8451002084909396, 0.2730371770018627, -0.0846790093677962]|1061920.2500000000000000|      0.00781250|[928, 132, 3, 69]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      34|[999.9848470039728, 999.974816915524, 399.97009561439626, 40.08680921482761, 0.8510198979394379, 0.2737270659439712, -0.0797182719177956]|1054618.0000000000000000|      0.01562500|[956, 136, 3, 71]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
