k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.269344161657692, 0.0858095077808561, -0.0110607547182273, -0.0018510176994293, 0.8533387893252132, 0.0360845849100044, -0.1979040118438218, -0.1431124539464599, 0.3314202825464668]|836.2742273043041905|      0.06250000|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.269344161657692, 0.0858095077808561, -0.0110607547182273, -0.0018510176994293, 0.8533387893252132, 0.0360845849100044, -0.1979040118438218, -0.1431124539464599, 0.3314202825464668]|836.2742273043041905|      0.03125000|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.267174900656337, 0.0960136574011602, -0.0149981075129368, -0.0142774137447056, 0.8683564860871438, 0.0161133606116977, -0.1897163819569607, -0.1417767792092436, 0.3335677800100155]|362.4906114522472080|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      15|[0.267174900656337, 0.0960136574011602, -0.0149981075129368, -0.0142774137447056, 0.8683564860871438, 0.0161133606116977, -0.1897163819569607, -0.1417767792092436, 0.3335677800100155]|362.4906114522472080|      0.03125000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[0.2615796532991854, 0.093406377054582, -0.0105576017546837, -0.0033033403830323, 0.8900008359795174, 0.0131724293710422, -0.1800291399054105, -0.1568079432303218, 0.3347526468592995]|206.0512361666670529|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[0.2615796532991854, 0.093406377054582, -0.0105576017546837, -0.0033033403830323, 0.8900008359795174, 0.0131724293710422, -0.1800291399054105, -0.1568079432303218, 0.3347526468592995]|206.0512361666670529|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[0.2615796532991854, 0.093406377054582, -0.0105576017546837, -0.0033033403830323, 0.8900008359795174, 0.0131724293710422, -0.1800291399054105, -0.1568079432303218, 0.3347526468592995]|206.0512361666670529|      0.01562500|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[0.264121917920866, 0.0953831914374951, -0.0126665642415301, -0.0124841772608661, 0.9002597707179619, 0.0188917856872067, -0.1787838793336813, -0.1567997571186762, 0.3371035429432848]|142.7231535090407135|      0.03125000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      20|[0.264121917920866, 0.0953831914374951, -0.0126665642415301, -0.0124841772608661, 0.9002597707179619, 0.0188917856872067, -0.1787838793336813, -0.1567997571186762, 0.3371035429432848]|142.7231535090407135|      0.01562500|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[0.2677373216112872, 0.1005053468239503, -0.0154880158416885, -0.0054001467952962, 0.9070735112507842, 0.0151703379185954, -0.1825124962882511, -0.1642494086280838, 0.3329788850138938]|110.3847575059815966|      0.03125000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[0.2677373216112872, 0.1005053468239503, -0.0154880158416885, -0.0054001467952962, 0.9070735112507842, 0.0151703379185954, -0.1825124962882511, -0.1642494086280838, 0.3329788850138938]|110.3847575059815966|      0.01562500|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[0.2677373216112872, 0.1005053468239503, -0.0154880158416885, -0.0054001467952962, 0.9070735112507842, 0.0151703379185954, -0.1825124962882511, -0.1642494086280838, 0.3329788850138938]|110.3847575059815966|      0.00781250|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[0.2689338018184644, 0.0984386430838514, -0.0150793134245564, -0.0082999174368621, 0.9128531835178318, 0.0156115579491824, -0.1832956122368235, -0.1669383007132286, 0.3306736905078481]| 83.8781053523214837|      0.01562500|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[0.2689338018184644, 0.0984386430838514, -0.0150793134245564, -0.0082999174368621, 0.9128531835178318, 0.0156115579491824, -0.1832956122368235, -0.1669383007132286, 0.3306736905078481]| 83.8781053523214837|      0.00781250|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[0.2689338018184644, 0.0984386430838514, -0.0150793134245564, -0.0082999174368621, 0.9128531835178318, 0.0156115579491824, -0.1832956122368235, -0.1669383007132286, 0.3306736905078481]| 83.8781053523214837|      0.00390625|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[0.2683279709148259, 0.0984318745624931, -0.0151209192742676, -0.0069632735478097, 0.9162977700996339, 0.0165159300452142, -0.1834658565825844, -0.1664220053021671, 0.330320484425532]| 76.2860893048055999|      0.00781250|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[0.2702961806361373, 0.0996166580266016, -0.0157817370106315, -0.0081985276379695, 0.9204264466330989, 0.0116513544685848, -0.184681611351559, -0.1698266640511343, 0.3304439179065344]| 70.2560536815202141|      0.01562500|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[0.2727464615484307, 0.1028074152379207, -0.0091316475548902, -0.0127560411526147, 0.9269596252867294, 0.015838745661048, -0.1833961071478718, -0.1603119728586081, 0.3271938933223311]| 58.8138569543198173|      0.03125000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[0.2727464615484307, 0.1028074152379207, -0.0091316475548902, -0.0127560411526147, 0.9269596252867294, 0.015838745661048, -0.1833961071478718, -0.1603119728586081, 0.3271938933223311]| 58.8138569543198173|      0.01562500|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[0.2727464615484307, 0.1028074152379207, -0.0091316475548902, -0.0127560411526147, 0.9269596252867294, 0.015838745661048, -0.1833961071478718, -0.1603119728586081, 0.3271938933223311]| 58.8138569543198173|      0.00781250|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[0.2707365378540171, 0.1015292940599131, -0.0113229901224467, -0.009789486277207, 0.9331961650927594, 0.0155142441241468, -0.1839391616425069, -0.1595728516910876, 0.3258088298271422]| 38.2738160188507308|      0.01562500|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[0.2707365378540171, 0.1015292940599131, -0.0113229901224467, -0.009789486277207, 0.9331961650927594, 0.0155142441241468, -0.1839391616425069, -0.1595728516910876, 0.3258088298271422]| 38.2738160188507308|      0.00781250|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[0.2707365378540171, 0.1015292940599131, -0.0113229901224467, -0.009789486277207, 0.9331961650927594, 0.0155142441241468, -0.1839391616425069, -0.1595728516910876, 0.3258088298271422]| 38.2738160188507308|      0.00390625|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[0.2708841563553914, 0.1023534550357452, -0.0113991107064851, -0.0083083353437647, 0.9361599435886306, 0.014939591383533, -0.1845591609407267, -0.1581775773600968, 0.3267642123485006]| 32.5221381693799003|      0.00781250|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[0.2708841563553914, 0.1023534550357452, -0.0113991107064851, -0.0083083353437647, 0.9361599435886306, 0.014939591383533, -0.1845591609407267, -0.1581775773600968, 0.3267642123485006]| 32.5221381693799003|      0.00390625|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[0.2722597316467131, 0.1036345920122179, -0.0124998719195254, -0.0083584734769743, 0.9390699128643831, 0.0141507251480561, -0.1845921517538653, -0.1593649907546327, 0.3266651640733508]| 28.5478194924849547|      0.00781250|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[0.2722597316467131, 0.1036345920122179, -0.0124998719195254, -0.0083584734769743, 0.9390699128643831, 0.0141507251480561, -0.1845921517538653, -0.1593649907546327, 0.3266651640733508]| 28.5478194924849547|      0.00390625|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[0.2722597316467131, 0.1036345920122179, -0.0124998719195254, -0.0083584734769743, 0.9390699128643831, 0.0141507251480561, -0.1845921517538653, -0.1593649907546327, 0.3266651640733508]| 28.5478194924849547|      0.00195312|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[0.2722665202992243, 0.1033576041151841, -0.012520415817596, -0.0080454353169103, 0.9400399370133513, 0.0153041313291904, -0.1854141752867918, -0.1586665508789454, 0.3262127479745885]| 27.3762561463641134|      0.00390625|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      41|[0.2718401161462097, 0.1055072802162759, -0.0136154409989414, -0.0083837943341083, 0.9418870093338996, 0.0133848336542955, -0.1867996911429137, -0.158969770350734, 0.3264006795873032]| 25.6941453942682223|      0.00781250|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      42|[0.2705050957536955, 0.1058153879420324, -0.0112128179395915, -0.006344271130096, 0.9487388171286203, 0.0145240018182106, -0.1863204902655843, -0.1581031702121269, 0.3263911652121214]| 19.5914691397775442|      0.01562500|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      43|[0.2705050957536955, 0.1058153879420324, -0.0112128179395915, -0.006344271130096, 0.9487388171286203, 0.0145240018182106, -0.1863204902655843, -0.1581031702121269, 0.3263911652121214]| 19.5914691397775442|      0.00781250|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      44|[0.2705050957536955, 0.1058153879420324, -0.0112128179395915, -0.006344271130096, 0.9487388171286203, 0.0145240018182106, -0.1863204902655843, -0.1581031702121269, 0.3263911652121214]| 19.5914691397775442|      0.00390625|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[0.2700826994513371, 0.1060062922576681, -0.0117937283721749, -0.0094065302662592, 0.9509115729175557, 0.0145798067202206, -0.1857082344167712, -0.1581031486981289, 0.3268709556773424]| 16.3674648457086285|      0.00781250|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
