k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.025747258333929, 0.2226835745503889, 0.4095504969707484, -0.0584081798365126, 0.6879809479767577, 0.000997048458888, -0.3917801853751228, 0.0786385495353626, 0.3815907038473645]|11780.4757145135026803|      2.00000000|[14, 0, 1, 2]                                                              |  | used linear model with 14 points | iterate success | actual_k=0
      18|[-0.0287973739658982, 0.1723598313574061, 0.3529769713597706, -0.0153164464015536, 0.8607127809472798, 0.0187175868169531, -0.4456512946798918, 0.0734537868525453, 0.3628001828015052]|541.8238612164319647|      0.01562500|[252, 0, 18, 36]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      19|[-0.0258656208058322, 0.1723289128121819, 0.3493422939907815, -0.0134763373505989, 0.873551248056014, 0.0117076291670728, -0.4438087819125975, 0.0721961830756129, 0.362726378713589]|391.5494633925428616|      0.03125000|[266, 0, 19, 38]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      20|[-0.0258656208058322, 0.1723289128121819, 0.3493422939907815, -0.0134763373505989, 0.873551248056014, 0.0117076291670728, -0.4438087819125975, 0.0721961830756129, 0.362726378713589]|391.5494633925428616|      0.01562500|[280, 0, 20, 40]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      21|[-0.0306578197628456, 0.1730643717132036, 0.3522417965497157, -0.0241640711898348, 0.8832147889386256, 0.0120175616937614, -0.4445850569576278, 0.0740755472593127, 0.3633469360535496]|316.0020585711450849|      0.03125000|[294, 0, 21, 42]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      22|[-0.0306578197628456, 0.1730643717132036, 0.3522417965497157, -0.0241640711898348, 0.8832147889386256, 0.0120175616937614, -0.4445850569576278, 0.0740755472593127, 0.3633469360535496]|316.0020585711450849|      0.01562500|[308, 0, 22, 44]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      23|[-0.0308099284942155, 0.1797243008591262, 0.3530135023467779, -0.0240459438885801, 0.8937120016588768, 0.0127530740415137, -0.4422216505319816, 0.0799379438334978, 0.3563850748817861]|239.8037098868881003|      0.03125000|[322, 0, 23, 46]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      24|[-0.0308099284942155, 0.1797243008591262, 0.3530135023467779, -0.0240459438885801, 0.8937120016588768, 0.0127530740415137, -0.4422216505319816, 0.0799379438334978, 0.3563850748817861]|239.8037098868881003|      0.01562500|[336, 0, 24, 48]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      25|[-0.0308099284942155, 0.1797243008591262, 0.3530135023467779, -0.0240459438885801, 0.8937120016588768, 0.0127530740415137, -0.4422216505319816, 0.0799379438334978, 0.3563850748817861]|239.8037098868881003|      0.00781250|[350, 0, 25, 50]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      26|[-0.034147864635935, 0.1810637023805775, 0.3495644130524285, -0.0185886988639101, 0.8958636774345763, 0.0125930929812707, -0.4419344238792126, 0.0786573117843972, 0.3561758340400691]|188.8416032833217741|      0.01562500|[364, 0, 26, 52]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      27|[-0.034147864635935, 0.1810637023805775, 0.3495644130524285, -0.0185886988639101, 0.8958636774345763, 0.0125930929812707, -0.4419344238792126, 0.0786573117843972, 0.3561758340400691]|188.8416032833217741|      0.00781250|[378, 0, 27, 54]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      28|[-0.0337519938252928, 0.1798638105085658, 0.3499957343763395, -0.0221593062485801, 0.9016596649062395, 0.0147442643584487, -0.4406643147366041, 0.079485950357666, 0.3537298989056209]|170.9278876807364611|      0.01562500|[392, 0, 28, 56]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      29|[-0.0337519938252928, 0.1798638105085658, 0.3499957343763395, -0.0221593062485801, 0.9016596649062395, 0.0147442643584487, -0.4406643147366041, 0.079485950357666, 0.3537298989056209]|170.9278876807364611|      0.00781250|[406, 0, 29, 58]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      30|[-0.0349143155019502, 0.178139029750359, 0.3534733021618584, -0.0167459919671236, 0.9048284845669181, 0.0145156401346922, -0.4384852041572509, 0.0798771386745876, 0.3542925785653345]|146.3251965307230762|      0.01562500|[420, 0, 30, 60]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      31|[-0.0349143155019502, 0.178139029750359, 0.3534733021618584, -0.0167459919671236, 0.9048284845669181, 0.0145156401346922, -0.4384852041572509, 0.0798771386745876, 0.3542925785653345]|146.3251965307230762|      0.00781250|[434, 0, 31, 62]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      32|[-0.0327102870183084, 0.1774516832755459, 0.3542287424614142, -0.0182361820799057, 0.910362520340903, 0.0106143880928172, -0.4388236576330296, 0.0781127895166643, 0.3523327788944188]|125.3329876302501447|      0.01562500|[448, 0, 32, 64]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      33|[-0.0327102870183084, 0.1774516832755459, 0.3542287424614142, -0.0182361820799057, 0.910362520340903, 0.0106143880928172, -0.4388236576330296, 0.0781127895166643, 0.3523327788944188]|125.3329876302501447|      0.00781250|[462, 0, 33, 66]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      34|[-0.0292440172790108, 0.180003180670366, 0.3524450187717927, -0.0196551287625963, 0.9143162962765155, 0.0132717868737088, -0.4359316901969955, 0.0756365517995975, 0.3526871377340179]|104.9120494011821023|      0.01562500|[476, 0, 34, 68]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      35|[-0.0292440172790108, 0.180003180670366, 0.3524450187717927, -0.0196551287625963, 0.9143162962765155, 0.0132717868737088, -0.4359316901969955, 0.0756365517995975, 0.3526871377340179]|104.9120494011821023|      0.00781250|[490, 0, 35, 70]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      36|[-0.0292440172790108, 0.180003180670366, 0.3524450187717927, -0.0196551287625963, 0.9143162962765155, 0.0132717868737088, -0.4359316901969955, 0.0756365517995975, 0.3526871377340179]|104.9120494011821023|      0.00390625|[504, 0, 36, 72]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      37|[-0.0284838734277179, 0.1798989639358096, 0.3523378000250521, -0.016645095897948, 0.9162546356656762, 0.0142733555543107, -0.4362063919377538, 0.0753984012484995, 0.3518469952382081]|100.0193803849226697|      0.00781250|[518, 0, 37, 74]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      38|[-0.0284838734277179, 0.1798989639358096, 0.3523378000250521, -0.016645095897948, 0.9162546356656762, 0.0142733555543107, -0.4362063919377538, 0.0753984012484995, 0.3518469952382081]|100.0193803849226697|      0.00390625|[532, 0, 38, 76]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      39|[-0.0284681424370032, 0.179992752770997, 0.3516887669923683, -0.0189660203608312, 0.9191096872626124, 0.0131994257126879, -0.4364268982549459, 0.0756891311265899, 0.3519103923128143]| 87.4418151348373414|      0.00781250|[546, 0, 39, 78]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      40|[-0.0284681424370032, 0.179992752770997, 0.3516887669923683, -0.0189660203608312, 0.9191096872626124, 0.0131994257126879, -0.4364268982549459, 0.0756891311265899, 0.3519103923128143]| 87.4418151348373414|      0.00390625|[560, 0, 40, 80]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      41|[-0.0284681424370032, 0.179992752770997, 0.3516887669923683, -0.0189660203608312, 0.9191096872626124, 0.0131994257126879, -0.4364268982549459, 0.0756891311265899, 0.3519103923128143]| 87.4418151348373414|      0.00195312|[574, 0, 41, 82]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      42|[-0.0286808959083761, 0.1796279510838517, 0.3516776960144002, -0.0186428001655373, 0.9201835574027982, 0.0140845298639931, -0.4352047929832941, 0.0757107257956066, 0.3522284253811128]| 82.9432987269681377|      0.00390625|[588, 0, 42, 84]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      43|[-0.0286808959083761, 0.1796279510838517, 0.3516776960144002, -0.0186428001655373, 0.9201835574027982, 0.0140845298639931, -0.4352047929832941, 0.0757107257956066, 0.3522284253811128]| 82.9432987269681377|      0.00195312|[602, 0, 43, 86]                                                           |  | used linear model with 14 points | iterate failure | actual_k=0
      44|[-0.02830856612178, 0.1795190106941627, 0.3515447272905641, -0.0178692599298851, 0.921381229424104, 0.015182462543156, -0.4354877514062346, 0.0755387920005645, 0.3527749173498171]| 80.3952823229030855|      0.00390625|[616, 0, 44, 88]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
      45|[-0.0273837559393277, 0.1792990909594194, 0.351933186836768, -0.0200810141590763, 0.9232582056495752, 0.0145720288464357, -0.4345966049735158, 0.0734028111064541, 0.3525296266728785]| 76.8757299460785788|      0.00781250|[630, 0, 45, 90]                                                           |  | used linear model with 14 points | iterate success | actual_k=0
