k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[120.0, 0.09203, 0.908, 110.0, 0.1819, 0.8181, 100.0, 0.284, 0.716, 88.0, 0.3051, 0.6949, 86.0, 0.3566, 0.6434, 84.0, 0.468, 0.532, 80.0, 0.6579, 0.3421, 76.0, 0.8763, 0.1237, 886.37, 910.01, 922.52, 926.46, 935.56, 952.83, 975.73]|4345.0997658534724906|      0.50000000|[37, 12, 1, 4]                                                             |  | used linear model with 49 points | iterate failure | actual_k=4
      12|[120.01163302106845, -0.0138500404415949, 0.8321200130625794, 110.02719686569127, 0.0738373433876953, 0.823620785379484, 99.95213580038059, 0.2330949137161098, 0.6658838618344635, 88.0202924353182, 0.3094146789871584, 0.7111589595422562, 85.93413857483995, 0.3675932785622238, 0.6587156853663684, 84.06842803875182, 0.4461586435842725, 0.5681132932776811, 79.97123560136802, 0.6608097950792406, 0.3803322889700293, 75.91384983231082, 0.8641351822564645, 0.1551692098341268, 886.3548182272052, 910.0041516520456, 922.4759251607925, 926.3827472467937, 935.5684718402874, 952.8238036557783, 975.7201576172588]|509.2859300909554463|      0.06250000|[444, 144, 12, 48]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      13|[119.99904426856098, -0.0295145254698185, 0.8208280148246629, 110.02855636636505, 0.0559089105681955, 0.8243867305807677, 99.94690359943573, 0.2185983502782182, 0.6485874656109, 88.0405634263886, 0.3243612253439421, 0.7279505597099816, 85.94704989528667, 0.3826080717836187, 0.6616509717690617, 84.07486389635649, 0.444201738517838, 0.5621717940504274, 79.98171654930879, 0.6561450476486939, 0.3631169029511668, 75.90152361500364, 0.8628482572730455, 0.1522475830297521, 886.3587253184114, 910.0109235075373, 922.4650021815831, 926.3825417070176, 935.5524906674493, 952.8231405443635, 975.7296616829364]|284.8861171840152338|      0.12500000|[481, 156, 13, 52]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      14|[119.99904426856098, -0.0295145254698185, 0.8208280148246629, 110.02855636636505, 0.0559089105681955, 0.8243867305807677, 99.94690359943573, 0.2185983502782182, 0.6485874656109, 88.0405634263886, 0.3243612253439421, 0.7279505597099816, 85.94704989528667, 0.3826080717836187, 0.6616509717690617, 84.07486389635649, 0.444201738517838, 0.5621717940504274, 79.98171654930879, 0.6561450476486939, 0.3631169029511668, 75.90152361500364, 0.8628482572730455, 0.1522475830297521, 886.3587253184114, 910.0109235075373, 922.4650021815831, 926.3825417070176, 935.5524906674493, 952.8231405443635, 975.7296616829364]|284.8861171840152338|      0.06250000|[518, 168, 14, 56]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      15|[119.99904426856098, -0.0295145254698185, 0.8208280148246629, 110.02855636636505, 0.0559089105681955, 0.8243867305807677, 99.94690359943573, 0.2185983502782182, 0.6485874656109, 88.0405634263886, 0.3243612253439421, 0.7279505597099816, 85.94704989528667, 0.3826080717836187, 0.6616509717690617, 84.07486389635649, 0.444201738517838, 0.5621717940504274, 79.98171654930879, 0.6561450476486939, 0.3631169029511668, 75.90152361500364, 0.8628482572730455, 0.1522475830297521, 886.3587253184114, 910.0109235075373, 922.4650021815831, 926.3825417070176, 935.5524906674493, 952.8231405443635, 975.7296616829364]|284.8861171840152338|      0.03125000|[555, 180, 15, 60]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      16|[119.99467637061841, -0.0276516818608594, 0.8222610027597866, 110.03427853403234, 0.0518255609064206, 0.8189142399350896, 99.94491196872873, 0.2126536068376524, 0.6505193621426384, 88.04304986206657, 0.3360977893790188, 0.7312904623979047, 85.95194604996988, 0.3842157117766719, 0.6532287100476091, 84.0664103679358, 0.4571491171212907, 0.56634234976429, 79.97976577374988, 0.6500705629183668, 0.3619257014503056, 75.90586801560556, 0.8665817617596184, 0.1549883264576294, 886.3634879789644, 910.0149681414641, 922.4775555741259, 926.3869856775292, 935.551635507848, 952.8276955804221, 975.730090611419]|192.6542800484235158|      0.06250000|[592, 192, 16, 64]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      17|[119.99467637061841, -0.0276516818608594, 0.8222610027597866, 110.03427853403234, 0.0518255609064206, 0.8189142399350896, 99.94491196872873, 0.2126536068376524, 0.6505193621426384, 88.04304986206657, 0.3360977893790188, 0.7312904623979047, 85.95194604996988, 0.3842157117766719, 0.6532287100476091, 84.0664103679358, 0.4571491171212907, 0.56634234976429, 79.97976577374988, 0.6500705629183668, 0.3619257014503056, 75.90586801560556, 0.8665817617596184, 0.1549883264576294, 886.3634879789644, 910.0149681414641, 922.4775555741259, 926.3869856775292, 935.551635507848, 952.8276955804221, 975.730090611419]|192.6542800484235158|      0.03125000|[629, 204, 17, 68]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      18|[119.99467637061841, -0.0276516818608594, 0.8222610027597866, 110.03427853403234, 0.0518255609064206, 0.8189142399350896, 99.94491196872873, 0.2126536068376524, 0.6505193621426384, 88.04304986206657, 0.3360977893790188, 0.7312904623979047, 85.95194604996988, 0.3842157117766719, 0.6532287100476091, 84.0664103679358, 0.4571491171212907, 0.56634234976429, 79.97976577374988, 0.6500705629183668, 0.3619257014503056, 75.90586801560556, 0.8665817617596184, 0.1549883264576294, 886.3634879789644, 910.0149681414641, 922.4775555741259, 926.3869856775292, 935.551635507848, 952.8276955804221, 975.730090611419]|192.6542800484235158|      0.01562500|[666, 216, 18, 72]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      19|[119.99127775164668, -0.0261050720733465, 0.8193777725629504, 110.0338779078093, 0.0448977757442583, 0.8178983398799454, 99.94300556755455, 0.2090328127611249, 0.6490316447103718, 88.04469408397064, 0.3441994208832271, 0.7301390786085546, 85.94982154833022, 0.3852905052669605, 0.6516904791005044, 84.06198261117686, 0.4603738777596656, 0.5657140030572546, 79.97782766323444, 0.6484988586450802, 0.3618570455190241, 75.9068997448239, 0.8697905663278727, 0.1549239343051289, 886.3654060674534, 910.014842209407, 922.4775798997587, 926.3847451713419, 935.5490136509488, 952.825185268764, 975.7325712565766]|164.2034347909330450|      0.03125000|[703, 228, 19, 76]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      20|[119.99127775164668, -0.0261050720733465, 0.8193777725629504, 110.0338779078093, 0.0448977757442583, 0.8178983398799454, 99.94300556755455, 0.2090328127611249, 0.6490316447103718, 88.04469408397064, 0.3441994208832271, 0.7301390786085546, 85.94982154833022, 0.3852905052669605, 0.6516904791005044, 84.06198261117686, 0.4603738777596656, 0.5657140030572546, 79.97782766323444, 0.6484988586450802, 0.3618570455190241, 75.9068997448239, 0.8697905663278727, 0.1549239343051289, 886.3654060674534, 910.014842209407, 922.4775798997587, 926.3847451713419, 935.5490136509488, 952.825185268764, 975.7325712565766]|164.2034347909330450|      0.01562500|[740, 240, 20, 80]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      21|[119.99127775164668, -0.0261050720733465, 0.8193777725629504, 110.0338779078093, 0.0448977757442583, 0.8178983398799454, 99.94300556755455, 0.2090328127611249, 0.6490316447103718, 88.04469408397064, 0.3441994208832271, 0.7301390786085546, 85.94982154833022, 0.3852905052669605, 0.6516904791005044, 84.06198261117686, 0.4603738777596656, 0.5657140030572546, 79.97782766323444, 0.6484988586450802, 0.3618570455190241, 75.9068997448239, 0.8697905663278727, 0.1549239343051289, 886.3654060674534, 910.014842209407, 922.4775798997587, 926.3847451713419, 935.5490136509488, 952.825185268764, 975.7325712565766]|164.2034347909330450|      0.00781250|[777, 252, 21, 84]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      22|[119.99095723483217, -0.0293712280229621, 0.8181533579628224, 110.03319641394897, 0.0446107894244713, 0.8203356720972184, 99.94269663655118, 0.2089689745989866, 0.6489776728009984, 88.04535030842423, 0.3473244613486698, 0.7290959514827403, 85.95044298527172, 0.3874465281586499, 0.6520019742746714, 84.0621953626565, 0.4621068285276573, 0.5667767640561718, 79.97819332566866, 0.6460948282432387, 0.3624236318686399, 75.90707456868908, 0.8697838918870201, 0.1543304905722864, 886.3630650790438, 910.0127174666115, 922.4781175082602, 926.384749559451, 935.5500864058272, 952.826901860685, 975.7333350432482]|153.9336583214245024|      0.01562500|[814, 264, 22, 88]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      23|[119.99095723483217, -0.0293712280229621, 0.8181533579628224, 110.03319641394897, 0.0446107894244713, 0.8203356720972184, 99.94269663655118, 0.2089689745989866, 0.6489776728009984, 88.04535030842423, 0.3473244613486698, 0.7290959514827403, 85.95044298527172, 0.3874465281586499, 0.6520019742746714, 84.0621953626565, 0.4621068285276573, 0.5667767640561718, 79.97819332566866, 0.6460948282432387, 0.3624236318686399, 75.90707456868908, 0.8697838918870201, 0.1543304905722864, 886.3630650790438, 910.0127174666115, 922.4781175082602, 926.384749559451, 935.5500864058272, 952.826901860685, 975.7333350432482]|153.9336583214245024|      0.00781250|[851, 276, 23, 92]                                                         |  | used linear model with 49 points | iterate failure | actual_k=4
      24|[119.98978520661312, -0.0274097147214726, 0.818771365859495, 110.03384626816062, 0.0407885183827698, 0.8182196286245947, 99.94251429226784, 0.2100382686202444, 0.6499878152594268, 88.04520757143938, 0.349138449120748, 0.7303576626623693, 85.95043760856585, 0.3921762154644419, 0.6522917793047444, 84.06219751939949, 0.4620463104134132, 0.5666718393740273, 79.97784073026516, 0.6447389122649342, 0.362027474998792, 75.90692419359527, 0.8700280145788697, 0.1547172488448091, 886.3624621848397, 910.0126835382168, 922.4781853795204, 926.3856739123854, 935.5503798850834, 952.8254002141923, 975.7326735844573]|143.1619000549101770|      0.01562500|[888, 288, 24, 96]                                                         |  | used linear model with 49 points | iterate success | actual_k=4
      25|[119.98978520661312, -0.0274097147214726, 0.818771365859495, 110.03384626816062, 0.0407885183827698, 0.8182196286245947, 99.94251429226784, 0.2100382686202444, 0.6499878152594268, 88.04520757143938, 0.349138449120748, 0.7303576626623693, 85.95043760856585, 0.3921762154644419, 0.6522917793047444, 84.06219751939949, 0.4620463104134132, 0.5666718393740273, 79.97784073026516, 0.6447389122649342, 0.362027474998792, 75.90692419359527, 0.8700280145788697, 0.1547172488448091, 886.3624621848397, 910.0126835382168, 922.4781853795204, 926.3856739123854, 935.5503798850834, 952.8254002141923, 975.7326735844573]|143.1619000549101770|      0.00781250|[925, 300, 25, 100]                                                        |  | used linear model with 49 points | iterate failure | actual_k=4
      26|[119.98902599769352, -0.0312859439420963, 0.8181046312924588, 110.03469534064438, 0.0409486754032138, 0.8181748375115632, 99.94340482855716, 0.2081360000687581, 0.6496810531675221, 88.04580120580732, 0.350798646735538, 0.729779875561495, 85.95146999671009, 0.3950753205638255, 0.6524853661426046, 84.06204034869306, 0.4642411209245104, 0.5664245748827968, 79.97787664138026, 0.6425813234687976, 0.3607176143897191, 75.90541679742026, 0.8715707336382827, 0.1528022004574292, 886.3604231261445, 910.0128170715897, 922.4787581998341, 926.3858797304671, 935.5488388158285, 952.8258524028997, 975.7329261094062]|132.1398948614551045|      0.01562500|[962, 312, 26, 104]                                                        |  | used linear model with 49 points | iterate success | actual_k=4
      27|[119.98902599769352, -0.0312859439420963, 0.8181046312924588, 110.03469534064438, 0.0409486754032138, 0.8181748375115632, 99.94340482855716, 0.2081360000687581, 0.6496810531675221, 88.04580120580732, 0.350798646735538, 0.729779875561495, 85.95146999671009, 0.3950753205638255, 0.6524853661426046, 84.06204034869306, 0.4642411209245104, 0.5664245748827968, 79.97787664138026, 0.6425813234687976, 0.3607176143897191, 75.90541679742026, 0.8715707336382827, 0.1528022004574292, 886.3604231261445, 910.0128170715897, 922.4787581998341, 926.3858797304671, 935.5488388158285, 952.8258524028997, 975.7329261094062]|132.1398948614551045|      0.00781250|[999, 324, 27, 108]                                                        |  | used linear model with 49 points | iterate failure | actual_k=4
      28|[119.9884108595536, -0.0309102037177571, 0.8201464259722213, 110.03388970742952, 0.0379318341322167, 0.8177137617793757, 99.94337903067168, 0.2072276137670655, 0.6483429358356997, 88.04553757567196, 0.3504749553974277, 0.7325636509341299, 85.95018553424183, 0.397158459904285, 0.6509990929969464, 84.06274738117003, 0.4658178597564481, 0.566628175481683, 79.9766296049007, 0.6408473977902004, 0.3607116234268937, 75.90661935925534, 0.8707580504201755, 0.1548586929252084, 886.3588469900488, 910.0115107297268, 922.4771899037961, 926.3872180178593, 935.5465961995163, 952.8254670122441, 975.7326078578257]|127.8817350017512382|      0.01562500|[1036, 336, 28, 112]                                                       |  | used linear model with 49 points | iterate success | actual_k=4
      29|[119.9884108595536, -0.0309102037177571, 0.8201464259722213, 110.03388970742952, 0.0379318341322167, 0.8177137617793757, 99.94337903067168, 0.2072276137670655, 0.6483429358356997, 88.04553757567196, 0.3504749553974277, 0.7325636509341299, 85.95018553424183, 0.397158459904285, 0.6509990929969464, 84.06274738117003, 0.4658178597564481, 0.566628175481683, 79.9766296049007, 0.6408473977902004, 0.3607116234268937, 75.90661935925534, 0.8707580504201755, 0.1548586929252084, 886.3588469900488, 910.0115107297268, 922.4771899037961, 926.3872180178593, 935.5465961995163, 952.8254670122441, 975.7326078578257]|127.8817350017512382|      0.00781250|[1073, 348, 29, 116]                                                       |  | used linear model with 49 points | iterate failure | actual_k=4
      30|[119.98757386943969, -0.0330844339098775, 0.8175908489240051, 110.03127519844644, 0.0390228989332476, 0.8182217037401757, 99.94025320452891, 0.2072745220655225, 0.64924449365521, 88.04492782089767, 0.3527383668961647, 0.7341273838531536, 85.94990893741232, 0.3998403285236368, 0.6510046395213461, 84.06416090469934, 0.46702040685441, 0.5659962903408642, 79.97790917233861, 0.6404358650679437, 0.3597774789335226, 75.90680147509627, 0.8725096964878821, 0.1546432668190462, 886.3580709434472, 910.0119767737721, 922.4790796869454, 926.3879896030809, 935.5469744889605, 952.825056987007, 975.7327798069856]|122.3570328184206204|      0.01562500|[1110, 360, 30, 120]                                                       |  | used linear model with 49 points | iterate success | actual_k=4
      31|[119.98702872342223, -0.0312825138702942, 0.8175241127875943, 110.03011054007771, 0.036269631292535, 0.8167633675550646, 99.94211708020973, 0.2084671291698675, 0.6530519762808074, 88.04661285249455, 0.3582866255827964, 0.7340719782815333, 85.9491811174879, 0.405302403089882, 0.6501011566877284, 84.06429508223309, 0.4652833862194041, 0.5662217948183151, 79.9820797369313, 0.6384260031517469, 0.3615206399634697, 75.90854622486654, 0.8665839774636672, 0.1522183235882954, 886.353730170576, 910.0122987165669, 922.4827476488151, 926.3869277634356, 935.5509049924033, 952.8283150981699, 975.7365402925321]|113.7650593226051114|      0.03125000|[1147, 372, 31, 124]                                                       |  | used linear model with 49 points | iterate success | actual_k=4
      32|[119.98702872342223, -0.0312825138702942, 0.8175241127875943, 110.03011054007771, 0.036269631292535, 0.8167633675550646, 99.94211708020973, 0.2084671291698675, 0.6530519762808074, 88.04661285249455, 0.3582866255827964, 0.7340719782815333, 85.9491811174879, 0.405302403089882, 0.6501011566877284, 84.06429508223309, 0.4652833862194041, 0.5662217948183151, 79.9820797369313, 0.6384260031517469, 0.3615206399634697, 75.90854622486654, 0.8665839774636672, 0.1522183235882954, 886.353730170576, 910.0122987165669, 922.4827476488151, 926.3869277634356, 935.5509049924033, 952.8283150981699, 975.7365402925321]|113.7650593226051114|      0.01562500|[1184, 384, 32, 128]                                                       |  | used linear model with 49 points | iterate failure | actual_k=4
      33|[119.98702872342223, -0.0312825138702942, 0.8175241127875943, 110.03011054007771, 0.036269631292535, 0.8167633675550646, 99.94211708020973, 0.2084671291698675, 0.6530519762808074, 88.04661285249455, 0.3582866255827964, 0.7340719782815333, 85.9491811174879, 0.405302403089882, 0.6501011566877284, 84.06429508223309, 0.4652833862194041, 0.5662217948183151, 79.9820797369313, 0.6384260031517469, 0.3615206399634697, 75.90854622486654, 0.8665839774636672, 0.1522183235882954, 886.353730170576, 910.0122987165669, 922.4827476488151, 926.3869277634356, 935.5509049924033, 952.8283150981699, 975.7365402925321]|113.7650593226051114|      0.00781250|[1221, 396, 33, 132]                                                       |  | used linear model with 49 points | iterate failure | actual_k=4
      34|[119.98671089660819, -0.0321728954706103, 0.815449761154284, 110.03087378974831, 0.0401843650737729, 0.8184251005889364, 99.94203940326769, 0.2069761810727246, 0.6535262900823138, 88.04712769655774, 0.3607194549776005, 0.7355905096456723, 85.9478214559717, 0.4081449532502783, 0.6510071784198758, 84.06263431637201, 0.4655556301429332, 0.5656993541581807, 79.98062938121139, 0.6368423148632858, 0.3603758345572546, 75.90864222762544, 0.8655690187634139, 0.1535177494241983, 886.3534062111805, 910.0111089820231, 922.4834724916113, 926.3876350631826, 935.5499100872687, 952.8284888640748, 975.7369337038486]|108.4606115082984275|      0.01562500|[1258, 408, 34, 136]                                                       |  | used linear model with 49 points | iterate success | actual_k=4
      35|[119.98671089660819, -0.0321728954706103, 0.815449761154284, 110.03087378974831, 0.0401843650737729, 0.8184251005889364, 99.94203940326769, 0.2069761810727246, 0.6535262900823138, 88.04712769655774, 0.3607194549776005, 0.7355905096456723, 85.9478214559717, 0.4081449532502783, 0.6510071784198758, 84.06263431637201, 0.4655556301429332, 0.5656993541581807, 79.98062938121139, 0.6368423148632858, 0.3603758345572546, 75.90864222762544, 0.8655690187634139, 0.1535177494241983, 886.3534062111805, 910.0111089820231, 922.4834724916113, 926.3876350631826, 935.5499100872687, 952.8284888640748, 975.7369337038486]|108.4606115082984275|      0.00781250|[1295, 420, 35, 140]                                                       |  | used linear model with 49 points | iterate failure | actual_k=4
      36|[119.98646856407275, -0.0309131010382025, 0.8176617743994821, 110.03207668219827, 0.0377307320537057, 0.8166924506408417, 99.94199339542925, 0.208288642815504, 0.6546075135635935, 88.0469732747863, 0.3608315936725818, 0.737969852543632, 85.94908957881353, 0.4094108775403426, 0.6546173945986856, 84.06104368026753, 0.4657777316585195, 0.5659096573166642, 79.98068975468773, 0.6360442318969416, 0.3582114530071607, 75.90830279067649, 0.8628237816110146, 0.153020238934354, 886.3546007813535, 910.0110497866984, 922.483792290444, 926.3869392366294, 935.5501689415039, 952.8290830798906, 975.7359816961467]|104.5492933687880850|      0.01562500|[1332, 432, 36, 144]                                                       |  | used linear model with 49 points | iterate success | actual_k=4
      37|[119.98646856407275, -0.0309131010382025, 0.8176617743994821, 110.03207668219827, 0.0377307320537057, 0.8166924506408417, 99.94199339542925, 0.208288642815504, 0.6546075135635935, 88.0469732747863, 0.3608315936725818, 0.737969852543632, 85.94908957881353, 0.4094108775403426, 0.6546173945986856, 84.06104368026753, 0.4657777316585195, 0.5659096573166642, 79.98068975468773, 0.6360442318969416, 0.3582114530071607, 75.90830279067649, 0.8628237816110146, 0.153020238934354, 886.3546007813535, 910.0110497866984, 922.483792290444, 926.3869392366294, 935.5501689415039, 952.8290830798906, 975.7359816961467]|104.5492933687880850|      0.00781250|[1369, 444, 37, 148]                                                       |  | used linear model with 49 points | iterate failure | actual_k=4
      38|[119.9848785614991, -0.0293132819757069, 0.8166269657870276, 110.03074378214713, 0.0394129016049554, 0.8165107857923661, 99.94316302180452, 0.2072511558937675, 0.6556840469574801, 88.04833046936987, 0.3603239361054926, 0.7384387561971509, 85.94965564532002, 0.410244096227003, 0.6541492003214892, 84.0614036943435, 0.4700472712162958, 0.5662101414421551, 79.98079593008202, 0.6326741743197174, 0.3590791790073511, 75.90736560572275, 0.8619456765654538, 0.1548513810454563, 886.3540649790257, 910.0094489100179, 922.4838381710871, 926.3873600768181, 935.5504915116718, 952.831157576849, 975.735714937051]|101.8166646060679028|      0.01562500|[1406, 456, 38, 152]                                                       |  | used linear model with 49 points | iterate success | actual_k=4
