k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3227335903064367, 0.062248548982676, 0.2767356033751801, -0.0554152075776682, 0.1174776286631275, 0.2781941936346051, 0.1218758887096045, -0.1241768205010515, 0.1160724724987837, -0.031507466972235, 0.1747494779000372, 0.1620869470279716, -0.0002523632266793, 0.1216558171755104, 0.1914294869980215, 0.1440597404629181, 0.1418984605480333, 0.1224298486878746, 0.0410498236384135, 0.1674982085462103, 0.0860961262531493, -0.0342338065388359, 0.2463829050460004, 0.0619982239244401, 0.2102178865547441, 0.1130897125014861, 0.1340032559048384, 0.0631144224396768, 0.1374216128344262, 0.0771014013062324, 0.1325803240569181, -0.0382546581546208, 0.1553244219193085, 0.1646138612829483, -0.012407511782939, 0.1498128908452687, 0.0805950626141966, 0.1098421066838434, 0.0642171907193743, 0.0444222349487745, 0.0563321716539971, 0.0325347060142952, -0.057053062352045, -0.0203985414196966, 0.1550229606502085, 0.2156575814967603, 0.294970321462167, -0.0057770923003238, 0.1227621170995449, 0.086897300395583]|1750.4847226995855181|      2.00000000|[49, 16, 1, 2]                                                             |  | used linear model with 65 points | iterate success | actual_k=16
      12|[1.6934405535089812, 2.6305292513245107, 3.3368031979787425, 0.3509885048057735, 2.6882257658438697, 3.4906648207116566, 2.617287617697835, 2.263496942256563, 3.879213666813149, 2.108072663160857, 1.9257215542226698, 1.6376143800743108, 2.4383791448285423, 3.4952874710264705, 1.1576756204021588, 2.3231188197059636, 1.005820768155674, 0.6369863921884638, 1.197413488487936, 1.1910045230650141, 2.142038373676092, -0.1951467156081874, 2.214146096976198, 0.7593942174611069, 2.022532845729992, 2.6308695322640716, 0.5663053355529225, 2.350778451478084, 3.4798714319395927, 2.8482290650497446, 0.7095592236788313, 1.4866765479203776, 3.6916143336850387, 2.467529870016009, 0.7699465327399163, 2.8156369908128207, 1.4853013195439575, -0.260128813688745, 4.562586131521851, 1.7538879879034226, 2.049029957126936, 0.1935013534127943, 0.8212103983464794, 3.405670181388817, 2.399369333765239, 1.5864380491006604, -1.5186118226972762, 2.843255998789809, 1.038258885005821, 3.135017079282749]|760.3259047839987943|      1.00000000|[588, 192, 12, 24]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      13|[1.6934405535089812, 2.6305292513245107, 3.3368031979787425, 0.3509885048057735, 2.6882257658438697, 3.4906648207116566, 2.617287617697835, 2.263496942256563, 3.879213666813149, 2.108072663160857, 1.9257215542226698, 1.6376143800743108, 2.4383791448285423, 3.4952874710264705, 1.1576756204021588, 2.3231188197059636, 1.005820768155674, 0.6369863921884638, 1.197413488487936, 1.1910045230650141, 2.142038373676092, -0.1951467156081874, 2.214146096976198, 0.7593942174611069, 2.022532845729992, 2.6308695322640716, 0.5663053355529225, 2.350778451478084, 3.4798714319395927, 2.8482290650497446, 0.7095592236788313, 1.4866765479203776, 3.6916143336850387, 2.467529870016009, 0.7699465327399163, 2.8156369908128207, 1.4853013195439575, -0.260128813688745, 4.562586131521851, 1.7538879879034226, 2.049029957126936, 0.1935013534127943, 0.8212103983464794, 3.405670181388817, 2.399369333765239, 1.5864380491006604, -1.5186118226972762, 2.843255998789809, 1.038258885005821, 3.135017079282749]|760.3259047839987943|      0.50000000|[637, 208, 13, 26]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      14|[1.6650064766957482, 2.6321489384764085, 3.3143435288298644, 0.3393327900182882, 2.742516158417489, 3.488609796051094, 2.6546845550102383, 2.2236874535236653, 3.9460076155955393, 2.2107547790746778, 1.9187904134861506, 1.6465749910165792, 2.433320020484896, 3.538546891934686, 1.184800590256826, 2.388069811645299, 1.049761275827454, 0.6564605685645817, 1.1653929207652731, 1.2122890083196967, 2.1762637326556553, -0.1317832117851392, 2.215644193527229, 0.7897392917433377, 2.091479714558101, 2.416630113200374, 0.5283197783504984, 2.3809794950217564, 3.4998959188329866, 2.7956330237127123, 0.6924660410128459, 1.488061790107956, 3.6682234402239158, 2.260980778359616, 0.7775444168110269, 2.880243766335073, 1.4210275254048932, -0.2558253291171736, 4.530407512743524, 1.716617246726854, 1.9610602852126706, 0.2838516685806101, 0.549016756173671, 3.4101109890650267, 2.4346600962799587, 1.5673714162764085, -1.5500810343765987, 2.8870085155755296, 0.9727292913596576, 3.1728087192985255]|745.3883483483156169|      1.00000000|[686, 224, 14, 28]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      15|[1.7521534503740146, 2.7041874236374763, 3.4506932573383473, 0.4866510495024688, 2.8501394700741303, 3.3478350144286138, 2.6759999761206403, 2.319500529091831, 3.93358793439998, 2.4107706266134694, 1.9629683671702336, 1.7482679128043768, 2.5510498748575072, 3.708747076980139, 1.2788255385640384, 2.4920444310074386, 1.1260942803181622, 0.5958892291399134, 1.2687114165962883, 1.1742950483893106, 2.2684878922344116, -0.1908030108009038, 2.1927266002333057, 0.9743159306977194, 2.0065859928541365, 2.4595379305324028, 0.764336122933366, 2.496978532965152, 3.561630621375064, 3.0348153699750484, 0.9286173274144591, 1.5839446649620397, 3.563742110984278, 2.294464139169836, 0.8345228754187664, 2.922923841365338, 1.5089032595430485, -0.068090076919356, 4.2912278407780295, 1.9813074735747123, 2.1503854119454413, 0.252553652723, 0.6197116045004846, 3.379197844202625, 2.6566946835223417, 1.7852667488670804, -1.1315093763905737, 2.9967685547923386, 0.937505964378117, 3.229240018008629]|700.0684362945622752|      2.00000000|[735, 240, 15, 30]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      16|[1.8990331017291893, 3.0572171424356522, 3.9659881735574034, 0.8188549773632368, 2.9473467274026355, 3.3748213685122455, 3.1180222299909257, 2.855040583477089, 3.9787587095302763, 2.551068349256939, 1.9419289420816233, 2.1617655149238617, 2.8946377644213954, 4.005668456558176, 1.7472781875490124, 2.5952040584292, 1.056468127726274, 0.3582640481574766, 1.3887089460084039, 1.1584021553925508, 2.6329537551618984, 0.1339780521825084, 2.4482768119788076, 1.302539698459141, 2.441251540189101, 2.417171743948208, 1.1002738680745, 2.5890132122644935, 3.67222355025148, 3.1703751531411704, 1.3039771389523378, 1.5593917780300521, 3.743618295668438, 2.4656146559026024, 1.0484333926590104, 2.70329941156244, 1.5441936073967488, 0.4601998547019495, 4.2386120841495405, 1.9003833937906947, 2.781246840774747, 0.357871192627425, 0.3577231986013641, 3.5523896149980114, 2.3053619107407033, 2.1208244171213844, -0.8502528591016498, 3.143760001716448, 0.8993544638864338, 2.923613264041798]|633.6346291596544233|      4.00000000|[784, 256, 16, 32]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      17|[1.8990331017291893, 3.0572171424356522, 3.9659881735574034, 0.8188549773632368, 2.9473467274026355, 3.3748213685122455, 3.1180222299909257, 2.855040583477089, 3.9787587095302763, 2.551068349256939, 1.9419289420816233, 2.1617655149238617, 2.8946377644213954, 4.005668456558176, 1.7472781875490124, 2.5952040584292, 1.056468127726274, 0.3582640481574766, 1.3887089460084039, 1.1584021553925508, 2.6329537551618984, 0.1339780521825084, 2.4482768119788076, 1.302539698459141, 2.441251540189101, 2.417171743948208, 1.1002738680745, 2.5890132122644935, 3.67222355025148, 3.1703751531411704, 1.3039771389523378, 1.5593917780300521, 3.743618295668438, 2.4656146559026024, 1.0484333926590104, 2.70329941156244, 1.5441936073967488, 0.4601998547019495, 4.2386120841495405, 1.9003833937906947, 2.781246840774747, 0.357871192627425, 0.3577231986013641, 3.5523896149980114, 2.3053619107407033, 2.1208244171213844, -0.8502528591016498, 3.143760001716448, 0.8993544638864338, 2.923613264041798]|633.6346291596544233|      2.00000000|[833, 272, 17, 34]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      18|[1.8177985293495513, 2.810283603113553, 4.19932294329418, 1.1263246385812602, 3.022600371743354, 3.610174171498306, 3.1807892167825442, 3.200752401765641, 4.097916536524973, 2.87275012684402, 1.904306873158265, 2.4616320105183203, 3.09137384182396, 4.085784678344689, 2.2067708500038368, 2.9978383660430157, 1.6335326529950236, 0.4618393526013844, 1.4579881035594446, 0.8967472510817726, 2.8442340449229926, 0.0503765676363725, 2.8802409901178088, 1.3860791140730204, 2.450310244501476, 2.021499854398316, 1.244354511513757, 2.6007245259143885, 4.444392420223504, 3.4326792979340692, 1.7440332225735435, 1.7608446099775596, 4.01737540931491, 2.498656379093565, 1.1887609168399527, 3.0200208371470953, 1.9637348151096838, 0.8471288133981516, 4.554919059078927, 2.329058796903362, 3.304521218528489, 0.1477421994238338, 0.1217850168011434, 3.6575416957576734, 2.2542889485049113, 2.2780643576902944, -0.8185687468083236, 3.2053819687874388, 0.9509071705862214, 3.0100455430471467]|585.6134902757255531|      4.00000000|[882, 288, 18, 36]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      19|[1.8177985293495513, 2.810283603113553, 4.19932294329418, 1.1263246385812602, 3.022600371743354, 3.610174171498306, 3.1807892167825442, 3.200752401765641, 4.097916536524973, 2.87275012684402, 1.904306873158265, 2.4616320105183203, 3.09137384182396, 4.085784678344689, 2.2067708500038368, 2.9978383660430157, 1.6335326529950236, 0.4618393526013844, 1.4579881035594446, 0.8967472510817726, 2.8442340449229926, 0.0503765676363725, 2.8802409901178088, 1.3860791140730204, 2.450310244501476, 2.021499854398316, 1.244354511513757, 2.6007245259143885, 4.444392420223504, 3.4326792979340692, 1.7440332225735435, 1.7608446099775596, 4.01737540931491, 2.498656379093565, 1.1887609168399527, 3.0200208371470953, 1.9637348151096838, 0.8471288133981516, 4.554919059078927, 2.329058796903362, 3.304521218528489, 0.1477421994238338, 0.1217850168011434, 3.6575416957576734, 2.2542889485049113, 2.2780643576902944, -0.8185687468083236, 3.2053819687874388, 0.9509071705862214, 3.0100455430471467]|585.6134902757255531|      2.00000000|[931, 304, 19, 38]                                                         |  | used linear model with 65 points | iterate failure | actual_k=16
      20|[2.2114414934177384, 2.9739807755029344, 4.422948763548499, 1.3276400818884024, 2.9808812193635683, 3.429173645169012, 3.3835649878536556, 3.1396100375745357, 4.046066644775422, 3.2261997122440533, 1.6472568142083133, 2.4115188500920848, 3.3574656309229995, 3.393695783205372, 1.9919345611869603, 3.1183196619622606, 1.0925889908932938, 0.3473339957998123, 1.6079342213254812, 0.9683231020044794, 2.9543237096857995, -0.0584814105479892, 3.1555174943381554, 1.1232045669102053, 2.30730420790764, 2.0520527294433153, 1.5691376269275386, 3.0553207284303756, 4.504691907943033, 4.390324526661538, 1.895551429066176, 1.8288480416104491, 3.829907919389281, 2.757383582276175, 1.5883825797955635, 3.0345778833646646, 1.810025383418398, 0.6327024393679858, 4.322020252002548, 2.5581305980628244, 3.6659594032668723, 0.5577274608623142, 0.1087691212175712, 3.760202746457775, 2.563737328485338, 2.3226757190803857, -1.2180606214521543, 3.0650241578414015, 1.043833706500779, 2.854330176008809]|558.8743960738348733|      4.00000000|[980, 320, 20, 40]                                                         |  | used linear model with 65 points | iterate success | actual_k=16
      21|[2.2114414934177384, 2.9739807755029344, 4.422948763548499, 1.3276400818884024, 2.9808812193635683, 3.429173645169012, 3.3835649878536556, 3.1396100375745357, 4.046066644775422, 3.2261997122440533, 1.6472568142083133, 2.4115188500920848, 3.3574656309229995, 3.393695783205372, 1.9919345611869603, 3.1183196619622606, 1.0925889908932938, 0.3473339957998123, 1.6079342213254812, 0.9683231020044794, 2.9543237096857995, -0.0584814105479892, 3.1555174943381554, 1.1232045669102053, 2.30730420790764, 2.0520527294433153, 1.5691376269275386, 3.0553207284303756, 4.504691907943033, 4.390324526661538, 1.895551429066176, 1.8288480416104491, 3.829907919389281, 2.757383582276175, 1.5883825797955635, 3.0345778833646646, 1.810025383418398, 0.6327024393679858, 4.322020252002548, 2.5581305980628244, 3.6659594032668723, 0.5577274608623142, 0.1087691212175712, 3.760202746457775, 2.563737328485338, 2.3226757190803857, -1.2180606214521543, 3.0650241578414015, 1.043833706500779, 2.854330176008809]|558.8743960738348733|      2.00000000|[1029, 336, 21, 42]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
      22|[2.4570226786991736, 3.165912089788599, 4.6482358278647204, 1.526070329226345, 3.016268231261377, 3.6830458997965896, 3.368531004321492, 3.099597074763595, 3.782987548796819, 3.247177018328074, 1.877364736218158, 2.879860463399173, 3.4682955146427648, 3.5544130706819637, 2.0913466161939653, 3.286637201269073, 1.380117657626526, 0.6238135816250798, 1.8198953003208724, 1.244651667025824, 3.1462701907815385, 0.1638397582648367, 3.704478604862057, 1.685931857144062, 2.702840480081769, 2.260314484278352, 1.9870579551111016, 3.4881817958619985, 4.908108465527997, 4.803449408496284, 1.768125740663634, 2.2227018130585683, 3.773177298034866, 2.9017962960188726, 1.991469403301784, 3.1640238482241188, 2.1173986766570496, 0.9252803200643782, 4.227506009380956, 2.8456812425448916, 3.7968641725592476, 1.004716799076344, 0.3427453458981622, 3.7381113579856264, 2.6002254717086015, 2.5363601666670683, -0.9682974127029628, 3.263938318838571, 0.8806062800598407, 3.448341942419116]|486.7854731027601360|      4.00000000|[1078, 352, 22, 44]                                                        |  | used linear model with 65 points | iterate success | actual_k=16
      23|[2.4570226786991736, 3.165912089788599, 4.6482358278647204, 1.526070329226345, 3.016268231261377, 3.6830458997965896, 3.368531004321492, 3.099597074763595, 3.782987548796819, 3.247177018328074, 1.877364736218158, 2.879860463399173, 3.4682955146427648, 3.5544130706819637, 2.0913466161939653, 3.286637201269073, 1.380117657626526, 0.6238135816250798, 1.8198953003208724, 1.244651667025824, 3.1462701907815385, 0.1638397582648367, 3.704478604862057, 1.685931857144062, 2.702840480081769, 2.260314484278352, 1.9870579551111016, 3.4881817958619985, 4.908108465527997, 4.803449408496284, 1.768125740663634, 2.2227018130585683, 3.773177298034866, 2.9017962960188726, 1.991469403301784, 3.1640238482241188, 2.1173986766570496, 0.9252803200643782, 4.227506009380956, 2.8456812425448916, 3.7968641725592476, 1.004716799076344, 0.3427453458981622, 3.7381113579856264, 2.6002254717086015, 2.5363601666670683, -0.9682974127029628, 3.263938318838571, 0.8806062800598407, 3.448341942419116]|486.7854731027601360|      2.00000000|[1127, 368, 23, 46]                                                        |  | used linear model with 65 points | iterate failure | actual_k=16
