k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[8, 2, 1, 4]                                                               |  | used linear model with 10 points | iterate failure | actual_k=1
      12|[0.4923652359042346, 0.3838381645586023, -0.202583799816232, -0.0173462608392318, 0.8043969798743638, 0.0350534810560071, 0.2525094223248069, 0.2508504484860807, -0.158260734344298]|4750.8977977779741195|      0.06250000|[93, 27, 12, 48]                                                           |  | used linear model with 10 points | iterate failure | actual_k=1
      13|[0.4992636741171866, 0.3882470901408069, -0.2272885624277513, -0.0393686808427967, 0.7869519530548781, -0.0134574215835759, 0.2446636863899307, 0.2537472877634528, -0.1623013730474382]|2332.4416796629830060|      0.12500000|[101, 29, 13, 52]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      14|[0.4992636741171866, 0.3882470901408069, -0.2272885624277513, -0.0393686808427967, 0.7869519530548781, -0.0134574215835759, 0.2446636863899307, 0.2537472877634528, -0.1623013730474382]|2332.4416796629830060|      0.06250000|[109, 31, 14, 56]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      15|[0.4992636741171866, 0.3882470901408069, -0.2272885624277513, -0.0393686808427967, 0.7869519530548781, -0.0134574215835759, 0.2446636863899307, 0.2537472877634528, -0.1623013730474382]|2332.4416796629830060|      0.03125000|[117, 33, 15, 60]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      16|[0.4789126674606327, 0.3876819337879244, -0.2274834909296667, -0.0342008041144515, 0.7918488874112187, -0.0005276937398762, 0.2474479437119027, 0.2675368046436339, -0.1502069947444722]|2091.7048289602453224|      0.06250000|[125, 35, 16, 64]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      17|[0.4789126674606327, 0.3876819337879244, -0.2274834909296667, -0.0342008041144515, 0.7918488874112187, -0.0005276937398762, 0.2474479437119027, 0.2675368046436339, -0.1502069947444722]|2091.7048289602453224|      0.03125000|[133, 37, 17, 68]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      18|[0.4915852031094386, 0.3909187328444085, -0.2297401197681388, -0.017950591206022, 0.8103022886263315, -0.0067440349025518, 0.2387861852789562, 0.2643069790947017, -0.1586746941209156]|1271.9662445803669470|      0.06250000|[141, 39, 18, 72]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      19|[0.4915852031094386, 0.3909187328444085, -0.2297401197681388, -0.017950591206022, 0.8103022886263315, -0.0067440349025518, 0.2387861852789562, 0.2643069790947017, -0.1586746941209156]|1271.9662445803669470|      0.03125000|[149, 41, 19, 76]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      20|[0.4861521116003598, 0.3940562058144891, -0.235287701307638, -0.0132016508861095, 0.8365037372914365, -0.0094424464416488, 0.2386649469685834, 0.2747416517236125, -0.1496648241811439]|768.2118396516477787|      0.06250000|[157, 43, 20, 80]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      21|[0.4861521116003598, 0.3940562058144891, -0.235287701307638, -0.0132016508861095, 0.8365037372914365, -0.0094424464416488, 0.2386649469685834, 0.2747416517236125, -0.1496648241811439]|768.2118396516477787|      0.03125000|[165, 45, 21, 84]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
      22|[0.475458021723753, 0.3811035201083302, -0.2218977254546065, -0.008902314752169, 0.8515301761947659, -0.0026346789362993, 0.2472140994521373, 0.2819089334726722, -0.1596675053112859]|587.6838579451472242|      0.06250000|[173, 47, 22, 88]                                                          |  | used linear model with 10 points | iterate success | actual_k=1
      23|[0.475458021723753, 0.3811035201083302, -0.2218977254546065, -0.008902314752169, 0.8515301761947659, -0.0026346789362993, 0.2472140994521373, 0.2819089334726722, -0.1596675053112859]|587.6838579451472242|      0.03125000|[180, 50, 23, 92]                                                          |  | used linear model with 10 points | iterate failure | actual_k=1
