k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[-3.5002329440909365, 0.9998835404331442, -0.0003355691657642, -0.000523267428587, 1.6996398728118352, -0.0001439022966715, -0.0003808648475133, -9.6374210518e-05]|1274.2090358567393196|      0.00006104|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[-3.5002329440909365, 0.9998835404331442, -0.0003355691657642, -0.000523267428587, 1.6996398728118352, -0.0001439022966715, -0.0003808648475133, -9.6374210518e-05]|1274.2090358567393196|      0.00003052|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      22|[-3.5002329440909365, 0.9998835404331442, -0.0003355691657642, -0.000523267428587, 1.6996398728118352, -0.0001439022966715, -0.0003808648475133, -9.6374210518e-05]|1274.2090358567393196|      0.00001526|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[-3.5002329440909365, 0.9998835404331442, -0.0003355691657642, -0.000523267428587, 1.6996398728118352, -0.0001439022966715, -0.0003808648475133, -9.6374210518e-05]|1274.2090358567393196|      0.00000763|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[-3.5002329440909365, 0.9998835404331442, -0.0003355691657642, -0.000523267428587, 1.6996398728118352, -0.0001439022966715, -0.0003808648475133, -9.6374210518e-05]|1274.2090358567393196|      0.00000381|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      25|[-3.5002329440909365, 0.9998835404331442, -0.0003355691657642, -0.000523267428587, 1.6996398728118352, -0.0001439022966715, -0.0003808648475133, -9.6374210518e-05]|1274.2090358567393196|      0.00000191|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[-3.5002329440909365, 0.9998835404331442, -0.0003355691657642, -0.000523267428587, 1.6996398728118352, -0.0001439022966715, -0.0003808648475133, -9.6374210518e-05]|1274.2090358567393196|      0.00000095|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      27|[-3.5002329103909053, 0.9998834792407972, -0.000335676362384, -0.0005230010170403, 1.6996397083222388, -0.0001440325952898, -0.0003809504079857, -9.54962622695e-05]|1268.7049395978128814|      0.00000191|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      28|[-3.5002329103909053, 0.9998834792407972, -0.000335676362384, -0.0005230010170403, 1.6996397083222388, -0.0001440325952898, -0.0003809504079857, -9.54962622695e-05]|1268.7049395978128814|      0.00000095|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      29|[-3.5002329103909053, 0.9998834792407972, -0.000335676362384, -0.0005230010170403, 1.6996397083222388, -0.0001440325952898, -0.0003809504079857, -9.54962622695e-05]|1268.7049395978128814|      0.00000048|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[-3.5002328899186956, 0.9998835624073695, -0.0003356576424837, -0.0005230670867028, 1.699639625998455, -0.0001439855117564, -0.0003809977845277, -9.59480184527e-05]|1266.6861834461087710|      0.00000095|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      31|[-3.5002328899186956, 0.9998835624073695, -0.0003356576424837, -0.0005230670867028, 1.699639625998455, -0.0001439855117564, -0.0003809977845277, -9.59480184527e-05]|1266.6861834461087710|      0.00000048|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      32|[-3.5002328899186956, 0.9998835624073695, -0.0003356576424837, -0.0005230670867028, 1.699639625998455, -0.0001439855117564, -0.0003809977845277, -9.59480184527e-05]|1266.6861834461087710|      0.00000024|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[-3.5002329276219704, 0.9998835723987245, -0.0003356505427046, -0.0005229838771196, 1.6996396789842159, -0.0001439633304076, -0.0003809707599604, -9.57375000858e-05]|1266.2634403718666363|      0.00000048|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      34|[-3.5002329276219704, 0.9998835723987245, -0.0003356505427046, -0.0005229838771196, 1.6996396789842159, -0.0001439633304076, -0.0003809707599604, -9.57375000858e-05]|1266.2634403718666363|      0.00000024|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      35|[-3.5002329276219704, 0.9998835723987245, -0.0003356505427046, -0.0005229838771196, 1.6996396789842159, -0.0001439633304076, -0.0003809707599604, -9.57375000858e-05]|1266.2634403718666363|      0.00000012|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      36|[-3.500232909634417, 0.9998835437493768, -0.0003356635880955, -0.0005229173809885, 1.6996396752422238, -0.000143980435682, -0.0003809533040809, -9.58261753315e-05]|1265.9305458508106312|      0.00000024|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      37|[-3.500232909634417, 0.9998835437493768, -0.0003356635880955, -0.0005229173809885, 1.6996396752422238, -0.000143980435682, -0.0003809533040809, -9.58261753315e-05]|1265.9305458508106312|      0.00000012|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      38|[-3.500232871135783, 0.9998835459250616, -0.0003356621950179, -0.0005228168129281, 1.6996397230735365, -0.0001439866232693, -0.0003809404500924, -9.58153700029e-05]|1265.6886385122013507|      0.00000024|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      39|[-3.500232862637797, 0.9998834834860829, -0.0003356514032139, -0.0005226243846042, 1.6996397263738239, -0.0001439170707846, -0.0003809248787801, -9.57122363596e-05]|1265.5170282974377187|      0.00000048|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      40|[-3.5002329976195288, 0.9998837058975835, -0.00033562908998, -0.0005223217963136, 1.6996399153401258, -0.0001438761304381, -0.000380773646108, -9.57981053394e-05]|1264.5139701734485698|      0.00000095|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
