k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[43.807445716380975, 150.0765985203318, -99.96437444773896, 2.516369916134446, 0.3581105561286187]|68099.7734375000000000|      0.50000000|[248, 88, 0, 22]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[43.807445716380975, 150.0765985203318, -99.96437444773896, 2.516369916134446, 0.3581105561286187]|68099.7734375000000000|      0.25000000|[272, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      13|[43.65399630947951, 150.0504360819108, -100.01542278762406, 2.528442376760991, 0.1696506690787485]|66300.1484375000000000|      0.50000000|[294, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[43.65399630947951, 150.0504360819108, -100.01542278762406, 2.528442376760991, 0.1696506690787485]|66300.1484375000000000|      0.25000000|[317, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[43.65399630947951, 150.0504360819108, -100.01542278762406, 2.528442376760991, 0.1696506690787485]|66300.1484375000000000|      0.12500000|[340, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3554687500000000|      0.25000000|[364, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3554687500000000|      0.12500000|[387, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3554687500000000|      0.06250000|[410, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[43.63545577922545, 150.03706434831673, -100.00357386995738, 2.528555659878672, 0.0473312683458683]|60041.3554687500000000|      0.03125000|[434, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[43.63449810579562, 150.03498635010823, -100.00080223334395, 2.526691277705993, 0.0163446681024647]|45728.7343750000000000|      0.06250000|[457, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[43.63449810579562, 150.03498635010823, -100.00080223334395, 2.526691277705993, 0.0163446681024647]|45728.7343750000000000|      0.03125000|[480, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[43.63449810579562, 150.03498635010823, -100.00080223334395, 2.526691277705993, 0.0163446681024647]|45728.7343750000000000|      0.01562500|[503, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[43.64325836306586, 150.03693499478507, -100.00257914842672, 2.523790336302463, 0.0040146878411497]|26617.0859375000000000|      0.03125000|[525, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      24|[43.64325836306586, 150.03693499478507, -100.00257914842672, 2.523790336302463, 0.0040146878411497]|26617.0859375000000000|      0.01562500|[548, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      25|[43.64325836306586, 150.03693499478507, -100.00257914842672, 2.523790336302463, 0.0040146878411497]|26617.0859375000000000|      0.00781250|[571, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
