k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, 2.0, 1.0, 1.0, 1.0, 1.0]                                                  |  0.7790700756449387|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[1.185240746704082, 1.9383679717434015, 1.107313392261566, 0.7497865741632062, 1.3246332111246488, 1.1270459931951415]|  0.3227549570648284|      0.06250000|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[1.208504223936201, 1.9492903397256258, 1.098810989580386, 0.7290533343971898, 1.3680301960143126, 1.1563769687102823]|  0.3086868558546104|      0.12500000|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[1.208504223936201, 1.9492903397256258, 1.098810989580386, 0.7290533343971898, 1.3680301960143126, 1.1563769687102823]|  0.3086868558546104|      0.06250000|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[1.208504223936201, 1.9492903397256258, 1.098810989580386, 0.7290533343971898, 1.3680301960143126, 1.1563769687102823]|  0.3086868558546104|      0.03125000|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[1.2195792929780247, 1.9490215022399406, 1.112575702757812, 0.7102425863354117, 1.3699572080697373, 1.173892907884728]|  0.3052565710961462|      0.06250000|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[1.2195792929780247, 1.9490215022399406, 1.112575702757812, 0.7102425863354117, 1.3699572080697373, 1.173892907884728]|  0.3052565710961462|      0.03125000|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[1.2393410503469728, 1.946678442449496, 1.0958202365611527, 0.7181904757127018, 1.3830106147104613, 1.16575414271057]|  0.3034529500454307|      0.06250000|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[1.2393410503469728, 1.946678442449496, 1.0958202365611527, 0.7181904757127018, 1.3830106147104613, 1.16575414271057]|  0.3034529500454307|      0.03125000|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[1.2440012676235788, 1.9520218884207168, 1.115130474937372, 0.7010856301767703, 1.378231405262901, 1.1811810857061646]|  0.3013503299799588|      0.06250000|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      23|[1.2440012676235788, 1.9520218884207168, 1.115130474937372, 0.7010856301767703, 1.378231405262901, 1.1811810857061646]|  0.3013503299799588|      0.03125000|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[1.2626265778981045, 1.9507545316551864, 1.102054425194101, 0.7101440158955533, 1.3927910643541492, 1.168412647178514]|  0.2999599839194547|      0.06250000|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[1.2626265778981045, 1.9507545316551864, 1.102054425194101, 0.7101440158955533, 1.3927910643541492, 1.168412647178514]|  0.2999599839194547|      0.03125000|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[1.2626265778981045, 1.9507545316551864, 1.102054425194101, 0.7101440158955533, 1.3927910643541492, 1.168412647178514]|  0.2999599839194547|      0.01562500|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[1.2617323732096666, 1.952910860135819, 1.1110630069488467, 0.7025282043271253, 1.3911147489647722, 1.1782475902945866]|  0.2974392708624282|      0.03125000|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[1.2825636169131218, 1.951309921386696, 1.1082902638512289, 0.6916605341470504, 1.4113536801132842, 1.176091184157904]|  0.2959694143063111|      0.06250000|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      29|[1.2825636169131218, 1.951309921386696, 1.1082902638512289, 0.6916605341470504, 1.4113536801132842, 1.176091184157904]|  0.2959694143063111|      0.03125000|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[1.2825636169131218, 1.951309921386696, 1.1082902638512289, 0.6916605341470504, 1.4113536801132842, 1.176091184157904]|  0.2959694143063111|      0.01562500|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
