k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[25, 8, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=4
      12|[-0.0023179651579107, -0.0004732785352803, 0.0006319045382002, 0.0008184339131128, 0.0011427103353784, 0.0009227087134274, -0.0009080672276148, -2.88776382244e-05, 0.0010151882313751, 0.0002652790525709, -0.0004377529459538, -0.0011153630043655, -0.0017074841152851, -0.0002320336949215, 1.0003226674446966]|2115.3537676422542972|      0.00097656|[300, 96, 12, 36]                                                          |  | used linear model with 33 points | iterate failure | actual_k=4
      13|[-0.0028083561754379, -0.0006809675145472, 0.0001671244392072, 0.0008082900705458, 0.00109331557539, 0.0012503866290006, -0.0005934705331853, 3.20519269197e-05, 0.0011190350585354, 0.0002382016576767, -0.0005197172100811, -0.0011544533759114, -0.0020204834342031, -9.00956681738e-05, 1.000644471953511]|2114.8323505373045919|      0.00195312|[325, 104, 13, 39]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      14|[-0.0028083561754379, -0.0006809675145472, 0.0001671244392072, 0.0008082900705458, 0.00109331557539, 0.0012503866290006, -0.0005934705331853, 3.20519269197e-05, 0.0011190350585354, 0.0002382016576767, -0.0005197172100811, -0.0011544533759114, -0.0020204834342031, -9.00956681738e-05, 1.000644471953511]|2114.8323505373045919|      0.00097656|[350, 112, 14, 42]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      15|[-0.0028083561754379, -0.0006809675145472, 0.0001671244392072, 0.0008082900705458, 0.00109331557539, 0.0012503866290006, -0.0005934705331853, 3.20519269197e-05, 0.0011190350585354, 0.0002382016576767, -0.0005197172100811, -0.0011544533759114, -0.0020204834342031, -9.00956681738e-05, 1.000644471953511]|2114.8323505373045919|      0.00048828|[375, 120, 15, 45]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      16|[-0.0023394850413655, -0.0007583220579455, 8.40430177275e-05, 0.0008243203327402, 0.0010960522481116, 0.0012311641407536, -0.0005726357132921, 2.78107685178e-05, 0.00111808551143, 0.0002361664712884, -0.0005212802622298, -0.0011611050351678, -0.0020663264424584, -0.0001379689844893, 1.000631784017274]|2114.6803910810235720|      0.00097656|[400, 128, 16, 48]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      17|[-0.0023394850413655, -0.0007583220579455, 8.40430177275e-05, 0.0008243203327402, 0.0010960522481116, 0.0012311641407536, -0.0005726357132921, 2.78107685178e-05, 0.00111808551143, 0.0002361664712884, -0.0005212802622298, -0.0011611050351678, -0.0020663264424584, -0.0001379689844893, 1.000631784017274]|2114.6803910810235720|      0.00048828|[425, 136, 17, 51]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      18|[-0.0023394850413655, -0.0007583220579455, 8.40430177275e-05, 0.0008243203327402, 0.0010960522481116, 0.0012311641407536, -0.0005726357132921, 2.78107685178e-05, 0.00111808551143, 0.0002361664712884, -0.0005212802622298, -0.0011611050351678, -0.0020663264424584, -0.0001379689844893, 1.000631784017274]|2114.6803910810235720|      0.00024414|[450, 144, 18, 54]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      19|[-0.0025442810727816, -0.0008246521828383, 6.03306196147e-05, 0.0008401652667976, 0.001099383940112, 0.0013359761027093, -0.0005615329322105, 4.18533150681e-05, 0.0011240010800856, 0.0002536945736333, -0.0005040447207754, -0.0011770767643391, -0.0020770648951193, -0.0001480668720237, 1.0006271555599353]|2114.4036508993922325|      0.00048828|[475, 152, 19, 57]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      20|[-0.0025103263646212, -0.0012154808110521, -4.55518281162e-05, 0.0008780207534745, 0.0010821498335628, 0.0014864707142486, -0.0005451858524478, 5.21466245469e-05, 0.0010667214162747, 0.000366193317156, -0.0005024946515787, -0.0012143414999506, -0.0021868671215503, -0.0002824525725304, 1.0005938141136252]|2114.1026365168713710|      0.00097656|[500, 160, 20, 60]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      21|[-0.0025103263646212, -0.0012154808110521, -4.55518281162e-05, 0.0008780207534745, 0.0010821498335628, 0.0014864707142486, -0.0005451858524478, 5.21466245469e-05, 0.0010667214162747, 0.000366193317156, -0.0005024946515787, -0.0012143414999506, -0.0021868671215503, -0.0002824525725304, 1.0005938141136252]|2114.1026365168713710|      0.00048828|[525, 168, 21, 63]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      22|[-0.0025103263646212, -0.0012154808110521, -4.55518281162e-05, 0.0008780207534745, 0.0010821498335628, 0.0014864707142486, -0.0005451858524478, 5.21466245469e-05, 0.0010667214162747, 0.000366193317156, -0.0005024946515787, -0.0012143414999506, -0.0021868671215503, -0.0002824525725304, 1.0005938141136252]|2114.1026365168713710|      0.00024414|[550, 176, 22, 66]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      23|[-0.0025366654374133, -0.0013593755622496, -0.0001153092983902, 0.0008975759495861, 0.0010568158375722, 0.0014443426352901, -0.0006102357299192, 0.0001053582892811, 0.0009762832376403, 0.0004074456731491, -0.0005424763696814, -0.0012127702744938, -0.0021875332111052, -0.0003857859157422, 1.0005575224758139]|2113.9976524550925205|      0.00048828|[575, 184, 23, 69]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      24|[-0.0025266754603054, -0.0016464304222017, -0.0003037283210694, 0.0009456083605497, 0.0009647313765704, 0.0013675498968113, -0.0004917786237762, 0.0001081547042265, 0.0011790077217971, 0.0004000166715028, -0.0005379307412655, -0.0013577932032263, -0.0022942536216524, -0.0005122531425173, 1.000567766646819]|2113.7875903410590581|      0.00097656|[600, 192, 24, 72]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      25|[-0.0025266754603054, -0.0016464304222017, -0.0003037283210694, 0.0009456083605497, 0.0009647313765704, 0.0013675498968113, -0.0004917786237762, 0.0001081547042265, 0.0011790077217971, 0.0004000166715028, -0.0005379307412655, -0.0013577932032263, -0.0022942536216524, -0.0005122531425173, 1.000567766646819]|2113.7875903410590581|      0.00048828|[625, 200, 25, 75]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      26|[-0.0025266754603054, -0.0016464304222017, -0.0003037283210694, 0.0009456083605497, 0.0009647313765704, 0.0013675498968113, -0.0004917786237762, 0.0001081547042265, 0.0011790077217971, 0.0004000166715028, -0.0005379307412655, -0.0013577932032263, -0.0022942536216524, -0.0005122531425173, 1.000567766646819]|2113.7875903410590581|      0.00024414|[650, 208, 26, 78]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      27|[-0.002424128713059, -0.0018140938573706, -0.0003498868677927, 0.0009644905469735, 0.0009580620695187, 0.0014442932580895, -0.0004477375784081, 5.3123997614e-05, 0.0011471015283894, 0.0003815316730307, -0.0005439446875101, -0.0013512288657422, -0.002340125175881, -0.0005730670114944, 1.000586398164157]|2113.6706718968894165|      0.00048828|[675, 216, 27, 81]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      28|[-0.0026096526489435, -0.0021795858623294, -0.0004243784497207, 0.000906957556766, 0.0010381163232718, 0.0015767902832764, -0.0003701210706879, 9.81655184564e-05, 0.0012295267942263, 0.0004527943487855, -0.0005508211092089, -0.0012776894013756, -0.0023310517144509, -0.0006795256893054, 1.0005581955648755]|2113.5067370321935414|      0.00097656|[700, 224, 28, 84]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      29|[-0.0026096526489435, -0.0021795858623294, -0.0004243784497207, 0.000906957556766, 0.0010381163232718, 0.0015767902832764, -0.0003701210706879, 9.81655184564e-05, 0.0012295267942263, 0.0004527943487855, -0.0005508211092089, -0.0012776894013756, -0.0023310517144509, -0.0006795256893054, 1.0005581955648755]|2113.5067370321935414|      0.00048828|[725, 232, 29, 87]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      30|[-0.0023648442959276, -0.0023745372605184, -0.0005323724190717, 0.0010221083586427, 0.0008534165906708, 0.0015342697840765, -0.0004085850082187, 3.04929055443e-05, 0.0010241295090251, 0.0004519234828346, -0.0005917030676125, -0.0012103286027059, -0.0024210701550596, -0.000808405563928, 1.0005798057342024]|2113.2892232687117939|      0.00097656|[750, 240, 30, 90]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      31|[-0.0023648442959276, -0.0023745372605184, -0.0005323724190717, 0.0010221083586427, 0.0008534165906708, 0.0015342697840765, -0.0004085850082187, 3.04929055443e-05, 0.0010241295090251, 0.0004519234828346, -0.0005917030676125, -0.0012103286027059, -0.0024210701550596, -0.000808405563928, 1.0005798057342024]|2113.2892232687117939|      0.00048828|[775, 248, 31, 93]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      32|[-0.0023648442959276, -0.0023745372605184, -0.0005323724190717, 0.0010221083586427, 0.0008534165906708, 0.0015342697840765, -0.0004085850082187, 3.04929055443e-05, 0.0010241295090251, 0.0004519234828346, -0.0005917030676125, -0.0012103286027059, -0.0024210701550596, -0.000808405563928, 1.0005798057342024]|2113.2892232687117939|      0.00024414|[800, 256, 32, 96]                                                         |  | used linear model with 33 points | iterate failure | actual_k=4
      33|[-0.0025560221507075, -0.0024681638366315, -0.0005747016967455, 0.0010473701827927, 0.0008616517876365, 0.0015242076883063, -0.0004107093234732, 3.79641342845e-05, 0.0010126601379247, 0.0005280683587159, -0.0006066310286781, -0.0012400925151089, -0.0024468287785774, -0.0008602701202847, 1.0005446112580871]|2113.2040142796308828|      0.00048828|[825, 264, 33, 99]                                                         |  | used linear model with 33 points | iterate success | actual_k=4
      34|[-0.0025560221507075, -0.0024681638366315, -0.0005747016967455, 0.0010473701827927, 0.0008616517876365, 0.0015242076883063, -0.0004107093234732, 3.79641342845e-05, 0.0010126601379247, 0.0005280683587159, -0.0006066310286781, -0.0012400925151089, -0.0024468287785774, -0.0008602701202847, 1.0005446112580871]|2113.2040142796308828|      0.00024414|[850, 272, 34, 102]                                                        |  | used linear model with 33 points | iterate failure | actual_k=4
      35|[-0.0023605168383559, -0.0025895945775801, -0.0006083071589271, 0.0010656271043652, 0.0008371058347251, 0.0015318355430042, -0.0004042867801973, 3.51003362638e-05, 0.0010127308977798, 0.0005457113549163, -0.0006074048701503, -0.0012388516523338, -0.0024786595680277, -0.0009154620970582, 1.000554168442486]|2113.1234838277473500|      0.00048828|[875, 280, 35, 105]                                                        |  | used linear model with 33 points | iterate success | actual_k=4
      36|[-0.0025605336372502, -0.0027515963015121, -0.0007684319976096, 0.0011076116649096, 0.0008122013444287, 0.0013922720450821, -0.000377739741227, -0.000109897176593, 0.0010303309432371, 0.0005615099630244, -0.0004733387799258, -0.0014928610072471, -0.0025300618687737, -0.0009983468003401, 1.0006560090468912]|2113.0183349107778668|      0.00097656|[900, 288, 36, 108]                                                        |  | used linear model with 33 points | iterate success | actual_k=4
      37|[-0.0023814990707783, -0.0031787327298859, -0.0007704867325247, 0.0014411467874487, 0.0008541626138267, 0.0014720305278899, -0.0004183467445207, -0.0001330325738788, 0.0008983078002927, 0.0010377502637187, -0.0005859109785507, -0.001882920523865, -0.0023056562447342, -0.0013427926338352, 1.0008549173072427]|2112.6492499114588099|      0.00195312|[925, 296, 37, 111]                                                        |  | used linear model with 33 points | iterate success | actual_k=4
      38|[-0.0023814990707783, -0.0031787327298859, -0.0007704867325247, 0.0014411467874487, 0.0008541626138267, 0.0014720305278899, -0.0004183467445207, -0.0001330325738788, 0.0008983078002927, 0.0010377502637187, -0.0005859109785507, -0.001882920523865, -0.0023056562447342, -0.0013427926338352, 1.0008549173072427]|2112.6492499114588099|      0.00097656|[950, 304, 38, 114]                                                        |  | used linear model with 33 points | iterate failure | actual_k=4
      39|[-0.0023814990707783, -0.0031787327298859, -0.0007704867325247, 0.0014411467874487, 0.0008541626138267, 0.0014720305278899, -0.0004183467445207, -0.0001330325738788, 0.0008983078002927, 0.0010377502637187, -0.0005859109785507, -0.001882920523865, -0.0023056562447342, -0.0013427926338352, 1.0008549173072427]|2112.6492499114588099|      0.00048828|[975, 312, 39, 117]                                                        |  | used linear model with 33 points | iterate failure | actual_k=4
      40|[-0.0026039411575342, -0.0034587529587014, -0.0009084089016666, 0.0014768981291103, 0.0007240306196947, 0.0015460492642835, -0.000307999590613, -8.98501124625e-05, 0.0009184115927654, 0.0011332867726157, -0.0005018490687832, -0.0019398323001402, -0.0023325638818911, -0.0014744222121876, 1.0007288829942593]|2112.5469977124721481|      0.00097656|[1000, 320, 40, 120]                                                       |  | used linear model with 33 points | iterate success | actual_k=4
      41|[-0.0026039411575342, -0.0034587529587014, -0.0009084089016666, 0.0014768981291103, 0.0007240306196947, 0.0015460492642835, -0.000307999590613, -8.98501124625e-05, 0.0009184115927654, 0.0011332867726157, -0.0005018490687832, -0.0019398323001402, -0.0023325638818911, -0.0014744222121876, 1.0007288829942593]|2112.5469977124721481|      0.00048828|[1025, 328, 41, 123]                                                       |  | used linear model with 33 points | iterate failure | actual_k=4
      42|[-0.0026039411575342, -0.0034587529587014, -0.0009084089016666, 0.0014768981291103, 0.0007240306196947, 0.0015460492642835, -0.000307999590613, -8.98501124625e-05, 0.0009184115927654, 0.0011332867726157, -0.0005018490687832, -0.0019398323001402, -0.0023325638818911, -0.0014744222121876, 1.0007288829942593]|2112.5469977124721481|      0.00024414|[1050, 336, 42, 126]                                                       |  | used linear model with 33 points | iterate failure | actual_k=4
      43|[-0.0023753641645049, -0.0035346505499377, -0.000924761131999, 0.0014886692922488, 0.0007215023554174, 0.0015382587653542, -0.0003175251979466, -9.23716659118e-05, 0.0009118804467022, 0.0011321806379894, -0.0005064952126481, -0.0019320891472367, -0.0023557762126752, -0.0014924023879592, 1.0007226298314766]|2112.3755931096270615|      0.00048828|[1075, 344, 43, 129]                                                       |  | used linear model with 33 points | iterate success | actual_k=4
      44|[-0.0023753641645049, -0.0035346505499377, -0.000924761131999, 0.0014886692922488, 0.0007215023554174, 0.0015382587653542, -0.0003175251979466, -9.23716659118e-05, 0.0009118804467022, 0.0011321806379894, -0.0005064952126481, -0.0019320891472367, -0.0023557762126752, -0.0014924023879592, 1.0007226298314766]|2112.3755931096270615|      0.00024414|[1100, 352, 44, 132]                                                       |  | used linear model with 33 points | iterate failure | actual_k=4
      45|[-0.0024262620792172, -0.0037254886817637, -0.00099409004703, 0.0015399642232061, 0.0007403803507473, 0.0015703021571432, -0.0003616877641338, -0.0001005410876902, 0.0008939400512501, 0.001091747485561, -0.0004890737645916, -0.0018976762546429, -0.0023562049935114, -0.0015673658385724, 1.0007489509695517]|2112.2403275661567932|      0.00048828|[1125, 360, 45, 135]                                                       |  | used linear model with 33 points | iterate success | actual_k=4
      46|[-0.0024262620792172, -0.0037254886817637, -0.00099409004703, 0.0015399642232061, 0.0007403803507473, 0.0015703021571432, -0.0003616877641338, -0.0001005410876902, 0.0008939400512501, 0.001091747485561, -0.0004890737645916, -0.0018976762546429, -0.0023562049935114, -0.0015673658385724, 1.0007489509695517]|2112.2403275661567932|      0.00024414|[1150, 368, 46, 138]                                                       |  | used linear model with 33 points | iterate failure | actual_k=4
      47|[-0.0024262620792172, -0.0037254886817637, -0.00099409004703, 0.0015399642232061, 0.0007403803507473, 0.0015703021571432, -0.0003616877641338, -0.0001005410876902, 0.0008939400512501, 0.001091747485561, -0.0004890737645916, -0.0018976762546429, -0.0023562049935114, -0.0015673658385724, 1.0007489509695517]|2112.2403275661567932|      0.00012207|[1175, 376, 47, 141]                                                       |  | used linear model with 33 points | iterate failure | actual_k=4
      48|[-0.0023999690241454, -0.0038237158474953, -0.0010240875948714, 0.0015472016944261, 0.0007323052642529, 0.001594541281756, -0.0003558522797391, -0.0001173477565659, 0.0008932060975316, 0.0011097513293239, -0.0005011673948414, -0.0019148146479062, -0.0023821028289444, -0.0016020144095434, 1.0007469790493446]|2112.1706416942647593|      0.00024414|[1200, 384, 48, 144]                                                       |  | used linear model with 33 points | iterate success | actual_k=4
      49|[-0.0023999690241454, -0.0038237158474953, -0.0010240875948714, 0.0015472016944261, 0.0007323052642529, 0.001594541281756, -0.0003558522797391, -0.0001173477565659, 0.0008932060975316, 0.0011097513293239, -0.0005011673948414, -0.0019148146479062, -0.0023821028289444, -0.0016020144095434, 1.0007469790493446]|2112.1706416942647593|      0.00012207|[1225, 392, 49, 147]                                                       |  | used linear model with 33 points | iterate failure | actual_k=4
      50|[-0.0023982410516752, -0.00392846485365, -0.0010467800355817, 0.0015535954184947, 0.0007385604953074, 0.0016081876909791, -0.000349276435562, -0.0001232096124314, 0.0008885843249303, 0.0011197090855914, -0.0004954583558112, -0.001931443851896, -0.0024227777852289, -0.0016324419032446, 1.0007545363818868]|2112.1005417649239462|      0.00024414|[1250, 400, 50, 150]                                                       |  | used linear model with 33 points | iterate success | actual_k=4
