k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[-0.0012711147171288, 0.0027981230429263, -0.0017219285964331, -0.000144249983379, 0.0009629633322562, 0.0023804119802086, 0.000281785920061, -0.0004986986830126, 0.000764296152541, 0.0021944581495294, 0.0003149253206401, -0.0020626324969159, -0.0012932366661556, -0.0003838601368355, 0.9969038623048213]|2123.6258752444628044|      0.00390625|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[-0.0029293508455958, 0.0012733039545947, -0.0012109785718555, -0.0008953787171192, -2.1794310682e-05, 0.0009141073656224, -0.0001349088210938, -0.0007563209030483, 0.0014726219938588, 0.0020577565778915, 0.0009860137378151, -0.0030868841172518, 0.0004764490546363, -0.0012953052288677, 0.9970323937326446]|2116.5004356510653452|      0.00781250|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      14|[-0.0029293508455958, 0.0012733039545947, -0.0012109785718555, -0.0008953787171192, -2.1794310682e-05, 0.0009141073656224, -0.0001349088210938, -0.0007563209030483, 0.0014726219938588, 0.0020577565778915, 0.0009860137378151, -0.0030868841172518, 0.0004764490546363, -0.0012953052288677, 0.9970323937326446]|2116.5004356510653452|      0.00390625|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[-0.0029293508455958, 0.0012733039545947, -0.0012109785718555, -0.0008953787171192, -2.1794310682e-05, 0.0009141073656224, -0.0001349088210938, -0.0007563209030483, 0.0014726219938588, 0.0020577565778915, 0.0009860137378151, -0.0030868841172518, 0.0004764490546363, -0.0012953052288677, 0.9970323937326446]|2116.5004356510653452|      0.00195312|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[-0.0029293508455958, 0.0012733039545947, -0.0012109785718555, -0.0008953787171192, -2.1794310682e-05, 0.0009141073656224, -0.0001349088210938, -0.0007563209030483, 0.0014726219938588, 0.0020577565778915, 0.0009860137378151, -0.0030868841172518, 0.0004764490546363, -0.0012953052288677, 0.9970323937326446]|2116.5004356510653452|      0.00097656|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[-0.0025556036415441, 0.0010263208053496, -0.0009416704997857, -0.0010988605055109, -6.68524236951e-05, 0.0014858867987372, -0.0002904812750217, -0.0008415569432587, 0.0016804627639172, 0.0021817365006557, 0.0010370399885078, -0.0027971573373931, 0.000649817106559, -0.0010990832344756, 0.9972872494224607]|2115.4067416306684208|      0.00195312|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      18|[-0.0025556036415441, 0.0010263208053496, -0.0009416704997857, -0.0010988605055109, -6.68524236951e-05, 0.0014858867987372, -0.0002904812750217, -0.0008415569432587, 0.0016804627639172, 0.0021817365006557, 0.0010370399885078, -0.0027971573373931, 0.000649817106559, -0.0010990832344756, 0.9972872494224607]|2115.4067416306684208|      0.00097656|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[-0.0025556036415441, 0.0010263208053496, -0.0009416704997857, -0.0010988605055109, -6.68524236951e-05, 0.0014858867987372, -0.0002904812750217, -0.0008415569432587, 0.0016804627639172, 0.0021817365006557, 0.0010370399885078, -0.0027971573373931, 0.000649817106559, -0.0010990832344756, 0.9972872494224607]|2115.4067416306684208|      0.00048828|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[-0.0025672250920968, 0.0009013960008021, -0.0009074895930816, -0.0013210478025424, -3.07199304663e-05, 0.0017397667248039, -0.0002322271247661, -0.0009148384437455, 0.0014445236465141, 0.002272700900306, 0.0010209585421273, -0.002641287215526, 0.000576537432932, -0.001072314916169, 0.997342341492896]|2115.2699203592292179|      0.00097656|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[-0.0025672250920968, 0.0009013960008021, -0.0009074895930816, -0.0013210478025424, -3.07199304663e-05, 0.0017397667248039, -0.0002322271247661, -0.0009148384437455, 0.0014445236465141, 0.002272700900306, 0.0010209585421273, -0.002641287215526, 0.000576537432932, -0.001072314916169, 0.997342341492896]|2115.2699203592292179|      0.00048828|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[-0.0025672250920968, 0.0009013960008021, -0.0009074895930816, -0.0013210478025424, -3.07199304663e-05, 0.0017397667248039, -0.0002322271247661, -0.0009148384437455, 0.0014445236465141, 0.002272700900306, 0.0010209585421273, -0.002641287215526, 0.000576537432932, -0.001072314916169, 0.997342341492896]|2115.2699203592292179|      0.00024414|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[-0.0025672250920968, 0.0009013960008021, -0.0009074895930816, -0.0013210478025424, -3.07199304663e-05, 0.0017397667248039, -0.0002322271247661, -0.0009148384437455, 0.0014445236465141, 0.002272700900306, 0.0010209585421273, -0.002641287215526, 0.000576537432932, -0.001072314916169, 0.997342341492896]|2115.2699203592292179|      0.00012207|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[-0.0025524501002747, 0.0008032408276768, -0.0009316854125135, -0.0013395068425276, -4.34257094784e-05, 0.0017273470103295, -0.000208710263877, -0.0009339791459422, 0.001471941702578, 0.0022809003278857, 0.0010059138909553, -0.0026146314178969, 0.0005506114577255, -0.0010901239790989, 0.9973542570797289]|2115.2057483919970764|      0.00024414|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      25|[-0.0025610714694692, 0.000644714781963, -0.0009549127981191, -0.001248904179833, -3.43831679565e-05, 0.0017546076208657, -0.0002265138973532, -0.001034305651115, 0.0015003105110134, 0.0023001617931254, 0.0010314211151719, -0.0025752414149021, 0.0005974368784195, -0.001142152775495, 0.9972757295661786]|2115.1072678517480199|      0.00048828|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-0.0025610714694692, 0.000644714781963, -0.0009549127981191, -0.001248904179833, -3.43831679565e-05, 0.0017546076208657, -0.0002265138973532, -0.001034305651115, 0.0015003105110134, 0.0023001617931254, 0.0010314211151719, -0.0025752414149021, 0.0005974368784195, -0.001142152775495, 0.9972757295661786]|2115.1072678517480199|      0.00024414|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-0.0024873557217736, 0.0004605740690419, -0.001020012571446, -0.0012288539671562, 1.78951363426e-05, 0.0016984169090815, -0.0001939381911754, -0.0010390879741049, 0.0015446379057137, 0.002253017730184, 0.001045834671118, -0.002593936364629, 0.0005693137675787, -0.0011569748948237, 0.9973295165375792]|2115.0013080349858683|      0.00048828|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[-0.0024873557217736, 0.0004605740690419, -0.001020012571446, -0.0012288539671562, 1.78951363426e-05, 0.0016984169090815, -0.0001939381911754, -0.0010390879741049, 0.0015446379057137, 0.002253017730184, 0.001045834671118, -0.002593936364629, 0.0005693137675787, -0.0011569748948237, 0.9973295165375792]|2115.0013080349858683|      0.00024414|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[-0.0026101525095593, 0.0002925217660735, -0.0010605270854437, -0.0011628693177388, 2.12130958489e-05, 0.0017458631056961, -0.0001901002085099, -0.0010567151749067, 0.0015818737368765, 0.002283819825343, 0.0010309490103394, -0.0026025905669455, 0.0005254604277215, -0.0011935613139118, 0.9973720322149198]|2114.9053806430974873|      0.00048828|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[-0.0026101525095593, 0.0002925217660735, -0.0010605270854437, -0.0011628693177388, 2.12130958489e-05, 0.0017458631056961, -0.0001901002085099, -0.0010567151749067, 0.0015818737368765, 0.002283819825343, 0.0010309490103394, -0.0026025905669455, 0.0005254604277215, -0.0011935613139118, 0.9973720322149198]|2114.9053806430974873|      0.00024414|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[-0.002496282455378, 0.0001936752097955, -0.0010432069174638, -0.0011828732180982, -1.31658286228e-05, 0.0017949060550935, -0.0002729133084845, -0.0011516833895037, 0.0015442561222108, 0.002220721239469, 0.0010418505301547, -0.0026308795820247, 0.0005118334342916, -0.0012897864379551, 0.9974027369299844]|2114.8160845029115080|      0.00048828|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      32|[-0.0025032011173583, 3.76511023994e-05, -0.0012508106517639, -0.0011712229737884, 3.28943776131e-05, 0.0016721220944523, -0.0002925472964098, -0.0014006112659436, 0.0014099696428685, 0.0023967115127773, 0.0011697322695797, -0.0026153310289654, 0.0004389580079761, -0.0014211842754657, 0.9974581172028653]|2114.6463286035591409|      0.00097656|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[-0.0025032011173583, 3.76511023994e-05, -0.0012508106517639, -0.0011712229737884, 3.28943776131e-05, 0.0016721220944523, -0.0002925472964098, -0.0014006112659436, 0.0014099696428685, 0.0023967115127773, 0.0011697322695797, -0.0026153310289654, 0.0004389580079761, -0.0014211842754657, 0.9974581172028653]|2114.6463286035591409|      0.00048828|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[-0.0025527687113511, -0.0002553385143099, -0.0014959990324641, -0.0010774789955161, -5.70926155992e-05, 0.0017899855131595, -0.0001558629440603, -0.0013572708275311, 0.0014896775670196, 0.002505667074361, 0.0011306517763187, -0.002685334614546, 0.0003803579045267, -0.0013788558018389, 0.9973643895910559]|2114.4431012992813521|      0.00097656|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[-0.0025527687113511, -0.0002553385143099, -0.0014959990324641, -0.0010774789955161, -5.70926155992e-05, 0.0017899855131595, -0.0001558629440603, -0.0013572708275311, 0.0014896775670196, 0.002505667074361, 0.0011306517763187, -0.002685334614546, 0.0003803579045267, -0.0013788558018389, 0.9973643895910559]|2114.4431012992813521|      0.00048828|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[-0.0025527687113511, -0.0002553385143099, -0.0014959990324641, -0.0010774789955161, -5.70926155992e-05, 0.0017899855131595, -0.0001558629440603, -0.0013572708275311, 0.0014896775670196, 0.002505667074361, 0.0011306517763187, -0.002685334614546, 0.0003803579045267, -0.0013788558018389, 0.9973643895910559]|2114.4431012992813521|      0.00024414|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[-0.0024283264041856, -0.0003302791020798, -0.0014780998948835, -0.0010878695877338, -4.83409080282e-05, 0.0017525680783182, -0.0001657145619415, -0.0014212233064163, 0.0015321460198894, 0.0025017999062202, 0.0010486181802543, -0.0026221718077552, 0.0003561877985082, -0.0015161518427695, 0.9973853352012169]|2114.3801698292791116|      0.00048828|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[-0.002592090488747, -0.0006573982356742, -0.0016071767902656, -0.0010476661333267, 7.8677944212e-06, 0.001775818147247, -0.0002727051669075, -0.0015344574044142, 0.0014408065052136, 0.0026483737996214, 0.0010096030171898, -0.0027238141981569, 0.0002691161698752, -0.0015624165103269, 0.9973019996180548]|2114.1909841269475692|      0.00097656|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[-0.0024123685752509, -0.001177234823373, -0.0018360523564749, -0.0010800054899581, 0.0001741304755939, 0.00186449319716, 0.0001770580918265, -0.0018212542924742, 0.0016314436514175, 0.0026503886076625, 0.0012164441598614, -0.00257413648575, 0.0003962980894067, -0.0018778400969128, 0.9975479018130162]|2113.7788391635117478|      0.00195312|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[-0.0024123685752509, -0.001177234823373, -0.0018360523564749, -0.0010800054899581, 0.0001741304755939, 0.00186449319716, 0.0001770580918265, -0.0018212542924742, 0.0016314436514175, 0.0026503886076625, 0.0012164441598614, -0.00257413648575, 0.0003962980894067, -0.0018778400969128, 0.9975479018130162]|2113.7788391635117478|      0.00097656|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      41|[-0.0024750641078506, -0.0018507496232958, -0.0017962526963802, -0.0010010695850051, 0.0002191589111595, 0.0014744751836857, 0.0003035691802435, -0.0019532591694935, 0.0015930025663511, 0.00252913082926, 0.0009392916692082, -0.0024675489851003, 0.0002145753914696, -0.002224565258722, 0.997340206083729]|2113.3993452543286367|      0.00195312|[615, 82, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      42|[-0.0024750641078506, -0.0018507496232958, -0.0017962526963802, -0.0010010695850051, 0.0002191589111595, 0.0014744751836857, 0.0003035691802435, -0.0019532591694935, 0.0015930025663511, 0.00252913082926, 0.0009392916692082, -0.0024675489851003, 0.0002145753914696, -0.002224565258722, 0.997340206083729]|2113.3993452543286367|      0.00097656|[630, 84, 42, 84]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      43|[-0.0024750641078506, -0.0018507496232958, -0.0017962526963802, -0.0010010695850051, 0.0002191589111595, 0.0014744751836857, 0.0003035691802435, -0.0019532591694935, 0.0015930025663511, 0.00252913082926, 0.0009392916692082, -0.0024675489851003, 0.0002145753914696, -0.002224565258722, 0.997340206083729]|2113.3993452543286367|      0.00048828|[645, 86, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      44|[-0.0024750641078506, -0.0018507496232958, -0.0017962526963802, -0.0010010695850051, 0.0002191589111595, 0.0014744751836857, 0.0003035691802435, -0.0019532591694935, 0.0015930025663511, 0.00252913082926, 0.0009392916692082, -0.0024675489851003, 0.0002145753914696, -0.002224565258722, 0.997340206083729]|2113.3993452543286367|      0.00024414|[660, 88, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      45|[-0.0024366187559578, -0.0019383067614342, -0.0017434574294244, -0.0008888346784784, 0.0002541084859142, 0.0015396145266211, 0.0004052232026389, -0.0018719565104287, 0.0015561192491945, 0.0025346274545119, 0.0009366496917875, -0.0025379656112425, 0.0001867968457266, -0.0022714832121002, 0.9972824215860145]|2113.3037526987759520|      0.00048828|[675, 90, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      46|[-0.0026023836579904, -0.0021777414158325, -0.0018380570410153, -0.0008506276135091, 2.37319986851e-05, 0.0016311963481947, 0.0003823428403722, -0.001695093005513, 0.0014267122462312, 0.0025324044824703, 0.0009170910211373, -0.002572851808324, 3.94616138545e-05, -0.002320093520423, 0.9971957229409741]|2113.2452608457497263|      0.00097656|[690, 92, 46, 92]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      47|[-0.0026023836579904, -0.0021777414158325, -0.0018380570410153, -0.0008506276135091, 2.37319986851e-05, 0.0016311963481947, 0.0003823428403722, -0.001695093005513, 0.0014267122462312, 0.0025324044824703, 0.0009170910211373, -0.002572851808324, 3.94616138545e-05, -0.002320093520423, 0.9971957229409741]|2113.2452608457497263|      0.00048828|[705, 94, 47, 94]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      48|[-0.0026023836579904, -0.0021777414158325, -0.0018380570410153, -0.0008506276135091, 2.37319986851e-05, 0.0016311963481947, 0.0003823428403722, -0.001695093005513, 0.0014267122462312, 0.0025324044824703, 0.0009170910211373, -0.002572851808324, 3.94616138545e-05, -0.002320093520423, 0.9971957229409741]|2113.2452608457497263|      0.00024414|[720, 96, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      49|[-0.0024522703568559, -0.0022251017013184, -0.0018596031528475, -0.0008284498541621, 5.54263485411e-05, 0.0016686260404705, 0.0003745571364916, -0.0017820201855675, 0.0014944417885595, 0.0024789372323344, 0.0009906711706803, -0.0024969363509176, -2.59206512109e-05, -0.002297552581652, 0.9971746771767631]|2113.0856222260936192|      0.00048828|[735, 98, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      50|[-0.0024565482946474, -0.0024219532584559, -0.0021431765945422, -0.0008351965758899, 7.39791300211e-05, 0.0018415249776963, 0.0003785885473525, -0.0019234414062109, 0.0013937132235653, 0.0024057718317501, 0.0009727589060624, -0.0024434093817698, -0.0001924324801551, -0.002406227085361, 0.9970711681270892]|2112.8972080215830829|      0.00097656|[750, 100, 50, 100]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      51|[-0.0023104130540209, -0.0029861108901488, -0.0025402650485332, -0.0004763607621749, -0.0001483119388372, 0.0018965172737711, 0.000182594459279, -0.0017179269579448, 0.0013658297427013, 0.0025070168539274, 0.0008486889892757, -0.002627227527927, -6.04738824368e-05, -0.0021456307720594, 0.9972924851889795]|2112.5989614562404313|      0.00195312|[765, 102, 51, 102]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      52|[-0.0023104130540209, -0.0029861108901488, -0.0025402650485332, -0.0004763607621749, -0.0001483119388372, 0.0018965172737711, 0.000182594459279, -0.0017179269579448, 0.0013658297427013, 0.0025070168539274, 0.0008486889892757, -0.002627227527927, -6.04738824368e-05, -0.0021456307720594, 0.9972924851889795]|2112.5989614562404313|      0.00097656|[780, 104, 52, 104]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      53|[-0.0023104130540209, -0.0029861108901488, -0.0025402650485332, -0.0004763607621749, -0.0001483119388372, 0.0018965172737711, 0.000182594459279, -0.0017179269579448, 0.0013658297427013, 0.0025070168539274, 0.0008486889892757, -0.002627227527927, -6.04738824368e-05, -0.0021456307720594, 0.9972924851889795]|2112.5989614562404313|      0.00048828|[795, 106, 53, 106]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      54|[-0.0023104130540209, -0.0029861108901488, -0.0025402650485332, -0.0004763607621749, -0.0001483119388372, 0.0018965172737711, 0.000182594459279, -0.0017179269579448, 0.0013658297427013, 0.0025070168539274, 0.0008486889892757, -0.002627227527927, -6.04738824368e-05, -0.0021456307720594, 0.9972924851889795]|2112.5989614562404313|      0.00024414|[810, 108, 54, 108]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      55|[-0.0024559557259302, -0.0030835972596149, -0.0025805807266354, -0.0004405756395099, -0.0001011158261477, 0.0018712114498522, 0.0002096304029906, -0.0017649487102783, 0.0013540679938747, 0.0025079477111253, 0.0007952188976541, -0.0026818481103728, -0.0001651016016469, -0.0021746039227656, 0.9972431441104964]|2112.5290032118027739|      0.00048828|[825, 110, 55, 110]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      56|[-0.0024559557259302, -0.0030835972596149, -0.0025805807266354, -0.0004405756395099, -0.0001011158261477, 0.0018712114498522, 0.0002096304029906, -0.0017649487102783, 0.0013540679938747, 0.0025079477111253, 0.0007952188976541, -0.0026818481103728, -0.0001651016016469, -0.0021746039227656, 0.9972431441104964]|2112.5290032118027739|      0.00024414|[840, 112, 56, 112]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      57|[-0.0023116406129836, -0.0032049754922251, -0.002637945968003, -0.0004908567381853, -0.0001098675490257, 0.0018742929581145, 0.0002312916202878, -0.0017138318269659, 0.0013952240866402, 0.0024168366666705, 0.0007947747373699, -0.0026564133429713, -0.0001458988851336, -0.002171577725382, 0.9971796000147802]|2112.4553853337929468|      0.00048828|[855, 114, 57, 114]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      58|[-0.0023700017740041, -0.0033874745138596, -0.0029318417956928, -0.0003808059151188, -9.36414401632e-05, 0.0019367668279503, 0.0001076645089122, -0.0017562450228408, 0.0013868942668878, 0.0025110910762061, 0.0009617675065219, -0.0026892545095785, -9.21946504355e-05, -0.002087898312652, 0.9969947565369449]|2112.3289547126432808|      0.00097656|[870, 116, 58, 116]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      59|[-0.0023700017740041, -0.0033874745138596, -0.0029318417956928, -0.0003808059151188, -9.36414401632e-05, 0.0019367668279503, 0.0001076645089122, -0.0017562450228408, 0.0013868942668878, 0.0025110910762061, 0.0009617675065219, -0.0026892545095785, -9.21946504355e-05, -0.002087898312652, 0.9969947565369449]|2112.3289547126432808|      0.00048828|[885, 118, 59, 118]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      60|[-0.0023700017740041, -0.0033874745138596, -0.0029318417956928, -0.0003808059151188, -9.36414401632e-05, 0.0019367668279503, 0.0001076645089122, -0.0017562450228408, 0.0013868942668878, 0.0025110910762061, 0.0009617675065219, -0.0026892545095785, -9.21946504355e-05, -0.002087898312652, 0.9969947565369449]|2112.3289547126432808|      0.00024414|[900, 120, 60, 120]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      61|[-0.0023284379161916, -0.003533395035361, -0.0029160232841878, -0.0004546076759356, -7.11902565257e-05, 0.0018810008769777, 9.96241403046e-05, -0.0018043005519463, 0.0013665839765524, 0.0025643650748894, 0.0009058109048557, -0.002716587218615, -9.32610056527e-05, -0.0022177406275379, 0.9969645823852991]|2112.2234122456611658|      0.00048828|[915, 122, 61, 122]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      62|[-0.0022437159190944, -0.0036394906773969, -0.0030177091212404, -0.0003884202072212, 4.49762227714e-05, 0.001791548375517, 4.27333522631e-05, -0.0017677235739594, 0.0013193625368021, 0.0025506430599446, 0.0009915579118905, -0.0030424439608074, -0.0002820734098326, -0.0022762185010998, 0.9971200485847881]|2112.1528019595048136|      0.00097656|[930, 124, 62, 124]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
      63|[-0.0022437159190944, -0.0036394906773969, -0.0030177091212404, -0.0003884202072212, 4.49762227714e-05, 0.001791548375517, 4.27333522631e-05, -0.0017677235739594, 0.0013193625368021, 0.0025506430599446, 0.0009915579118905, -0.0030424439608074, -0.0002820734098326, -0.0022762185010998, 0.9971200485847881]|2112.1528019595048136|      0.00048828|[945, 126, 63, 126]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      64|[-0.0022437159190944, -0.0036394906773969, -0.0030177091212404, -0.0003884202072212, 4.49762227714e-05, 0.001791548375517, 4.27333522631e-05, -0.0017677235739594, 0.0013193625368021, 0.0025506430599446, 0.0009915579118905, -0.0030424439608074, -0.0002820734098326, -0.0022762185010998, 0.9971200485847881]|2112.1528019595048136|      0.00024414|[960, 128, 64, 128]                                                        |  | used linear model with 17 points | iterate failure | actual_k=2
      65|[-0.0023936440455757, -0.0037697229135642, -0.0030676988268689, -0.0003637896252518, -7.4961130656e-06, 0.0018070882116552, -4.56709217058e-05, -0.0017515183841765, 0.0013426495293381, 0.0025768947896717, 0.0010288220509087, -0.0030119123332684, -0.0002638165314404, -0.0023053626438325, 0.9970846586796229]|2112.0495698930421895|      0.00048828|[975, 130, 65, 130]                                                        |  | used linear model with 17 points | iterate success | actual_k=2
