k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|1827.7085714285710765|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3165185323767452, 0.0719402850292479, 0.275929785603752, -0.0605771601049204, 0.1147272189278594, 0.2765755826888903, 0.1289519058643624, -0.1334616958483961, 0.1297767166446288, -0.0382273049785704, 0.1798925354309551, 0.1524872283996202, 0.0243710040217152, 0.1343172964459214, 0.2006848640511697, 0.1306467777519977, 0.1401339874153007, 0.1031895074187821, 0.0465398048668324, 0.1615653937573844, 0.0880012440550657, -0.039292425619406, 0.2459284395249146, 0.0739878921432009, 0.2299943070499793, 0.1086706513113448, 0.1309939600211478, 0.0731321379806967, 0.1175509501193931, 0.065217231991396, 0.1181860207585549, -0.0370573922361149, 0.129084528864177, 0.1731935027071087, -0.0092019645021534, 0.1608096261392234, 0.0683725481896133, 0.0936108894550654, 0.068763296583671, 0.0503959592841114, 0.061166705337098, 0.0446148715328259, -0.0340145960074279, -0.0272330625855491, 0.1300033910678946, 0.2025558873821739, 0.3194234578593533, -0.0137009707745335, 0.1320420405905694, 0.0888421776493632]|1750.4231589119674481|      2.00000000|[57, 8, 1, 5]                                                              |  | used linear model with 65 points | iterate success | actual_k=2
      15|[2.0008836769107656, 3.378929685226599, 5.961170561312363, 2.29098745673841, 2.2389314118178745, 3.077910947465935, 3.2119186014420347, 4.888905183549632, 2.022266250539142, 3.515043702705718, 3.193721789910721, 3.26681895752823, 3.163253627808614, 2.786487657810552, 1.131289562949303, 3.655036681917766, 1.3036659942603364, 1.0265106546622742, 1.5613739112942142, 0.321396918123314, 3.4855675736910747, 3.0804563127346776, 2.3582069939732335, 0.0683330404096487, 4.1911647218853485, 0.7643669947965918, 1.751717642007982, 3.9972891285617247, 3.0716080082341133, 4.93866938605488, 4.1127798667738915, 0.5403710267195879, 2.068805138590429, 2.941354873230139, 4.510190929695788, 3.265019035956927, 1.7687130078020405, 1.9863967049694335, 3.297669467411906, 3.6042892750732216, 2.1640932396767383, 1.6412018367300267, 1.2963613275869126, 2.9885520192358688, 3.280314618691018, 4.8346562644004525, 1.7761430461928671, 1.2601964338635243, 3.2175988589222317, 1.7547411788943013]|487.7806326369486669|      8.00000000|[855, 120, 15, 75]                                                         |  | used linear model with 65 points | iterate success | actual_k=2
      16|[2.0008836769107656, 3.378929685226599, 5.961170561312363, 2.29098745673841, 2.2389314118178745, 3.077910947465935, 3.2119186014420347, 4.888905183549632, 2.022266250539142, 3.515043702705718, 3.193721789910721, 3.26681895752823, 3.163253627808614, 2.786487657810552, 1.131289562949303, 3.655036681917766, 1.3036659942603364, 1.0265106546622742, 1.5613739112942142, 0.321396918123314, 3.4855675736910747, 3.0804563127346776, 2.3582069939732335, 0.0683330404096487, 4.1911647218853485, 0.7643669947965918, 1.751717642007982, 3.9972891285617247, 3.0716080082341133, 4.93866938605488, 4.1127798667738915, 0.5403710267195879, 2.068805138590429, 2.941354873230139, 4.510190929695788, 3.265019035956927, 1.7687130078020405, 1.9863967049694335, 3.297669467411906, 3.6042892750732216, 2.1640932396767383, 1.6412018367300267, 1.2963613275869126, 2.9885520192358688, 3.280314618691018, 4.8346562644004525, 1.7761430461928671, 1.2601964338635243, 3.2175988589222317, 1.7547411788943013]|487.7806326369486669|      4.00000000|[912, 128, 16, 80]                                                         |  | used linear model with 65 points | iterate failure | actual_k=2
      17|[2.0008836769107656, 3.378929685226599, 5.961170561312363, 2.29098745673841, 2.2389314118178745, 3.077910947465935, 3.2119186014420347, 4.888905183549632, 2.022266250539142, 3.515043702705718, 3.193721789910721, 3.26681895752823, 3.163253627808614, 2.786487657810552, 1.131289562949303, 3.655036681917766, 1.3036659942603364, 1.0265106546622742, 1.5613739112942142, 0.321396918123314, 3.4855675736910747, 3.0804563127346776, 2.3582069939732335, 0.0683330404096487, 4.1911647218853485, 0.7643669947965918, 1.751717642007982, 3.9972891285617247, 3.0716080082341133, 4.93866938605488, 4.1127798667738915, 0.5403710267195879, 2.068805138590429, 2.941354873230139, 4.510190929695788, 3.265019035956927, 1.7687130078020405, 1.9863967049694335, 3.297669467411906, 3.6042892750732216, 2.1640932396767383, 1.6412018367300267, 1.2963613275869126, 2.9885520192358688, 3.280314618691018, 4.8346562644004525, 1.7761430461928671, 1.2601964338635243, 3.2175988589222317, 1.7547411788943013]|487.7806326369486669|      2.00000000|[969, 136, 17, 85]                                                         |  | used linear model with 65 points | iterate failure | actual_k=2
      18|[2.0008836769107656, 3.378929685226599, 5.961170561312363, 2.29098745673841, 2.2389314118178745, 3.077910947465935, 3.2119186014420347, 4.888905183549632, 2.022266250539142, 3.515043702705718, 3.193721789910721, 3.26681895752823, 3.163253627808614, 2.786487657810552, 1.131289562949303, 3.655036681917766, 1.3036659942603364, 1.0265106546622742, 1.5613739112942142, 0.321396918123314, 3.4855675736910747, 3.0804563127346776, 2.3582069939732335, 0.0683330404096487, 4.1911647218853485, 0.7643669947965918, 1.751717642007982, 3.9972891285617247, 3.0716080082341133, 4.93866938605488, 4.1127798667738915, 0.5403710267195879, 2.068805138590429, 2.941354873230139, 4.510190929695788, 3.265019035956927, 1.7687130078020405, 1.9863967049694335, 3.297669467411906, 3.6042892750732216, 2.1640932396767383, 1.6412018367300267, 1.2963613275869126, 2.9885520192358688, 3.280314618691018, 4.8346562644004525, 1.7761430461928671, 1.2601964338635243, 3.2175988589222317, 1.7547411788943013]|487.7806326369486669|      1.00000000|[1026, 144, 18, 90]                                                        |  | used linear model with 65 points | iterate failure | actual_k=2
      19|[2.2154246242766793, 3.543178073957482, 5.869323744976702, 2.494827256327277, 2.415003283803025, 3.0421049109773417, 3.3697004073194976, 4.824829191737086, 2.135200247005014, 3.6848197504888813, 3.2640379602171645, 3.2226774623654033, 3.2741097226543197, 2.882256777044444, 1.2316290788714763, 3.716879797848503, 1.431653129116048, 1.2174478267575042, 1.706904103690579, 0.461200534623938, 3.6987685796982332, 3.104124621053005, 2.4389817676374714, 0.2099838861182538, 4.071718675419304, 0.9786342321906507, 1.9422801662251306, 3.977797690937601, 3.092309289626486, 4.843526928440015, 4.1302626540325456, 0.7205262766705596, 2.266204672455475, 3.0660766636839183, 4.433348000995838, 3.484819513209512, 1.8610309642641822, 2.109140732697351, 3.4934091412403414, 3.5900485962230384, 2.3248381655592287, 1.7987009029430805, 1.4545481645730298, 3.103869971270903, 3.4316274862729585, 4.809005915491809, 1.8754073619758098, 1.5887347910315706, 3.3022656741639707, 1.8900031540017568]|449.2466961210977843|      2.00000000|[1083, 152, 19, 95]                                                        |  | used linear model with 65 points | iterate success | actual_k=2
      20|[2.2154246242766793, 3.543178073957482, 5.869323744976702, 2.494827256327277, 2.415003283803025, 3.0421049109773417, 3.3697004073194976, 4.824829191737086, 2.135200247005014, 3.6848197504888813, 3.2640379602171645, 3.2226774623654033, 3.2741097226543197, 2.882256777044444, 1.2316290788714763, 3.716879797848503, 1.431653129116048, 1.2174478267575042, 1.706904103690579, 0.461200534623938, 3.6987685796982332, 3.104124621053005, 2.4389817676374714, 0.2099838861182538, 4.071718675419304, 0.9786342321906507, 1.9422801662251306, 3.977797690937601, 3.092309289626486, 4.843526928440015, 4.1302626540325456, 0.7205262766705596, 2.266204672455475, 3.0660766636839183, 4.433348000995838, 3.484819513209512, 1.8610309642641822, 2.109140732697351, 3.4934091412403414, 3.5900485962230384, 2.3248381655592287, 1.7987009029430805, 1.4545481645730298, 3.103869971270903, 3.4316274862729585, 4.809005915491809, 1.8754073619758098, 1.5887347910315706, 3.3022656741639707, 1.8900031540017568]|449.2466961210977843|      1.00000000|[1140, 160, 20, 100]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      21|[2.2154246242766793, 3.543178073957482, 5.869323744976702, 2.494827256327277, 2.415003283803025, 3.0421049109773417, 3.3697004073194976, 4.824829191737086, 2.135200247005014, 3.6848197504888813, 3.2640379602171645, 3.2226774623654033, 3.2741097226543197, 2.882256777044444, 1.2316290788714763, 3.716879797848503, 1.431653129116048, 1.2174478267575042, 1.706904103690579, 0.461200534623938, 3.6987685796982332, 3.104124621053005, 2.4389817676374714, 0.2099838861182538, 4.071718675419304, 0.9786342321906507, 1.9422801662251306, 3.977797690937601, 3.092309289626486, 4.843526928440015, 4.1302626540325456, 0.7205262766705596, 2.266204672455475, 3.0660766636839183, 4.433348000995838, 3.484819513209512, 1.8610309642641822, 2.109140732697351, 3.4934091412403414, 3.5900485962230384, 2.3248381655592287, 1.7987009029430805, 1.4545481645730298, 3.103869971270903, 3.4316274862729585, 4.809005915491809, 1.8754073619758098, 1.5887347910315706, 3.3022656741639707, 1.8900031540017568]|449.2466961210977843|      0.50000000|[1197, 168, 21, 105]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      22|[2.341752097334306, 3.550389935778541, 5.793795724146499, 2.5276640936110355, 2.5374744522955637, 2.9989709786113754, 3.435681234454047, 4.812842207329251, 2.1358626741991396, 3.7139292603697416, 3.2130560915413384, 3.271003889690621, 3.2805922519388253, 2.849122541476969, 1.2115409185174784, 3.7442790544566136, 1.3136361387355062, 1.2890561694451088, 1.735170059506847, 0.6029262978932991, 3.6815554655179024, 3.141930443839598, 2.5638605577225353, 0.1052956353312839, 4.035983708955089, 1.0060727882590061, 2.064683964500409, 3.9728662320811345, 3.1201050523634724, 4.888378121484606, 4.156893189458389, 0.7558183502228575, 2.31188624603736, 3.031016851248257, 4.536754669241349, 3.5979978149354226, 1.846266373454168, 2.2262044057935344, 3.478647944810036, 3.607034469356041, 2.3745649415044436, 1.8921956555172321, 1.366400344736068, 3.1066833939753504, 3.5040795884360585, 4.868494113728506, 1.7341995900138814, 1.6772192921543077, 3.243648795716602, 1.9768636783583768]|439.1589403062674819|      1.00000000|[1254, 176, 22, 110]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      23|[2.575992209478786, 3.5596341937751625, 5.8536314499075495, 2.714620688679885, 2.7272034864307986, 2.9678292641259594, 3.5379342632403987, 4.784921767368347, 2.173318755113564, 3.850316665263505, 3.3150967427062903, 3.324023458401695, 3.4544538251665227, 3.008554842614781, 1.3965393738195018, 3.9413756257729093, 1.547875238491517, 1.2382328886375833, 1.9159986499211794, 0.8691813234964488, 3.731357270737774, 3.108888492365592, 2.7312208763711885, 0.2495412453289698, 4.066668535969178, 1.0406441325919982, 2.2695167963596914, 4.006747133445991, 3.289804126952161, 4.860851244447033, 4.165559565561733, 1.0404873617191766, 2.563262574960508, 3.0101089279420523, 4.576058668176014, 3.705507012506387, 2.1441334448661644, 2.286694852253166, 3.5327056305922353, 3.786742363667691, 2.585844347824008, 2.0954229797068122, 1.4003540705206268, 3.053287265025409, 3.508090874373272, 4.891290939398362, 1.8708930307130094, 1.7153893921645063, 3.3527994053961687, 1.9894967056549444]|429.3290659759168761|      2.00000000|[1311, 184, 23, 115]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      24|[2.575992209478786, 3.5596341937751625, 5.8536314499075495, 2.714620688679885, 2.7272034864307986, 2.9678292641259594, 3.5379342632403987, 4.784921767368347, 2.173318755113564, 3.850316665263505, 3.3150967427062903, 3.324023458401695, 3.4544538251665227, 3.008554842614781, 1.3965393738195018, 3.9413756257729093, 1.547875238491517, 1.2382328886375833, 1.9159986499211794, 0.8691813234964488, 3.731357270737774, 3.108888492365592, 2.7312208763711885, 0.2495412453289698, 4.066668535969178, 1.0406441325919982, 2.2695167963596914, 4.006747133445991, 3.289804126952161, 4.860851244447033, 4.165559565561733, 1.0404873617191766, 2.563262574960508, 3.0101089279420523, 4.576058668176014, 3.705507012506387, 2.1441334448661644, 2.286694852253166, 3.5327056305922353, 3.786742363667691, 2.585844347824008, 2.0954229797068122, 1.4003540705206268, 3.053287265025409, 3.508090874373272, 4.891290939398362, 1.8708930307130094, 1.7153893921645063, 3.3527994053961687, 1.9894967056549444]|429.3290659759168761|      1.00000000|[1368, 192, 24, 120]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      25|[2.5338069411236925, 3.6599634297678, 5.9238548002448, 2.752314456310594, 2.801498195811729, 2.939940660788324, 3.598930049016515, 4.748704528890706, 2.2732342190318713, 3.8332629734167627, 3.313491143554381, 3.4574314928179484, 3.4175318000494403, 3.0347661457498716, 1.1281044124516515, 4.028289390760875, 1.112164476023115, 1.4002269837483001, 1.8605368392319126, 0.8029798964771659, 3.6744796041434595, 3.1043631111108927, 2.6196898288442765, -0.0658737150805926, 4.274998920093398, 1.0859352427381739, 2.2640998719925127, 4.159991236376305, 3.0901414973003343, 4.8936626188358305, 4.22613873461176, 1.197948189100901, 2.3229168064997645, 2.99788343890562, 4.49311373088407, 3.594672628645076, 2.213112683543695, 2.4130340284296996, 3.576589305408245, 3.860983241956768, 2.7908499455761104, 2.146426907044644, 1.2767229570551044, 3.0775730995013344, 3.5160729758690783, 4.802446263472006, 1.4232260278026425, 1.7528084548688228, 3.4242876661355472, 2.0445046453600395]|413.0693492180740805|      2.00000000|[1425, 200, 25, 125]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      26|[2.5338069411236925, 3.6599634297678, 5.9238548002448, 2.752314456310594, 2.801498195811729, 2.939940660788324, 3.598930049016515, 4.748704528890706, 2.2732342190318713, 3.8332629734167627, 3.313491143554381, 3.4574314928179484, 3.4175318000494403, 3.0347661457498716, 1.1281044124516515, 4.028289390760875, 1.112164476023115, 1.4002269837483001, 1.8605368392319126, 0.8029798964771659, 3.6744796041434595, 3.1043631111108927, 2.6196898288442765, -0.0658737150805926, 4.274998920093398, 1.0859352427381739, 2.2640998719925127, 4.159991236376305, 3.0901414973003343, 4.8936626188358305, 4.22613873461176, 1.197948189100901, 2.3229168064997645, 2.99788343890562, 4.49311373088407, 3.594672628645076, 2.213112683543695, 2.4130340284296996, 3.576589305408245, 3.860983241956768, 2.7908499455761104, 2.146426907044644, 1.2767229570551044, 3.0775730995013344, 3.5160729758690783, 4.802446263472006, 1.4232260278026425, 1.7528084548688228, 3.4242876661355472, 2.0445046453600395]|413.0693492180740805|      1.00000000|[1482, 208, 26, 130]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      27|[2.748041080130676, 3.7190816470669392, 5.935845482718728, 2.877431135107827, 2.883218971135192, 2.9178740711451847, 3.6489734534996554, 4.746930041955172, 2.203823644816495, 4.039372060539257, 3.4065892073494974, 3.4657957130393666, 3.4695275165685335, 3.2217189393577557, 1.1732759624119784, 3.939745926376293, 1.5542099898058663, 1.6396588490195905, 2.014056934462263, 1.0641406027586697, 3.6468329761170475, 3.2386891546200407, 2.6575690490388704, 0.1084370203676993, 4.175251972283249, 0.9860963166373445, 2.4106913152914613, 4.050276243296556, 2.990474776362405, 4.902625743543713, 4.2132055261056545, 1.3688026857928421, 2.489731521165582, 2.989753499200509, 4.459936572167627, 3.6432469406971673, 2.201759443373312, 2.584039386673504, 3.501156575498965, 4.032683019386278, 2.8081434561706966, 2.284623115472386, 1.1438880242518223, 3.1785193461541623, 3.5437542119723404, 4.700786343194947, 1.640232588401865, 1.8300417248861978, 3.13224629625672, 2.247098146091717]|391.1605298324861337|      2.00000000|[1539, 216, 27, 135]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      28|[2.748041080130676, 3.7190816470669392, 5.935845482718728, 2.877431135107827, 2.883218971135192, 2.9178740711451847, 3.6489734534996554, 4.746930041955172, 2.203823644816495, 4.039372060539257, 3.4065892073494974, 3.4657957130393666, 3.4695275165685335, 3.2217189393577557, 1.1732759624119784, 3.939745926376293, 1.5542099898058663, 1.6396588490195905, 2.014056934462263, 1.0641406027586697, 3.6468329761170475, 3.2386891546200407, 2.6575690490388704, 0.1084370203676993, 4.175251972283249, 0.9860963166373445, 2.4106913152914613, 4.050276243296556, 2.990474776362405, 4.902625743543713, 4.2132055261056545, 1.3688026857928421, 2.489731521165582, 2.989753499200509, 4.459936572167627, 3.6432469406971673, 2.201759443373312, 2.584039386673504, 3.501156575498965, 4.032683019386278, 2.8081434561706966, 2.284623115472386, 1.1438880242518223, 3.1785193461541623, 3.5437542119723404, 4.700786343194947, 1.640232588401865, 1.8300417248861978, 3.13224629625672, 2.247098146091717]|391.1605298324861337|      1.00000000|[1596, 224, 28, 140]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      29|[2.630316240470959, 3.616397354678034, 6.000300780707865, 3.120160971260593, 2.827794076777697, 2.8358340871006997, 3.8617442949107237, 4.8160634452833, 2.4085769038034295, 3.926750162573048, 3.5746371430118655, 3.650434339479686, 3.5836204707700494, 3.371690374241861, 0.9153105117776015, 4.023399630023657, 1.3275108644118945, 1.65285869591615, 1.9240076850703827, 0.8792001500501303, 3.687585152918031, 3.1995543727830773, 2.751352420617637, 0.1279828145507561, 4.136092162796773, 1.1429304578948198, 2.6555863475766555, 4.215140495496744, 2.925831287028329, 4.638082514349945, 4.255360252151326, 1.4982377409428924, 2.4355305382678543, 3.219618776056266, 4.386190209722237, 3.6542145265597457, 2.3071116007952757, 2.635459113463743, 3.3534096530834634, 4.176419956154233, 3.05975756398544, 2.3591224822176318, 1.1283914444103547, 3.331489013494208, 3.759600461300158, 4.672412700040986, 1.534111356461059, 2.009770810075723, 3.0915073650598974, 2.355583845292934]|380.2255991124201842|      2.00000000|[1653, 232, 29, 145]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      30|[2.630316240470959, 3.616397354678034, 6.000300780707865, 3.120160971260593, 2.827794076777697, 2.8358340871006997, 3.8617442949107237, 4.8160634452833, 2.4085769038034295, 3.926750162573048, 3.5746371430118655, 3.650434339479686, 3.5836204707700494, 3.371690374241861, 0.9153105117776015, 4.023399630023657, 1.3275108644118945, 1.65285869591615, 1.9240076850703827, 0.8792001500501303, 3.687585152918031, 3.1995543727830773, 2.751352420617637, 0.1279828145507561, 4.136092162796773, 1.1429304578948198, 2.6555863475766555, 4.215140495496744, 2.925831287028329, 4.638082514349945, 4.255360252151326, 1.4982377409428924, 2.4355305382678543, 3.219618776056266, 4.386190209722237, 3.6542145265597457, 2.3071116007952757, 2.635459113463743, 3.3534096530834634, 4.176419956154233, 3.05975756398544, 2.3591224822176318, 1.1283914444103547, 3.331489013494208, 3.759600461300158, 4.672412700040986, 1.534111356461059, 2.009770810075723, 3.0915073650598974, 2.355583845292934]|380.2255991124201842|      1.00000000|[1710, 240, 30, 150]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      31|[2.84762383761681, 3.4786758737828167, 5.995803327513719, 3.1329352003016835, 2.9283572975496743, 2.952171824130625, 3.939405436909298, 4.955334464844871, 2.6225776408071444, 4.030467686313855, 3.778028687847513, 3.6890269759062964, 3.502036470623725, 3.4102569530406215, 0.9122801054304647, 3.8997914781935936, 1.6247732757173061, 1.5945230963769448, 1.7991433541236042, 1.0957447870673214, 3.712241918364933, 3.269172739632109, 2.8500235086520713, 0.2666293948878351, 4.241858928704727, 0.967227178403738, 2.490456733900119, 4.1944906510060305, 2.988256433137283, 4.530737098226599, 4.151512327506499, 1.5105425684776048, 2.435817849759689, 2.9072872205773326, 4.352380158372251, 4.095586131388529, 2.5289113538010968, 2.795669341212168, 3.313919134274888, 4.128570565416926, 3.0856261706783337, 2.5542115190808405, 0.9995555509883154, 3.3984467574184807, 3.8759975391064696, 4.59946568434641, 1.5852433784811177, 2.0786757229552943, 3.096142489804144, 2.492177068016667]|368.4086342205902156|      2.00000000|[1767, 248, 31, 155]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      32|[2.84762383761681, 3.4786758737828167, 5.995803327513719, 3.1329352003016835, 2.9283572975496743, 2.952171824130625, 3.939405436909298, 4.955334464844871, 2.6225776408071444, 4.030467686313855, 3.778028687847513, 3.6890269759062964, 3.502036470623725, 3.4102569530406215, 0.9122801054304647, 3.8997914781935936, 1.6247732757173061, 1.5945230963769448, 1.7991433541236042, 1.0957447870673214, 3.712241918364933, 3.269172739632109, 2.8500235086520713, 0.2666293948878351, 4.241858928704727, 0.967227178403738, 2.490456733900119, 4.1944906510060305, 2.988256433137283, 4.530737098226599, 4.151512327506499, 1.5105425684776048, 2.435817849759689, 2.9072872205773326, 4.352380158372251, 4.095586131388529, 2.5289113538010968, 2.795669341212168, 3.313919134274888, 4.128570565416926, 3.0856261706783337, 2.5542115190808405, 0.9995555509883154, 3.3984467574184807, 3.8759975391064696, 4.59946568434641, 1.5852433784811177, 2.0786757229552943, 3.096142489804144, 2.492177068016667]|368.4086342205902156|      1.00000000|[1824, 256, 32, 160]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      33|[2.966863358234641, 3.671469775463018, 5.6552487699821405, 3.228319798974272, 3.0130540257125085, 3.0822298204540375, 4.0436352571150325, 5.01890705779179, 2.6365821398105704, 3.9826847848584426, 3.8920767318291567, 3.8674961305900903, 3.5706351325324093, 3.41727756392101, 0.9296474710140105, 3.9911152683405136, 1.7039672259715226, 1.6729468996543195, 1.8409781747662763, 1.1538500622400045, 4.059300677597372, 3.211559570499726, 2.9731716922227394, 0.2306100366748587, 4.215533440883993, 1.3100560640139403, 2.6280824809016923, 4.2821701456632075, 3.065893986770236, 4.674689232208301, 3.8881208652891015, 1.571709407810255, 2.356854235879819, 3.1789706868886167, 4.389594460699897, 3.99508987194266, 2.636203788935427, 2.8854808986221436, 3.3375037179535916, 4.169770254447139, 3.231545628758425, 2.5565754931722933, 1.1306930395223804, 3.551429216740088, 4.012089728898435, 4.600547775510963, 1.448171001542873, 2.312886492702586, 3.2425819110168685, 2.6722794060918225]|347.3293390059054104|      2.00000000|[1881, 264, 33, 165]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      34|[2.966863358234641, 3.671469775463018, 5.6552487699821405, 3.228319798974272, 3.0130540257125085, 3.0822298204540375, 4.0436352571150325, 5.01890705779179, 2.6365821398105704, 3.9826847848584426, 3.8920767318291567, 3.8674961305900903, 3.5706351325324093, 3.41727756392101, 0.9296474710140105, 3.9911152683405136, 1.7039672259715226, 1.6729468996543195, 1.8409781747662763, 1.1538500622400045, 4.059300677597372, 3.211559570499726, 2.9731716922227394, 0.2306100366748587, 4.215533440883993, 1.3100560640139403, 2.6280824809016923, 4.2821701456632075, 3.065893986770236, 4.674689232208301, 3.8881208652891015, 1.571709407810255, 2.356854235879819, 3.1789706868886167, 4.389594460699897, 3.99508987194266, 2.636203788935427, 2.8854808986221436, 3.3375037179535916, 4.169770254447139, 3.231545628758425, 2.5565754931722933, 1.1306930395223804, 3.551429216740088, 4.012089728898435, 4.600547775510963, 1.448171001542873, 2.312886492702586, 3.2425819110168685, 2.6722794060918225]|347.3293390059054104|      1.00000000|[1938, 272, 34, 170]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      35|[2.966863358234641, 3.671469775463018, 5.6552487699821405, 3.228319798974272, 3.0130540257125085, 3.0822298204540375, 4.0436352571150325, 5.01890705779179, 2.6365821398105704, 3.9826847848584426, 3.8920767318291567, 3.8674961305900903, 3.5706351325324093, 3.41727756392101, 0.9296474710140105, 3.9911152683405136, 1.7039672259715226, 1.6729468996543195, 1.8409781747662763, 1.1538500622400045, 4.059300677597372, 3.211559570499726, 2.9731716922227394, 0.2306100366748587, 4.215533440883993, 1.3100560640139403, 2.6280824809016923, 4.2821701456632075, 3.065893986770236, 4.674689232208301, 3.8881208652891015, 1.571709407810255, 2.356854235879819, 3.1789706868886167, 4.389594460699897, 3.99508987194266, 2.636203788935427, 2.8854808986221436, 3.3375037179535916, 4.169770254447139, 3.231545628758425, 2.5565754931722933, 1.1306930395223804, 3.551429216740088, 4.012089728898435, 4.600547775510963, 1.448171001542873, 2.312886492702586, 3.2425819110168685, 2.6722794060918225]|347.3293390059054104|      0.50000000|[1995, 280, 35, 175]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      36|[3.0688903730629784, 3.6904988381156913, 5.605319955077801, 3.298188294373775, 3.1174578402259505, 3.1568013596686395, 4.137278003409686, 5.021856096218963, 2.7364305967489755, 4.042795355682028, 3.8525862895662533, 3.9064151188322374, 3.6153405378911447, 3.4717948455520258, 1.0488314166130455, 4.064351559847563, 1.7640503955351676, 1.6823311726075179, 1.9126174641479037, 1.2850629727585807, 4.103806145660639, 3.2341639556783015, 3.0339492896535556, 0.3288939436193234, 4.282794690513398, 1.3802161491828335, 2.674274570210201, 4.327640739401156, 3.0467886521338317, 4.694009836269398, 3.9460288080421857, 1.644265820378286, 2.4542335898478482, 3.115957912303976, 4.402428259692448, 4.0470441723859025, 2.6726650542995225, 3.004590319107642, 3.4352398064382266, 4.163090737616673, 3.3012385382749683, 2.5699007715005835, 1.0837223108636531, 3.569906800273766, 4.1045717318043815, 4.6310432581354855, 1.5274590021562626, 2.4879272189694923, 3.252542318665135, 2.7430015173377007]|335.8614011842602736|      1.00000000|[2052, 288, 36, 180]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
      37|[3.0688903730629784, 3.6904988381156913, 5.605319955077801, 3.298188294373775, 3.1174578402259505, 3.1568013596686395, 4.137278003409686, 5.021856096218963, 2.7364305967489755, 4.042795355682028, 3.8525862895662533, 3.9064151188322374, 3.6153405378911447, 3.4717948455520258, 1.0488314166130455, 4.064351559847563, 1.7640503955351676, 1.6823311726075179, 1.9126174641479037, 1.2850629727585807, 4.103806145660639, 3.2341639556783015, 3.0339492896535556, 0.3288939436193234, 4.282794690513398, 1.3802161491828335, 2.674274570210201, 4.327640739401156, 3.0467886521338317, 4.694009836269398, 3.9460288080421857, 1.644265820378286, 2.4542335898478482, 3.115957912303976, 4.402428259692448, 4.0470441723859025, 2.6726650542995225, 3.004590319107642, 3.4352398064382266, 4.163090737616673, 3.3012385382749683, 2.5699007715005835, 1.0837223108636531, 3.569906800273766, 4.1045717318043815, 4.6310432581354855, 1.5274590021562626, 2.4879272189694923, 3.252542318665135, 2.7430015173377007]|335.8614011842602736|      0.50000000|[2109, 296, 37, 185]                                                       |  | used linear model with 65 points | iterate failure | actual_k=2
      38|[3.0871966429676796, 3.779305868355352, 5.568456668962997, 3.38717227551449, 3.0798765679932183, 3.2051601037955177, 4.1546198043309515, 5.006589192547276, 2.7713907325377534, 4.117206512955346, 3.926067550477099, 3.8584982174400255, 3.6428504456596413, 3.571770137732163, 0.9399474105691419, 4.043116627937243, 1.7444601379661442, 1.689368845825756, 1.87926290372112, 1.2942059758554194, 4.034820440459077, 3.2408274644752733, 3.135016674547823, 0.3624787889555935, 4.294083500916558, 1.352747372622005, 2.6337298847437363, 4.263027020851073, 3.0972958307215204, 4.605564166784815, 4.013012099562782, 1.7816590449729868, 2.5890390786408752, 2.898821126718473, 4.3705435200257305, 4.061490588254362, 2.715928955772395, 2.9872699306795547, 3.459122374747531, 4.197443233030247, 3.3333574000783184, 2.729721991532728, 0.9872677419147449, 3.6727387061304366, 4.141956842865496, 4.559507106426284, 1.4688763229422932, 2.5443678268573393, 3.226173435784734, 2.7847271084671843]|331.2214944905089737|      1.00000000|[2166, 304, 38, 190]                                                       |  | used linear model with 65 points | iterate success | actual_k=2
