k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[13, 4, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=4
      12|[0.3781601474274613, 0.0016726644531109, 0.2400892663655332, -0.00460115055844, 0.9180604158955653, -0.0381781594934001, -0.0697480943912771, -0.0551555678102991, 0.3402723697557725]|1455.7579578175802908|      0.06250000|[156, 48, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      13|[0.3800657475972503, -0.0050588648630197, 0.2523465059879594, -0.0076619042767868, 0.938704266266941, 0.0176719875273386, -0.07822608148214, -0.0558767064985204, 0.3492106737368788]| 50.1761048559273917|      0.12500000|[169, 52, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      14|[0.3800657475972503, -0.0050588648630197, 0.2523465059879594, -0.0076619042767868, 0.938704266266941, 0.0176719875273386, -0.07822608148214, -0.0558767064985204, 0.3492106737368788]| 50.1761048559273917|      0.06250000|[182, 56, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      15|[0.3800657475972503, -0.0050588648630197, 0.2523465059879594, -0.0076619042767868, 0.938704266266941, 0.0176719875273386, -0.07822608148214, -0.0558767064985204, 0.3492106737368788]| 50.1761048559273917|      0.03125000|[195, 60, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      16|[0.3800657475972503, -0.0050588648630197, 0.2523465059879594, -0.0076619042767868, 0.938704266266941, 0.0176719875273386, -0.07822608148214, -0.0558767064985204, 0.3492106737368788]| 50.1761048559273917|      0.01562500|[208, 64, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      17|[0.3800657475972503, -0.0050588648630197, 0.2523465059879594, -0.0076619042767868, 0.938704266266941, 0.0176719875273386, -0.07822608148214, -0.0558767064985204, 0.3492106737368788]| 50.1761048559273917|      0.00781250|[221, 68, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      18|[0.3792378951901239, -0.0030241156322803, 0.2530123742007363, -0.0029667355498364, 0.9416216808176269, 0.0146482200700949, -0.0821906916988444, -0.0560370547173762, 0.3486420795573683]| 28.7389624685866423|      0.01562500|[234, 72, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      19|[0.3792378951901239, -0.0030241156322803, 0.2530123742007363, -0.0029667355498364, 0.9416216808176269, 0.0146482200700949, -0.0821906916988444, -0.0560370547173762, 0.3486420795573683]| 28.7389624685866423|      0.00781250|[247, 76, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      20|[0.3792378951901239, -0.0030241156322803, 0.2530123742007363, -0.0029667355498364, 0.9416216808176269, 0.0146482200700949, -0.0821906916988444, -0.0560370547173762, 0.3486420795573683]| 28.7389624685866423|      0.00390625|[260, 80, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      21|[0.3804698112042817, -0.0047258697842766, 0.2516804977749948, -0.0042261768171607, 0.9439326958018295, 0.0145505513262289, -0.0826914863792159, -0.0566249258899051, 0.3474017568512457]| 26.2514423141120474|      0.00781250|[273, 84, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      22|[0.3804698112042817, -0.0047258697842766, 0.2516804977749948, -0.0042261768171607, 0.9439326958018295, 0.0145505513262289, -0.0826914863792159, -0.0566249258899051, 0.3474017568512457]| 26.2514423141120474|      0.00390625|[286, 88, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      23|[0.3804698112042817, -0.0047258697842766, 0.2516804977749948, -0.0042261768171607, 0.9439326958018295, 0.0145505513262289, -0.0826914863792159, -0.0566249258899051, 0.3474017568512457]| 26.2514423141120474|      0.00195312|[299, 92, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=4
      24|[0.3809006832392492, -0.0039560090216398, 0.2518578287629289, -0.0030330941933934, 0.9450113992730812, 0.0139742633065131, -0.0824695427844829, -0.0564494396371326, 0.3473262248042088]| 24.8348598332462736|      0.00390625|[312, 96, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=4
      25|[0.3809006832392492, -0.0039560090216398, 0.2518578287629289, -0.0030330941933934, 0.9450113992730812, 0.0139742633065131, -0.0824695427844829, -0.0564494396371326, 0.3473262248042088]| 24.8348598332462736|      0.00195312|[325, 100, 25, 50]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      26|[0.3803208608032334, -0.004067351947782, 0.2511149393597017, -0.0033364057417488, 0.9461464538529173, 0.0150342915536088, -0.0823542341683995, -0.0570705060682288, 0.3472204182462966]| 23.1316985095038383|      0.00390625|[338, 104, 26, 52]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      27|[0.3803208608032334, -0.004067351947782, 0.2511149393597017, -0.0033364057417488, 0.9461464538529173, 0.0150342915536088, -0.0823542341683995, -0.0570705060682288, 0.3472204182462966]| 23.1316985095038383|      0.00195312|[351, 108, 27, 54]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      28|[0.3800573407667611, -0.0040387622729397, 0.2509358509962766, -0.0027213643610482, 0.9477171968684002, 0.0158547028973914, -0.0822359357866242, -0.05712868645173, 0.3476404190638628]| 21.7861631354946219|      0.00390625|[364, 112, 28, 56]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      29|[0.3800573407667611, -0.0040387622729397, 0.2509358509962766, -0.0027213643610482, 0.9477171968684002, 0.0158547028973914, -0.0822359357866242, -0.05712868645173, 0.3476404190638628]| 21.7861631354946219|      0.00195312|[377, 116, 29, 58]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      30|[0.3799303421457164, -0.0043740380578698, 0.2505978507437344, -0.0037082560598616, 0.9488444723312948, 0.0148086730445011, -0.0826520684620691, -0.0571466016357261, 0.3478844346130382]| 20.3398182293031162|      0.00390625|[390, 120, 30, 60]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      31|[0.3807829245236534, -0.0047614440787536, 0.2495124454307635, -0.0026443738979107, 0.9513791883429943, 0.0161019433329135, -0.0826728285261849, -0.0580509917416244, 0.3496609968088553]| 18.2882620434945906|      0.00781250|[403, 124, 31, 62]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      32|[0.3807829245236534, -0.0047614440787536, 0.2495124454307635, -0.0026443738979107, 0.9513791883429943, 0.0161019433329135, -0.0826728285261849, -0.0580509917416244, 0.3496609968088553]| 18.2882620434945906|      0.00390625|[416, 128, 32, 64]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      33|[0.3807829245236534, -0.0047614440787536, 0.2495124454307635, -0.0026443738979107, 0.9513791883429943, 0.0161019433329135, -0.0826728285261849, -0.0580509917416244, 0.3496609968088553]| 18.2882620434945906|      0.00195312|[429, 132, 33, 66]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      34|[0.3803114899640334, -0.0041232088870325, 0.2497083448975802, -0.0025113266003475, 0.9525918142530577, 0.014930565954966, -0.0825640584974752, -0.0585615280720727, 0.3497791473653679]| 16.9056231742779381|      0.00390625|[442, 136, 34, 68]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      35|[0.3791803286827255, -0.0042617842780275, 0.2506030009808203, -0.0033028012553626, 0.9553799035003028, 0.0148335564519197, -0.0825342445068924, -0.0607198113960721, 0.3500812899929414]| 14.3393443354976071|      0.00781250|[455, 140, 35, 70]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      36|[0.3791803286827255, -0.0042617842780275, 0.2506030009808203, -0.0033028012553626, 0.9553799035003028, 0.0148335564519197, -0.0825342445068924, -0.0607198113960721, 0.3500812899929414]| 14.3393443354976071|      0.00390625|[468, 144, 36, 72]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      37|[0.3791803286827255, -0.0042617842780275, 0.2506030009808203, -0.0033028012553626, 0.9553799035003028, 0.0148335564519197, -0.0825342445068924, -0.0607198113960721, 0.3500812899929414]| 14.3393443354976071|      0.00195312|[481, 148, 37, 74]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      38|[0.3799004897487265, -0.0038715744534407, 0.2500560276261186, -0.0041565176320637, 0.9566949862146953, 0.0146559772247345, -0.0824091928397873, -0.0605274683767305, 0.3495315815150377]| 13.6997233150826769|      0.00390625|[494, 152, 38, 76]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      39|[0.3799004897487265, -0.0038715744534407, 0.2500560276261186, -0.0041565176320637, 0.9566949862146953, 0.0146559772247345, -0.0824091928397873, -0.0605274683767305, 0.3495315815150377]| 13.6997233150826769|      0.00195312|[507, 156, 39, 78]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      40|[0.3799004897487265, -0.0038715744534407, 0.2500560276261186, -0.0041565176320637, 0.9566949862146953, 0.0146559772247345, -0.0824091928397873, -0.0605274683767305, 0.3495315815150377]| 13.6997233150826769|      0.00097656|[520, 160, 40, 80]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      41|[0.3797869574713663, -0.0038130660473476, 0.2500664084737632, -0.0037062244829507, 0.9574449736849947, 0.0149605980632387, -0.082500980214957, -0.0607701983311668, 0.349640540263222]| 12.8664422280839883|      0.00195312|[533, 164, 41, 82]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      42|[0.3800311209989302, -0.0039378401743702, 0.2501029066924852, -0.0033296522797327, 0.9585490695234892, 0.0162953081938809, -0.0826119787405926, -0.060255047799637, 0.3502046276803868]| 12.6643266798395224|      0.00390625|[546, 168, 42, 84]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      43|[0.3819547095952259, -0.0045469992272295, 0.2503969595161822, -0.0042547479002821, 0.9600252233822604, 0.0152138846710406, -0.0832042800593488, -0.0624487514181323, 0.3515212858684599]| 11.4211584212904391|      0.00781250|[559, 172, 43, 86]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
      44|[0.3819547095952259, -0.0045469992272295, 0.2503969595161822, -0.0042547479002821, 0.9600252233822604, 0.0152138846710406, -0.0832042800593488, -0.0624487514181323, 0.3515212858684599]| 11.4211584212904391|      0.00390625|[572, 176, 44, 88]                                                         |  | used linear model with 17 points | iterate failure | actual_k=4
      45|[0.3806104649036822, -0.0046749598848089, 0.2504372838374164, -0.0019198553079973, 0.9626264659639425, 0.0144788513175982, -0.0826956625393937, -0.0627662571922336, 0.3509592954985629]| 10.7557998673598476|      0.00781250|[585, 180, 45, 90]                                                         |  | used linear model with 17 points | iterate success | actual_k=4
