k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[2.61500015908e-05, 3.64198946063e-05, 0.0100154094483938, 0.0003897957309179, 3.4767887984e-05, 0.0979742941004468, 0.0001504207280291, 2.29267732089e-05]|2410.6641800358047476|      0.00012207|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      16|[2.61500015908e-05, 3.64198946063e-05, 0.0100154094483938, 0.0003897957309179, 3.4767887984e-05, 0.0979742941004468, 0.0001504207280291, 2.29267732089e-05]|2410.6641800358047476|      0.00006104|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      17|[2.61500015908e-05, 3.64198946063e-05, 0.0100154094483938, 0.0003897957309179, 3.4767887984e-05, 0.0979742941004468, 0.0001504207280291, 2.29267732089e-05]|2410.6641800358047476|      0.00003052|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[3.12169989589e-05, 3.47543941733e-05, 0.0100111904823353, 0.0003973276305718, 4.3135440441e-05, 0.0979794019584025, 0.0001587968378764, 4.8657682062e-05]|1887.6773698825315932|      0.00006104|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      19|[3.12169989589e-05, 3.47543941733e-05, 0.0100111904823353, 0.0003973276305718, 4.3135440441e-05, 0.0979794019584025, 0.0001587968378764, 4.8657682062e-05]|1887.6773698825315932|      0.00003052|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[3.12169989589e-05, 3.47543941733e-05, 0.0100111904823353, 0.0003973276305718, 4.3135440441e-05, 0.0979794019584025, 0.0001587968378764, 4.8657682062e-05]|1887.6773698825315932|      0.00001526|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      21|[3.12255246994e-05, 3.2117908482e-05, 0.0100108996797179, 0.0003981126522046, 4.5033547245e-05, 0.0979791580084507, 0.0001654473905132, 3.53427837279e-05]|1640.7432869192707585|      0.00003052|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      22|[3.12255246994e-05, 3.2117908482e-05, 0.0100108996797179, 0.0003981126522046, 4.5033547245e-05, 0.0979791580084507, 0.0001654473905132, 3.53427837279e-05]|1640.7432869192707585|      0.00001526|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[3.12255246994e-05, 3.2117908482e-05, 0.0100108996797179, 0.0003981126522046, 4.5033547245e-05, 0.0979791580084507, 0.0001654473905132, 3.53427837279e-05]|1640.7432869192707585|      0.00000763|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      24|[3.12255246994e-05, 3.2117908482e-05, 0.0100108996797179, 0.0003981126522046, 4.5033547245e-05, 0.0979791580084507, 0.0001654473905132, 3.53427837279e-05]|1640.7432869192707585|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[3.12255246994e-05, 3.2117908482e-05, 0.0100108996797179, 0.0003981126522046, 4.5033547245e-05, 0.0979791580084507, 0.0001654473905132, 3.53427837279e-05]|1640.7432869192707585|      0.00000191|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      26|[3.12367744269e-05, 3.22652073629e-05, 0.0100109163766492, 0.0003975437883964, 4.48908159866e-05, 0.0979793125766485, 0.0001665641967923, 3.67572626658e-05]|1634.9436413127853029|      0.00000381|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      27|[2.96400089596e-05, 3.35529096818e-05, 0.0100119461739002, 0.0003947105631818, 4.56170309217e-05, 0.09797940281482, 0.0001669581160101, 3.60051143398e-05]|1630.4080156499624081|      0.00000763|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      28|[2.96400089596e-05, 3.35529096818e-05, 0.0100119461739002, 0.0003947105631818, 4.56170309217e-05, 0.09797940281482, 0.0001669581160101, 3.60051143398e-05]|1630.4080156499624081|      0.00000381|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[2.96400089596e-05, 3.35529096818e-05, 0.0100119461739002, 0.0003947105631818, 4.56170309217e-05, 0.09797940281482, 0.0001669581160101, 3.60051143398e-05]|1630.4080156499624081|      0.00000191|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      30|[2.95180916384e-05, 3.36784477428e-05, 0.0100121059373967, 0.0003933093270279, 4.57866813229e-05, 0.0979789892696261, 0.0001657998261461, 3.5727748624e-05]|1629.8363678191553845|      0.00000381|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      31|[2.95180916384e-05, 3.36784477428e-05, 0.0100121059373967, 0.0003933093270279, 4.57866813229e-05, 0.0979789892696261, 0.0001657998261461, 3.5727748624e-05]|1629.8363678191553845|      0.00000191|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[2.98917862691e-05, 3.33873948896e-05, 0.0100122523742511, 0.0003922532632075, 4.56841636148e-05, 0.0979791922838927, 0.0001672378461278, 3.61243323867e-05]|1626.3784407523260143|      0.00000381|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[2.98917862691e-05, 3.33873948896e-05, 0.0100122523742511, 0.0003922532632075, 4.56841636148e-05, 0.0979791922838927, 0.0001672378461278, 3.61243323867e-05]|1626.3784407523260143|      0.00000191|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[2.98917862691e-05, 3.33873948896e-05, 0.0100122523742511, 0.0003922532632075, 4.56841636148e-05, 0.0979791922838927, 0.0001672378461278, 3.61243323867e-05]|1626.3784407523260143|      0.00000095|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      35|[2.97988177305e-05, 3.3384552803e-05, 0.0100124287142011, 0.0003918044770068, 4.57993223993e-05, 0.0979790827792432, 0.0001665573612525, 3.65486272888e-05]|1625.0436017507565793|      0.00000191|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      36|[2.97988177305e-05, 3.3384552803e-05, 0.0100124287142011, 0.0003918044770068, 4.57993223993e-05, 0.0979790827792432, 0.0001665573612525, 3.65486272888e-05]|1625.0436017507565793|      0.00000095|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[2.98499277148e-05, 3.36138988585e-05, 0.010012373433649, 0.0003909940552542, 4.5616061857e-05, 0.0979790779477494, 0.0001669174632342, 3.63720988355e-05]|1623.7867828030978217|      0.00000191|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[2.98499277148e-05, 3.36138988585e-05, 0.010012373433649, 0.0003909940552542, 4.5616061857e-05, 0.0979790779477494, 0.0001669174632342, 3.63720988355e-05]|1623.7867828030978217|      0.00000095|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      39|[2.96392839497e-05, 3.35633166056e-05, 0.0100118043594333, 0.0003903122807915, 4.5802332611e-05, 0.0979789048070272, 0.0001668245664745, 3.63476213102e-05]|1622.7690338242973667|      0.00000191|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      40|[2.96392839497e-05, 3.35633166056e-05, 0.0100118043594333, 0.0003903122807915, 4.5802332611e-05, 0.0979789048070272, 0.0001668245664745, 3.63476213102e-05]|1622.7690338242973667|      0.00000095|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
