k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      29|[10.665644879140341, 3.022862143748822, 0.5285233324902445, 40.360640648838356, -0.5347689105893672, -1.38709378260783, 26.352859989933823, -0.4810294200978717, 1.2832386007752592]|843.1715087890625000|      0.12500000|[769, 116, 0, 58]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      30|[10.665644879140341, 3.022862143748822, 0.5285233324902445, 40.360640648838356, -0.5347689105893672, -1.38709378260783, 26.352859989933823, -0.4810294200978717, 1.2832386007752592]|843.1715087890625000|      0.06250000|[795, 120, 0, 60]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      31|[10.654362285713956, 3.0287651953647283, 0.5193719235684151, 40.41297748866728, -0.5556674207491475, -1.3805884328092806, 26.361895204996376, -0.4729075964100652, 1.3004009882700043]|841.9593505859375000|      0.12500000|[821, 124, 0, 62]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      32|[10.654362285713956, 3.0287651953647283, 0.5193719235684151, 40.41297748866728, -0.5556674207491475, -1.3805884328092806, 26.361895204996376, -0.4729075964100652, 1.3004009882700043]|841.9593505859375000|      0.06250000|[848, 128, 0, 64]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      33|[10.654362285713956, 3.0287651953647283, 0.5193719235684151, 40.41297748866728, -0.5556674207491475, -1.3805884328092806, 26.361895204996376, -0.4729075964100652, 1.3004009882700043]|841.9593505859375000|      0.03125000|[874, 132, 0, 66]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      34|[10.65121549694769, 3.035221675288116, 0.5155627346725317, 40.43436927670954, -0.5690011473359327, -1.3770487666548197, 26.374030068812264, -0.4697762831993311, 1.3106712379427192]|841.3583984375000000|      0.06250000|[901, 136, 0, 68]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      35|[10.641368537294133, 3.0814022618946812, 0.4963674140821863, 40.43169293915595, -0.576493020309506, -1.3659040424392062, 26.405178605003258, -0.4576998297817008, 1.3128189386909006]|841.0469970703125000|      0.12500000|[927, 140, 0, 70]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      36|[10.641368537294133, 3.0814022618946812, 0.4963674140821863, 40.43169293915595, -0.576493020309506, -1.3659040424392062, 26.405178605003258, -0.4576998297817008, 1.3128189386909006]|841.0469970703125000|      0.06250000|[953, 144, 0, 72]                                                          |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      37|[10.642854020554699, 3.084129403011125, 0.5199648035327039, 40.46689632902996, -0.6054268360588263, -1.3450562034444893, 26.41398748850774, -0.4306228604748921, 1.3170537720182123]|840.0333251953125000|      0.12500000|[980, 148, 0, 74]                                                          |  | trying linear partial model with 15 points | iterate success | actual_k=2
      38|[10.642854020554699, 3.084129403011125, 0.5199648035327039, 40.46689632902996, -0.6054268360588263, -1.3450562034444893, 26.41398748850774, -0.4306228604748921, 1.3170537720182123]|840.0333251953125000|      0.06250000|[1006, 152, 0, 76]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      39|[10.667286529234598, 3.087728339994181, 0.5170418217614078, 40.50987091055022, -0.6153027565593517, -1.3719458681534922, 26.423923875886903, -0.4178793934159176, 1.336008351206213]|839.4465332031250000|      0.12500000|[1032, 156, 0, 78]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      40|[10.667286529234598, 3.087728339994181, 0.5170418217614078, 40.50987091055022, -0.6153027565593517, -1.3719458681534922, 26.423923875886903, -0.4178793934159176, 1.336008351206213]|839.4465332031250000|      0.06250000|[1059, 160, 0, 80]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      41|[10.63342585085246, 3.0585364290055956, 0.4884317114700196, 40.5311907880597, -0.6228853578310298, -1.3708628123171425, 26.425801885182292, -0.3981200915420612, 1.3494929877599144]|838.7323608398437500|      0.12500000|[1085, 164, 0, 82]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      42|[10.63342585085246, 3.0585364290055956, 0.4884317114700196, 40.5311907880597, -0.6228853578310298, -1.3708628123171425, 26.425801885182292, -0.3981200915420612, 1.3494929877599144]|838.7323608398437500|      0.06250000|[1111, 168, 0, 84]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      43|[10.612956160206242, 3.034231910684652, 0.4703238852972155, 40.54998423054121, -0.6656887920997736, -1.3701092825818633, 26.422522463207983, -0.3792526636509186, 1.3534941212307148]|838.2891235351562500|      0.12500000|[1137, 172, 0, 86]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
      44|[10.612956160206242, 3.034231910684652, 0.4703238852972155, 40.54998423054121, -0.6656887920997736, -1.3701092825818633, 26.422522463207983, -0.3792526636509186, 1.3534941212307148]|838.2891235351562500|      0.06250000|[1163, 176, 0, 88]                                                         |  | trying linear partial model with 15 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=2
      45|[10.614625960081407, 3.0163612066435697, 0.4727689595103374, 40.57040105681054, -0.6939734020690278, -1.3409722827754416, 26.46107497794891, -0.3745647077285758, 1.3514898058309133]|837.6635131835937500|      0.12500000|[1190, 180, 0, 90]                                                         |  | trying linear partial model with 15 points | iterate success | actual_k=2
