k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      16|[1.6747132440648778, 134.1311519585046, -113.67188691384005, 99.24514292809256, 200.01007386469416]|489.6967773437500000|     16.00000000|[452, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      17|[1.6747132440648778, 134.1311519585046, -113.67188691384005, 99.24514292809256, 200.01007386469416]|489.6967773437500000|      8.00000000|[480, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      18|[1.6747132440648778, 134.1311519585046, -113.67188691384005, 99.24514292809256, 200.01007386469416]|489.6967773437500000|      4.00000000|[508, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[-1.79327616941772, 132.72519188241648, -115.07750225286027, 99.109354898649, 200.05625635260665]|413.3903503417968750|      8.00000000|[537, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[-1.79327616941772, 132.72519188241648, -115.07750225286027, 99.109354898649, 200.05625635260665]|413.3903503417968750|      4.00000000|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[1.9746091280345266, 131.85198307248191, -116.09583748163233, 99.05197971063484, 200.0720110070906]|344.6417541503906250|      8.00000000|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[1.9746091280345266, 131.85198307248191, -116.09583748163233, 99.05197971063484, 200.0720110070906]|344.6417541503906250|      4.00000000|[623, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.9746091280345266, 131.85198307248191, -116.09583748163233, 99.05197971063484, 200.0720110070906]|344.6417541503906250|      2.00000000|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      24|[0.1144789603216962, 131.3559511842613, -116.63696181680265, 99.0706807382231, 200.0985223346045]|205.1135864257812500|      4.00000000|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      25|[0.6516626108907327, 128.63588711220214, -119.5173855992348, 99.01677284641221, 199.9847772588691]| 80.8033905029296875|      8.00000000|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
