k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[43.88760658006205, 150.3300859035956, -100.45545421525203, 2.084009688380376, 3.165299031107783]|68530.1413533960585482|      2.00000000|[267, 88, 2, 24]                                                           |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      12|[41.89516384178778, 150.2016161076878, -100.57219100982441, 2.080409192092941, 3.1704955161678323]|62729.5507812500000000|      4.00000000|[291, 96, 2, 26]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[37.91273644546821, 149.94045336494406, -100.83460691105655, 2.1350838740692546, 3.1851457304058464]|51921.1875000000000000|      8.00000000|[315, 104, 2, 28]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      14|[37.91273644546821, 149.94045336494406, -100.83460691105655, 2.1350838740692546, 3.1851457304058464]|51921.1875000000000000|      4.00000000|[339, 112, 2, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      15|[37.91273644546821, 149.94045336494406, -100.83460691105655, 2.1350838740692546, 3.1851457304058464]|51921.1875000000000000|      2.00000000|[363, 120, 2, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[35.9227973535748, 149.79357220998315, -100.96834369523054, 2.1593028545013992, 3.175335000697484]|46912.8007812500000000|      4.00000000|[387, 128, 2, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      17|[35.9227973535748, 149.79357220998315, -100.96834369523054, 2.1593028545013992, 3.175335000697484]|46912.8007812500000000|      2.00000000|[411, 136, 2, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      18|[33.93266395821086, 149.6547517177317, -101.10523439769497, 2.192666863221679, 3.159659603121286]|42168.5117187500000000|      4.00000000|[435, 144, 2, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      19|[33.93266395821086, 149.6547517177317, -101.10523439769497, 2.192666863221679, 3.159659603121286]|42168.5117187500000000|      2.00000000|[459, 152, 3, 41]                                                          |  | trying linear partial model with 13 points FAILED TO GET X_HAT, using additional batch call | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      20|[31.942142108221482, 149.51493589183625, -101.23996860591576, 2.1868803456953834, 3.169014221984038]|37687.3164062500000000|      4.00000000|[484, 160, 3, 43]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      21|[28.019544269029286, 148.82777413355515, -101.51520818125191, 2.298039878000211, 2.9389671736063314]|29565.8183593750000000|      8.00000000|[508, 168, 3, 45]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      22|[28.019544269029286, 148.82777413355515, -101.51520818125191, 2.298039878000211, 2.9389671736063314]|29565.8183593750000000|      4.00000000|[532, 176, 3, 47]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      23|[28.019544269029286, 148.82777413355515, -101.51520818125191, 2.298039878000211, 2.9389671736063314]|29565.8183593750000000|      2.00000000|[556, 184, 3, 49]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[26.031100418972, 148.67504068930216, -101.66597754590022, 2.299872887528728, 2.93360164142453]|25869.8027343750000000|      4.00000000|[580, 192, 3, 51]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
