k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0]     |2150.1261246091939938|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-0.0025607626106647, -0.0001142365149633, 5.86764088909e-05, 0.0009929808688267, 0.0006384451655279, 0.0015704730761499, 0.0008119294983034, 0.0005471028698042, -0.0004566093466888, -1.89183428576e-05, -0.0003224601026135, -0.00032825902722, -0.0011125057981988, -0.0004186759559434, 1.0010121979522233]|2114.7349796164421605|      0.00012207|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-0.0025607626106647, -0.0001142365149633, 5.86764088909e-05, 0.0009929808688267, 0.0006384451655279, 0.0015704730761499, 0.0008119294983034, 0.0005471028698042, -0.0004566093466888, -1.89183428576e-05, -0.0003224601026135, -0.00032825902722, -0.0011125057981988, -0.0004186759559434, 1.0010121979522233]|2114.7349796164421605|      0.00006104|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-0.002556814614862, -0.0001509960333275, 2.9488719421e-05, 0.001003854181266, 0.0006470834574992, 0.0015576980362368, 0.0008133012696663, 0.0005366048502213, -0.0004555378447102, -4.5499977276e-06, -0.0003109740843149, -0.0003147442519686, -0.0011096416516138, -0.0004411582604778, 1.0010137938265555]|2114.7049617141910858|      0.00012207|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[-0.0025462303187368, -0.0002311487284451, -1.25413270002e-05, 0.000984088854883, 0.0006503542804291, 0.0015094492188747, 0.0008143377512811, 0.0005843582560869, -0.00045714762737, 1.38660503968e-05, -0.0002776030608083, -0.0003059986842807, -0.0011139772828497, -0.0004471840868127, 1.0010144395867089]|2114.6590217072798623|      0.00024414|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[-0.0024632511775111, -0.000319110629598, -3.96649664377e-05, 0.0010390482957994, 0.0005816059189383, 0.0016319518261698, 0.0008038389784978, 0.0005967326478738, -0.0004530407050413, 0.0001380884022363, -0.0002695265224124, -0.0003317882502312, -0.0011584425845722, -0.0004378029576458, 1.0010690787918894]|2114.6100412086266260|      0.00048828|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-0.0024632511775111, -0.000319110629598, -3.96649664377e-05, 0.0010390482957994, 0.0005816059189383, 0.0016319518261698, 0.0008038389784978, 0.0005967326478738, -0.0004530407050413, 0.0001380884022363, -0.0002695265224124, -0.0003317882502312, -0.0011584425845722, -0.0004378029576458, 1.0010690787918894]|2114.6100412086266260|      0.00024414|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-0.0024632511775111, -0.000319110629598, -3.96649664377e-05, 0.0010390482957994, 0.0005816059189383, 0.0016319518261698, 0.0008038389784978, 0.0005967326478738, -0.0004530407050413, 0.0001380884022363, -0.0002695265224124, -0.0003317882502312, -0.0011584425845722, -0.0004378029576458, 1.0010690787918894]|2114.6100412086266260|      0.00012207|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-0.0024977045286362, -0.0003632558784682, -6.01289820297e-05, 0.001083943941416, 0.0005207562764742, 0.0016213774506219, 0.0007979623371729, 0.0005460746164231, -0.0004434488615382, 0.0001361621070471, -0.0002497792129315, -0.0002926161406728, -0.0011882861000007, -0.0004380889365068, 1.0010712744061283]|2114.5533240895711060|      0.00024414|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[-0.0025255940538195, -0.0004793431851821, -1.63858809579e-05, 0.0011767389744979, 0.0005429844296048, 0.0016611700664248, 0.0007840587187007, 0.0005944161914011, -0.0004601058061431, 0.0001997488031251, -0.0001563341801191, -0.0003210494681112, -0.0013155707886786, -0.0004505739221129, 1.0010712434759061]|2114.4686771513788699|      0.00048828|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      32|[-0.0025255940538195, -0.0004793431851821, -1.63858809579e-05, 0.0011767389744979, 0.0005429844296048, 0.0016611700664248, 0.0007840587187007, 0.0005944161914011, -0.0004601058061431, 0.0001997488031251, -0.0001563341801191, -0.0003210494681112, -0.0013155707886786, -0.0004505739221129, 1.0010712434759061]|2114.4686771513788699|      0.00024414|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[-0.0025255940538195, -0.0004793431851821, -1.63858809579e-05, 0.0011767389744979, 0.0005429844296048, 0.0016611700664248, 0.0007840587187007, 0.0005944161914011, -0.0004601058061431, 0.0001997488031251, -0.0001563341801191, -0.0003210494681112, -0.0013155707886786, -0.0004505739221129, 1.0010712434759061]|2114.4686771513788699|      0.00012207|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-0.0025255940538195, -0.0004793431851821, -1.63858809579e-05, 0.0011767389744979, 0.0005429844296048, 0.0016611700664248, 0.0007840587187007, 0.0005944161914011, -0.0004601058061431, 0.0001997488031251, -0.0001563341801191, -0.0003210494681112, -0.0013155707886786, -0.0004505739221129, 1.0010712434759061]|2114.4686771513788699|      0.00006104|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      35|[-0.0025311082720036, -0.0005102833268813, -2.45393240526e-05, 0.0011968957981343, 0.0005485426301285, 0.001636342118135, 0.000806314547009, 0.0005861276304619, -0.0004475797809328, 0.0002239987949113, -0.0001609385127401, -0.0003192838470946, -0.0013063097136514, -0.0004574470053367, 1.0010589477482048]|2114.4443116081938570|      0.00012207|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[-0.0025589599677518, -0.0005647906361273, -6.39775572294e-05, 0.0012004748396815, 0.000504390417524, 0.0016002057175755, 0.0008081865734028, 0.0005594898507628, -0.0004849334700913, 0.0002369150296976, -0.0001706911921145, -0.0003569488562104, -0.0013382700184305, -0.0004855295831282, 1.0010860012775533]|2114.3955048990292198|      0.00024414|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[-0.0024936794919197, -0.0006460092977606, -8.41962078723e-05, 0.0012916658856582, 0.0004678149049073, 0.0016444623303579, 0.0008008232846581, 0.0006877670185554, -0.0005438292952604, 0.0002586679456751, -0.0001274492466908, -0.0003598545531903, -0.0013998446130478, -0.0005833620525685, 1.0011181498013577]|2114.3202730743610118|      0.00048828|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      38|[-0.0024936794919197, -0.0006460092977606, -8.41962078723e-05, 0.0012916658856582, 0.0004678149049073, 0.0016444623303579, 0.0008008232846581, 0.0006877670185554, -0.0005438292952604, 0.0002586679456751, -0.0001274492466908, -0.0003598545531903, -0.0013998446130478, -0.0005833620525685, 1.0011181498013577]|2114.3202730743610118|      0.00024414|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      39|[-0.0024936794919197, -0.0006460092977606, -8.41962078723e-05, 0.0012916658856582, 0.0004678149049073, 0.0016444623303579, 0.0008008232846581, 0.0006877670185554, -0.0005438292952604, 0.0002586679456751, -0.0001274492466908, -0.0003598545531903, -0.0013998446130478, -0.0005833620525685, 1.0011181498013577]|2114.3202730743610118|      0.00012207|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[-0.0024936794919197, -0.0006460092977606, -8.41962078723e-05, 0.0012916658856582, 0.0004678149049073, 0.0016444623303579, 0.0008008232846581, 0.0006877670185554, -0.0005438292952604, 0.0002586679456751, -0.0001274492466908, -0.0003598545531903, -0.0013998446130478, -0.0005833620525685, 1.0011181498013577]|2114.3202730743610118|      0.00006104|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      41|[-0.0025213702246069, -0.0006803861474016, -8.74594058028e-05, 0.0012857019134912, 0.0004482298590649, 0.0016563290372921, 0.0007905684675539, 0.000690888725427, -0.0005501013214907, 0.0002586210526883, -0.0001191803968473, -0.0003492040222071, -0.0014092854346264, -0.0006112415855252, 1.0011200690861388]|2114.2897875324119923|      0.00012207|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      42|[-0.0024855796599986, -0.0007477871806799, -0.0001460511277239, 0.0012669981006054, 0.0004636051975031, 0.0016575883834433, 0.0007830953724792, 0.0006819879422289, -0.0005544300471055, 0.0003036555064817, -0.0001098829585148, -0.0003495003258138, -0.0014568054767724, -0.0006282941146929, 1.0011046061105024]|2114.2402115265404063|      0.00024414|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      43|[-0.0024855796599986, -0.0007477871806799, -0.0001460511277239, 0.0012669981006054, 0.0004636051975031, 0.0016575883834433, 0.0007830953724792, 0.0006819879422289, -0.0005544300471055, 0.0003036555064817, -0.0001098829585148, -0.0003495003258138, -0.0014568054767724, -0.0006282941146929, 1.0011046061105024]|2114.2402115265404063|      0.00012207|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      44|[-0.0024855796599986, -0.0007477871806799, -0.0001460511277239, 0.0012669981006054, 0.0004636051975031, 0.0016575883834433, 0.0007830953724792, 0.0006819879422289, -0.0005544300471055, 0.0003036555064817, -0.0001098829585148, -0.0003495003258138, -0.0014568054767724, -0.0006282941146929, 1.0011046061105024]|2114.2402115265404063|      0.00006104|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      45|[-0.0024980663883172, -0.0007641603101635, -0.000144110308915, 0.0012739072361649, 0.0004460484075141, 0.0016677306856648, 0.0007965325373005, 0.0006827721132015, -0.0005344082361958, 0.0003239300561463, -0.0001158494404677, -0.0003395959107394, -0.0014164030069641, -0.000622994524206, 1.001097434062341]|2114.2319235895902239|      0.00012207|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      46|[-0.0025029266822765, -0.0008525513130656, -0.0002163754656794, 0.0012834731111113, 0.0004440632310202, 0.0016858658822827, 0.0007990346218325, 0.0006788606815285, -0.0005459094227306, 0.0003352062721211, -0.0001395921673397, -0.0003334211667717, -0.0014228394006004, -0.0006449726035706, 1.0011007030795562]|2114.1652236037348302|      0.00024414|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      47|[-0.0024850667307674, -0.0010410603151458, -0.0002150951312891, 0.0012583098203586, 0.0004906856100793, 0.0017422873812098, 0.000821986923621, 0.000605747690747, -0.000621922881468, 0.0003732258849085, -0.0001044142677017, -0.0003762792145292, -0.0014022250376174, -0.0006271235352993, 1.001071643342974]|2114.0837361136705113|      0.00048828|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      48|[-0.0025806002258769, -0.001075848287383, -0.0002607973249516, 0.0013572956253972, 0.0004541051463513, 0.0016711854610508, 0.0007271680388107, 0.0008154707641607, -0.0006764368821153, 0.0005912763758208, -6.59911429376e-05, -0.0001901364524499, -0.00155697828805, -0.0008088261357438, 1.0011866180563176]|2113.9873991108124756|      0.00097656|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      49|[-0.0025806002258769, -0.001075848287383, -0.0002607973249516, 0.0013572956253972, 0.0004541051463513, 0.0016711854610508, 0.0007271680388107, 0.0008154707641607, -0.0006764368821153, 0.0005912763758208, -6.59911429376e-05, -0.0001901364524499, -0.00155697828805, -0.0008088261357438, 1.0011866180563176]|2113.9873991108124756|      0.00048828|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      50|[-0.0025806002258769, -0.001075848287383, -0.0002607973249516, 0.0013572956253972, 0.0004541051463513, 0.0016711854610508, 0.0007271680388107, 0.0008154707641607, -0.0006764368821153, 0.0005912763758208, -6.59911429376e-05, -0.0001901364524499, -0.00155697828805, -0.0008088261357438, 1.0011866180563176]|2113.9873991108124756|      0.00024414|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      51|[-0.0024376989732172, -0.0011409812861394, -0.0003510225540118, 0.0014183236869554, 0.0004587323605852, 0.0016219025840632, 0.0007945145597234, 0.000778385381705, -0.0007111320596124, 0.0006781080557288, -6.41095572045e-05, -0.0002240675195345, -0.0015808242629772, -0.0008617413354027, 1.0011485594449037]|2113.9114803764878161|      0.00048828|[816, 51, 51, 102]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      52|[-0.0024376989732172, -0.0011409812861394, -0.0003510225540118, 0.0014183236869554, 0.0004587323605852, 0.0016219025840632, 0.0007945145597234, 0.000778385381705, -0.0007111320596124, 0.0006781080557288, -6.41095572045e-05, -0.0002240675195345, -0.0015808242629772, -0.0008617413354027, 1.0011485594449037]|2113.9114803764878161|      0.00024414|[832, 52, 52, 104]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      53|[-0.002494449811504, -0.0012572524419624, -0.000437807010952, 0.0014648636471906, 0.000485844382733, 0.0016916503293365, 0.0008405078679379, 0.0008381960235723, -0.0007471397511299, 0.0007730632243143, -0.0001047542577508, -0.0002218477995672, -0.0015613903883967, -0.0009593066867219, 1.0011514505697465]|2113.7906692405190370|      0.00048828|[848, 53, 53, 106]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      54|[-0.002494449811504, -0.0012572524419624, -0.000437807010952, 0.0014648636471906, 0.000485844382733, 0.0016916503293365, 0.0008405078679379, 0.0008381960235723, -0.0007471397511299, 0.0007730632243143, -0.0001047542577508, -0.0002218477995672, -0.0015613903883967, -0.0009593066867219, 1.0011514505697465]|2113.7906692405190370|      0.00024414|[864, 54, 54, 108]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      55|[-0.002494449811504, -0.0012572524419624, -0.000437807010952, 0.0014648636471906, 0.000485844382733, 0.0016916503293365, 0.0008405078679379, 0.0008381960235723, -0.0007471397511299, 0.0007730632243143, -0.0001047542577508, -0.0002218477995672, -0.0015613903883967, -0.0009593066867219, 1.0011514505697465]|2113.7906692405190370|      0.00012207|[880, 55, 55, 110]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      56|[-0.0025240490177309, -0.0013249341426791, -0.0004597730536077, 0.0014752367925643, 0.000472839891969, 0.001658874252627, 0.0008625500021798, 0.0008052419437707, -0.0007900677755832, 0.0008078172429323, -0.000122713451533, -0.0002198436270506, -0.0015754673547896, -0.0010083565908282, 1.0011438577548688]|2113.7331550899270951|      0.00024414|[896, 56, 56, 112]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      57|[-0.0025240490177309, -0.0013249341426791, -0.0004597730536077, 0.0014752367925643, 0.000472839891969, 0.001658874252627, 0.0008625500021798, 0.0008052419437707, -0.0007900677755832, 0.0008078172429323, -0.000122713451533, -0.0002198436270506, -0.0015754673547896, -0.0010083565908282, 1.0011438577548688]|2113.7331550899270951|      0.00012207|[912, 57, 57, 114]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      58|[-0.0024786932683914, -0.0013746160589045, -0.0004925790806315, 0.0015061067822875, 0.000500841836152, 0.0016541861126311, 0.0008477258602294, 0.00079279847933, -0.000826731506606, 0.0007941324908268, -0.0001329082424801, -0.0002691655461853, -0.0016200364572685, -0.0010340248346688, 1.0011651297899113]|2113.6894005575909432|      0.00024414|[928, 58, 58, 116]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      59|[-0.0024786932683914, -0.0013746160589045, -0.0004925790806315, 0.0015061067822875, 0.000500841836152, 0.0016541861126311, 0.0008477258602294, 0.00079279847933, -0.000826731506606, 0.0007941324908268, -0.0001329082424801, -0.0002691655461853, -0.0016200364572685, -0.0010340248346688, 1.0011651297899113]|2113.6894005575909432|      0.00012207|[944, 59, 59, 118]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      60|[-0.0024531483359563, -0.0014534572821027, -0.0005355789858459, 0.0015058964709266, 0.0005048549232843, 0.0016671846224388, 0.0008422872383762, 0.0008107981098677, -0.0008518127876475, 0.0008585256931483, -0.0001362423876331, -0.0002916520761936, -0.0016359099077533, -0.0010430312595129, 1.0011695585363405]|2113.6387246098306605|      0.00024414|[960, 60, 60, 120]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      61|[-0.0025804425183656, -0.0015700789908406, -0.0005327007719911, 0.0016008379322864, 0.0005507134524708, 0.0016444371695712, 0.0007943839262767, 0.0007653096316454, -0.0009117159676879, 0.0009163447718809, -0.0001659784752574, -0.0002843194761981, -0.0016730872134039, -0.0010723610569084, 1.0012302367007313]|2113.5859242398132665|      0.00048828|[976, 61, 61, 122]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      62|[-0.0025804425183656, -0.0015700789908406, -0.0005327007719911, 0.0016008379322864, 0.0005507134524708, 0.0016444371695712, 0.0007943839262767, 0.0007653096316454, -0.0009117159676879, 0.0009163447718809, -0.0001659784752574, -0.0002843194761981, -0.0016730872134039, -0.0010723610569084, 1.0012302367007313]|2113.5859242398132665|      0.00024414|[992, 62, 62, 124]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      63|[-0.0025804425183656, -0.0015700789908406, -0.0005327007719911, 0.0016008379322864, 0.0005507134524708, 0.0016444371695712, 0.0007943839262767, 0.0007653096316454, -0.0009117159676879, 0.0009163447718809, -0.0001659784752574, -0.0002843194761981, -0.0016730872134039, -0.0010723610569084, 1.0012302367007313]|2113.5859242398132665|      0.00012207|[1008, 63, 63, 126]                                                        |  | used linear model with 17 points | iterate failure | actual_k=1
      64|[-0.0024994988217866, -0.0016392348469067, -0.0005137130539811, 0.0016313677521833, 0.0005501928602334, 0.0016176627900365, 0.0008146802189481, 0.0007612346942696, -0.0009155748461312, 0.0009136102245597, -0.0001627127942078, -0.0003040775542764, -0.0016609933998876, -0.0010640886424931, 1.0012523805984332]|2113.5174835813650134|      0.00024414|[1024, 64, 64, 128]                                                        |  | used linear model with 17 points | iterate success | actual_k=1
      65|[-0.0024273825496237, -0.0017852815619206, -0.0004697643173621, 0.0016686795052379, 0.0005049143403441, 0.0016515250646545, 0.0008517509740193, 0.0007155703756984, -0.0008701079193106, 0.0009800746965354, -0.0002591607266143, -0.0003210084136398, -0.0016166744776968, -0.0011296795338836, 1.0012798462282788]|2113.4450924264187961|      0.00048828|[1040, 65, 65, 130]                                                        |  | used linear model with 17 points | iterate success | actual_k=1
      66|[-0.0024273825496237, -0.0017852815619206, -0.0004697643173621, 0.0016686795052379, 0.0005049143403441, 0.0016515250646545, 0.0008517509740193, 0.0007155703756984, -0.0008701079193106, 0.0009800746965354, -0.0002591607266143, -0.0003210084136398, -0.0016166744776968, -0.0011296795338836, 1.0012798462282788]|2113.4450924264187961|      0.00024414|[1056, 66, 66, 132]                                                        |  | used linear model with 17 points | iterate failure | actual_k=1
