k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.2, 0.3, 5.6, 5.5, 6.5, 7.6]                                                  |269.7504728856305292|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.3188650192115041, 0.4813551567827295, 5.317478659399192, 5.706139397470872, 6.283073997321925, 7.746091762316528]|171.5051926751141593|      2.00000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate success | actual_k=1
      12|[-3.35647473664317, 5.611802517304826, 2.9352314462407993, 6.3348965486179205, 3.7078017321073258, 5.34744232144219]|  1.2329284275323167|      1.00000000|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      13|[-3.35647473664317, 5.611802517304826, 2.9352314462407993, 6.3348965486179205, 3.7078017321073258, 5.34744232144219]|  1.2329284275323167|      0.50000000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.67259812334765, 5.776129889598777, 2.712004948334563, 6.264812831800766, 3.49627600652498, 5.193892362862166]|  0.7215527319348537|      1.00000000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      15|[-3.67259812334765, 5.776129889598777, 2.712004948334563, 6.264812831800766, 3.49627600652498, 5.193892362862166]|  0.7215527319348537|      0.50000000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.67259812334765, 5.776129889598777, 2.712004948334563, 6.264812831800766, 3.49627600652498, 5.193892362862166]|  0.7215527319348537|      0.25000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-3.5906031379391914, 5.880281246784963, 2.7421423726563092, 6.193698507767101, 3.629606823229924, 5.048335847881144]|  0.3743299103497137|      0.50000000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[-3.5906031379391914, 5.880281246784963, 2.7421423726563092, 6.193698507767101, 3.629606823229924, 5.048335847881144]|  0.3743299103497137|      0.25000000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-3.5906031379391914, 5.880281246784963, 2.7421423726563092, 6.193698507767101, 3.629606823229924, 5.048335847881144]|  0.3743299103497137|      0.12500000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-3.610142185371005, 5.943290033608894, 2.7016986930861626, 6.159789363414719, 3.6336676243545862, 4.9562972309055695]|  0.2732577240459563|      0.25000000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-3.6309951360061605, 6.029588390778449, 2.487161094262388, 6.085766545130823, 3.6706369830257577, 4.914520974690772]|  0.2062990606319761|      0.50000000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[-3.6309951360061605, 6.029588390778449, 2.487161094262388, 6.085766545130823, 3.6706369830257577, 4.914520974690772]|  0.2062990606319761|      0.25000000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-3.6309951360061605, 6.029588390778449, 2.487161094262388, 6.085766545130823, 3.6706369830257577, 4.914520974690772]|  0.2062990606319761|      0.12500000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-3.5943083080733165, 6.063659862490857, 2.532241722110191, 6.06830674730369, 3.761704715419241, 4.864643404170859]|  0.1720547670528434|      0.25000000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-3.6627351146759373, 6.237829191373306, 2.5157315260571464, 6.025148375690193, 3.6520031723792017, 4.7492607501218185]|  0.0803028428681009|      0.50000000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[-3.6627351146759373, 6.237829191373306, 2.5157315260571464, 6.025148375690193, 3.6520031723792017, 4.7492607501218185]|  0.0803028428681009|      0.25000000|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.6627351146759373, 6.237829191373306, 2.5157315260571464, 6.025148375690193, 3.6520031723792017, 4.7492607501218185]|  0.0803028428681009|      0.12500000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-3.6627351146759373, 6.237829191373306, 2.5157315260571464, 6.025148375690193, 3.6520031723792017, 4.7492607501218185]|  0.0803028428681009|      0.06250000|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-3.6627351146759373, 6.237829191373306, 2.5157315260571464, 6.025148375690193, 3.6520031723792017, 4.7492607501218185]|  0.0803028428681009|      0.03125000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-3.656781309197705, 6.24732541407784, 2.5198130190872248, 6.016576290299519, 3.66254592151639, 4.723772563407107]|  0.0728877812875762|      0.06250000|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
