k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      12|[-2.752545593102961, 141.38156864759173, -105.94399408425338, 101.22239043134857, 201.67723565873234]|1379.7833251953125000|     16.00000000|[279, 96, 0, 24]                                                           |  | trying linear partial model with 13 points | iterate success | actual_k=4
      13|[-2.752545593102961, 141.38156864759173, -105.94399408425338, 101.22239043134857, 201.67723565873234]|1379.7833251953125000|      8.00000000|[301, 104, 0, 26]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      14|[1.495918494797956, 137.50219183360056, -106.83635526871477, 102.85334826290864, 196.43847087139713]|1006.2323608398437500|     16.00000000|[323, 112, 0, 28]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      15|[1.495918494797956, 137.50219183360056, -106.83635526871477, 102.85334826290864, 196.43847087139713]|1006.2323608398437500|      8.00000000|[346, 120, 0, 30]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      16|[1.495918494797956, 137.50219183360056, -106.83635526871477, 102.85334826290864, 196.43847087139713]|1006.2323608398437500|      4.00000000|[368, 128, 0, 32]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      17|[-1.3039258567401935, 135.92863355705205, -109.20337698740792, 102.93596919004915, 196.71263856296375]|724.0908813476562500|      8.00000000|[390, 136, 0, 34]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      18|[-1.3039258567401935, 135.92863355705205, -109.20337698740792, 102.93596919004915, 196.71263856296375]|724.0908813476562500|      4.00000000|[412, 144, 0, 36]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      19|[1.2766706921976887, 134.48099723580782, -111.03392517266401, 102.29758953531987, 194.84543871000002]|584.9765625000000000|      8.00000000|[435, 152, 0, 38]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      20|[1.2766706921976887, 134.48099723580782, -111.03392517266401, 102.29758953531987, 194.84543871000002]|584.9765625000000000|      4.00000000|[457, 160, 0, 40]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      21|[1.2766706921976887, 134.48099723580782, -111.03392517266401, 102.29758953531987, 194.84543871000002]|584.9765625000000000|      2.00000000|[480, 168, 0, 42]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      22|[-0.1199491545381983, 133.79799488629388, -112.19623470355943, 102.0759477216777, 194.4178030530478]|444.7333374023437500|      4.00000000|[503, 176, 0, 44]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      23|[-0.1199491545381983, 133.79799488629388, -112.19623470355943, 102.0759477216777, 194.4178030530478]|444.7333374023437500|      2.00000000|[526, 184, 0, 46]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      24|[0.6102366649617169, 132.40081175132428, -113.36466723575927, 101.74044693157158, 194.22567654812727]|354.6387939453125000|      4.00000000|[549, 192, 0, 48]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      25|[-0.8321067721262211, 130.04476706074738, -116.17038222703806, 102.24400357333226, 193.73263200475827]|217.7500915527343750|      8.00000000|[572, 200, 0, 50]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
