k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[-1.3452025734e-06, 1.528912544e-06, 0.0100008295324037, 0.0003727538841312, 99999.99999972098, 0.0979810958486344, 0.0001659084406793, 100000.00000121807]|3354.3890656306693927|      0.00000381|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      23|[-1.3452025734e-06, 1.528912544e-06, 0.0100008295324037, 0.0003727538841312, 99999.99999972098, 0.0979810958486344, 0.0001659084406793, 100000.00000121807]|3354.3890656306693927|      0.00000191|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[-1.3452025734e-06, 1.528912544e-06, 0.0100008295324037, 0.0003727538841312, 99999.99999972098, 0.0979810958486344, 0.0001659084406793, 100000.00000121807]|3354.3890656306693927|      0.00000095|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      25|[-1.3452025734e-06, 1.528912544e-06, 0.0100008295324037, 0.0003727538841312, 99999.99999972098, 0.0979810958486344, 0.0001659084406793, 100000.00000121807]|3354.3890656306693927|      0.00000048|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[-1.3452025734e-06, 1.528912544e-06, 0.0100008295324037, 0.0003727538841312, 99999.99999972098, 0.0979810958486344, 0.0001659084406793, 100000.00000121807]|3354.3890656306693927|      0.00000024|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      27|[-1.3106924198e-06, 1.5242031743e-06, 0.0100008249127636, 0.0003727152305941, 99999.99999972034, 0.0979810869250399, 0.0001656767511654, 100000.0000012369]|3354.3377542634975725|      0.00000048|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      28|[-1.3106924198e-06, 1.5242031743e-06, 0.0100008249127636, 0.0003727152305941, 99999.99999972034, 0.0979810869250399, 0.0001656767511654, 100000.0000012369]|3354.3377542634975725|      0.00000024|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      29|[-1.1176270569e-06, 1.5465359759e-06, 0.010000804579041, 0.0003727398305515, 99999.99999974179, 0.097981140913833, 0.0001657367966715, 100000.00000134212]|3354.3219514224133491|      0.00000048|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      30|[-1.1176270569e-06, 1.5465359759e-06, 0.010000804579041, 0.0003727398305515, 99999.99999974179, 0.097981140913833, 0.0001657367966715, 100000.00000134212]|3354.3219514224133491|      0.00000024|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      31|[-1.1176270569e-06, 1.5465359759e-06, 0.010000804579041, 0.0003727398305515, 99999.99999974179, 0.097981140913833, 0.0001657367966715, 100000.00000134212]|3354.3219514224133491|      0.00000012|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      32|[-1.0267703034e-06, 1.5662354972e-06, 0.0100008000861966, 0.0003727404584953, 99999.99999975807, 0.0979811946341395, 0.0001656911075318, 100000.00000132454]|3354.3151690762974795|      0.00000024|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      33|[-8.725398456e-07, 1.5181639959e-06, 0.0100009179509858, 0.0003726235173189, 99999.99999972321, 0.0979811579956417, 0.0001657136320101, 100000.0000013139]|3354.3041546324939191|      0.00000048|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      34|[-8.725398456e-07, 1.5181639959e-06, 0.0100009179509858, 0.0003726235173189, 99999.99999972321, 0.0979811579956417, 0.0001657136320101, 100000.0000013139]|3354.3041546324939191|      0.00000024|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      35|[-7.048244512e-07, 1.4914166846e-06, 0.0100009064620352, 0.0003726810484277, 99999.99999966298, 0.0979812674384594, 0.0001657165910468, 100000.00000121933]|3354.2880840840025485|      0.00000048|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      36|[-7.048244512e-07, 1.4914166846e-06, 0.0100009064620352, 0.0003726810484277, 99999.99999966298, 0.0979812674384594, 0.0001657165910468, 100000.00000121933]|3354.2880840840025485|      0.00000024|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      37|[-7.048244512e-07, 1.4914166846e-06, 0.0100009064620352, 0.0003726810484277, 99999.99999966298, 0.0979812674384594, 0.0001657165910468, 100000.00000121933]|3354.2880840840025485|      0.00000012|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[-6.258315251e-07, 1.4982297275e-06, 0.0100008600830216, 0.0003727133432859, 99999.99999968808, 0.0979812940180957, 0.000165693419692, 100000.00000116588]|3354.2831088817988530|      0.00000024|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      39|[-6.258315251e-07, 1.4982297275e-06, 0.0100008600830216, 0.0003727133432859, 99999.99999968808, 0.0979812940180957, 0.000165693419692, 100000.00000116588]|3354.2831088817988530|      0.00000012|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      40|[-5.635345854e-07, 1.4411711569e-06, 0.010000922164455, 0.0003727062597584, 99999.9999997063, 0.0979813266350266, 0.0001656910180095, 100000.00000112383]|3354.2776310501353692|      0.00000024|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
