k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[100.0, 0.0, 0.2, 0.9, 100.0, 0.0, 0.2, 0.8, 100.0, 0.05, 0.3, 0.8, 100.0, 0.1, 0.3, 0.6, 100.0, 0.3, 0.5, 0.3, 100.0, 0.6, 0.6, 0.0, 300.0, 300.0, 300.0, 300.0, 300.0]|704.1073340916507277|      0.50000000|[31, 2, 1, 3]                                                              |  | used linear model with 33 points | iterate failure | actual_k=1
      12|[100.04633635104493, 0.1673236627523539, 0.2153013970195893, 0.8822668861921599, 100.06095852539366, 0.0416883130288823, 0.225275667320791, 0.7773863382870081, 99.96859169573378, 0.0198546554508108, 0.264118569815244, 0.7872895394996297, 100.00471870875012, 0.0938241849166701, 0.3399939594768026, 0.6168346238283406, 100.01811894176703, 0.2138542775995211, 0.424788368682814, 0.2998759530449084, 100.0368364124216, 0.578731930085225, 0.6082137193974968, 0.0032719625759291, 300.00419955573904, 299.95307466203076, 299.99036277727754, 300.0256774611196, 300.0080480602513]|262.2785120681864441|      0.06250000|[372, 24, 12, 36]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      13|[100.04633635104493, 0.1673236627523539, 0.2153013970195893, 0.8822668861921599, 100.06095852539366, 0.0416883130288823, 0.225275667320791, 0.7773863382870081, 99.96859169573378, 0.0198546554508108, 0.264118569815244, 0.7872895394996297, 100.00471870875012, 0.0938241849166701, 0.3399939594768026, 0.6168346238283406, 100.01811894176703, 0.2138542775995211, 0.424788368682814, 0.2998759530449084, 100.0368364124216, 0.578731930085225, 0.6082137193974968, 0.0032719625759291, 300.00419955573904, 299.95307466203076, 299.99036277727754, 300.0256774611196, 300.0080480602513]|262.2785120681864441|      0.03125000|[403, 26, 13, 39]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      14|[100.04633635104493, 0.1673236627523539, 0.2153013970195893, 0.8822668861921599, 100.06095852539366, 0.0416883130288823, 0.225275667320791, 0.7773863382870081, 99.96859169573378, 0.0198546554508108, 0.264118569815244, 0.7872895394996297, 100.00471870875012, 0.0938241849166701, 0.3399939594768026, 0.6168346238283406, 100.01811894176703, 0.2138542775995211, 0.424788368682814, 0.2998759530449084, 100.0368364124216, 0.578731930085225, 0.6082137193974968, 0.0032719625759291, 300.00419955573904, 299.95307466203076, 299.99036277727754, 300.0256774611196, 300.0080480602513]|262.2785120681864441|      0.01562500|[434, 28, 14, 42]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      15|[100.05171215723283, 0.1681910130992073, 0.2174114929982859, 0.8831619363968913, 100.05869541186266, 0.0503863911578759, 0.2284437425652555, 0.7791708654617409, 99.96697776222476, 0.0215990944551598, 0.2689610132084573, 0.7891646296822846, 100.00634368224837, 0.0939468995129321, 0.3381114426242888, 0.6147748223411117, 100.01676405030969, 0.2106669967669092, 0.4237913429279431, 0.3003621000934202, 100.0413463578343, 0.5827237130243278, 0.6103532637931962, 0.0056240931964421, 300.00530520617457, 299.95104917631073, 299.98955380747964, 300.02631595770765, 300.0055612046549]|248.5271801837027965|      0.03125000|[465, 30, 15, 45]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      16|[100.04808812465492, 0.1678766899546209, 0.224927950412012, 0.8757463394417837, 100.05481676890372, 0.0659080813084047, 0.2351936762866672, 0.7895529188589961, 99.96494554964026, 0.0298044353883913, 0.2690069748949652, 0.7869665312316196, 100.00390223051447, 0.0849139919394869, 0.3283077060498295, 0.6101557816679356, 100.01685777955976, 0.2086796776157266, 0.4223035370959959, 0.3053545860623417, 100.04673007248941, 0.5777939167921453, 0.6094146982684738, 0.0106574721322943, 300.0029150029521, 299.9455995918701, 299.98737958113753, 300.0294336705694, 300.00644105126275]|224.5790783369328665|      0.06250000|[496, 32, 16, 48]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      17|[100.04799697066582, 0.1897920943364826, 0.2488192133521193, 0.8928542606490594, 100.05983190041333, 0.0688674278092558, 0.2405061892351609, 0.7868096350496322, 99.95691085355237, 0.0310673563069061, 0.2870064578847065, 0.7665826539982494, 99.99810647786282, 0.0955760918094234, 0.3342343679804844, 0.6116896900068443, 100.01642254499498, 0.1889510101521099, 0.4309092379787356, 0.3034423922753556, 100.04471630048023, 0.5882073115561435, 0.6260177402560632, -0.0078522477466162, 300.00716497581027, 299.94921860688424, 299.9961915438821, 300.0329422608114, 300.01998474462033]|200.3710153856128215|      0.12500000|[527, 34, 17, 51]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      18|[100.04799697066582, 0.1897920943364826, 0.2488192133521193, 0.8928542606490594, 100.05983190041333, 0.0688674278092558, 0.2405061892351609, 0.7868096350496322, 99.95691085355237, 0.0310673563069061, 0.2870064578847065, 0.7665826539982494, 99.99810647786282, 0.0955760918094234, 0.3342343679804844, 0.6116896900068443, 100.01642254499498, 0.1889510101521099, 0.4309092379787356, 0.3034423922753556, 100.04471630048023, 0.5882073115561435, 0.6260177402560632, -0.0078522477466162, 300.00716497581027, 299.94921860688424, 299.9961915438821, 300.0329422608114, 300.01998474462033]|200.3710153856128215|      0.06250000|[558, 36, 18, 54]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      19|[100.04799697066582, 0.1897920943364826, 0.2488192133521193, 0.8928542606490594, 100.05983190041333, 0.0688674278092558, 0.2405061892351609, 0.7868096350496322, 99.95691085355237, 0.0310673563069061, 0.2870064578847065, 0.7665826539982494, 99.99810647786282, 0.0955760918094234, 0.3342343679804844, 0.6116896900068443, 100.01642254499498, 0.1889510101521099, 0.4309092379787356, 0.3034423922753556, 100.04471630048023, 0.5882073115561435, 0.6260177402560632, -0.0078522477466162, 300.00716497581027, 299.94921860688424, 299.9961915438821, 300.0329422608114, 300.01998474462033]|200.3710153856128215|      0.03125000|[589, 38, 19, 57]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      20|[100.04987691026653, 0.1998032395054719, 0.2494288943264421, 0.8862667444930784, 100.05243950504752, 0.0850149002866951, 0.2438735083745474, 0.7848450758547572, 99.95390755563248, 0.0269747413510631, 0.2905236959735404, 0.7689175949255517, 99.99609781573666, 0.0875644470641477, 0.3313905034132398, 0.5989184548763442, 100.01536337352297, 0.1896203603192299, 0.4283269689137981, 0.3047467318888585, 100.04410514177056, 0.5885673388708471, 0.6237440198073485, -0.0186396271660504, 300.0084881294034, 299.9496406968009, 299.9970984682677, 300.0284052358614, 300.0277391195168]|181.0445046115373486|      0.06250000|[620, 40, 20, 60]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      21|[100.05299298612887, 0.1893676431823349, 0.2746297818327151, 0.9022945200445187, 100.03724579393659, 0.1090867071364239, 0.2602950283968556, 0.7773186479676223, 99.96857637728871, 0.0373222933448138, 0.3083888028579481, 0.7592196665428922, 100.00151965490119, 0.0988160550888442, 0.338658047775635, 0.5978978329149477, 100.00117224755452, 0.1764326259307267, 0.4380116204667932, 0.305503275791959, 100.04265825183484, 0.5978246526167267, 0.6249587243948171, -0.026784927073832, 300.012902549371, 299.9464416358785, 299.98658808019087, 300.03117707686255, 300.03410964058315]|156.0320176265623218|      0.12500000|[651, 42, 21, 63]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      22|[100.05299298612887, 0.1893676431823349, 0.2746297818327151, 0.9022945200445187, 100.03724579393659, 0.1090867071364239, 0.2602950283968556, 0.7773186479676223, 99.96857637728871, 0.0373222933448138, 0.3083888028579481, 0.7592196665428922, 100.00151965490119, 0.0988160550888442, 0.338658047775635, 0.5978978329149477, 100.00117224755452, 0.1764326259307267, 0.4380116204667932, 0.305503275791959, 100.04265825183484, 0.5978246526167267, 0.6249587243948171, -0.026784927073832, 300.012902549371, 299.9464416358785, 299.98658808019087, 300.03117707686255, 300.03410964058315]|156.0320176265623218|      0.06250000|[682, 44, 22, 66]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      23|[100.05299298612887, 0.1893676431823349, 0.2746297818327151, 0.9022945200445187, 100.03724579393659, 0.1090867071364239, 0.2602950283968556, 0.7773186479676223, 99.96857637728871, 0.0373222933448138, 0.3083888028579481, 0.7592196665428922, 100.00151965490119, 0.0988160550888442, 0.338658047775635, 0.5978978329149477, 100.00117224755452, 0.1764326259307267, 0.4380116204667932, 0.305503275791959, 100.04265825183484, 0.5978246526167267, 0.6249587243948171, -0.026784927073832, 300.012902549371, 299.9464416358785, 299.98658808019087, 300.03117707686255, 300.03410964058315]|156.0320176265623218|      0.03125000|[713, 46, 23, 69]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      24|[100.05299298612887, 0.1893676431823349, 0.2746297818327151, 0.9022945200445187, 100.03724579393659, 0.1090867071364239, 0.2602950283968556, 0.7773186479676223, 99.96857637728871, 0.0373222933448138, 0.3083888028579481, 0.7592196665428922, 100.00151965490119, 0.0988160550888442, 0.338658047775635, 0.5978978329149477, 100.00117224755452, 0.1764326259307267, 0.4380116204667932, 0.305503275791959, 100.04265825183484, 0.5978246526167267, 0.6249587243948171, -0.026784927073832, 300.012902549371, 299.9464416358785, 299.98658808019087, 300.03117707686255, 300.03410964058315]|156.0320176265623218|      0.01562500|[744, 48, 24, 72]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      25|[100.05635301248728, 0.1948888679588485, 0.2793866170429526, 0.9036496364078637, 100.03529257118906, 0.1136325062219482, 0.2635559159647015, 0.7770900442257881, 99.9698343420857, 0.0420238133428585, 0.310400852897677, 0.7552600891921856, 100.0038303503423, 0.0945044651573807, 0.3333536935653291, 0.5968813161004485, 100.0070408073912, 0.1761385469755486, 0.4370946950725001, 0.3072696452625299, 100.04213018929885, 0.5993990719385679, 0.6264021299555007, -0.0259368471527653, 300.0141719208353, 299.94661152355627, 299.9870833096162, 300.0307030370623, 300.03437116503073]|144.6598586418291461|      0.03125000|[775, 50, 25, 75]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      26|[100.05635301248728, 0.1948888679588485, 0.2793866170429526, 0.9036496364078637, 100.03529257118906, 0.1136325062219482, 0.2635559159647015, 0.7770900442257881, 99.9698343420857, 0.0420238133428585, 0.310400852897677, 0.7552600891921856, 100.0038303503423, 0.0945044651573807, 0.3333536935653291, 0.5968813161004485, 100.0070408073912, 0.1761385469755486, 0.4370946950725001, 0.3072696452625299, 100.04213018929885, 0.5993990719385679, 0.6264021299555007, -0.0259368471527653, 300.0141719208353, 299.94661152355627, 299.9870833096162, 300.0307030370623, 300.03437116503073]|144.6598586418291461|      0.01562500|[806, 52, 26, 78]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      27|[100.06022965135872, 0.1978628016494547, 0.2817805373901823, 0.9065263459558767, 100.03634513280349, 0.1177952913261867, 0.2678168556816066, 0.778449282566067, 99.97153038766824, 0.0473727132134597, 0.3128961543535719, 0.7532417775107291, 100.00596921349639, 0.0896939716934935, 0.3333707188388089, 0.5975075864387379, 100.01112443989658, 0.1795400924036925, 0.4398906879717213, 0.3126173728217747, 100.04114053262548, 0.6042941156738334, 0.6254330987902983, -0.0251664951719427, 300.01207524534607, 299.94749783304104, 299.9879032875555, 300.0305238895985, 300.0334200175645]|138.1526857984634091|      0.03125000|[837, 54, 27, 81]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      28|[100.06079976410818, 0.1984706563025718, 0.2982307636027769, 0.9214054787431829, 100.0337609114409, 0.1267187431396743, 0.277695862766936, 0.7791157427809151, 99.97356603663087, 0.0444356431065008, 0.3131483286515747, 0.7532121176938185, 100.01021636710348, 0.0884109269432985, 0.3323580874268424, 0.5961803097571556, 100.01327703435382, 0.1763038981393862, 0.440848084083224, 0.3043085387332573, 100.04124729301321, 0.6043865232669842, 0.6284228041163349, -0.0285150930871008, 300.0130900445229, 299.9394046639855, 299.99138961358193, 300.038944408921, 300.0303544284897]|127.7304814530419463|      0.06250000|[868, 56, 28, 84]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      29|[100.04622978938352, 0.2079501934940286, 0.3143076194420369, 0.9268923771184286, 100.03822773097403, 0.1222671772284921, 0.2952599829109665, 0.7959155588958049, 99.98108158786434, 0.0524646024977453, 0.3285771027326788, 0.7502040148422878, 100.01019072496445, 0.070537210460713, 0.3278222490935447, 0.5821344529679136, 99.9982775658748, 0.1676854120865333, 0.4404966607682376, 0.3002249411127432, 100.02271008577944, 0.5774877968670606, 0.6225711996381766, -0.0381333992372235, 300.02402241335176, 299.93670367424187, 299.99095000704096, 300.050888134207, 300.03048064115796]|118.8158958134830669|      0.12500000|[899, 58, 29, 87]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      30|[100.04622978938352, 0.2079501934940286, 0.3143076194420369, 0.9268923771184286, 100.03822773097403, 0.1222671772284921, 0.2952599829109665, 0.7959155588958049, 99.98108158786434, 0.0524646024977453, 0.3285771027326788, 0.7502040148422878, 100.01019072496445, 0.070537210460713, 0.3278222490935447, 0.5821344529679136, 99.9982775658748, 0.1676854120865333, 0.4404966607682376, 0.3002249411127432, 100.02271008577944, 0.5774877968670606, 0.6225711996381766, -0.0381333992372235, 300.02402241335176, 299.93670367424187, 299.99095000704096, 300.050888134207, 300.03048064115796]|118.8158958134830669|      0.06250000|[930, 60, 30, 90]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      31|[100.04622978938352, 0.2079501934940286, 0.3143076194420369, 0.9268923771184286, 100.03822773097403, 0.1222671772284921, 0.2952599829109665, 0.7959155588958049, 99.98108158786434, 0.0524646024977453, 0.3285771027326788, 0.7502040148422878, 100.01019072496445, 0.070537210460713, 0.3278222490935447, 0.5821344529679136, 99.9982775658748, 0.1676854120865333, 0.4404966607682376, 0.3002249411127432, 100.02271008577944, 0.5774877968670606, 0.6225711996381766, -0.0381333992372235, 300.02402241335176, 299.93670367424187, 299.99095000704096, 300.050888134207, 300.03048064115796]|118.8158958134830669|      0.03125000|[961, 62, 31, 93]                                                          |  | used linear model with 33 points | iterate failure | actual_k=1
      32|[100.04051361003651, 0.2114314537668733, 0.317035046577927, 0.9301663418027745, 100.04021941511625, 0.1346955833277075, 0.2962803906246742, 0.7986975779047033, 99.97429240647388, 0.0541699860126687, 0.331588203399712, 0.7552652272525091, 100.01716104238376, 0.0774199406112986, 0.3334348785753961, 0.5784062358609752, 99.99905175568816, 0.1531907587298378, 0.4370807815877732, 0.3071891067907555, 100.03627084901858, 0.5811229417239665, 0.6262028318039841, -0.0355685508437851, 300.0222002173476, 299.93594941556324, 299.9947149089768, 300.0539841485222, 300.02803759148196]|105.1543140712750102|      0.06250000|[992, 64, 32, 96]                                                          |  | used linear model with 33 points | iterate success | actual_k=1
      33|[100.04051361003651, 0.2114314537668733, 0.317035046577927, 0.9301663418027745, 100.04021941511625, 0.1346955833277075, 0.2962803906246742, 0.7986975779047033, 99.97429240647388, 0.0541699860126687, 0.331588203399712, 0.7552652272525091, 100.01716104238376, 0.0774199406112986, 0.3334348785753961, 0.5784062358609752, 99.99905175568816, 0.1531907587298378, 0.4370807815877732, 0.3071891067907555, 100.03627084901858, 0.5811229417239665, 0.6262028318039841, -0.0355685508437851, 300.0222002173476, 299.93594941556324, 299.9947149089768, 300.0539841485222, 300.02803759148196]|105.1543140712750102|      0.03125000|[1023, 66, 33, 99]                                                         |  | used linear model with 33 points | iterate failure | actual_k=1
      34|[100.04051361003651, 0.2114314537668733, 0.317035046577927, 0.9301663418027745, 100.04021941511625, 0.1346955833277075, 0.2962803906246742, 0.7986975779047033, 99.97429240647388, 0.0541699860126687, 0.331588203399712, 0.7552652272525091, 100.01716104238376, 0.0774199406112986, 0.3334348785753961, 0.5784062358609752, 99.99905175568816, 0.1531907587298378, 0.4370807815877732, 0.3071891067907555, 100.03627084901858, 0.5811229417239665, 0.6262028318039841, -0.0355685508437851, 300.0222002173476, 299.93594941556324, 299.9947149089768, 300.0539841485222, 300.02803759148196]|105.1543140712750102|      0.01562500|[1054, 68, 34, 102]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      35|[100.04165429353145, 0.2156236365321898, 0.3188315786664236, 0.9322486561156553, 100.03939565170926, 0.1384915525203515, 0.3021811175806416, 0.8033923958739647, 99.97477146997264, 0.0537264630554127, 0.3308776976074143, 0.7507140223102983, 100.01547464797018, 0.0793458644750727, 0.3301188873051249, 0.5764971017430822, 100.00058715145711, 0.1511095182270242, 0.4339966798618558, 0.3101419285326766, 100.04016995048248, 0.582145193388321, 0.6267676164177676, -0.0302688708825425, 300.02353669462656, 299.93262592568107, 299.9909756771584, 300.05397554750374, 300.0254825297721]|100.5267343031585909|      0.03125000|[1085, 70, 35, 105]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      36|[100.04165429353145, 0.2156236365321898, 0.3188315786664236, 0.9322486561156553, 100.03939565170926, 0.1384915525203515, 0.3021811175806416, 0.8033923958739647, 99.97477146997264, 0.0537264630554127, 0.3308776976074143, 0.7507140223102983, 100.01547464797018, 0.0793458644750727, 0.3301188873051249, 0.5764971017430822, 100.00058715145711, 0.1511095182270242, 0.4339966798618558, 0.3101419285326766, 100.04016995048248, 0.582145193388321, 0.6267676164177676, -0.0302688708825425, 300.02353669462656, 299.93262592568107, 299.9909756771584, 300.05397554750374, 300.0254825297721]|100.5267343031585909|      0.01562500|[1116, 72, 36, 108]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      37|[100.04170091092935, 0.2211070871105955, 0.3237157005871684, 0.9344659049793183, 100.04408013797703, 0.1450035780454096, 0.3076087025479355, 0.8014585973658583, 99.97257207343172, 0.0548550792301773, 0.326701139141062, 0.7493857781056655, 100.01749908532707, 0.0795114252375343, 0.3303411657781314, 0.5778520715310919, 100.0022323693473, 0.1489315218632266, 0.4333491407850403, 0.308329969706798, 100.03814643890423, 0.5845573703722101, 0.6289517428022751, -0.0274595957282666, 300.02560759454474, 299.93031671237975, 299.99217359995157, 300.0528665927772, 300.02225674267675]| 95.6320526009742338|      0.03125000|[1147, 74, 37, 111]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      38|[100.04039400041461, 0.2254769189415262, 0.3268400904470463, 0.9432430328123312, 100.05176173768388, 0.1479556309758748, 0.3218738238232165, 0.7961910034253951, 99.97792689309009, 0.0697298440958185, 0.3300332798280678, 0.7479304542637629, 100.01699840353064, 0.0796397581461563, 0.3374789414912105, 0.5681702540049391, 100.00635744699895, 0.1442120789117343, 0.4381727339125393, 0.3077757775679346, 100.03802156310115, 0.5847040253821414, 0.6315301128411069, -0.0294503820920495, 300.02947660196827, 299.93047834861824, 299.98750965180574, 300.0599002794847, 300.0207878673706]| 86.8967227609558961|      0.06250000|[1178, 76, 38, 114]                                                        |  | used linear model with 33 points | iterate success | actual_k=1
      39|[100.04039400041461, 0.2254769189415262, 0.3268400904470463, 0.9432430328123312, 100.05176173768388, 0.1479556309758748, 0.3218738238232165, 0.7961910034253951, 99.97792689309009, 0.0697298440958185, 0.3300332798280678, 0.7479304542637629, 100.01699840353064, 0.0796397581461563, 0.3374789414912105, 0.5681702540049391, 100.00635744699895, 0.1442120789117343, 0.4381727339125393, 0.3077757775679346, 100.03802156310115, 0.5847040253821414, 0.6315301128411069, -0.0294503820920495, 300.02947660196827, 299.93047834861824, 299.98750965180574, 300.0599002794847, 300.0207878673706]| 86.8967227609558961|      0.03125000|[1209, 78, 39, 117]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
      40|[100.04039400041461, 0.2254769189415262, 0.3268400904470463, 0.9432430328123312, 100.05176173768388, 0.1479556309758748, 0.3218738238232165, 0.7961910034253951, 99.97792689309009, 0.0697298440958185, 0.3300332798280678, 0.7479304542637629, 100.01699840353064, 0.0796397581461563, 0.3374789414912105, 0.5681702540049391, 100.00635744699895, 0.1442120789117343, 0.4381727339125393, 0.3077757775679346, 100.03802156310115, 0.5847040253821414, 0.6315301128411069, -0.0294503820920495, 300.02947660196827, 299.93047834861824, 299.98750965180574, 300.0599002794847, 300.0207878673706]| 86.8967227609558961|      0.01562500|[1240, 80, 40, 120]                                                        |  | used linear model with 33 points | iterate failure | actual_k=1
