k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.50000000|[15, 2, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=2
      12|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00024414|[180, 24, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      13|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00012207|[195, 26, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      14|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00006104|[210, 28, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      15|[0.0, 0.0, 0.01, 0.00037, 1e-05, 0.0979798, 0.000167, 1e-05]                    |3359.7648016902749077|      0.00003052|[225, 30, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      16|[2.613111919e-07, -3.9989794591e-06, 0.0099910923913235, 0.0003690046420284, 7.5599545628e-06, 0.0979800288184004, 0.0001699357555082, 3.86409040454e-05]|1631.7005732639017879|      0.00006104|[240, 32, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      17|[2.613111919e-07, -3.9989794591e-06, 0.0099910923913235, 0.0003690046420284, 7.5599545628e-06, 0.0979800288184004, 0.0001699357555082, 3.86409040454e-05]|1631.7005732639017879|      0.00003052|[255, 34, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      18|[2.613111919e-07, -3.9989794591e-06, 0.0099910923913235, 0.0003690046420284, 7.5599545628e-06, 0.0979800288184004, 0.0001699357555082, 3.86409040454e-05]|1631.7005732639017879|      0.00001526|[270, 36, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      19|[2.613111919e-07, -3.9989794591e-06, 0.0099910923913235, 0.0003690046420284, 7.5599545628e-06, 0.0979800288184004, 0.0001699357555082, 3.86409040454e-05]|1631.7005732639017879|      0.00000763|[285, 38, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      20|[3.47840184e-08, -2.820907939e-06, 0.0099898183423502, 0.0003708300421883, 9.9913865805e-06, 0.0979813603603046, 0.0001643326611355, 3.50724764831e-05]|1608.8165943877954760|      0.00001526|[300, 40, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      21|[3.47840184e-08, -2.820907939e-06, 0.0099898183423502, 0.0003708300421883, 9.9913865805e-06, 0.0979813603603046, 0.0001643326611355, 3.50724764831e-05]|1608.8165943877954760|      0.00000763|[315, 42, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      22|[3.47840184e-08, -2.820907939e-06, 0.0099898183423502, 0.0003708300421883, 9.9913865805e-06, 0.0979813603603046, 0.0001643326611355, 3.50724764831e-05]|1608.8165943877954760|      0.00000381|[330, 44, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      23|[1.854007955e-07, -3.4194309828e-06, 0.0099898517240594, 0.0003709387108526, 1.12775240222e-05, 0.0979813528706648, 0.0001668342846434, 3.75716265336e-05]|1595.8082278514229984|      0.00000763|[345, 46, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      24|[1.854007955e-07, -3.4194309828e-06, 0.0099898517240594, 0.0003709387108526, 1.12775240222e-05, 0.0979813528706648, 0.0001668342846434, 3.75716265336e-05]|1595.8082278514229984|      0.00000381|[360, 48, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      25|[-6.449732674e-07, -3.222203549e-06, 0.0099884206958027, 0.0003729164765247, 1.3610357078e-05, 0.0979818653675785, 0.000166391242785, 3.61705386289e-05]|1592.3570645148959102|      0.00000763|[375, 50, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      26|[-6.449732674e-07, -3.222203549e-06, 0.0099884206958027, 0.0003729164765247, 1.3610357078e-05, 0.0979818653675785, 0.000166391242785, 3.61705386289e-05]|1592.3570645148959102|      0.00000381|[390, 52, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      27|[-6.449732674e-07, -3.222203549e-06, 0.0099884206958027, 0.0003729164765247, 1.3610357078e-05, 0.0979818653675785, 0.000166391242785, 3.61705386289e-05]|1592.3570645148959102|      0.00000191|[405, 54, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      28|[-6.449732674e-07, -3.222203549e-06, 0.0099884206958027, 0.0003729164765247, 1.3610357078e-05, 0.0979818653675785, 0.000166391242785, 3.61705386289e-05]|1592.3570645148959102|      0.00000095|[420, 56, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      29|[-5.360367205e-07, -3.2463729757e-06, 0.0099884158937382, 0.0003728666442802, 1.37765425885e-05, 0.0979818280247346, 0.0001668212554443, 3.69955319972e-05]|1592.0524994473860261|      0.00000191|[435, 58, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      30|[-5.360367205e-07, -3.2463729757e-06, 0.0099884158937382, 0.0003728666442802, 1.37765425885e-05, 0.0979818280247346, 0.0001668212554443, 3.69955319972e-05]|1592.0524994473860261|      0.00000095|[450, 60, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      31|[-5.360367205e-07, -3.2463729757e-06, 0.0099884158937382, 0.0003728666442802, 1.37765425885e-05, 0.0979818280247346, 0.0001668212554443, 3.69955319972e-05]|1592.0524994473860261|      0.00000048|[465, 62, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      32|[-5.166901571e-07, -3.2684664435e-06, 0.0099884001861278, 0.0003727494613264, 1.38922295659e-05, 0.097981816251151, 0.0001667574241217, 3.65540162454e-05]|1591.7213496139838753|      0.00000095|[480, 64, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      33|[-5.166901571e-07, -3.2684664435e-06, 0.0099884001861278, 0.0003727494613264, 1.38922295659e-05, 0.097981816251151, 0.0001667574241217, 3.65540162454e-05]|1591.7213496139838753|      0.00000048|[495, 66, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      34|[-5.101470674e-07, -3.2179298728e-06, 0.0099883751613263, 0.000372418506694, 1.41801538279e-05, 0.0979817918085978, 0.0001667095216688, 3.67238021253e-05]|1591.5703499168312192|      0.00000095|[510, 68, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      35|[-5.101470674e-07, -3.2179298728e-06, 0.0099883751613263, 0.000372418506694, 1.41801538279e-05, 0.0979817918085978, 0.0001667095216688, 3.67238021253e-05]|1591.5703499168312192|      0.00000048|[525, 70, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      36|[-5.101470674e-07, -3.2179298728e-06, 0.0099883751613263, 0.000372418506694, 1.41801538279e-05, 0.0979817918085978, 0.0001667095216688, 3.67238021253e-05]|1591.5703499168312192|      0.00000024|[540, 72, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      37|[-4.72938404e-07, -3.2226463122e-06, 0.0099883760750218, 0.0003723135580332, 1.42868987646e-05, 0.0979818066648179, 0.0001667320379977, 3.65440816219e-05]|1591.5084118742811370|      0.00000048|[555, 74, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      38|[-4.67155336e-07, -3.3660511783e-06, 0.0099884660830863, 0.0003722708563394, 1.46865216079e-05, 0.0979819691226896, 0.0001666292537926, 3.65580394086e-05]|1591.4336310951898668|      0.00000095|[570, 76, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
      39|[-4.67155336e-07, -3.3660511783e-06, 0.0099884660830863, 0.0003722708563394, 1.46865216079e-05, 0.0979819691226896, 0.0001666292537926, 3.65580394086e-05]|1591.4336310951898668|      0.00000048|[585, 78, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=2
      40|[-4.432878762e-07, -3.5250702814e-06, 0.0099886593726879, 0.0003721287579937, 1.49020423874e-05, 0.0979820297137467, 0.0001669216960862, 3.66492597848e-05]|1591.4042662657368510|      0.00000095|[600, 80, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=2
