k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                                   |902930.4512200000463054|      0.50000000|[11, 0, 1, 4]                                                              |  | used linear model with 11 points | iterate failure | actual_k=0
      12|[0.0949165041134319, 0.0880895755298343, -0.1075682821706163, -0.0253783857707231, 0.6841505172125696, 0.030220062705165, -0.0133081274507421, -0.0277454273230832, -0.2361489104489853]|12833.8333760173500195|      0.06250000|[132, 0, 12, 48]                                                           |  | used linear model with 11 points | iterate failure | actual_k=0
      13|[0.0949165041134319, 0.0880895755298343, -0.1075682821706163, -0.0253783857707231, 0.6841505172125696, 0.030220062705165, -0.0133081274507421, -0.0277454273230832, -0.2361489104489853]|12833.8333760173500195|      0.03125000|[143, 0, 13, 52]                                                           |  | used linear model with 11 points | iterate failure | actual_k=0
      14|[0.108890986956025, 0.0924793628516776, -0.1166110620503099, -0.0225401153357546, 0.692753970770534, 0.0124528720653221, -0.0261821942059745, -0.0371665628832114, -0.2308586757548173]|9557.0347266918633977|      0.06250000|[154, 0, 14, 56]                                                           |  | used linear model with 11 points | iterate success | actual_k=0
      15|[0.108890986956025, 0.0924793628516776, -0.1166110620503099, -0.0225401153357546, 0.692753970770534, 0.0124528720653221, -0.0261821942059745, -0.0371665628832114, -0.2308586757548173]|9557.0347266918633977|      0.03125000|[165, 0, 15, 60]                                                           |  | used linear model with 11 points | iterate failure | actual_k=0
      16|[0.1111698150656734, 0.1041452349076879, -0.1111035142776962, -0.0118720511289483, 0.715816845814396, 0.0021443965589489, -0.0288966453758835, -0.0356550924493841, -0.2242766901386926]|6532.0156463977173189|      0.06250000|[176, 0, 16, 64]                                                           |  | used linear model with 11 points | iterate success | actual_k=0
      17|[0.1111698150656734, 0.1041452349076879, -0.1111035142776962, -0.0118720511289483, 0.715816845814396, 0.0021443965589489, -0.0288966453758835, -0.0356550924493841, -0.2242766901386926]|6532.0156463977173189|      0.03125000|[187, 0, 17, 68]                                                           |  | used linear model with 11 points | iterate failure | actual_k=0
      18|[0.1145193219885303, 0.1047586239184973, -0.1083423473792153, -0.0058158467243965, 0.741863167914142, -0.0110796837319383, -0.0258914700164467, -0.0281928943594336, -0.2259084772344865]|4453.1569734632839754|      0.06250000|[198, 0, 18, 72]                                                           |  | used linear model with 11 points | iterate success | actual_k=0
      19|[0.1145193219885303, 0.1047586239184973, -0.1083423473792153, -0.0058158467243965, 0.741863167914142, -0.0110796837319383, -0.0258914700164467, -0.0281928943594336, -0.2259084772344865]|4453.1569734632839754|      0.03125000|[209, 0, 19, 76]                                                           |  | used linear model with 11 points | iterate failure | actual_k=0
      20|[0.1145193219885303, 0.1047586239184973, -0.1083423473792153, -0.0058158467243965, 0.741863167914142, -0.0110796837319383, -0.0258914700164467, -0.0281928943594336, -0.2259084772344865]|4453.1569734632839754|      0.01562500|[220, 0, 20, 80]                                                           |  | used linear model with 11 points | iterate failure | actual_k=0
      21|[0.1128088630724957, 0.1013274861025117, -0.111254131859323, -0.0056179556367851, 0.7560991301210411, -0.009091062490015, -0.0296018769693844, -0.0284626576113504, -0.2265921968221371]|3570.1187550909512538|      0.03125000|[231, 0, 21, 84]                                                           |  | used linear model with 11 points | iterate success | actual_k=0
      22|[0.1085873965847585, 0.0973131918484841, -0.1124183984770935, -0.0044963250324827, 0.7795595784918057, -0.0164315340997744, -0.022034347419391, -0.0271485529394368, -0.243227822887166]|2558.2327808598220145|      0.06250000|[242, 0, 22, 88]                                                           |  | used linear model with 11 points | iterate success | actual_k=0
      23|[0.1085873965847585, 0.0973131918484841, -0.1124183984770935, -0.0044963250324827, 0.7795595784918057, -0.0164315340997744, -0.022034347419391, -0.0271485529394368, -0.243227822887166]|2558.2327808598220145|      0.03125000|[253, 0, 23, 92]                                                           |  | used linear model with 11 points | iterate failure | actual_k=0
