k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      12|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00024414|[192, 12, 12, 24]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00012207|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00006104|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00003052|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00001526|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000763|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[0.0, 0.0, 0.01, 0.00037, 100000.0, 0.0979798, 0.000167, 100000.0]              |3359.7648016902749077|      0.00000381|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[9.042679171e-07, -3.315164753e-07, 0.0100003686790675, 0.0003728138832273, 100000.00000033257, 0.0979795173190376, 0.000164680742862, 100000.00000003143]|3355.6733410463011751|      0.00000763|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[9.042679171e-07, -3.315164753e-07, 0.0100003686790675, 0.0003728138832273, 100000.00000033257, 0.0979795173190376, 0.000164680742862, 100000.00000003143]|3355.6733410463011751|      0.00000381|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[9.042679171e-07, -3.315164753e-07, 0.0100003686790675, 0.0003728138832273, 100000.00000033257, 0.0979795173190376, 0.000164680742862, 100000.00000003143]|3355.6733410463011751|      0.00000191|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[2.1415819268e-06, -5.224361477e-07, 0.0100001719376958, 0.0003733488008754, 100000.0000008742, 0.0979790880228373, 0.0001656957709783, 99999.99999954378]|3354.3028286646185734|      0.00000381|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[2.1415819268e-06, -5.224361477e-07, 0.0100001719376958, 0.0003733488008754, 100000.0000008742, 0.0979790880228373, 0.0001656957709783, 99999.99999954378]|3354.3028286646185734|      0.00000191|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[2.1415819268e-06, -5.224361477e-07, 0.0100001719376958, 0.0003733488008754, 100000.0000008742, 0.0979790880228373, 0.0001656957709783, 99999.99999954378]|3354.3028286646185734|      0.00000095|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[2.1415819268e-06, -5.224361477e-07, 0.0100001719376958, 0.0003733488008754, 100000.0000008742, 0.0979790880228373, 0.0001656957709783, 99999.99999954378]|3354.3028286646185734|      0.00000048|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[2.3059467654e-06, -5.398740059e-07, 0.0100001466960284, 0.0003729468861, 100000.00000104906, 0.0979791601262943, 0.0001657268527054, 99999.99999951]|3354.1250506948572365|      0.00000095|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      27|[2.3059467654e-06, -5.398740059e-07, 0.0100001466960284, 0.0003729468861, 100000.00000104906, 0.0979791601262943, 0.0001657268527054, 99999.99999951]|3354.1250506948572365|      0.00000048|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[2.3059467654e-06, -5.398740059e-07, 0.0100001466960284, 0.0003729468861, 100000.00000104906, 0.0979791601262943, 0.0001657268527054, 99999.99999951]|3354.1250506948572365|      0.00000024|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[2.3939693629e-06, -5.736143826e-07, 0.0100001462913873, 0.0003727840576854, 100000.0000010476, 0.0979792011494338, 0.0001655885270889, 99999.999999535]|3354.1163439161741735|      0.00000048|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[2.3939693629e-06, -5.736143826e-07, 0.0100001462913873, 0.0003727840576854, 100000.0000010476, 0.0979792011494338, 0.0001655885270889, 99999.999999535]|3354.1163439161741735|      0.00000024|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      31|[2.3939693629e-06, -5.736143826e-07, 0.0100001462913873, 0.0003727840576854, 100000.0000010476, 0.0979792011494338, 0.0001655885270889, 99999.999999535]|3354.1163439161741735|      0.00000012|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[2.4089725834e-06, -5.714512928e-07, 0.010000144309502, 0.0003727733241011, 100000.00000104804, 0.0979792031516386, 0.0001657056781653, 99999.99999952344]|3354.0918573762078267|      0.00000024|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[2.4089725834e-06, -5.714512928e-07, 0.010000144309502, 0.0003727733241011, 100000.00000104804, 0.0979792031516386, 0.0001657056781653, 99999.99999952344]|3354.0918573762078267|      0.00000012|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[2.4089725834e-06, -5.714512928e-07, 0.010000144309502, 0.0003727733241011, 100000.00000104804, 0.0979792031516386, 0.0001657056781653, 99999.99999952344]|3354.0918573762078267|      0.00000006|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      35|[2.4327975297e-06, -5.629333518e-07, 0.0100001414527075, 0.0003727260088216, 100000.00000106361, 0.0979792026452445, 0.0001657262272313, 99999.99999952417]|3354.0879645586319384|      0.00000012|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[2.5215391591e-06, -5.716502163e-07, 0.0100001400741896, 0.0003726962554801, 100000.0000011154, 0.0979792102910418, 0.0001657312933936, 99999.9999994731]|3354.0812494030474227|      0.00000024|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[2.5215391591e-06, -5.716502163e-07, 0.0100001400741896, 0.0003726962554801, 100000.0000011154, 0.0979792102910418, 0.0001657312933936, 99999.9999994731]|3354.0812494030474227|      0.00000012|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[2.6091528953e-06, -5.833784914e-07, 0.0100001248912187, 0.0003727168234564, 100000.00000112785, 0.0979792559039296, 0.000165694565789, 99999.99999951957]|3354.0749944233834867|      0.00000024|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[2.6091528953e-06, -5.833784914e-07, 0.0100001248912187, 0.0003727168234564, 100000.00000112785, 0.0979792559039296, 0.000165694565789, 99999.99999951957]|3354.0749944233834867|      0.00000012|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[2.6091528953e-06, -5.833784914e-07, 0.0100001248912187, 0.0003727168234564, 100000.00000112785, 0.0979792559039296, 0.000165694565789, 99999.99999951957]|3354.0749944233834867|      0.00000006|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
