k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[11.0, 3.0, 0.5, 40.0, -0.7, -1.3, 25.0, -0.3, 1.4]                             |1153.9439484858455671|      1.00000000|[0, 0, 0, 0]                                                               | 
      28|[10.622297416664015, 3.0720705266125607, 0.5097286806948106, 40.3908372932245, -0.6167659845395584, -1.3753459460114907, 26.30667466544642, -0.4916283066277099, 1.2832854464858428]|842.7081298828125000|      0.25000000|[641, 224, 0, 56]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      29|[10.622297416664015, 3.0720705266125607, 0.5097286806948106, 40.3908372932245, -0.6167659845395584, -1.3753459460114907, 26.30667466544642, -0.4916283066277099, 1.2832854464858428]|842.7081298828125000|      0.12500000|[664, 232, 0, 58]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      30|[10.661998460890441, 3.142062487703584, 0.5242702702715285, 40.45098195363956, -0.6153890605536548, -1.381689048830027, 26.378616189928223, -0.4980648224702537, 1.291157670575389]|841.7474975585937500|      0.25000000|[686, 240, 0, 60]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      31|[10.661998460890441, 3.142062487703584, 0.5242702702715285, 40.45098195363956, -0.6153890605536548, -1.381689048830027, 26.378616189928223, -0.4980648224702537, 1.291157670575389]|841.7474975585937500|      0.12500000|[708, 248, 0, 62]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      32|[10.603652579479201, 3.1065050654046797, 0.5189284570059521, 40.51063237764191, -0.6193725033763627, -1.318887377516959, 26.403013721589673, -0.4583856730720512, 1.3263731161157442]|839.8162231445312500|      0.25000000|[731, 256, 0, 64]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      33|[10.603652579479201, 3.1065050654046797, 0.5189284570059521, 40.51063237764191, -0.6193725033763627, -1.318887377516959, 26.403013721589673, -0.4583856730720512, 1.3263731161157442]|839.8162231445312500|      0.12500000|[754, 264, 0, 66]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      34|[10.603652579479201, 3.1065050654046797, 0.5189284570059521, 40.51063237764191, -0.6193725033763627, -1.318887377516959, 26.403013721589673, -0.4583856730720512, 1.3263731161157442]|839.8162231445312500|      0.06250000|[777, 272, 0, 68]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      35|[10.620299998108667, 3.108511161445346, 0.5368204538288273, 40.539526749203404, -0.6522278360584913, -1.3056873080530191, 26.393788372841744, -0.4252937107071151, 1.320358049930075]|838.9154052734375000|      0.12500000|[799, 280, 0, 70]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      36|[10.620299998108667, 3.108511161445346, 0.5368204538288273, 40.539526749203404, -0.6522278360584913, -1.3056873080530191, 26.393788372841744, -0.4252937107071151, 1.320358049930075]|838.9154052734375000|      0.06250000|[821, 288, 0, 72]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      37|[10.641116534196673, 3.093143599309535, 0.5533357797903368, 40.55412578375674, -0.6930569468274773, -1.318221274010513, 26.420058123516988, -0.4158067640739632, 1.3324681082298806]|838.2095947265625000|      0.12500000|[844, 296, 0, 74]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      38|[10.641116534196673, 3.093143599309535, 0.5533357797903368, 40.55412578375674, -0.6930569468274773, -1.318221274010513, 26.420058123516988, -0.4158067640739632, 1.3324681082298806]|838.2095947265625000|      0.06250000|[866, 304, 0, 76]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      39|[10.646152913934365, 3.0927677157394586, 0.520100081172807, 40.576507854718145, -0.6846467275052907, -1.3631580999937845, 26.41692331585821, -0.4026127760588995, 1.3335710000040393]|837.7745361328125000|      0.12500000|[888, 312, 0, 78]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      40|[10.646152913934365, 3.0927677157394586, 0.520100081172807, 40.576507854718145, -0.6846467275052907, -1.3631580999937845, 26.41692331585821, -0.4026127760588995, 1.3335710000040393]|837.7745361328125000|      0.06250000|[911, 320, 0, 80]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      41|[10.646152913934365, 3.0927677157394586, 0.520100081172807, 40.576507854718145, -0.6846467275052907, -1.3631580999937845, 26.41692331585821, -0.4026127760588995, 1.3335710000040393]|837.7745361328125000|      0.03125000|[933, 328, 0, 82]                                                          |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      42|[10.64351879351461, 3.098524942745815, 0.5198672009398901, 40.591668212185844, -0.6875039758914988, -1.3485651615264966, 26.435121532847557, -0.39704995642841, 1.344677295055811]|837.3457641601562500|      0.06250000|[956, 336, 0, 84]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      43|[10.649279219200938, 3.0559627179460076, 0.50306118093545, 40.615243105395535, -0.7036508715840298, -1.3276680363488818, 26.43291838488641, -0.3885611687528364, 1.3658664705808476]|836.6988525390625000|      0.12500000|[978, 344, 0, 86]                                                          |  | trying linear partial model with 13 points | iterate success | actual_k=4
      44|[10.649279219200938, 3.0559627179460076, 0.50306118093545, 40.615243105395535, -0.7036508715840298, -1.3276680363488818, 26.43291838488641, -0.3885611687528364, 1.3658664705808476]|836.6988525390625000|      0.06250000|[1000, 352, 0, 88]                                                         |  | trying linear partial model with 13 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=4
      45|[10.627590890142491, 3.0604428115682585, 0.5084797906463856, 40.64774754834917, -0.6938372561140904, -1.3589922405931625, 26.465867965663936, -0.380881264954058, 1.3762456027680945]|836.3672485351562500|      0.12500000|[1024, 360, 0, 90]                                                         |  | trying linear partial model with 13 points | iterate success | actual_k=4
