k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[0.0112219312918475, 0.1619345284999367, 0.1864486943792446, 0.0542305953015447, 0.0221654999281586, 0.0649018563836404, 0.0894810039975561, 0.058606313014802, 0.0384710499295143, -0.0092100097827011, -0.0241424755928848, -0.0910833514894562]|  9.7731520092064077|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      14|[0.0112219312918475, 0.1619345284999367, 0.1864486943792446, 0.0542305953015447, 0.0221654999281586, 0.0649018563836404, 0.0894810039975561, 0.058606313014802, 0.0384710499295143, -0.0092100097827011, -0.0241424755928848, -0.0910833514894562]|  9.7731520092064077|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[0.0061089794313593, 0.1952823800729193, 0.2071748795714407, 0.079118100318176, 0.0307876053165397, 0.0895969112702059, 0.0907120068788454, 0.0810135378058731, 0.0338838819504885, -0.0011529048467667, -0.0157228793241686, -0.0717331142632673]|  8.2853484371681905|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[0.0061089794313593, 0.1952823800729193, 0.2071748795714407, 0.079118100318176, 0.0307876053165397, 0.0895969112702059, 0.0907120068788454, 0.0810135378058731, 0.0338838819504885, -0.0011529048467667, -0.0157228793241686, -0.0717331142632673]|  8.2853484371681905|      0.06250000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-0.0092055832990979, 0.2264196913153455, 0.2073223082835131, 0.0942218812237456, 0.032002974691208, 0.0866470239167604, 0.0641562840354243, 0.0580518909156489, 0.0394716764878794, -0.0120583047695423, -0.048605029348523, -0.0715703357517374]|  7.2203452963598060|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      18|[-0.0092055832990979, 0.2264196913153455, 0.2073223082835131, 0.0942218812237456, 0.032002974691208, 0.0866470239167604, 0.0641562840354243, 0.0580518909156489, 0.0394716764878794, -0.0120583047695423, -0.048605029348523, -0.0715703357517374]|  7.2203452963598060|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-0.0092055832990979, 0.2264196913153455, 0.2073223082835131, 0.0942218812237456, 0.032002974691208, 0.0866470239167604, 0.0641562840354243, 0.0580518909156489, 0.0394716764878794, -0.0120583047695423, -0.048605029348523, -0.0715703357517374]|  7.2203452963598060|      0.03125000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-0.0085435325886251, 0.2458594106934414, 0.2153374067692968, 0.1046811126983238, 0.0351824311949505, 0.0964968234181881, 0.0692153421869152, 0.065986053443834, 0.0448198643424118, -0.0052876822925926, -0.0454618489285938, -0.0595458753024816]|  6.6147885967845932|      0.06250000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-0.0085435325886251, 0.2458594106934414, 0.2153374067692968, 0.1046811126983238, 0.0351824311949505, 0.0964968234181881, 0.0692153421869152, 0.065986053443834, 0.0448198643424118, -0.0052876822925926, -0.0454618489285938, -0.0595458753024816]|  6.6147885967845932|      0.03125000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-0.0079786421607529, 0.2673000968718766, 0.2228476006836594, 0.1068292309317507, 0.0384470525628671, 0.0988403708764601, 0.0633139570560927, 0.062946828375143, 0.0339939486025859, -0.0196048682733183, -0.0509810344983599, -0.066077802446499]|  6.0102204372139543|      0.06250000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      23|[-0.0079786421607529, 0.2673000968718766, 0.2228476006836594, 0.1068292309317507, 0.0384470525628671, 0.0988403708764601, 0.0633139570560927, 0.062946828375143, 0.0339939486025859, -0.0196048682733183, -0.0509810344983599, -0.066077802446499]|  6.0102204372139543|      0.03125000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      24|[-0.0027280709629536, 0.2878160253281208, 0.2367797678031142, 0.1084537930212411, 0.0403644890360195, 0.1065941390034021, 0.0707736417964952, 0.0684190968177484, 0.0293203509569912, -0.0110537509467491, -0.0423149485984945, -0.0626294795774095]|  5.5040328900900191|      0.06250000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-0.0043996059729504, 0.3295637612393889, 0.251388710693293, 0.1156313191967131, 0.0612726958737375, 0.1185117958653497, 0.063873664843752, 0.0641345629676956, 0.0032888570366301, -0.0140387322858423, -0.0519894890545044, -0.08431699510504]|  4.6758427995106606|      0.12500000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      26|[-0.0043996059729504, 0.3295637612393889, 0.251388710693293, 0.1156313191967131, 0.0612726958737375, 0.1185117958653497, 0.063873664843752, 0.0641345629676956, 0.0032888570366301, -0.0140387322858423, -0.0519894890545044, -0.08431699510504]|  4.6758427995106606|      0.06250000|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-0.0043996059729504, 0.3295637612393889, 0.251388710693293, 0.1156313191967131, 0.0612726958737375, 0.1185117958653497, 0.063873664843752, 0.0641345629676956, 0.0032888570366301, -0.0140387322858423, -0.0519894890545044, -0.08431699510504]|  4.6758427995106606|      0.03125000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-0.0024416726915781, 0.340044462119049, 0.261747372859263, 0.1210667845858508, 0.0605360322450447, 0.1285213964091056, 0.0770159879966223, 0.0623962051110584, 0.0140299993485826, 0.0013767476966294, -0.044079616701764, -0.0784873144671558]|  4.3658719974547679|      0.06250000|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-0.0024416726915781, 0.340044462119049, 0.261747372859263, 0.1210667845858508, 0.0605360322450447, 0.1285213964091056, 0.0770159879966223, 0.0623962051110584, 0.0140299993485826, 0.0013767476966294, -0.044079616701764, -0.0784873144671558]|  4.3658719974547679|      0.03125000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-0.0063559777069113, 0.3632506030357749, 0.2678722314324465, 0.123294057923084, 0.0639832575251088, 0.1239786028473967, 0.0749237211013734, 0.0536368475097557, 0.0057356602790649, -0.0053827803795965, -0.0519815246218972, -0.087957763766096]|  3.9612649411908079|      0.06250000|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[-0.0368884570587344, 0.3999728599013663, 0.2935071762439422, 0.1202923559278224, 0.0528137487511389, 0.1211911806104647, 0.0739388603078871, 0.0613195312945112, 0.0146627583314113, -0.0238593604174882, -0.0546904072391726, -0.0695622050492097]|  3.2461805548108789|      0.12500000|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      32|[-0.0368884570587344, 0.3999728599013663, 0.2935071762439422, 0.1202923559278224, 0.0528137487511389, 0.1211911806104647, 0.0739388603078871, 0.0613195312945112, 0.0146627583314113, -0.0238593604174882, -0.0546904072391726, -0.0695622050492097]|  3.2461805548108789|      0.06250000|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[-0.0368884570587344, 0.3999728599013663, 0.2935071762439422, 0.1202923559278224, 0.0528137487511389, 0.1211911806104647, 0.0739388603078871, 0.0613195312945112, 0.0146627583314113, -0.0238593604174882, -0.0546904072391726, -0.0695622050492097]|  3.2461805548108789|      0.03125000|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-0.0243901628557649, 0.4203134719228841, 0.3023927639012295, 0.1205046561877248, 0.0511493914143537, 0.1348519215282966, 0.0749078216631517, 0.0629639857128227, 0.0134244260780312, -0.0212498132240467, -0.0531693610615298, -0.0806945936599616]|  3.0183102201673355|      0.06250000|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-0.0198763296323874, 0.4347148504475026, 0.3034319231459745, 0.0979851593559723, 0.0319613515040471, 0.1444859423972282, 0.0730923507067015, 0.0437759298564245, 0.0224659777364781, 0.0123441901072025, -0.0819724015756172, -0.0634355814744993]|  2.8402282057490953|      0.12500000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[-0.0198763296323874, 0.4347148504475026, 0.3034319231459745, 0.0979851593559723, 0.0319613515040471, 0.1444859423972282, 0.0730923507067015, 0.0437759298564245, 0.0224659777364781, 0.0123441901072025, -0.0819724015756172, -0.0634355814744993]|  2.8402282057490953|      0.06250000|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      37|[-0.0198763296323874, 0.4347148504475026, 0.3034319231459745, 0.0979851593559723, 0.0319613515040471, 0.1444859423972282, 0.0730923507067015, 0.0437759298564245, 0.0224659777364781, 0.0123441901072025, -0.0819724015756172, -0.0634355814744993]|  2.8402282057490953|      0.03125000|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[-0.0156328006508312, 0.4522862926759889, 0.3184865243341437, 0.1121597337630047, 0.0321803179696913, 0.1445117408810978, 0.0768746965534139, 0.0434862593172332, 0.0137929278614042, 0.0046544856059071, -0.0828824832123443, -0.0549138713057713]|  2.5780530448560164|      0.06250000|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[-0.0156328006508312, 0.4522862926759889, 0.3184865243341437, 0.1121597337630047, 0.0321803179696913, 0.1445117408810978, 0.0768746965534139, 0.0434862593172332, 0.0137929278614042, 0.0046544856059071, -0.0828824832123443, -0.0549138713057713]|  2.5780530448560164|      0.03125000|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[-0.0066119339536192, 0.4720093806026811, 0.3157905819514056, 0.1131487328254155, 0.0410950624371048, 0.1396463885127454, 0.0788772950293604, 0.0494713882270787, 0.0211933823137113, 0.0169653024073192, -0.0891274232762142, -0.0444428953216601]|  2.3834000348321362|      0.06250000|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      41|[-0.0066119339536192, 0.4720093806026811, 0.3157905819514056, 0.1131487328254155, 0.0410950624371048, 0.1396463885127454, 0.0788772950293604, 0.0494713882270787, 0.0211933823137113, 0.0169653024073192, -0.0891274232762142, -0.0444428953216601]|  2.3834000348321362|      0.03125000|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      42|[-0.007784894230166, 0.4896317670311282, 0.3351856994022717, 0.1048020331997247, 0.0390201520705241, 0.1457397401699436, 0.0710579468785298, 0.0579375015550484, 0.0163672888306771, 0.0133775511360511, -0.091930780414237, -0.0437171070512896]|  2.1426276981549628|      0.06250000|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      43|[-0.007784894230166, 0.4896317670311282, 0.3351856994022717, 0.1048020331997247, 0.0390201520705241, 0.1457397401699436, 0.0710579468785298, 0.0579375015550484, 0.0163672888306771, 0.0133775511360511, -0.091930780414237, -0.0437171070512896]|  2.1426276981549628|      0.03125000|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      44|[-0.0114833296394734, 0.5157252598697167, 0.3366329403909294, 0.1091192768000723, 0.0423606878919761, 0.139184136902135, 0.0698269656787017, 0.0581213329823011, 0.0243935479261216, 0.0110949661731087, -0.0829688545164229, -0.0362572651792214]|  1.9234925831428602|      0.06250000|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      45|[-0.0215640974996274, 0.5574251390375694, 0.3539242971015842, 0.1063760012153576, 0.020857245965252, 0.1532335016809317, 0.0496872415825797, 0.0430649540843048, 0.0188006736281761, 0.0297925249408716, -0.0821056249381877, -0.0270094649410871]|  1.4672913128390923|      0.12500000|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      46|[-0.0215640974996274, 0.5574251390375694, 0.3539242971015842, 0.1063760012153576, 0.020857245965252, 0.1532335016809317, 0.0496872415825797, 0.0430649540843048, 0.0188006736281761, 0.0297925249408716, -0.0821056249381877, -0.0270094649410871]|  1.4672913128390923|      0.06250000|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      47|[-0.0215640974996274, 0.5574251390375694, 0.3539242971015842, 0.1063760012153576, 0.020857245965252, 0.1532335016809317, 0.0496872415825797, 0.0430649540843048, 0.0188006736281761, 0.0297925249408716, -0.0821056249381877, -0.0270094649410871]|  1.4672913128390923|      0.03125000|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      48|[-0.0215640974996274, 0.5574251390375694, 0.3539242971015842, 0.1063760012153576, 0.020857245965252, 0.1532335016809317, 0.0496872415825797, 0.0430649540843048, 0.0188006736281761, 0.0297925249408716, -0.0821056249381877, -0.0270094649410871]|  1.4672913128390923|      0.01562500|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      49|[-0.0176993053578408, 0.566215718389182, 0.3562773128574236, 0.1049146630682744, 0.0204399828117065, 0.1462448068866275, 0.0488062469900767, 0.0389260739944462, 0.0195292285918506, 0.030972803683253, -0.0886028473982828, -0.0327711778598441]|  1.3740405264387388|      0.03125000|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      50|[-0.0176993053578408, 0.566215718389182, 0.3562773128574236, 0.1049146630682744, 0.0204399828117065, 0.1462448068866275, 0.0488062469900767, 0.0389260739944462, 0.0195292285918506, 0.030972803683253, -0.0886028473982828, -0.0327711778598441]|  1.3740405264387388|      0.01562500|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      51|[-0.0171889741588523, 0.576236807679957, 0.357214809919805, 0.1030593821464051, 0.0187129573824082, 0.1412626640141828, 0.0453183527952378, 0.0340194703426606, 0.0190366192671501, 0.0376889313622554, -0.0832367015104857, -0.0317975752350217]|  1.2736769054477068|      0.03125000|[816, 51, 51, 102]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      52|[-0.0159474776607442, 0.5957221277679456, 0.3567638165736822, 0.0879460032475102, 0.0100664751757348, 0.1329306659418696, 0.0421872501703092, 0.0211270458612796, 0.0191028015875352, 0.0402343804866484, -0.0871760232706617, -0.0268456398137845]|  1.2030247026614933|      0.06250000|[832, 52, 52, 104]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      53|[-0.0159474776607442, 0.5957221277679456, 0.3567638165736822, 0.0879460032475102, 0.0100664751757348, 0.1329306659418696, 0.0421872501703092, 0.0211270458612796, 0.0191028015875352, 0.0402343804866484, -0.0871760232706617, -0.0268456398137845]|  1.2030247026614933|      0.03125000|[848, 53, 53, 106]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      54|[-0.009786646024716, 0.6109946123345216, 0.3504472216705676, 0.0762901134037572, 0.0123958093333867, 0.1380981304814796, 0.029923555157152, 0.0298503681044822, 0.0236280851198592, 0.052909536774202, -0.0783015506540926, -0.0235167310448683]|  1.0123483547424152|      0.06250000|[864, 54, 54, 108]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      55|[-0.009786646024716, 0.6109946123345216, 0.3504472216705676, 0.0762901134037572, 0.0123958093333867, 0.1380981304814796, 0.029923555157152, 0.0298503681044822, 0.0236280851198592, 0.052909536774202, -0.0783015506540926, -0.0235167310448683]|  1.0123483547424152|      0.03125000|[880, 55, 55, 110]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      56|[-0.009786646024716, 0.6109946123345216, 0.3504472216705676, 0.0762901134037572, 0.0123958093333867, 0.1380981304814796, 0.029923555157152, 0.0298503681044822, 0.0236280851198592, 0.052909536774202, -0.0783015506540926, -0.0235167310448683]|  1.0123483547424152|      0.01562500|[896, 56, 56, 112]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      57|[-0.0160230349655935, 0.6222805920887763, 0.3547552230435603, 0.0780851908475853, 0.0137614438320632, 0.1362165305888226, 0.0302367222586613, 0.0344360606648937, 0.024307537283722, 0.056155992252784, -0.0757907857380021, -0.0200158075106794]|  0.9239427833594301|      0.03125000|[912, 57, 57, 114]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      58|[-0.0160230349655935, 0.6222805920887763, 0.3547552230435603, 0.0780851908475853, 0.0137614438320632, 0.1362165305888226, 0.0302367222586613, 0.0344360606648937, 0.024307537283722, 0.056155992252784, -0.0757907857380021, -0.0200158075106794]|  0.9239427833594301|      0.01562500|[928, 58, 58, 116]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      59|[-0.0157558117270136, 0.6268326993935658, 0.3614005986769501, 0.0831287758391358, 0.0105384083586914, 0.1322149395982865, 0.0217747332339144, 0.036642492979849, 0.0261177774259433, 0.0543110397879357, -0.0823776634216389, -0.0191176413635881]|  0.8785643807698496|      0.03125000|[944, 59, 59, 118]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      60|[-0.0163925842315922, 0.6478929886348497, 0.3741329843933056, 0.0854783387817388, 0.0027598786234711, 0.1192857396789506, 0.025363223326066, 0.0362967047652748, 0.0303393461384861, 0.0550142575618291, -0.0755960962300532, -0.0268645613042267]|  0.7559293553577500|      0.06250000|[960, 60, 60, 120]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
