k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0, -1.0]                     |  7.1860500120595514|      0.50000000|[17, 0, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=0
      14|[1.0713509648892787, -1.1629955746678948, -1.0890658748459192, -1.2287246039584871, -1.1541935854979517, -1.0883693873148246, -1.2117844124575647, -1.1588646106846916, -1.07648647260424, -1.189528760169376]|  0.0406586283073508|      0.06250000|[238, 0, 14, 28]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      15|[1.068158405569668, -1.166819939534026, -1.0850393837899064, -1.1910731595170119, -1.1227641230727046, -1.1037517883907324, -1.180369978068321, -1.1457581423547276, -1.0734428053194613, -1.1969616881110987]|  0.0043657022461831|      0.12500000|[255, 0, 15, 30]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      16|[1.068158405569668, -1.166819939534026, -1.0850393837899064, -1.1910731595170119, -1.1227641230727046, -1.1037517883907324, -1.180369978068321, -1.1457581423547276, -1.0734428053194613, -1.1969616881110987]|  0.0043657022461831|      0.06250000|[272, 0, 16, 32]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      17|[1.068158405569668, -1.166819939534026, -1.0850393837899064, -1.1910731595170119, -1.1227641230727046, -1.1037517883907324, -1.180369978068321, -1.1457581423547276, -1.0734428053194613, -1.1969616881110987]|  0.0043657022461831|      0.03125000|[289, 0, 17, 34]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      18|[1.064230436567616, -1.163991836465403, -1.0921845088958888, -1.1802162486983763, -1.113091130411988, -1.1151553853516962, -1.162646326202068, -1.1466975610946486, -1.0826882485044889, -1.209615252583342]|  0.0022605359802528|      0.06250000|[306, 0, 18, 36]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      19|[1.064230436567616, -1.163991836465403, -1.0921845088958888, -1.1802162486983763, -1.113091130411988, -1.1151553853516962, -1.162646326202068, -1.1466975610946486, -1.0826882485044889, -1.209615252583342]|  0.0022605359802528|      0.03125000|[323, 0, 19, 38]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      20|[1.0824332774661773, -1.1825236164456705, -1.0832587325927188, -1.1806363461450389, -1.1244259614019778, -1.1219863944764317, -1.1573043357040909, -1.1495733120874037, -1.0843031271248351, -1.2068966994643857]|  0.0009181129979278|      0.06250000|[340, 0, 20, 40]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      21|[1.0824332774661773, -1.1825236164456705, -1.0832587325927188, -1.1806363461450389, -1.1244259614019778, -1.1219863944764317, -1.1573043357040909, -1.1495733120874037, -1.0843031271248351, -1.2068966994643857]|  0.0009181129979278|      0.03125000|[357, 0, 21, 42]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      22|[1.0824332774661773, -1.1825236164456705, -1.0832587325927188, -1.1806363461450389, -1.1244259614019778, -1.1219863944764317, -1.1573043357040909, -1.1495733120874037, -1.0843031271248351, -1.2068966994643857]|  0.0009181129979278|      0.01562500|[374, 0, 22, 44]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      23|[1.0824332774661773, -1.1825236164456705, -1.0832587325927188, -1.1806363461450389, -1.1244259614019778, -1.1219863944764317, -1.1573043357040909, -1.1495733120874037, -1.0843031271248351, -1.2068966994643857]|  0.0009181129979278|      0.00781250|[391, 0, 23, 46]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      24|[1.0827843881496138, -1.1816961597438411, -1.0847503820608335, -1.178002105856675, -1.1229135285134144, -1.1241072664673606, -1.1521609666960204, -1.1505391992068885, -1.0883472496326476, -1.206165062854634]|  0.0006040458437041|      0.01562500|[408, 0, 24, 48]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      25|[1.0827843881496138, -1.1816961597438411, -1.0847503820608335, -1.178002105856675, -1.1229135285134144, -1.1241072664673606, -1.1521609666960204, -1.1505391992068885, -1.0883472496326476, -1.206165062854634]|  0.0006040458437041|      0.00781250|[425, 0, 25, 50]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      26|[1.0815114589990928, -1.1831706056241302, -1.086060115425505, -1.1751745112791954, -1.1236985631705316, -1.1277774465246269, -1.1486171087569799, -1.1504595854786814, -1.0919107719208463, -1.2033050515275956]|  0.0004075575367192|      0.01562500|[442, 0, 26, 52]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      27|[1.0815114589990928, -1.1831706056241302, -1.086060115425505, -1.1751745112791954, -1.1236985631705316, -1.1277774465246269, -1.1486171087569799, -1.1504595854786814, -1.0919107719208463, -1.2033050515275956]|  0.0004075575367192|      0.00781250|[459, 0, 27, 54]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      28|[1.0824882406241638, -1.1828831765559569, -1.0845818029311398, -1.1707749453301526, -1.1215274409305949, -1.1261127929982975, -1.148739009904315, -1.150901310657841, -1.09733596176566, -1.202152080995728]|  0.0003743613062965|      0.01562500|[476, 0, 28, 56]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      29|[1.0824882406241638, -1.1828831765559569, -1.0845818029311398, -1.1707749453301526, -1.1215274409305949, -1.1261127929982975, -1.148739009904315, -1.150901310657841, -1.09733596176566, -1.202152080995728]|  0.0003743613062965|      0.00781250|[493, 0, 29, 58]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      30|[1.0830989250404837, -1.1822436500731617, -1.0853106774270163, -1.1688827634497834, -1.1234530245831285, -1.1296371420694031, -1.1454859222927292, -1.149698973769252, -1.0937210479356878, -1.1982898390827994]|  0.0002691661166258|      0.01562500|[510, 0, 30, 60]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      31|[1.0830989250404837, -1.1822436500731617, -1.0853106774270163, -1.1688827634497834, -1.1234530245831285, -1.1296371420694031, -1.1454859222927292, -1.149698973769252, -1.0937210479356878, -1.1982898390827994]|  0.0002691661166258|      0.00781250|[527, 0, 31, 62]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      32|[1.0830989250404837, -1.1822436500731617, -1.0853106774270163, -1.1688827634497834, -1.1234530245831285, -1.1296371420694031, -1.1454859222927292, -1.149698973769252, -1.0937210479356878, -1.1982898390827994]|  0.0002691661166258|      0.00390625|[544, 0, 32, 64]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      33|[1.0832930024572178, -1.182540232505434, -1.0848929865439148, -1.1682473404180993, -1.1225199696832489, -1.1314578266574589, -1.1443939174316606, -1.1513872063893063, -1.0959240659110705, -1.1970759372064455]|  0.0002182001867224|      0.00781250|[561, 0, 33, 66]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      34|[1.0808456155846597, -1.1803386987083686, -1.086368305015828, -1.1697667950972535, -1.1214628208136452, -1.1321485336980688, -1.142202689531132, -1.1539173260363962, -1.1010706872062397, -1.1945405753534057]|  0.0001836456674081|      0.01562500|[578, 0, 34, 68]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      35|[1.0808456155846597, -1.1803386987083686, -1.086368305015828, -1.1697667950972535, -1.1214628208136452, -1.1321485336980688, -1.142202689531132, -1.1539173260363962, -1.1010706872062397, -1.1945405753534057]|  0.0001836456674081|      0.00781250|[595, 0, 35, 70]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      36|[1.0837419865952298, -1.1800572692426914, -1.0885093913238597, -1.1702548687210215, -1.1230049564031606, -1.137102210860882, -1.1417480992868498, -1.1518903903142959, -1.0979483367494338, -1.191939954362632]|  0.0001394635566108|      0.01562500|[612, 0, 36, 72]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      37|[1.0837419865952298, -1.1800572692426914, -1.0885093913238597, -1.1702548687210215, -1.1230049564031606, -1.137102210860882, -1.1417480992868498, -1.1518903903142959, -1.0979483367494338, -1.191939954362632]|  0.0001394635566108|      0.00781250|[629, 0, 37, 74]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      38|[1.0837419865952298, -1.1800572692426914, -1.0885093913238597, -1.1702548687210215, -1.1230049564031606, -1.137102210860882, -1.1417480992868498, -1.1518903903142959, -1.0979483367494338, -1.191939954362632]|  0.0001394635566108|      0.00390625|[646, 0, 38, 76]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      39|[1.0836930542833128, -1.1803555518969326, -1.0894165157157636, -1.1689414168647905, -1.1218819051186837, -1.1375604237879808, -1.1394169765775455, -1.1517331898182763, -1.0985445448218816, -1.189630435086474]|  0.0001057100033817|      0.00781250|[663, 0, 39, 78]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      40|[1.0836930542833128, -1.1803555518969326, -1.0894165157157636, -1.1689414168647905, -1.1218819051186837, -1.1375604237879808, -1.1394169765775455, -1.1517331898182763, -1.0985445448218816, -1.189630435086474]|  0.0001057100033817|      0.00390625|[680, 0, 40, 80]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      41|[1.0827427821578304, -1.1801456559026366, -1.0888584242709423, -1.1697040122682278, -1.1218150424107678, -1.13960902862446, -1.1390134611332976, -1.1522494641283416, -1.101506670659397, -1.189512570505406]|  0.0000976513744354|      0.00781250|[697, 0, 41, 82]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      42|[1.0827427821578304, -1.1801456559026366, -1.0888584242709423, -1.1697040122682278, -1.1218150424107678, -1.13960902862446, -1.1390134611332976, -1.1522494641283416, -1.101506670659397, -1.189512570505406]|  0.0000976513744354|      0.00390625|[714, 0, 42, 84]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      43|[1.0835162458860454, -1.1791245086101612, -1.0892855105426664, -1.1692715444030182, -1.121193349954902, -1.1389318988121155, -1.13680772687495, -1.1519054171394787, -1.100562837719346, -1.1869573970998215]|  0.0000785129896430|      0.00781250|[731, 0, 43, 86]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      44|[1.0835162458860454, -1.1791245086101612, -1.0892855105426664, -1.1692715444030182, -1.121193349954902, -1.1389318988121155, -1.13680772687495, -1.1519054171394787, -1.100562837719346, -1.1869573970998215]|  0.0000785129896430|      0.00390625|[748, 0, 44, 88]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      45|[1.0838367276515914, -1.17995267723159, -1.0909767224989184, -1.167933092190812, -1.1214510594477394, -1.1393204438517777, -1.1349161672155923, -1.1528172500672378, -1.102192030716458, -1.1853644512300048]|  0.0000586094851084|      0.00781250|[765, 0, 45, 90]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      46|[1.0838367276515914, -1.17995267723159, -1.0909767224989184, -1.167933092190812, -1.1214510594477394, -1.1393204438517777, -1.1349161672155923, -1.1528172500672378, -1.102192030716458, -1.1853644512300048]|  0.0000586094851084|      0.00390625|[782, 0, 46, 92]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      47|[1.0838767309302748, -1.1796617705963435, -1.0917292307268018, -1.1664218549275869, -1.1217204792473336, -1.140432526794502, -1.1339335165250999, -1.1553321275725992, -1.1021364814412495, -1.1834357617882894]|  0.0000465628505607|      0.00781250|[799, 0, 47, 94]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      48|[1.0798554529512572, -1.1803552961862602, -1.093239179818386, -1.168128633770235, -1.1211900089652351, -1.138996371912047, -1.1325038097418607, -1.1545333511484175, -1.103608406276409, -1.177779097214895]|  0.0000381100353827|      0.01562500|[816, 0, 48, 96]                                                           |  | used linear model with 17 points | iterate success | actual_k=0
      49|[1.0798554529512572, -1.1803552961862602, -1.093239179818386, -1.168128633770235, -1.1211900089652351, -1.138996371912047, -1.1325038097418607, -1.1545333511484175, -1.103608406276409, -1.177779097214895]|  0.0000381100353827|      0.00781250|[833, 0, 49, 98]                                                           |  | used linear model with 17 points | iterate failure | actual_k=0
      50|[1.0776523064202115, -1.1827221412315483, -1.0950095991499964, -1.166007117812489, -1.1179647301586568, -1.1409631147551893, -1.1296626848273983, -1.1570919811438103, -1.1069485380342434, -1.1794816166396929]|  0.0000293082210488|      0.01562500|[850, 0, 50, 100]                                                          |  | used linear model with 17 points | iterate success | actual_k=0
