k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      14|[0.5040008580548614, 145.69755262443925, -107.89684773672276, 102.90144890407348, 204.84537534445548]|1404.8685302734375000|      4.00000000|[398, 28, 0, 28]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      15|[-1.2107244389583147, 143.4054385314632, -110.52132474852374, 103.78932340635302, 204.48519563473585]|1059.2756347656250000|      8.00000000|[426, 30, 0, 30]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      16|[-1.2107244389583147, 143.4054385314632, -110.52132474852374, 103.78932340635302, 204.48519563473585]|1059.2756347656250000|      4.00000000|[454, 32, 0, 32]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      17|[-2.221535904677899, 140.84682258490082, -113.32883980593559, 104.52276129709627, 204.37715544964547]|858.1375732421875000|      8.00000000|[482, 34, 0, 34]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      18|[-2.221535904677899, 140.84682258490082, -113.32883980593559, 104.52276129709627, 204.37715544964547]|858.1375732421875000|      4.00000000|[510, 36, 0, 36]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      19|[1.4803403584429162, 139.47254705015646, -113.90489274876767, 104.43992672212889, 204.6394154873756]|711.2176513671875000|      8.00000000|[538, 38, 0, 38]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      20|[1.4803403584429162, 139.47254705015646, -113.90489274876767, 104.43992672212889, 204.6394154873756]|711.2176513671875000|      4.00000000|[566, 40, 0, 40]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      21|[-1.9006912348714717, 137.84440535058886, -115.08307640903891, 104.42724721526179, 205.36708468688494]|605.7446289062500000|      8.00000000|[594, 42, 0, 42]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      22|[-1.9006912348714717, 137.84440535058886, -115.08307640903891, 104.42724721526179, 205.36708468688494]|605.7446289062500000|      4.00000000|[622, 44, 0, 44]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      23|[1.3608090759162215, 136.75843560500707, -116.77822954844996, 103.91174565650522, 206.38884758074886]|438.6025085449218750|      8.00000000|[651, 46, 0, 46]                                                           |  | trying linear partial model with 16 points | iterate success | actual_k=1
      24|[1.3608090759162215, 136.75843560500707, -116.77822954844996, 103.91174565650522, 206.38884758074886]|438.6025085449218750|      4.00000000|[679, 48, 0, 48]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
      25|[1.3608090759162215, 136.75843560500707, -116.77822954844996, 103.91174565650522, 206.38884758074886]|438.6025085449218750|      2.00000000|[707, 50, 0, 50]                                                           |  | trying linear partial model with 16 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=1
