k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-3.5, 1.0, 0.0, 0.0, 1.7, 0.0, 0.0, 0.0]                                       |8231.2750672685615427|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-3.5001055418406692, 0.9999917474285923, 7.4710378219e-06, -0.0004156062867559, 1.6998132199426856, -0.0001082595043816, -6.00498319475e-05, 6.49160967823e-05]|1485.1246508200615608|      0.00048828|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-3.5001055418406692, 0.9999917474285923, 7.4710378219e-06, -0.0004156062867559, 1.6998132199426856, -0.0001082595043816, -6.00498319475e-05, 6.49160967823e-05]|1485.1246508200615608|      0.00024414|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-3.5001055418406692, 0.9999917474285923, 7.4710378219e-06, -0.0004156062867559, 1.6998132199426856, -0.0001082595043816, -6.00498319475e-05, 6.49160967823e-05]|1485.1246508200615608|      0.00012207|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      16|[-3.5001055418406692, 0.9999917474285923, 7.4710378219e-06, -0.0004156062867559, 1.6998132199426856, -0.0001082595043816, -6.00498319475e-05, 6.49160967823e-05]|1485.1246508200615608|      0.00006104|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      17|[-3.5001055418406692, 0.9999917474285923, 7.4710378219e-06, -0.0004156062867559, 1.6998132199426856, -0.0001082595043816, -6.00498319475e-05, 6.49160967823e-05]|1485.1246508200615608|      0.00003052|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-3.5001055418406692, 0.9999917474285923, 7.4710378219e-06, -0.0004156062867559, 1.6998132199426856, -0.0001082595043816, -6.00498319475e-05, 6.49160967823e-05]|1485.1246508200615608|      0.00001526|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-3.5001055418406692, 0.9999917474285923, 7.4710378219e-06, -0.0004156062867559, 1.6998132199426856, -0.0001082595043816, -6.00498319475e-05, 6.49160967823e-05]|1485.1246508200615608|      0.00000763|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      20|[-3.500105875667052, 0.9999924503581996, 8.2408334728e-06, -0.0004154427474275, 1.6998130989633282, -0.0001081760642832, -6.01626099171e-05, 5.73696762238e-05]|1279.0563545044713010|      0.00001526|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      21|[-3.500105875667052, 0.9999924503581996, 8.2408334728e-06, -0.0004154427474275, 1.6998130989633282, -0.0001081760642832, -6.01626099171e-05, 5.73696762238e-05]|1279.0563545044713010|      0.00000763|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      22|[-3.500105875667052, 0.9999924503581996, 8.2408334728e-06, -0.0004154427474275, 1.6998130989633282, -0.0001081760642832, -6.01626099171e-05, 5.73696762238e-05]|1279.0563545044713010|      0.00000381|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-3.5001046711320503, 0.9999925655477774, 5.2072342314e-06, -0.0004168884072936, 1.6998125541066644, -0.0001093803453664, -6.0247021001e-05, 5.71676904047e-05]|1272.7876044617380558|      0.00000763|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[-3.5001046711320503, 0.9999925655477774, 5.2072342314e-06, -0.0004168884072936, 1.6998125541066644, -0.0001093803453664, -6.0247021001e-05, 5.71676904047e-05]|1272.7876044617380558|      0.00000381|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      25|[-3.5001046711320503, 0.9999925655477774, 5.2072342314e-06, -0.0004168884072936, 1.6998125541066644, -0.0001093803453664, -6.0247021001e-05, 5.71676904047e-05]|1272.7876044617380558|      0.00000191|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-3.5001046711320503, 0.9999925655477774, 5.2072342314e-06, -0.0004168884072936, 1.6998125541066644, -0.0001093803453664, -6.0247021001e-05, 5.71676904047e-05]|1272.7876044617380558|      0.00000095|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-3.500104609611432, 0.9999925797374278, 5.142606732e-06, -0.0004173896286597, 1.6998124631816411, -0.0001093953764244, -6.02801644242e-05, 5.7968013601e-05]|1267.8658786145763315|      0.00000191|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      28|[-3.500104609611432, 0.9999925797374278, 5.142606732e-06, -0.0004173896286597, 1.6998124631816411, -0.0001093953764244, -6.02801644242e-05, 5.7968013601e-05]|1267.8658786145763315|      0.00000095|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      29|[-3.5001045872030137, 0.9999930012244999, 5.0248145723e-06, -0.0004180650124724, 1.6998121397189976, -0.00010912802068, -6.0160341741e-05, 5.77018214258e-05]|1264.4547253136022391|      0.00000191|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      30|[-3.5001043809737373, 0.9999924944211102, 4.6467777186e-06, -0.000419496787963, 1.6998120637738559, -0.0001094289378252, -6.03563567356e-05, 5.87072889925e-05]|1262.5791186120334260|      0.00000381|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[-3.5001043809737373, 0.9999924944211102, 4.6467777186e-06, -0.000419496787963, 1.6998120637738559, -0.0001094289378252, -6.03563567356e-05, 5.87072889925e-05]|1262.5791186120334260|      0.00000191|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-3.5001043809737373, 0.9999924944211102, 4.6467777186e-06, -0.000419496787963, 1.6998120637738559, -0.0001094289378252, -6.03563567356e-05, 5.87072889925e-05]|1262.5791186120334260|      0.00000095|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      33|[-3.500104394996834, 0.9999925239780806, 4.7361544677e-06, -0.0004198564648494, 1.699812106492374, -0.0001095175488629, -6.03766282772e-05, 5.78349467139e-05]|1255.6169674110099095|      0.00000191|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      34|[-3.500104394996834, 0.9999925239780806, 4.7361544677e-06, -0.0004198564648494, 1.699812106492374, -0.0001095175488629, -6.03766282772e-05, 5.78349467139e-05]|1255.6169674110099095|      0.00000095|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      35|[-3.5001046467563444, 0.9999923989906487, 4.677486385e-06, -0.000420529607728, 1.699812064237065, -0.0001096292820108, -6.07628430524e-05, 5.82937441131e-05]|1253.8255223865437529|      0.00000191|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      36|[-3.5001046467563444, 0.9999923989906487, 4.677486385e-06, -0.000420529607728, 1.699812064237065, -0.0001096292820108, -6.07628430524e-05, 5.82937441131e-05]|1253.8255223865437529|      0.00000095|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      37|[-3.5001047178666442, 0.9999925059687361, 4.7443783532e-06, -0.0004211245335311, 1.699812386225681, -0.0001097905561739, -6.09259535767e-05, 5.76786901306e-05]|1249.6529312299346657|      0.00000191|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      38|[-3.500104554647189, 0.9999919872596122, 4.9233372809e-06, -0.000422454631188, 1.699812288625557, -0.0001087384457504, -6.03991488993e-05, 5.72951439258e-05]|1245.2387690915847998|      0.00000381|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      39|[-3.500104554647189, 0.9999919872596122, 4.9233372809e-06, -0.000422454631188, 1.699812288625557, -0.0001087384457504, -6.03991488993e-05, 5.72951439258e-05]|1245.2387690915847998|      0.00000191|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      40|[-3.500104554647189, 0.9999919872596122, 4.9233372809e-06, -0.000422454631188, 1.699812288625557, -0.0001087384457504, -6.03991488993e-05, 5.72951439258e-05]|1245.2387690915847998|      0.00000095|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
