k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 1.0, 2.0]                                                 |87848.8533334838575684|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[43.12910807792146, 149.62135829905822, -100.61119428003241, 1.645279828853997, 1.9502458544308419]|66149.4062500000000000|      2.00000000|[331, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      12|[41.13772905357219, 149.49765112692504, -100.74914657508363, 1.6524679873284847, 1.9453866762712428]|60452.8125000000000000|      4.00000000|[361, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[41.13772905357219, 149.49765112692504, -100.74914657508363, 1.6524679873284847, 1.9453866762712428]|60452.8125000000000000|      2.00000000|[391, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[39.178884836885686, 149.59137879928036, -100.92774392164051, 1.7245426972699802, 1.603257048529978]|55136.7968750000000000|      4.00000000|[421, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      15|[39.178884836885686, 149.59137879928036, -100.92774392164051, 1.7245426972699802, 1.603257048529978]|55136.7968750000000000|      2.00000000|[451, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      16|[37.18745285620032, 149.4592701624739, -101.05709346941848, 1.728273917033063, 1.6041212669191274]|49962.9179687500000000|      4.00000000|[481, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      17|[37.18745285620032, 149.4592701624739, -101.05709346941848, 1.728273917033063, 1.6041212669191274]|49962.9179687500000000|      2.00000000|[511, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      18|[35.19570361863226, 149.33520462026, -101.18928700730544, 1.727372786795753, 1.5959498296270138]|45053.1015625000000000|      4.00000000|[541, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      19|[35.19570361863226, 149.33520462026, -101.18928700730544, 1.727372786795753, 1.5959498296270138]|45053.1015625000000000|      2.00000000|[571, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[35.19570361863226, 149.33520462026, -101.18928700730544, 1.727372786795753, 1.5959498296270138]|45053.1015625000000000|      1.00000000|[601, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[34.20053146868149, 149.2632473698065, -101.25588881217519, 1.7230763901885562, 1.5954144476817493]|42697.1250000000000000|      2.00000000|[631, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[34.20053146868149, 149.2632473698065, -101.25588881217519, 1.7230763901885562, 1.5954144476817493]|42697.1250000000000000|      1.00000000|[661, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[33.20568325032133, 149.19600005442308, -101.33173395614509, 1.724191053714929, 1.5964597518208838]|40407.0976562500000000|      2.00000000|[691, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      24|[31.21526588862007, 149.05482634967217, -101.45965991778498, 1.7531546572603907, 1.5632216812799535]|36025.9804687500000000|      4.00000000|[721, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[31.21526588862007, 149.05482634967217, -101.45965991778498, 1.7531546572603907, 1.5632216812799535]|36025.9804687500000000|      2.00000000|[751, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
