k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[50.0, 150.0, -100.0, 100.0, 200.0]                                             |87848.8533336333348416|      1.00000000|[0, 0, 0, 0]                                                               | 
      11|[4.278309317106004, 138.07406239385395, -108.99314722291274, 99.23566510611245, 204.42172123458272]|1485.6822509765625000|      8.00000000|[353, 0, 0, 22]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      12|[-3.32011665239198, 136.09005079837732, -110.20397894578151, 99.13883110341224, 205.34483037758181]|970.7257080078125000|     16.00000000|[385, 0, 0, 24]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      13|[-3.32011665239198, 136.09005079837732, -110.20397894578151, 99.13883110341224, 205.34483037758181]|970.7257080078125000|      8.00000000|[417, 0, 0, 26]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      14|[-3.32011665239198, 136.09005079837732, -110.20397894578151, 99.13883110341224, 205.34483037758181]|970.7257080078125000|      4.00000000|[449, 0, 0, 28]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      15|[0.5965216932298261, 135.60080831536004, -110.61480088407042, 98.65570926196386, 205.48049350356686]|613.1209716796875000|      8.00000000|[481, 0, 0, 30]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      16|[0.5965216932298261, 135.60080831536004, -110.61480088407042, 98.65570926196386, 205.48049350356686]|613.1209716796875000|      4.00000000|[513, 0, 0, 32]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      17|[-2.0144503049917106, 133.6846233163448, -112.79301111258212, 99.1832065601587, 206.1792116691073]|549.0543212890625000|      8.00000000|[545, 0, 0, 34]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      18|[1.3767016642627126, 135.54503007353807, -116.53739741454204, 97.26433003372466, 200.58131392824004]|401.0607299804687500|     16.00000000|[577, 0, 0, 36]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      19|[1.3767016642627126, 135.54503007353807, -116.53739741454204, 97.26433003372466, 200.58131392824004]|401.0607299804687500|      8.00000000|[609, 0, 0, 38]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      20|[1.3767016642627126, 135.54503007353807, -116.53739741454204, 97.26433003372466, 200.58131392824004]|401.0607299804687500|      4.00000000|[641, 0, 0, 40]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      21|[1.120114801858691, 133.71317006891556, -119.1213825244446, 96.81125599122674, 202.96798461547834]|230.0353698730468750|      8.00000000|[673, 0, 0, 42]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      22|[1.120114801858691, 133.71317006891556, -119.1213825244446, 96.81125599122674, 202.96798461547834]|230.0353698730468750|      4.00000000|[705, 0, 0, 44]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      23|[1.120114801858691, 133.71317006891556, -119.1213825244446, 96.81125599122674, 202.96798461547834]|230.0353698730468750|      2.00000000|[737, 0, 0, 46]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
      24|[-0.6909791048076963, 133.1391837775115, -119.73199783846118, 96.71446766208246, 202.87710251522762]|197.3751373291015625|      4.00000000|[769, 0, 0, 48]                                                            |  | trying linear partial model with 17 points | iterate success | actual_k=0
      25|[-0.6909791048076963, 133.1391837775115, -119.73199783846118, 96.71446766208246, 202.87710251522762]|197.3751373291015625|      2.00000000|[801, 0, 0, 50]                                                            |  | trying linear partial model with 17 points | (iterate failure) trying more points before decreasing delta | exploitation failed, decreasing delta | actual_k=0
