k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]                    | 30.0000000000000000|      0.50000000|[16, 1, 1, 2]                                                              |  | used linear model with 17 points | iterate failure | actual_k=1
      13|[-0.0196183418008074, 0.1306417616910753, 0.1580511507618469, 0.0137490520476207, 0.0723511586050744, 0.0473381344728114, 0.0685864799917652, 0.0696759429863819, 0.0248825287894554, -0.0005377699878089, 0.0065548820099183, 0.0262748406640226]| 13.2340638538390731|      0.12500000|[208, 13, 13, 26]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      14|[-0.0196183418008074, 0.1306417616910753, 0.1580511507618469, 0.0137490520476207, 0.0723511586050744, 0.0473381344728114, 0.0685864799917652, 0.0696759429863819, 0.0248825287894554, -0.0005377699878089, 0.0065548820099183, 0.0262748406640226]| 13.2340638538390731|      0.06250000|[224, 14, 14, 28]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      15|[-0.0106638486706953, 0.1524894835961822, 0.1766702159029024, 0.0050435422600714, 0.0747215604739567, 0.04740350607386, 0.0545917508164322, 0.057770660672836, 0.0041295095551838, -0.0176687034146985, -0.0179325231819022, -0.0092116024148007]| 10.4473099758832415|      0.12500000|[240, 15, 15, 30]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      16|[-0.0126710251814935, 0.1989837353178124, 0.262610757598049, 0.0291550779224576, 0.0927091042784206, 0.088535634706405, 0.0179984302786499, 0.072914980008549, -0.0337398477723772, -0.0118573326121556, -0.0300115249642271, -0.0263733373882011]|  7.4296221671780218|      0.25000000|[256, 16, 16, 32]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      17|[-0.0126710251814935, 0.1989837353178124, 0.262610757598049, 0.0291550779224576, 0.0927091042784206, 0.088535634706405, 0.0179984302786499, 0.072914980008549, -0.0337398477723772, -0.0118573326121556, -0.0300115249642271, -0.0263733373882011]|  7.4296221671780218|      0.12500000|[272, 17, 17, 34]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      18|[-0.0126710251814935, 0.1989837353178124, 0.262610757598049, 0.0291550779224576, 0.0927091042784206, 0.088535634706405, 0.0179984302786499, 0.072914980008549, -0.0337398477723772, -0.0118573326121556, -0.0300115249642271, -0.0263733373882011]|  7.4296221671780218|      0.06250000|[288, 18, 18, 36]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      19|[-0.0217060618542284, 0.2041769899136081, 0.2724223248646016, 0.0655381108355545, 0.0869561859438271, 0.0995753366770155, 0.0510724470421476, 0.0792294526801806, -0.0040880186701319, -0.0146252285245232, -0.0436166069547699, -0.0304881364145009]|  6.9302473519844705|      0.12500000|[304, 19, 19, 38]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      20|[-0.0217060618542284, 0.2041769899136081, 0.2724223248646016, 0.0655381108355545, 0.0869561859438271, 0.0995753366770155, 0.0510724470421476, 0.0792294526801806, -0.0040880186701319, -0.0146252285245232, -0.0436166069547699, -0.0304881364145009]|  6.9302473519844705|      0.06250000|[320, 20, 20, 40]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      21|[-0.0266919658192507, 0.2267152447986038, 0.321050903847764, 0.0821496101416434, 0.0970261090122475, 0.0900799324239612, 0.0474195267665746, 0.0982506669846587, -0.0027754569639506, -0.0123121753361355, -0.0517446900205411, -0.0208506063899373]|  6.3206217409120624|      0.12500000|[336, 21, 21, 42]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      22|[-0.0266919658192507, 0.2267152447986038, 0.321050903847764, 0.0821496101416434, 0.0970261090122475, 0.0900799324239612, 0.0474195267665746, 0.0982506669846587, -0.0027754569639506, -0.0123121753361355, -0.0517446900205411, -0.0208506063899373]|  6.3206217409120624|      0.06250000|[352, 22, 22, 44]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      23|[-0.0232403882561116, 0.258228918238365, 0.3272873271062932, 0.0656299641038333, 0.1091492922042846, 0.0779595952789812, 0.0452776406529772, 0.0715073332739816, -0.0163417751580246, -0.0315750045277188, -0.0743217085767744, -0.0434546382512722]|  5.4957374589097139|      0.12500000|[368, 23, 23, 46]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      24|[-0.0697735144749637, 0.2702013089176232, 0.3608718879797282, 0.0904587862206155, 0.1587214670862825, 0.0385063563843521, 0.041577685143185, 0.0322353327831478, -0.018830610603628, 0.0450937687291649, -0.0642453359155368, -0.0394334153997128]|  4.7501079047229187|      0.25000000|[384, 24, 24, 48]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      25|[-0.0697735144749637, 0.2702013089176232, 0.3608718879797282, 0.0904587862206155, 0.1587214670862825, 0.0385063563843521, 0.041577685143185, 0.0322353327831478, -0.018830610603628, 0.0450937687291649, -0.0642453359155368, -0.0394334153997128]|  4.7501079047229187|      0.12500000|[400, 25, 25, 50]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      26|[-0.0697735144749637, 0.2702013089176232, 0.3608718879797282, 0.0904587862206155, 0.1587214670862825, 0.0385063563843521, 0.041577685143185, 0.0322353327831478, -0.018830610603628, 0.0450937687291649, -0.0642453359155368, -0.0394334153997128]|  4.7501079047229187|      0.06250000|[416, 26, 26, 52]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      27|[-0.0697735144749637, 0.2702013089176232, 0.3608718879797282, 0.0904587862206155, 0.1587214670862825, 0.0385063563843521, 0.041577685143185, 0.0322353327831478, -0.018830610603628, 0.0450937687291649, -0.0642453359155368, -0.0394334153997128]|  4.7501079047229187|      0.03125000|[432, 27, 27, 54]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      28|[-0.0713900132812179, 0.2821098864904656, 0.3604586931328927, 0.0882627207800632, 0.1600769621433269, 0.03245278587614, 0.0400099664913494, 0.0231082420945387, -0.0303218406115106, 0.0285467785654714, -0.0774150935294594, -0.0505511221444715]|  4.5706395995195486|      0.06250000|[448, 28, 28, 56]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      29|[-0.0713900132812179, 0.2821098864904656, 0.3604586931328927, 0.0882627207800632, 0.1600769621433269, 0.03245278587614, 0.0400099664913494, 0.0231082420945387, -0.0303218406115106, 0.0285467785654714, -0.0774150935294594, -0.0505511221444715]|  4.5706395995195486|      0.03125000|[464, 29, 29, 58]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      30|[-0.0750718568144325, 0.2976939591340266, 0.3681017453943768, 0.0884140203332463, 0.1584911432474757, 0.0439072491241026, 0.039907333972491, 0.019406543588355, -0.0214156682416763, 0.0352930716844497, -0.0649031507005178, -0.0352903776346674]|  4.1879568075447109|      0.06250000|[480, 30, 30, 60]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      31|[-0.0750718568144325, 0.2976939591340266, 0.3681017453943768, 0.0884140203332463, 0.1584911432474757, 0.0439072491241026, 0.039907333972491, 0.019406543588355, -0.0214156682416763, 0.0352930716844497, -0.0649031507005178, -0.0352903776346674]|  4.1879568075447109|      0.03125000|[496, 31, 31, 62]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      32|[-0.0798189853805024, 0.3072136051508608, 0.3745753167973433, 0.093970268583467, 0.1534130656732291, 0.0308791518529116, 0.0496673992977143, 0.0164136463987599, -0.0272779139373293, 0.0261265089790647, -0.0682462121566706, -0.0542988555679114]|  4.0777923017656637|      0.06250000|[512, 32, 32, 64]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      33|[-0.0798189853805024, 0.3072136051508608, 0.3745753167973433, 0.093970268583467, 0.1534130656732291, 0.0308791518529116, 0.0496673992977143, 0.0164136463987599, -0.0272779139373293, 0.0261265089790647, -0.0682462121566706, -0.0542988555679114]|  4.0777923017656637|      0.03125000|[528, 33, 33, 66]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      34|[-0.0794523743809157, 0.326757313646791, 0.3775344711154004, 0.1054055028118043, 0.1609704467184881, 0.0265239469570311, 0.0511035008019562, 0.0258029631999885, -0.0191895000456875, 0.0322954238196366, -0.0605271295692512, -0.043092396831572]|  3.7782339267790954|      0.06250000|[544, 34, 34, 68]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      35|[-0.0794523743809157, 0.326757313646791, 0.3775344711154004, 0.1054055028118043, 0.1609704467184881, 0.0265239469570311, 0.0511035008019562, 0.0258029631999885, -0.0191895000456875, 0.0322954238196366, -0.0605271295692512, -0.043092396831572]|  3.7782339267790954|      0.03125000|[560, 35, 35, 70]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      36|[-0.0808327473077391, 0.3500671764923025, 0.3698603687080792, 0.1103193764574938, 0.1666008980113771, 0.0186063372234112, 0.0371769506544459, 0.0235076587131452, -0.0240250026075181, 0.0371843404208854, -0.0579979465190083, -0.0421018121923496]|  3.4296889096478536|      0.06250000|[576, 36, 36, 72]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      37|[-0.0808327473077391, 0.3500671764923025, 0.3698603687080792, 0.1103193764574938, 0.1666008980113771, 0.0186063372234112, 0.0371769506544459, 0.0235076587131452, -0.0240250026075181, 0.0371843404208854, -0.0579979465190083, -0.0421018121923496]|  3.4296889096478536|      0.03125000|[592, 37, 37, 74]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      38|[-0.0808327473077391, 0.3500671764923025, 0.3698603687080792, 0.1103193764574938, 0.1666008980113771, 0.0186063372234112, 0.0371769506544459, 0.0235076587131452, -0.0240250026075181, 0.0371843404208854, -0.0579979465190083, -0.0421018121923496]|  3.4296889096478536|      0.01562500|[608, 38, 38, 76]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      39|[-0.0785837681630341, 0.3603456827630522, 0.3693494437081736, 0.1134548818588523, 0.1612196503567499, 0.0169870859991047, 0.0353724228099856, 0.0212162654846195, -0.022744678601462, 0.0322427998006779, -0.0624956371496086, -0.0481820021058403]|  3.3003448223936402|      0.03125000|[624, 39, 39, 78]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      40|[-0.0785837681630341, 0.3603456827630522, 0.3693494437081736, 0.1134548818588523, 0.1612196503567499, 0.0169870859991047, 0.0353724228099856, 0.0212162654846195, -0.022744678601462, 0.0322427998006779, -0.0624956371496086, -0.0481820021058403]|  3.3003448223936402|      0.01562500|[640, 40, 40, 80]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      41|[-0.0797068749804963, 0.3716459587174268, 0.3745203716080181, 0.1138563734714465, 0.158904738808168, 0.0206659236786443, 0.0367079502302451, 0.025861447191856, -0.0242754038847232, 0.0312807474635771, -0.0573733762861223, -0.0441171406208974]|  3.1382409771503208|      0.03125000|[656, 41, 41, 82]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      42|[-0.0698235878190176, 0.3917437398378354, 0.3718068763012116, 0.1075726176536762, 0.1564031403521243, 0.0054454538385798, 0.0371687864265983, 0.0215131240668042, -0.023194347378181, 0.0194413053846018, -0.0572428490396776, -0.0495682501135913]|  3.0303068890845202|      0.06250000|[672, 42, 42, 84]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      43|[-0.0387445099967515, 0.4226645549924703, 0.3716503044877995, 0.0944371983372469, 0.1625071810199783, -0.0065692610269903, 0.0590144557272889, 0.0197838167935201, -0.0122719079629786, 0.0418558949136976, -0.0502711325313471, -0.027670177999504]|  2.5567257716181815|      0.12500000|[688, 43, 43, 86]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      44|[-0.0387445099967515, 0.4226645549924703, 0.3716503044877995, 0.0944371983372469, 0.1625071810199783, -0.0065692610269903, 0.0590144557272889, 0.0197838167935201, -0.0122719079629786, 0.0418558949136976, -0.0502711325313471, -0.027670177999504]|  2.5567257716181815|      0.06250000|[704, 44, 44, 88]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      45|[-0.0339687723261164, 0.4389768358711916, 0.4085707906288127, 0.0883209209699075, 0.1357620133210386, -0.0225062659645142, 0.0802498785331933, -0.0023793499221314, 0.0038290251264033, 0.0389173358812025, -0.0443481618604833, -0.0292266667317231]|  2.2190125716826312|      0.12500000|[720, 45, 45, 90]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      46|[-0.0339687723261164, 0.4389768358711916, 0.4085707906288127, 0.0883209209699075, 0.1357620133210386, -0.0225062659645142, 0.0802498785331933, -0.0023793499221314, 0.0038290251264033, 0.0389173358812025, -0.0443481618604833, -0.0292266667317231]|  2.2190125716826312|      0.06250000|[736, 46, 46, 92]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      47|[-0.0228690244017181, 0.4914706719503421, 0.4088844778579878, 0.0957911020409793, 0.1422992717980456, -0.0408773353346872, 0.0734939114496176, -0.007220890318855, -0.0138189043257498, 0.0351992413240813, -0.0323542740223261, -0.0219398131313538]|  1.7170205298593999|      0.12500000|[752, 47, 47, 94]                                                          |  | used linear model with 17 points | iterate success | actual_k=1
      48|[-0.0228690244017181, 0.4914706719503421, 0.4088844778579878, 0.0957911020409793, 0.1422992717980456, -0.0408773353346872, 0.0734939114496176, -0.007220890318855, -0.0138189043257498, 0.0351992413240813, -0.0323542740223261, -0.0219398131313538]|  1.7170205298593999|      0.06250000|[768, 48, 48, 96]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      49|[-0.0228690244017181, 0.4914706719503421, 0.4088844778579878, 0.0957911020409793, 0.1422992717980456, -0.0408773353346872, 0.0734939114496176, -0.007220890318855, -0.0138189043257498, 0.0351992413240813, -0.0323542740223261, -0.0219398131313538]|  1.7170205298593999|      0.03125000|[784, 49, 49, 98]                                                          |  | used linear model with 17 points | iterate failure | actual_k=1
      50|[-0.0356182175955107, 0.502475307307408, 0.4051345697277534, 0.0841151287048691, 0.1361705735387697, -0.0490293122501597, 0.0847809554020777, 0.0015267611185177, -0.0058655484119978, 0.0289313190246331, -0.0218894197355674, -0.0171923846789597]|  1.6096534116909003|      0.06250000|[800, 50, 50, 100]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      51|[-0.0575600119634404, 0.5508951953449631, 0.3926168117497725, 0.0849009792592089, 0.1364290993499656, -0.0638047464971409, 0.0999027526555051, -0.0152504511993264, -0.0097182903576375, 0.015560706275527, -0.0224300817504076, -0.0164326760882462]|  1.2769982528862691|      0.12500000|[816, 51, 51, 102]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      52|[-0.0575600119634404, 0.5508951953449631, 0.3926168117497725, 0.0849009792592089, 0.1364290993499656, -0.0638047464971409, 0.0999027526555051, -0.0152504511993264, -0.0097182903576375, 0.015560706275527, -0.0224300817504076, -0.0164326760882462]|  1.2769982528862691|      0.06250000|[832, 52, 52, 104]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      53|[-0.0315772831437346, 0.5875073373908435, 0.4087494638804982, 0.109391770208537, 0.1491269041139707, -0.0676171170903587, 0.1178810439880732, -0.0184838485437405, -0.0037095228218842, 0.0312345014166975, -0.0113963212286129, -0.0055847128632712]|  1.0873722692959844|      0.12500000|[848, 53, 53, 106]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      54|[-0.0315772831437346, 0.5875073373908435, 0.4087494638804982, 0.109391770208537, 0.1491269041139707, -0.0676171170903587, 0.1178810439880732, -0.0184838485437405, -0.0037095228218842, 0.0312345014166975, -0.0113963212286129, -0.0055847128632712]|  1.0873722692959844|      0.06250000|[864, 54, 54, 108]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      55|[-0.0315772831437346, 0.5875073373908435, 0.4087494638804982, 0.109391770208537, 0.1491269041139707, -0.0676171170903587, 0.1178810439880732, -0.0184838485437405, -0.0037095228218842, 0.0312345014166975, -0.0113963212286129, -0.0055847128632712]|  1.0873722692959844|      0.03125000|[880, 55, 55, 110]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      56|[-0.0315772831437346, 0.5875073373908435, 0.4087494638804982, 0.109391770208537, 0.1491269041139707, -0.0676171170903587, 0.1178810439880732, -0.0184838485437405, -0.0037095228218842, 0.0312345014166975, -0.0113963212286129, -0.0055847128632712]|  1.0873722692959844|      0.01562500|[896, 56, 56, 112]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      57|[-0.0255755543244829, 0.5882671875911141, 0.4066684226047056, 0.1076546069580683, 0.1471300185347815, -0.0703331533124966, 0.112332604453838, -0.0209896392329337, -0.0112009900838186, 0.0295933122175208, -0.0190924904105101, -0.0113915069945469]|  0.9969799771354910|      0.03125000|[912, 57, 57, 114]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      58|[-0.0205563162840705, 0.5982602726740259, 0.402660513814565, 0.0987558202204047, 0.1514289422081294, -0.0793246907909021, 0.1057468219139474, -0.0418164474062669, -0.0054935369803363, 0.0320292433290024, -0.0075115774489658, -0.008713266137329]|  0.9239125073951138|      0.06250000|[928, 58, 58, 116]                                                         |  | used linear model with 17 points | iterate success | actual_k=1
      59|[-0.0205563162840705, 0.5982602726740259, 0.402660513814565, 0.0987558202204047, 0.1514289422081294, -0.0793246907909021, 0.1057468219139474, -0.0418164474062669, -0.0054935369803363, 0.0320292433290024, -0.0075115774489658, -0.008713266137329]|  0.9239125073951138|      0.03125000|[944, 59, 59, 118]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
      60|[-0.0205563162840705, 0.5982602726740259, 0.402660513814565, 0.0987558202204047, 0.1514289422081294, -0.0793246907909021, 0.1057468219139474, -0.0418164474062669, -0.0054935369803363, 0.0320292433290024, -0.0075115774489658, -0.008713266137329]|  0.9239125073951138|      0.01562500|[960, 60, 60, 120]                                                         |  | used linear model with 17 points | iterate failure | actual_k=1
