k       | x                                                                              | f(x)               | delta          | n_function_calls, n_failed_function_calls, n_1_batch_calls, n_batch_calls | message
       0|[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]|5073.7863710104329584|      1.00000000|[0, 0, 0, 0]                                                               | 
       1|[-0.0478993501530648, 0.0622196849474025, 0.1590751675332898, 0.0354408147990954, 0.1631103105285328, -0.0018811837667013, 0.039588874903822, -0.0380032643996805, -0.0382647293960556, -0.0264446392691078, 0.2557472899830945, -0.0107836210493259, 0.1952272509150635, 0.2464145885281385, -0.0859434053665172, -0.3037305889086542, -0.186643738562294, 0.0022141088291853, -0.1667239567738808, 0.1882313489894686, 0.2276730468872439, 0.088882968762809, -0.0017392270797803, 0.0804290332442556, -0.0149843156930915, -0.0388456986272729, 0.0742333262215873, 0.0732186121111888, -0.0487905308259279, -0.0372395325984272, 0.0592982650788902, -0.0170064299157309, 0.2685437927893635, 0.033832136337226, -0.1306869800074443, 0.0474101736407652, 0.1299305490013186, -0.0258822165230471, 0.0029810295735964, 0.0142136790437906, 0.0450268172990524, 0.1082898315560591, 0.0737951990693006, 0.2478055210100404, -0.027847430497026, -0.2262064171661979, -0.2161743448134294, 0.3010602915458094, -0.1960809101356022, 0.2613854362262378]|4572.5861661846956849|      2.00000000|[57, 8, 1, 2]                                                              |  | used linear model with 65 points | iterate success | actual_k=8
      12|[0.0645933080808571, -0.7252117858021334, 1.3822883974201237, -1.2300893455937074, 1.8219339734829472, 0.5674855774548473, 0.6271071333221201, 1.1274157492243848, -0.5335225749868824, 0.0491477341448185, 1.2939322798739186, -0.0022857417144115, 1.8808207619861113, 1.391689910505677, -1.4651792843893214, -1.006944362277245, -0.8524112219704039, 0.2633765951422944, -2.224116887732784, 1.9591456962246316, 1.8049614756703054, -0.0171195190300072, 0.6153628104199147, 0.8487477101816256, -1.5868081433255907, -0.2069861232821333, -0.0078498244491845, 1.6315204329121689, -0.5887780950194519, 0.2093445224753688, 0.1029835484102065, 0.1284176263295342, 1.113226065255891, 0.5702529050738419, -2.184403133568829, 0.4346090206246186, -0.1339139125593697, -0.6923508141396852, -0.0906655858612429, -0.3108358570847239, -0.2261320227714586, 1.9075788417618855, 0.5862481891998137, 1.7654193543228809, 0.1961945581867214, -0.3971059155311352, -2.6925352549928427, 0.6336662391828825, -1.5336111075541998, 1.4221570301569013]|2782.3965480859178570|      1.00000000|[684, 96, 12, 24]                                                          |  | used linear model with 65 points | iterate failure | actual_k=8
      13|[0.0493624037239795, -0.6012551300779063, 1.4749143539448104, -1.3799611476976827, 1.838161606922503, 0.7769367981549523, 0.7141303339710734, 1.035128991173389, -0.6234765799155481, -0.0093164617751368, 1.1568793351334807, 0.0660756340967723, 1.973900845598529, 1.4257570567741606, -1.6204129552916007, -1.0146440585761045, -0.9149602849127894, 0.0878244907435342, -2.4291625161098263, 1.9120976069038083, 1.9606268657218173, 0.1920734564836381, 0.6095324339964543, 1.0135117285265782, -1.680240879958105, 0.0230429182498638, 0.1035191159708384, 1.6392303969958246, -0.775294026453057, 0.168538052270403, 0.2411124246042018, 0.1111017063903063, 1.3449804336005005, 0.6406754513634387, -2.417066569005327, 0.503669796406651, -0.2002167527518185, -0.7694191577514644, -0.3543748339002026, 0.0794123366874817, -0.3453663967696224, 2.0253767036221544, 0.3476245096521738, 1.706564486853049, 0.0425566040234232, -0.402967674625747, -2.5983853345741568, 0.4859423254584109, -1.6855849703315169, 1.3556220884665413]|2669.4641879858177163|      2.00000000|[741, 104, 13, 26]                                                         |  | used linear model with 65 points | iterate success | actual_k=8
      14|[0.2394166004527427, -0.427216104563198, 1.2899233903030387, -1.6160544842119302, 1.7217605472351551, 0.5622687925582855, 0.754239829982858, 1.3196507977413048, -0.4723319041994489, 0.1859126082981861, 0.7327985014807354, 0.0513997154923442, 2.2125006948989467, 1.5764977407233773, -1.8951667761360116, -0.8004969870110465, -0.4457477512249169, 0.2994655257026383, -2.585375951979281, 1.614502933259692, 2.1622869024107954, 0.5079449406270774, 0.9339753149667978, 1.6612736106608446, -2.1824796855370185, -0.0190467723688978, 0.216466830486587, 1.8530249636915654, -0.3473497679998837, 0.6094401934384079, -0.0567511373287373, -0.2025649674062177, 1.7923398978861882, 0.9437541048152798, -2.8354191480093753, 0.7222331241230278, -0.1462205528306354, -0.9217123768907628, -0.5455006803786886, 0.2414016286916626, -0.5550206362215078, 1.6234692996069384, 0.2527196337157332, 1.110540757096192, -0.2913756816941789, -0.2787805925475235, -2.575349770233113, 0.3755495078485644, -1.8323886113902925, 1.4225854795191126]|2542.2189362991089183|      4.00000000|[798, 112, 14, 28]                                                         |  | used linear model with 65 points | iterate success | actual_k=8
      15|[0.2394166004527427, -0.427216104563198, 1.2899233903030387, -1.6160544842119302, 1.7217605472351551, 0.5622687925582855, 0.754239829982858, 1.3196507977413048, -0.4723319041994489, 0.1859126082981861, 0.7327985014807354, 0.0513997154923442, 2.2125006948989467, 1.5764977407233773, -1.8951667761360116, -0.8004969870110465, -0.4457477512249169, 0.2994655257026383, -2.585375951979281, 1.614502933259692, 2.1622869024107954, 0.5079449406270774, 0.9339753149667978, 1.6612736106608446, -2.1824796855370185, -0.0190467723688978, 0.216466830486587, 1.8530249636915654, -0.3473497679998837, 0.6094401934384079, -0.0567511373287373, -0.2025649674062177, 1.7923398978861882, 0.9437541048152798, -2.8354191480093753, 0.7222331241230278, -0.1462205528306354, -0.9217123768907628, -0.5455006803786886, 0.2414016286916626, -0.5550206362215078, 1.6234692996069384, 0.2527196337157332, 1.110540757096192, -0.2913756816941789, -0.2787805925475235, -2.575349770233113, 0.3755495078485644, -1.8323886113902925, 1.4225854795191126]|2542.2189362991089183|      2.00000000|[855, 120, 15, 30]                                                         |  | used linear model with 65 points | iterate failure | actual_k=8
      16|[0.2883540277822879, -0.6488511399003198, 1.0443979483168289, -1.4966035381334426, 2.0550594716557287, 0.7668977643827559, 1.1591744196262248, 1.3196704128371806, -0.4791297410964236, 0.267162991226095, 0.7240097756059951, 0.0863101004739249, 2.4251211217691444, 2.0106631868473555, -2.227057603537197, -0.5316104029393305, -0.4927597385318349, 0.0608934055511505, -2.949795514492144, 1.6895061198582857, 2.55066036266344, 1.3782076917417114, 1.5848826266191158, 1.5746123092348683, -2.0194786373508173, 0.2028330482605549, 0.1795971958365248, 1.9446957428824676, -0.2098231149858868, 0.2648284403392559, -0.3670844111166272, 0.0064502572809797, 1.7625246449155627, 1.06515244268863, -2.9607026480931182, 0.9461771149230866, -0.2008279629381425, -0.7281508764988712, -1.1099972036224108, 0.2235548377084232, -0.6324667787346596, 1.3660385133940032, 0.2764129712620539, 1.6251888881761567, -0.4738604397275423, -0.3678520489734287, -2.9337136209284167, 0.2920241264805956, -2.149600568670876, 1.002008586915184]|2468.6757090987748597|      4.00000000|[912, 128, 16, 32]                                                         |  | used linear model with 65 points | iterate success | actual_k=8
      17|[0.2883540277822879, -0.6488511399003198, 1.0443979483168289, -1.4966035381334426, 2.0550594716557287, 0.7668977643827559, 1.1591744196262248, 1.3196704128371806, -0.4791297410964236, 0.267162991226095, 0.7240097756059951, 0.0863101004739249, 2.4251211217691444, 2.0106631868473555, -2.227057603537197, -0.5316104029393305, -0.4927597385318349, 0.0608934055511505, -2.949795514492144, 1.6895061198582857, 2.55066036266344, 1.3782076917417114, 1.5848826266191158, 1.5746123092348683, -2.0194786373508173, 0.2028330482605549, 0.1795971958365248, 1.9446957428824676, -0.2098231149858868, 0.2648284403392559, -0.3670844111166272, 0.0064502572809797, 1.7625246449155627, 1.06515244268863, -2.9607026480931182, 0.9461771149230866, -0.2008279629381425, -0.7281508764988712, -1.1099972036224108, 0.2235548377084232, -0.6324667787346596, 1.3660385133940032, 0.2764129712620539, 1.6251888881761567, -0.4738604397275423, -0.3678520489734287, -2.9337136209284167, 0.2920241264805956, -2.149600568670876, 1.002008586915184]|2468.6757090987748597|      2.00000000|[969, 136, 17, 34]                                                         |  | used linear model with 65 points | iterate failure | actual_k=8
      18|[0.2883540277822879, -0.6488511399003198, 1.0443979483168289, -1.4966035381334426, 2.0550594716557287, 0.7668977643827559, 1.1591744196262248, 1.3196704128371806, -0.4791297410964236, 0.267162991226095, 0.7240097756059951, 0.0863101004739249, 2.4251211217691444, 2.0106631868473555, -2.227057603537197, -0.5316104029393305, -0.4927597385318349, 0.0608934055511505, -2.949795514492144, 1.6895061198582857, 2.55066036266344, 1.3782076917417114, 1.5848826266191158, 1.5746123092348683, -2.0194786373508173, 0.2028330482605549, 0.1795971958365248, 1.9446957428824676, -0.2098231149858868, 0.2648284403392559, -0.3670844111166272, 0.0064502572809797, 1.7625246449155627, 1.06515244268863, -2.9607026480931182, 0.9461771149230866, -0.2008279629381425, -0.7281508764988712, -1.1099972036224108, 0.2235548377084232, -0.6324667787346596, 1.3660385133940032, 0.2764129712620539, 1.6251888881761567, -0.4738604397275423, -0.3678520489734287, -2.9337136209284167, 0.2920241264805956, -2.149600568670876, 1.002008586915184]|2468.6757090987748597|      1.00000000|[1026, 144, 18, 36]                                                        |  | used linear model with 65 points | iterate failure | actual_k=8
      19|[0.1569264745812889, -0.5688077185966545, 1.168654519606045, -1.580770472705896, 2.232391498786878, 1.0803081381222566, 1.1546229577240268, 1.5504853432855894, -0.4630481089961095, 0.2382234907114539, 0.6975707292117664, 0.0890319758021869, 2.3017181462368805, 2.1796868510231544, -2.2594593530012683, -0.7072037642539295, -0.4984742292008641, 0.146046220278968, -3.1138240684308167, 1.6995348350258659, 2.552792998938088, 1.473380538164055, 1.4629757571877757, 1.9580396641006816, -2.070596406287913, 0.296347337845199, 0.3552191866747579, 2.4059469935571216, -0.289608332053355, 0.2737501684732721, -0.3053729151236566, -0.0732113125921525, 1.6779833993587008, 1.2152866093991408, -3.0335279525528627, 1.0378452194881456, -0.2751985735893082, -0.8405171752803112, -1.1467990675551007, 0.3828658447105261, -0.4030109526566992, 1.4723120665701082, 0.2204917731205165, 1.5892008703386928, -0.3866367859429555, -0.4023237459034119, -2.982070792774705, 0.3198749990566592, -2.3534578317185595, 1.0822653093136352]|2387.5741155094101487|      2.00000000|[1083, 152, 19, 38]                                                        |  | used linear model with 65 points | iterate success | actual_k=8
      20|[0.1569264745812889, -0.5688077185966545, 1.168654519606045, -1.580770472705896, 2.232391498786878, 1.0803081381222566, 1.1546229577240268, 1.5504853432855894, -0.4630481089961095, 0.2382234907114539, 0.6975707292117664, 0.0890319758021869, 2.3017181462368805, 2.1796868510231544, -2.2594593530012683, -0.7072037642539295, -0.4984742292008641, 0.146046220278968, -3.1138240684308167, 1.6995348350258659, 2.552792998938088, 1.473380538164055, 1.4629757571877757, 1.9580396641006816, -2.070596406287913, 0.296347337845199, 0.3552191866747579, 2.4059469935571216, -0.289608332053355, 0.2737501684732721, -0.3053729151236566, -0.0732113125921525, 1.6779833993587008, 1.2152866093991408, -3.0335279525528627, 1.0378452194881456, -0.2751985735893082, -0.8405171752803112, -1.1467990675551007, 0.3828658447105261, -0.4030109526566992, 1.4723120665701082, 0.2204917731205165, 1.5892008703386928, -0.3866367859429555, -0.4023237459034119, -2.982070792774705, 0.3198749990566592, -2.3534578317185595, 1.0822653093136352]|2387.5741155094101487|      1.00000000|[1140, 160, 20, 40]                                                        |  | used linear model with 65 points | iterate failure | actual_k=8
      21|[0.2150913027646214, -0.6588402642328862, 0.9890423009740713, -1.861073867835702, 2.115591382255666, 1.2878525960371163, 1.2293419263264185, 1.4477510034503451, -0.4512465081728604, 0.3125902178865277, 0.7634703231278721, 0.2055154967850748, 2.283828940067614, 2.190461696340198, -2.1977350823553796, -0.7772986690384003, -0.6525198721465131, 0.2675573860051431, -3.2166103220850886, 1.7576210256239586, 2.745411642803473, 1.5165017163100027, 1.56545333793131, 2.014864550895831, -2.422299006065597, 0.3942190049932393, 0.2562958098514401, 2.4476613314839866, -0.2557038465176169, 0.1630535808358863, -0.3585901641334568, -0.2357173062676916, 1.5405330125658594, 1.3112651811728209, -3.191206573563646, 0.922412803976119, -0.3377707161544934, -0.9717249895964855, -1.1778029973335786, 0.560248025560613, -0.0731148487260533, 1.6206820209314174, -0.0369586859213561, 1.4650133779618728, -0.5457234362801866, -0.3495687703213182, -3.136826844545415, 0.0378973760812771, -2.2408006387116584, 1.1358964028242373]|2340.2070076881718705|      2.00000000|[1197, 168, 21, 42]                                                        |  | used linear model with 65 points | iterate success | actual_k=8
      22|[0.2150913027646214, -0.6588402642328862, 0.9890423009740713, -1.861073867835702, 2.115591382255666, 1.2878525960371163, 1.2293419263264185, 1.4477510034503451, -0.4512465081728604, 0.3125902178865277, 0.7634703231278721, 0.2055154967850748, 2.283828940067614, 2.190461696340198, -2.1977350823553796, -0.7772986690384003, -0.6525198721465131, 0.2675573860051431, -3.2166103220850886, 1.7576210256239586, 2.745411642803473, 1.5165017163100027, 1.56545333793131, 2.014864550895831, -2.422299006065597, 0.3942190049932393, 0.2562958098514401, 2.4476613314839866, -0.2557038465176169, 0.1630535808358863, -0.3585901641334568, -0.2357173062676916, 1.5405330125658594, 1.3112651811728209, -3.191206573563646, 0.922412803976119, -0.3377707161544934, -0.9717249895964855, -1.1778029973335786, 0.560248025560613, -0.0731148487260533, 1.6206820209314174, -0.0369586859213561, 1.4650133779618728, -0.5457234362801866, -0.3495687703213182, -3.136826844545415, 0.0378973760812771, -2.2408006387116584, 1.1358964028242373]|2340.2070076881718705|      1.00000000|[1254, 176, 22, 44]                                                        |  | used linear model with 65 points | iterate failure | actual_k=8
